instance,Concorde:status,Concorde:wall_seconds,Concorde:result,Concorde:branches,P0:status,P0:successful_repeats,P0:result,B3:status,B3:successful_repeats,B3:result,result_match,P0:matches_reference,B3:matches_reference,P0:wall_vs_Concorde_symmetric_change,B3:wall_vs_Concorde_symmetric_change,P0:wall_seconds,B3:wall_seconds,symmetric_change:wall_seconds,P0:branches,B3:branches,symmetric_change:branches
att48.tsp,ok,0.09943951107561588,10628.0,1.0,ok,1,10628.0,ok,1,10628.0,True,True,True,-1.9678524508798905,-1.8025017280005593,0.03350554406642914,0.03548240847885609,0.059001113621899526,373.0,741.0,0.9865951742627346
bayg29.tsp,ok,0.04355635307729244,1610.0,1.0,ok,1,1610.0,ok,1,1610.0,True,True,True,-1.4902011210950006,-0.29683798350656376,0.01749109849333763,0.03358658030629158,0.9202098895666688,3.0,2.0,-0.5
bays29.tsp,ok,0.04867664724588394,2020.0,1.0,ok,1,2020.0,ok,1,2020.0,True,True,True,-1.9241974537523734,-0.4770492267486377,0.01664615608751774,0.03295533172786236,0.9797562605203609,15.0,17.0,0.1333333333333333
berlin52.tsp,ok,0.06849459186196327,7542.0,1.0,ok,1,7542.0,ok,1,7542.0,True,True,True,-1.7092516556730515,-1.0473001712989234,0.025281738489866257,0.03345605731010437,0.3233289840219906,1.0,1.0,0.0
brazil58.tsp,ok,0.10043958947062492,25395.0,1.0,ok,1,25395.0,ok,1,25395.0,True,True,True,3.3158139627522116,0.9249979609849539,0.43347858265042305,0.19334600493311882,-1.241983654124995,168561.0,59479.0,-1.8339582037357722
burma14.tsp,ok,0.029443856328725815,3323.0,1.0,ok,1,3323.0,ok,1,3323.0,True,True,True,-2.5859445483039893,-1.958692792547955,0.008210906758904457,0.009951643645763397,0.21200300258813298,1.0,1.0,0.0
dantzig42.tsp,ok,0.0469488725066185,699.0,1.0,ok,1,699.0,ok,1,699.0,True,True,True,-0.8473559899871637,-0.5545079711331471,0.02541409060359001,0.030201757326722145,0.18838630891068853,12.0,23.0,0.9166666666666667
dj38.tsp,ok,0.03780525363981724,6656.0,1.0,ok,1,6656.0,ok,1,6656.0,True,True,True,-1.3077932678952964,-1.4174042991393767,0.016381559893488884,0.01563877984881401,-0.04749603561502935,1.0,1.0,0.0
eil101.tsp,ok,0.07399468496441841,629.0,1.0,ok,1,629.0,ok,1,629.0,True,True,True,164.78367754551385,777.4502959980913,12.267110992223024,57.60118441283703,3.6955786451556873,3763318.0,18038828.0,3.79333077884994
eil51.tsp,ok,0.06197481229901314,426.0,1.0,ok,1,426.0,ok,1,426.0,True,True,True,0.29541731702908547,2.0953764063351588,0.08028324507176876,0.19183537177741528,1.389482034587978,18700.0,68118.0,2.6426737967914438
eil76.tsp,ok,0.06010119989514351,538.0,1.0,ok,1,538.0,ok,1,538.0,True,True,True,8.635567022801855,16.57618100656822,0.5791091397404671,1.0563495680689812,0.8240941052016442,132106.0,312206.0,1.3632991688492573
fri26.tsp,ok,0.027558738365769386,937.0,1.0,ok,1,937.0,ok,1,937.0,True,True,True,-3.413304745481917,-0.7891352804339833,0.006244467571377754,0.01540338434278965,1.466725011655575,1.0,1.0,0.0
gr17.tsp,ok,0.016620619222521782,2085.0,1.0,ok,1,2085.0,ok,1,2085.0,True,True,True,-0.5372716306355632,-0.10404037392076737,0.010811764746904373,0.015054358169436455,0.39240526610115345,1.0,1.0,0.0
gr21.tsp,ok,0.012220339849591255,2707.0,1.0,ok,1,2707.0,ok,1,2707.0,True,True,True,-0.644261140170628,-0.27148389352376556,0.007432116195559502,0.009611085057258606,0.29318283034931314,1.0,1.0,0.0
gr24.tsp,ok,0.02609829418361187,1272.0,1.0,ok,1,1272.0,ok,1,1272.0,True,True,True,-1.4725300710290914,-0.4805700876639334,0.010555298998951912,0.01762719266116619,0.6699851574944946,1.0,1.0,0.0
gr48.tsp,ok,0.07980214431881905,5046.0,1.0,ok,1,5046.0,ok,1,5046.0,True,True,True,2.3696336779601084,176.11448258718661,0.2689039930701256,14.134115500375628,51.561939817270364,125818.0,7712690.0,60.30037037625777
hk48.tsp,ok,0.04629971645772457,11461.0,1.0,ok,1,11461.0,ok,1,11461.0,True,True,True,-0.673005771025232,-0.08078636397946193,0.027674570679664612,0.042838916182518005,0.5479523306208403,44.0,65.0,0.4772727272727273
kroC100.tsp,ok,0.10108034498989582,20749.0,1.0,ok,1,20749.0,ok,1,20749.0,True,True,True,392.23860174425766,5199.125252471124,39.74869352765381,525.6304545104504,12.223842291690938,11756617.0,146693085.0,11.477491186452701
kroD100.tsp,ok,0.13640364445745945,21294.0,1.0,ok,1,21294.0,ok,1,21294.0,True,True,True,3273.3185997668834,5768.457040855661,446.6289901230484,786.9749669134617,0.7620328825870579,129214031.0,244552573.0,0.89261623608043
lin105.tsp,ok,0.09114335291087627,14379.0,1.0,ok,1,14379.0,ok,1,14379.0,True,True,True,1.0889684229499932,0.9648611655940775,0.19039558619260788,0.1790840346366167,-0.06316337231816171,348.0,639.0,0.8362068965517242
pr124.tsp,ok,0.451222188770771,59030.0,1.0,ok,1,59030.0,ok,1,59030.0,True,True,True,6.837489940270649,166.8143861811934,3.5364493653178215,75.72157463990152,20.411751397463146,660814.0,15245575.0,22.070901948203275
rat99.tsp,ok,1.1524219159036875,1211.0,1.0,ok,1,1211.0,ok,1,1211.0,True,True,True,-1.117233027130498,98.94475242722139,0.5443056579679251,115.17852307669818,210.6063307272941,91741.0,32454720.0,352.76461996272116
rd100.tsp,ok,0.09190729446709156,7910.0,1.0,ok,1,7910.0,ok,1,7910.0,True,True,True,22.122539514886938,5396.730227194475,2.125130048021674,496.09078144468367,232.44019906287826,525879.0,152922813.0,289.79467520094926
st70.tsp,ok,0.06602468341588974,675.0,1.0,ok,1,675.0,ok,1,675.0,True,True,True,335.76104804245426,296.9799403510597,22.234541583806276,19.674031225964427,-0.1301467060021062,8607708.0,8085493.0,-0.06458666156782278
swiss42.tsp,ok,0.03279697895050049,1273.0,1.0,ok,1,1273.0,ok,1,1273.0,True,True,True,-1.314943064299241,-0.915532992184799,0.014167509973049164,0.01712159439921379,0.2085111944007223,8.0,9.0,0.125
