instance,Concorde:status,Concorde:wall_seconds,Concorde:result,Concorde:branches,T1:status,T1:successful_repeats,T1:result,T4:status,T4:successful_repeats,T4:result,result_match,T1:matches_reference,T4:matches_reference,T1:wall_vs_Concorde_symmetric_change,T4:wall_vs_Concorde_symmetric_change,T1:wall_seconds,T4:wall_seconds,symmetric_change:wall_seconds,T1:branches,T4:branches,symmetric_change:branches
eil76.tsp,ok,0.06010119989514351,538.0,1.0,ok,1,538.0,ok,1,538.0,True,True,True,3.754491380030103,6.767039655202444,0.28575063683092594,0.4668084029108286,0.6336215662995413,1041.0,14077.0,12.522574447646495
fri26.tsp,ok,0.027558738365769386,937.0,1.0,ok,1,937.0,ok,1,937.0,True,True,True,-0.9610643080764836,-1.6839317304161945,0.014052949845790863,0.010268047451972961,-0.36860974898306,1.0,1.0,0.0
gr137.tsp,ok,0.3418461326509714,69853.0,1.0,ok,1,69853.0,ok,1,69853.0,True,True,True,919.7542194130359,920.529239083821,314.7562690284103,315.02120650559664,0.0008417226382944065,23873235.0,23750068.0,-0.005185964099134299
gr17.tsp,ok,0.016620619222521782,2085.0,1.0,ok,1,2085.0,ok,1,2085.0,True,True,True,-0.053812650059581024,0.17623978679223096,0.01577189192175865,0.019549833610653877,0.23953636682503743,1.0,1.0,0.0
gr21.tsp,ok,0.012220339849591255,2707.0,1.0,ok,1,2707.0,ok,1,2707.0,True,True,True,0.24373588670189128,0.325266871369029,0.015198875218629837,0.016195211559534073,0.06555329434397805,1.0,1.0,0.0
gr24.tsp,ok,0.02609829418361187,1272.0,1.0,ok,1,1272.0,ok,1,1272.0,True,True,True,-0.7135078040502696,-0.2815703459387424,0.015230916440486908,0.0203643087297678,0.33703765031730315,1.0,1.0,0.0
gr48.tsp,ok,0.07980214431881905,5046.0,1.0,ok,1,5046.0,ok,1,5046.0,True,True,True,2.6897213459700375,3.4312164169785584,0.2944476753473282,0.3536205720156431,0.20096234958729098,82806.0,95317.0,0.1510880854044392
gr96.tsp,ok,0.22688710503280163,55209.0,1.0,ok,1,55209.0,ok,1,55209.0,True,True,True,38.09927788063956,32.777088592741855,8.871121967211366,7.663585847243667,-0.15756802938431358,2235986.0,1624631.0,-0.3763039114728206
hk48.tsp,ok,0.04629971645772457,11461.0,1.0,ok,1,11461.0,ok,1,11461.0,True,True,True,-0.17620089082285895,-1.0691588668351497,0.03936378285288811,0.022376105189323425,-0.7591883180666408,21.0,21.0,0.0
kroC100.tsp,ok,0.10108034498989582,20749.0,1.0,ok,1,20749.0,ok,1,20749.0,True,True,True,404.1600810524285,271.35035931625384,40.95372076891363,27.529268277809024,-0.4876429099252839,11256721.0,6998310.0,-0.608491335765349
kroD100.tsp,ok,0.13640364445745945,21294.0,1.0,ok,1,21294.0,ok,1,21294.0,True,True,True,3180.9555067065794,15.123932535866672,434.03032761625946,2.19936316087842,-196.34363807517303,124355389.0,150982.0,-822.6438052218145
lin105.tsp,ok,0.09114335291087627,14379.0,1.0,ok,1,14379.0,ok,1,14379.0,True,True,True,1.2511291589804387,1.2922860328313361,0.2051754593849182,0.208926634863019,0.01828276875483148,77.0,65.0,-0.18461538461538463
pr124.tsp,ok,0.451222188770771,59030.0,1.0,ok,1,59030.0,ok,1,59030.0,True,True,True,11.109762101384437,8.152337813484646,5.464193360880017,4.129737900570035,-0.32313320904113185,618453.0,137396.0,-3.501244577716964
rat99.tsp,ok,1.1524219159036875,1211.0,1.0,ok,1,1211.0,ok,1,1211.0,True,True,True,-1.05055508334337,-1.4811124512233942,0.5620048567652702,0.4644779060035944,-0.20997112995278,44356.0,844.0,-51.55450236966825
rd100.tsp,ok,0.09190729446709156,7910.0,1.0,ok,1,7910.0,ok,1,7910.0,True,True,True,18.185636465289768,20.023750934617976,1.7632999401539564,1.9322360679507256,0.09580680175263834,152174.0,152777.0,0.003962569164246199
st70.tsp,ok,0.06602468341588974,675.0,1.0,ok,1,675.0,ok,1,675.0,True,True,True,129.57786830673135,17.82927328815531,8.62136241607368,1.2431968078017235,-5.934833135003267,3296814.0,147899.0,-21.29098235958323
swiss42.tsp,ok,0.03279697895050049,1273.0,1.0,ok,1,1273.0,ok,1,1273.0,True,True,True,-0.1861695523606688,-0.42366538525755604,0.02764948643743992,0.023036999627947807,-0.20022081364694633,6.0,8.0,0.33333333333333326
ulysses16.tsp,ok,0.04721811227500439,6859.0,1.0,ok,1,6859.0,ok,1,6859.0,True,True,True,-1.6606510138012576,-1.0630327765457466,0.017746826633810997,0.022887717932462692,0.2896794680383783,1.0,1.0,0.0
wi29.tsp,ok,0.045293282717466354,27603.0,1.0,ok,1,27603.0,ok,1,27603.0,True,True,True,-1.4394175568792735,-0.8902649355608265,0.018567252904176712,0.023961341008543968,0.290516218646101,1.0,1.0,0.0
bier127.tsp,ok,0.20502866618335247,118282.0,1.0,timeout,0,,timeout,0,,,,,,,,,,,,
brg180.tsp,ok,0.20931491255760193,1950.0,1.0,timeout,0,,timeout,0,,,,,,,,,,,,
ch130.tsp,ok,0.21387781016528606,6110.0,1.0,timeout,0,,timeout,0,,,,,,,,,,,,
ch150.tsp,ok,0.3485230952501297,6528.0,1.0,timeout,0,,timeout,0,,,,,,,,,,,,
d198.tsp,ok,1.0058379471302032,15780.0,3.0,timeout,0,,timeout,0,,,,,,,,,,,,
gr120.tsp,ok,0.15817620046436787,6942.0,1.0,timeout,0,,ok,1,6942.0,,,True,,1824.2492529309957,,288.7109917290509,,,66787166.0,
kroA100.tsp,ok,0.11194410920143127,21282.0,1.0,ok,1,21282.0,timeout,0,,,True,,6902.824429243514,,772.8424758147448,,,185831516.0,,
kroA150.tsp,ok,0.4832456335425377,26524.0,1.0,timeout,0,,timeout,0,,,,,,,,,,,,
kroB100.tsp,ok,0.18441025167703629,22141.0,1.0,timeout,0,,timeout,0,,,,,,,,,,,,
kroB150.tsp,ok,0.4672635402530432,26130.0,1.0,timeout,0,,timeout,0,,,,,,,,,,,,
kroE100.tsp,ok,0.2567499540746212,22068.0,1.0,timeout,0,,timeout,0,,,,,,,,,,,,
pr107.tsp,ok,0.16206598654389381,44303.0,1.0,timeout,0,,timeout,0,,,,,,,,,,,,
pr136.tsp,ok,0.5381354987621307,96772.0,1.0,timeout,0,,timeout,0,,,,,,,,,,,,
pr144.tsp,ok,0.2744617722928524,58537.0,1.0,timeout,0,,timeout,0,,,,,,,,,,,,
pr152.tsp,ok,0.8584825918078423,73682.0,1.0,timeout,0,,timeout,0,,,,,,,,,,,,
pr76.tsp,ok,0.21573120914399624,108159.0,1.0,timeout,0,,timeout,0,,,,,,,,,,,,
qa194.tsp,ok,0.4701696112751961,9352.0,1.0,timeout,0,,timeout,0,,,,,,,,,,,,
rat195.tsp,ok,2.8730149008333683,2323.0,3.0,timeout,0,,timeout,0,,,,,,,,,,,,
si175.tsp,ok,1.8025635667145252,21407.0,3.0,timeout,0,,timeout,0,,,,,,,,,,,,
u159.tsp,ok,0.1227664165198803,42080.0,1.0,timeout,0,,ok,1,42080.0,,,True,,4535.0619853509315,,556.8760750535876,,,25542980.0,
xqf131.tsp,ok,0.3606609869748354,564.0,1.0,timeout,0,,timeout,0,,,,,,,,,,,,
