rank,kind,function,file,calls,self_ir,self_pct_total,self_est_sec,inclusive_ir,inclusive_pct_total,inclusive_est_sec
1,solver,"tsp::BranchBoundSolver::updateOneTreeAfterCandidateRemoval(tsp::BranchBoundSolver::PartialSol const&, std::vector<tsp::BranchBoundSolver::Edge, std::allocator<tsp::BranchBoundSolver::Edge> > const&, tsp::BranchBoundSolver::OneTree&, std::vector<unsigned long, std::allocator<unsigned long> > const&) const",solver/tsp_bb_26_07_13_02/tsp_bb,0,2196449355,35.360000,0.286443266,2305463505,37.120000,0.300700623
2,solver,"tsp::BranchBoundSolver::buildBranchCandidates(tsp::BranchBoundSolver::PartialSol const&, std::vector<tsp::BranchBoundSolver::Edge, std::allocator<tsp::BranchBoundSolver::Edge> >&, std::vector<unsigned long, std::allocator<unsigned long> >*) const",solver/tsp_bb_26_07_13_02/tsp_bb,0,1982544317,31.920000,0.258576613,2293506005,36.920000,0.299080468
3,solver,"tsp::BranchBoundSolver::updateOneTreeAfterForbid(tsp::BranchBoundSolver::PartialSol const&, std::vector<tsp::BranchBoundSolver::Edge, std::allocator<tsp::BranchBoundSolver::Edge> > const&, tsp::BranchBoundSolver::OneTree&, tsp::BranchBoundSolver::Edge const&) const",solver/tsp_bb_26_07_13_02/tsp_bb,0,524264627,8.440000,0.068370508,600561034,9.670000,0.078334456
4,solver,"tsp::BranchBoundSolver::search(tsp::BranchBoundSolver::PartialSol&, std::vector<tsp::BranchBoundSolver::Edge, std::allocator<tsp::BranchBoundSolver::Edge> >&, int, tsp::BranchBoundSolver::OneTree const*)",solver/tsp_bb_26_07_13_02/tsp_bb,0,302733589,4.870000,0.039450755,55554442904,894.400000,7.245329658
5,runtime,./malloc/./malloc/malloc.c:_int_free,lib/x86_64-linux-gnu/libc.so.6,0,212173497,3.420000,0.027704637,246509591,3.970000,0.032160061
6,runtime,./malloc/./malloc/malloc.c:malloc,lib/x86_64-linux-gnu/libc.so.6,0,176905453,2.850000,0.023087198,279746088,4.500000,0.036453470
7,solver,"tsp::BranchBoundSolver::bpPartition(tsp::BranchBoundSolver::PartialSol&, std::vector<tsp::BranchBoundSolver::Edge, std::allocator<tsp::BranchBoundSolver::Edge> > const&, tsp::BranchBoundSolver::OneTree const&)",solver/tsp_bb_26_07_13_02/tsp_bb,0,135478202,2.180000,0.017659681,805598768,12.970000,0.105067001
8,runtime,./string/../sysdeps/x86_64/multiarch/memmove-vec-unaligned-erms.S:__memcpy_avx_unaligned_erms,lib/x86_64-linux-gnu/libc.so.6,0,122691336,1.980000,0.016039527,122691336,1.980000,0.016039527
9,runtime,./malloc/./malloc/malloc.c:free,lib/x86_64-linux-gnu/libc.so.6,0,111044584,1.790000,0.014500380,369451809,5.950000,0.048199588
10,runtime,./malloc/./malloc/malloc.c:_int_malloc,lib/x86_64-linux-gnu/libc.so.6,0,88161512,1.420000,0.011503095,102196129,1.650000,0.013366272
11,runtime,"void std::vector<unsigned long, std::allocator<unsigned long> >::_M_realloc_insert<unsigned long const&>(__gnu_cxx::__normal_iterator<unsigned long*, std::vector<unsigned long, std::allocator<unsigned long> > >, unsigned long const&)",solver/tsp_bb_26_07_13_02/tsp_bb,0,82166040,1.320000,0.010693018,270239608,4.350000,0.035238354
12,runtime,operator new(unsigned long),lib/x86_64-linux-gnu/libstdc++.so.6.0.33,0,63454032,1.020000,0.008262787,351129704,5.650000,0.045769357
13,solver,"tsp::BranchBoundSolver::computeOneTree(tsp::BranchBoundSolver::PartialSol const&, std::vector<tsp::BranchBoundSolver::Edge, std::allocator<tsp::BranchBoundSolver::Edge> > const&) const",solver/tsp_bb_26_07_13_02/tsp_bb,0,25338803,0.410000,0.003321316,0,0.000000,0.000000000
14,runtime,./string/../sysdeps/x86_64/multiarch/memset-vec-unaligned-erms.S:__memset_avx2_unaligned_erms,lib/x86_64-linux-gnu/libc.so.6,0,22837262,0.370000,0.002997285,0,0.000000,0.000000000
15,runtime,./malloc/./malloc/malloc.c:_int_free_merge_chunk,lib/x86_64-linux-gnu/libc.so.6,0,21270211,0.340000,0.002754262,0,0.000000,0.000000000
16,runtime,./malloc/./malloc/malloc.c:unlink_chunk.isra.0,lib/x86_64-linux-gnu/libc.so.6,0,14897687,0.240000,0.001944185,0,0.000000,0.000000000
17,runtime,./malloc/./malloc/arena.c:free,???,0,11897634,0.190000,0.001539147,0,0.000000,0.000000000
18,solver,tsp::BranchBoundSolver::isTour(tsp::BranchBoundSolver::OneTree const&) const,solver/tsp_bb_26_07_13_02/tsp_bb,0,10209814,0.160000,0.001296123,0,0.000000,0.000000000
19,solver,"std::_Function_handler<void (int, double, int), tsp::BranchBoundSolver::lkSearch(int, int, std::vector<int, std::allocator<int> >&, std::vector<int, std::allocator<int> >&, std::vector<bool, std::allocator<bool> >&) const::{lambda(int, double, int)#1}>::_M_invoke(std::_Any_data const&, int&&, double&&, int&&)",solver/tsp_bb_26_07_13_02/tsp_bb,0,9838602,0.160000,0.001296123,0,0.000000,0.000000000
20,runtime,operator delete(void*),lib/x86_64-linux-gnu/libstdc++.so.6.0.33,0,7931754,0.130000,0.001053100,385316098,6.200000,0.050224781
21,solver,(below main),solver/tsp_bb_26_07_13_02/tsp_bb,0,0,0.000000,0.000000000,6209527817,99.970000,0.809834085
22,solver,./csu/../csu/libc-start.c:__libc_start_main@@GLIBC_2.34,lib/x86_64-linux-gnu/libc.so.6,0,0,0.000000,0.000000000,6209527805,99.970000,0.809834085
23,solver,./csu/../sysdeps/nptl/libc_start_call_main.h:(below main),lib/x86_64-linux-gnu/libc.so.6,0,0,0.000000,0.000000000,6209527631,99.970000,0.809834085
24,solver,main,solver/tsp_bb_26_07_13_02/tsp_bb,0,0,0.000000,0.000000000,6209517242,99.970000,0.809834085
25,solver,"(anonymous namespace)::solveInput(std::istream&, (anonymous namespace)::CliOptions const&)",solver/tsp_bb_26_07_13_02/tsp_bb,0,0,0.000000,0.000000000,6209461287,99.970000,0.809834085
26,solver,tsp::BranchBoundSolver::solve(),solver/tsp_bb_26_07_13_02/tsp_bb,0,0,0.000000,0.000000000,6207520701,99.940000,0.809591062
27,runtime,"operator delete(void*, unsigned long)",lib/x86_64-linux-gnu/libstdc++.so.6.0.33,0,0,0.000000,0.000000000,401177158,6.460000,0.052330981
28,runtime,"std::vector<int, std::allocator<int> >::~vector()",solver/tsp_bb_26_07_13_02/tsp_bb,0,0,0.000000,0.000000000,62571962,1.010000,0.008181779
