run_id,strategy,repeat,instance,status,wall_seconds,result,branches,nodes_expanded,pruned_by_bound,pruned_infeasible,root_potential_iterations,search_node_potential_update_candidates,search_node_potential_updates_triggered,search_node_potential_updates_skipped_strategy_none,search_node_potential_updates_skipped_update_depth_zero,search_node_potential_updates_skipped_budget_exhausted,search_node_potential_updates_skipped_numerically_unsafe,search_node_potential_updates_skipped_invalid_state,search_node_potential_updates_skipped_zero_violation,search_node_potential_updates_skipped_zero_iteration_limit,search_node_potential_updates_skipped_depth_interval,search_node_potential_updates_skipped_gap_below_minimum,search_node_potential_updates_skipped_gap_above_maximum,search_node_potential_iterations
PS-PS16-198619c94b42,PS-PS16,1,/home/wj/code/TSP/data/classic/tsplib/att48.tsp,ok,0.04842023923993111,10628.0,48,18,31,2,100,42,42,0,0,0,0,0,0,0,0,0,0,376
PS-PS16-198619c94b42,PS-PS16,1,/home/wj/code/TSP/data/classic/tsplib/bayg29.tsp,ok,0.017040619626641273,1610.0,2,1,1,3,100,1,1,0,0,0,0,0,0,0,0,0,0,2
PS-PS16-198619c94b42,PS-PS16,1,/home/wj/code/TSP/data/classic/tsplib/bays29.tsp,ok,0.04605835862457752,2020.0,10,3,6,2,100,7,7,0,0,0,0,0,0,0,0,0,0,47
PS-PS16-198619c94b42,PS-PS16,1,/home/wj/code/TSP/data/classic/tsplib/berlin52.tsp,ok,0.043611831963062286,7542.0,1,0,1,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0
PS-PS16-198619c94b42,PS-PS16,1,/home/wj/code/TSP/data/classic/tsplib/bier127.tsp,timeout,1800.0,,,,,,,,,,,,,,,,,,,
PS-PS16-198619c94b42,PS-PS16,1,/home/wj/code/TSP/data/classic/tsplib/brazil58.tsp,ok,0.04995691403746605,25395.0,86,28,59,0,100,82,82,0,0,0,0,0,0,0,0,0,0,734
PS-PS16-198619c94b42,PS-PS16,1,/home/wj/code/TSP/data/classic/tsplib/brg180.tsp,timeout,1800.0,,,,,,,,,,,,,,,,,,,
PS-PS16-198619c94b42,PS-PS16,1,/home/wj/code/TSP/data/classic/tsplib/burma14.tsp,ok,0.018829427659511566,3323.0,1,0,1,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0
PS-PS16-198619c94b42,PS-PS16,1,/home/wj/code/TSP/data/classic/tsplib/ch130.tsp,ok,735.7168207895011,6110.0,842923,266389,582268,1,400,794139,793794,0,0,0,0,0,2,0,0,0,343,7183071
PS-PS16-198619c94b42,PS-PS16,1,/home/wj/code/TSP/data/classic/tsplib/ch150.tsp,ok,552.2094518914819,6528.0,421296,133187,290578,0,400,402315,402195,0,0,0,0,0,1,0,0,0,119,3690548
PS-PS16-198619c94b42,PS-PS16,1,/home/wj/code/TSP/data/classic/tsplib/d198.tsp,timeout,1800.0,,,,,,,,,,,,,,,,,,,
PS-PS16-198619c94b42,PS-PS16,1,/home/wj/code/TSP/data/classic/tsplib/dantzig42.tsp,ok,0.025954512879252434,699.0,5,1,4,0,100,4,4,0,0,0,0,0,0,0,0,0,0,20
PS-PS16-198619c94b42,PS-PS16,1,/home/wj/code/TSP/data/classic/national/dj38.tsp,ok,0.017072906717658043,6656.0,1,0,1,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0
PS-PS16-198619c94b42,PS-PS16,1,/home/wj/code/TSP/data/classic/tsplib/eil101.tsp,ok,7.041585674509406,629.0,11690,3795,7993,0,400,10699,10635,0,0,0,0,0,0,0,0,0,64,103185
PS-PS16-198619c94b42,PS-PS16,1,/home/wj/code/TSP/data/classic/tsplib/eil51.tsp,ok,0.12913019955158234,426.0,791,263,533,32,400,730,730,0,0,0,0,0,0,0,0,0,0,6467
PS-PS16-198619c94b42,PS-PS16,1,/home/wj/code/TSP/data/classic/tsplib/eil76.tsp,ok,0.8645164743065834,538.0,2612,869,1772,0,400,2382,2371,0,0,0,0,0,2,0,0,0,9,22675
PS-PS16-198619c94b42,PS-PS16,1,/home/wj/code/TSP/data/classic/tsplib/fri26.tsp,ok,0.02474011667072773,937.0,1,0,1,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0
