run_id,strategy,repeat,instance,status,wall_seconds,result,root_lower_bound,initial_upper_bound,final_upper_bound,final_lower_bound,final_relative_gap,branches,nodes_expanded,pruned_by_bound,pruned_infeasible,root_fixing_calls,root_fixing_tested,root_fixing_fixed_zero,root_fixing_tree_tested,root_fixing_fixed_one,root_fixing_active_after,root_fixing_seconds,root_candidate_compaction_calls,root_candidate_edges_before,root_candidate_edges_after,root_candidate_compaction_seconds,initial_tour_seconds,initial_clk_starts,adaptive_clk_triggers,adaptive_clk_improvements,root_guided_lk_calls,root_guided_lk_improvements,root_guided_lk_reascents,root_guided_lk_seconds,root_guided_lk_total_gain,root_potential_iterations,root_ascent_seconds,root_external_potential_replacements,root_external_potential_warm_starts,lkh_provider_calls,lkh_provider_failures,lkh_provider_seconds,search_node_potential_update_candidates,search_node_potential_updates_triggered,search_node_potential_updates_skipped_strategy_none,search_node_potential_updates_skipped_update_depth_zero,search_node_potential_updates_skipped_budget_exhausted,search_node_potential_updates_skipped_numerically_unsafe,search_node_potential_updates_skipped_invalid_state,search_node_potential_updates_skipped_zero_violation,search_node_potential_updates_skipped_zero_iteration_limit,search_node_potential_updates_skipped_max_depth,search_node_potential_updates_skipped_near_leaf,search_node_potential_updates_skipped_depth_interval,search_node_potential_updates_skipped_gap_change_below_minimum,potential_update_gap_change_shallow_bypasses,branch_lift_first_reorders,branch_zero_gain_splits,branch_ascent_strong_probes,branch_ascent_strong_seconds,search_node_potential_iterations,potential_update_seconds,potential_update_rebuild_seconds,sibling_warm_probes,sibling_warm_accepted,sibling_warm_rejected,replacement_seconds
GAPMST-P32-LKH-BP-ascent-strong-lift2-b95e30138c43,GAPMST-P32-LKH-BP-ascent-strong-lift2,1,/home/wj/code/TSP/data/classic/tsplib/att48.tsp,ok,0.07585960067808628,10628.0,10602.983665769503,10628.0,10628.0,10628.0,0.0,14,3,10,2,1,1080,1037,48,14,75,0.000205562,0,0,0,0.0,0.007295628,0,0,0,0,0,0,0.0,0.0,64,0.005561946,0,1,1,0,0.020116298,11,11,0,0,0,0,0,0,0,0,0,0,0,0,3,0,56,0.0035758829999999998,148,0.0008019139999999999,6.1424e-05,0,0,0,4.8862e-05
GAPMST-P32-LKH-BP-ascent-strong-lift2-b95e30138c43,GAPMST-P32-LKH-BP-ascent-strong-lift2,1,/home/wj/code/TSP/data/classic/tsplib/bayg29.tsp,ok,0.055680980905890465,1610.0,1607.9799999981672,1610.0,1610.0,1610.0,0.0,1,1,0,4,1,377,370,29,24,10,7.7659e-05,0,0,0,0.0,0.000856735,0,0,0,0,0,0,0.0,0.0,64,0.001453877,0,1,1,0,0.013864711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,16,0.000125151,0,0.0,0.0,0,0,0,4.069e-06
GAPMST-P32-LKH-BP-ascent-strong-lift2-b95e30138c43,GAPMST-P32-LKH-BP-ascent-strong-lift2,1,/home/wj/code/TSP/data/classic/tsplib/bays29.tsp,ok,0.06798323802649975,2020.0,2013.3002809125421,2020.0,2020.0,2020.0,0.0,5,1,4,1,1,377,358,29,17,26,0.000124196,0,0,0,0.0,0.001276235,0,0,0,0,0,0,0.0,0.0,64,0.002362391,0,1,1,0,0.010660958,4,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,20,0.00068276,12,6.3643e-05,0.0,0,0,0,1.4925e-05
GAPMST-P32-LKH-BP-ascent-strong-lift2-b95e30138c43,GAPMST-P32-LKH-BP-ascent-strong-lift2,1,/home/wj/code/TSP/data/classic/tsplib/berlin52.tsp,ok,0.04793226718902588,7542.0,7541.999999973971,7542.0,7542.0,7542.0,0.0,1,0,1,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.00830022,0,0,0,0,0,0,0.0,0.0,1,0.000220321,0,1,1,0,0.015002428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0,0,0.0
GAPMST-P32-LKH-BP-ascent-strong-lift2-b95e30138c43,GAPMST-P32-LKH-BP-ascent-strong-lift2,1,/home/wj/code/TSP/data/classic/tsplib/bier127.tsp,ok,328.90303798764944,118282.0,117430.62999807068,118282.0,118282.0,118282.0,0.0,498805,156133,344062,4935,1,7874,6991,127,6,1004,0.00080613,0,0,0,0.0,0.331908498,12,0,0,0,0,0,0.0,0.0,64,0.028244274,0,1,1,0,0.088449765,458080,458080,0,0,0,0,0,0,0,0,0,0,0,0,18,0,516,0.34071957499999994,7406610,283.5245923030005,18.311516440999867,0,0,0,4.41175129700014
GAPMST-P32-LKH-BP-ascent-strong-lift2-b95e30138c43,GAPMST-P32-LKH-BP-ascent-strong-lift2,1,/home/wj/code/TSP/data/classic/tsplib/brazil58.tsp,ok,0.11255071312189102,25395.0,25354.239999786165,25395.0,25395.0,25395.0,0.0,5,1,4,0,1,1595,1539,58,23,87,0.00022432,0,0,0,0.0,0.012888828,0,0,0,0,0,0,0.0,0.0,64,0.009435136,0,1,1,0,0.028627023,4,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,16,0.001015691,34,0.00020603800000000002,0.0,0,0,0,4.7660000000000015e-05
GAPMST-P32-LKH-BP-ascent-strong-lift2-b95e30138c43,GAPMST-P32-LKH-BP-ascent-strong-lift2,1,/home/wj/code/TSP/data/classic/tsplib/brg180.tsp,ok,0.31133799627423286,1950.0,1949.6660590678675,1950.0,1950.0,1950.0,0.0,1,0,1,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.054150548,0,0,0,0,0,0,0.0,0.0,64,0.05551288,0,1,1,0,0.163038885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0,0,0.0
GAPMST-P32-LKH-BP-ascent-strong-lift2-b95e30138c43,GAPMST-P32-LKH-BP-ascent-strong-lift2,1,/home/wj/code/TSP/data/classic/tsplib/burma14.tsp,ok,0.012846304103732109,3323.0,3322.999999998899,3323.0,3323.0,3323.0,0.0,1,0,1,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.00015223,0,0,0,0,0,0,0.0,0.0,1,1.929e-05,0,1,1,0,0.003856601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0,0,0.0
GAPMST-P32-LKH-BP-ascent-strong-lift2-b95e30138c43,GAPMST-P32-LKH-BP-ascent-strong-lift2,1,/home/wj/code/TSP/data/classic/tsplib/ch130.tsp,ok,11.504662998020649,6110.0,6074.619999904337,6110.0,6110.0,6110.0,0.0,17110,5005,12167,2,1,8255,7816,130,14,555,0.000973349,0,0,0,0.0,0.108220304,0,0,0,0,0,0,0.0,0.0,64,0.030140083,0,1,1,0,0.08495337,16085,16085,0,0,0,0,0,0,0,0,0,0,0,0,25,0,740,0.4121789340000002,253861,9.537776582,0.46338824899999964,0,0,0,0.16986648299999815
GAPMST-P32-LKH-BP-ascent-strong-lift2-b95e30138c43,GAPMST-P32-LKH-BP-ascent-strong-lift2,1,/home/wj/code/TSP/data/classic/tsplib/ch150.tsp,ok,10.434158047661185,6528.0,6486.5499998695095,6528.0,6528.0,6528.0,0.0,11431,3363,8096,0,1,11025,10518,150,4,653,0.00120459,0,0,0,0.0,0.122829377,0,0,0,0,0,0,0.0,0.0,64,0.041348413,0,1,1,0,0.177466895,10936,10936,0,0,0,0,0,0,0,0,0,0,0,0,17,0,360,0.266393931,170428,8.895725685000004,0.37767225500000023,0,0,0,0.12974130900000086
