instance,config,status,driver_wall,Optimal cost,Nodes created,Nodes expanded,Instance wall seconds,Search-node potential updates triggered,Potential updates rebuilt,Potential updates stopped prunable,Potential updates slow-warm extended,Search-node potential iterations,last_debug
kroC100,P64,ok,2.225,20749,46036,18993,2.222727667,22950,1210,21734,0,185861,"[tsp-debug] exact solve finished: feasible=yes cost=20749 expanded=18993 created=46036 pruned_bound=29899 pruned_infeasible=0 root_potential_iterations=301 root_fixing_calls=1 root_fixing_tested=4850 root_fixing_fixed_zero=3956 root_fixing_tree_tested=100 root_fixing_fixed_one=0 root_fixing_active_after=994 root_fixing_seconds=0.000168333 root_candidate_compaction_calls=1 root_candidate_edges_before=4950 root_candidate_edges_after=994 root_candidate_compaction_seconds=1.65e-05 search_node_potential_update_candidates=40727 search_node_potential_updates_triggered=22950 potential_skipped_strategy_none=0 potential_skipped_update_depth_zero=0 potential_skipped_budget_exhausted=0 potential_skipped_numerically_unsafe=0 potential_skipped_invalid_state=0 potential_skipped_zero_violation=0 potential_skipped_zero_iteration_limit=0 potential_skipped_depth_interval=3458 potential_skipped_max_depth=0 potential_skipped_near_leaf=0 potential_skipped_gap_change_below_minimum=14319 potential_improved=22945 potential_pruned=21735 potential_rebuilt=1210 potential_stopped_prunable=21734 potential_large_gap_tier=0 potential_shallow_depth_tier=0 potential_slow_warm_extended=0 potential_gap_change_shallow_bypasses=9 potential_probes_started=0 potential_probes_continued=0 potential_probes_rejected=0 search_node_potential_iterations=185861 potential_seconds=2.013856329 potential_rebuild_seconds=0.060514667 initial_tour_seconds=0.015815458 root_ascent_seconds=0.040837708 replacement_seconds=0.05645514 sibling_warm_probes=0 sibling_warm_accepted=0 sibling_warm_rejected=0"
kroC100,SW,ok,3.500,20749,74557,30700,3.4967997089999998,38676,3981,34653,2,298733,"[tsp-debug] exact solve finished: feasible=yes cost=20749 expanded=30700 created=74557 pruned_bound=48725 pruned_infeasible=0 root_potential_iterations=301 root_fixing_calls=1 root_fixing_tested=4850 root_fixing_fixed_zero=3956 root_fixing_tree_tested=100 root_fixing_fixed_one=0 root_fixing_active_after=994 root_fixing_seconds=0.000182791 root_candidate_compaction_calls=1 root_candidate_edges_before=4950 root_candidate_edges_after=994 root_candidate_compaction_seconds=1.8625e-05 search_node_potential_update_candidates=65382 search_node_potential_updates_triggered=38676 potential_skipped_strategy_none=0 potential_skipped_update_depth_zero=0 potential_skipped_budget_exhausted=0 potential_skipped_numerically_unsafe=0 potential_skipped_invalid_state=0 potential_skipped_zero_violation=0 potential_skipped_zero_iteration_limit=0 potential_skipped_depth_interval=11265 potential_skipped_max_depth=0 potential_skipped_near_leaf=0 potential_skipped_gap_change_below_minimum=15441 potential_improved=38664 potential_pruned=34683 potential_rebuilt=3981 potential_stopped_prunable=34653 potential_large_gap_tier=0 potential_shallow_depth_tier=0 potential_slow_warm_extended=2 potential_gap_change_shallow_bypasses=9 potential_probes_started=0 potential_probes_continued=0 potential_probes_rejected=0 search_node_potential_iterations=298733 potential_seconds=3.101619416 potential_rebuild_seconds=0.181621409 initial_tour_seconds=0.015088958 root_ascent_seconds=0.04113 replacement_seconds=0.093682611 sibling_warm_probes=0 sibling_warm_accepted=0 sibling_warm_rejected=0"
eil101,P32,ok,18.799,629,265376,100773,18.796141166000002,153313,11650,141475,0,1229055,"[tsp-debug] exact solve finished: feasible=yes cost=629 expanded=100773 created=265376 pruned_bound=175592 pruned_infeasible=64 root_potential_iterations=500 root_fixing_calls=2 root_fixing_tested=9898 root_fixing_fixed_zero=8050 root_fixing_tree_tested=202 root_fixing_fixed_one=3 root_fixing_active_after=385 root_fixing_seconds=0.000377749 root_candidate_compaction_calls=2 root_candidate_edges_before=5050 root_candidate_edges_after=388 root_candidate_compaction_seconds=3.7458e-05 search_node_potential_update_candidates=242374 search_node_potential_updates_triggered=153313 potential_skipped_strategy_none=0 potential_skipped_update_depth_zero=0 potential_skipped_budget_exhausted=0 potential_skipped_numerically_unsafe=0 potential_skipped_invalid_state=0 potential_skipped_zero_violation=2 potential_skipped_zero_iteration_limit=0 potential_skipped_depth_interval=32860 potential_skipped_max_depth=0 potential_skipped_near_leaf=0 potential_skipped_gap_change_below_minimum=56199 potential_improved=153253 potential_pruned=141603 potential_rebuilt=11650 potential_stopped_prunable=141475 potential_large_gap_tier=0 potential_shallow_depth_tier=0 potential_slow_warm_extended=0 potential_gap_change_shallow_bypasses=6 potential_probes_started=0 potential_probes_continued=0 potential_probes_rejected=0 search_node_potential_iterations=1229055 potential_seconds=17.33379733 potential_rebuild_seconds=0.754150148 initial_tour_seconds=0.060772916 root_ascent_seconds=0.085718709 replacement_seconds=0.293783272 sibling_warm_probes=0 sibling_warm_accepted=0 sibling_warm_rejected=0"
eil101,P64,ok,11.108,629,247709,101241,11.105506666,123173,2987,120138,0,800158,"[tsp-debug] exact solve finished: feasible=yes cost=629 expanded=101241 created=247709 pruned_bound=160568 pruned_infeasible=183 root_potential_iterations=500 root_fixing_calls=2 root_fixing_tested=9898 root_fixing_fixed_zero=8050 root_fixing_tree_tested=202 root_fixing_fixed_one=3 root_fixing_active_after=385 root_fixing_seconds=0.0003415 root_candidate_compaction_calls=2 root_candidate_edges_before=5050 root_candidate_edges_after=388 root_candidate_compaction_seconds=3.7708e-05 search_node_potential_update_candidates=221384 search_node_potential_updates_triggered=123173 potential_skipped_strategy_none=0 potential_skipped_update_depth_zero=0 potential_skipped_budget_exhausted=0 potential_skipped_numerically_unsafe=0 potential_skipped_invalid_state=0 potential_skipped_zero_violation=1 potential_skipped_zero_iteration_limit=0 potential_skipped_depth_interval=8109 potential_skipped_max_depth=0 potential_skipped_near_leaf=0 potential_skipped_gap_change_below_minimum=90101 potential_improved=123132 potential_pruned=120145 potential_rebuilt=2987 potential_stopped_prunable=120138 potential_large_gap_tier=0 potential_shallow_depth_tier=0 potential_slow_warm_extended=0 potential_gap_change_shallow_bypasses=6 potential_probes_started=0 potential_probes_continued=0 potential_probes_rejected=0 search_node_potential_iterations=800158 potential_seconds=10.29175658 potential_rebuild_seconds=0.189821881 initial_tour_seconds=0.058878251 root_ascent_seconds=0.087569458 replacement_seconds=0.264972123 sibling_warm_probes=0 sibling_warm_accepted=0 sibling_warm_rejected=0"
eil101,SW,ok,18.991,629,265387,100770,18.988370415999999,153344,11673,141456,2,1231119,"[tsp-debug] exact solve finished: feasible=yes cost=629 expanded=100770 created=265387 pruned_bound=175584 pruned_infeasible=58 root_potential_iterations=500 root_fixing_calls=2 root_fixing_tested=9898 root_fixing_fixed_zero=8050 root_fixing_tree_tested=202 root_fixing_fixed_one=3 root_fixing_active_after=385 root_fixing_seconds=0.000364124 root_candidate_compaction_calls=2 root_candidate_edges_before=5050 root_candidate_edges_after=388 root_candidate_compaction_seconds=3.7291e-05 search_node_potential_update_candidates=242355 search_node_potential_updates_triggered=153344 potential_skipped_strategy_none=0 potential_skipped_update_depth_zero=0 potential_skipped_budget_exhausted=0 potential_skipped_numerically_unsafe=0 potential_skipped_invalid_state=0 potential_skipped_zero_violation=2 potential_skipped_zero_iteration_limit=0 potential_skipped_depth_interval=32857 potential_skipped_max_depth=0 potential_skipped_near_leaf=0 potential_skipped_gap_change_below_minimum=56152 potential_improved=153260 potential_pruned=141587 potential_rebuilt=11673 potential_stopped_prunable=141456 potential_large_gap_tier=0 potential_shallow_depth_tier=0 potential_slow_warm_extended=2 potential_gap_change_shallow_bypasses=6 potential_probes_started=0 potential_probes_continued=0 potential_probes_rejected=0 search_node_potential_iterations=1231119 potential_seconds=17.51080078 potential_rebuild_seconds=0.761128058 initial_tour_seconds=0.059978375 root_ascent_seconds=0.085953959 replacement_seconds=0.296110771 sibling_warm_probes=0 sibling_warm_accepted=0 sibling_warm_rejected=0"
pr124,P32,ok,1.653,59030,19242,9197,1.6505794170000001,8951,1537,7394,0,91726,"[tsp-debug] exact solve finished: feasible=yes cost=59030 expanded=9197 created=19242 pruned_bound=11949 pruned_infeasible=0 root_potential_iterations=385 root_fixing_calls=1 root_fixing_tested=7502 root_fixing_fixed_zero=6308 root_fixing_tree_tested=124 root_fixing_fixed_one=0 root_fixing_active_after=1318 root_fixing_seconds=0.000270084 root_candidate_compaction_calls=1 root_candidate_edges_before=7626 root_candidate_edges_after=1318 root_candidate_compaction_seconds=3.5291e-05 search_node_potential_update_candidates=16610 search_node_potential_updates_triggered=8951 potential_skipped_strategy_none=0 potential_skipped_update_depth_zero=0 potential_skipped_budget_exhausted=0 potential_skipped_numerically_unsafe=0 potential_skipped_invalid_state=0 potential_skipped_zero_violation=1 potential_skipped_zero_iteration_limit=0 potential_skipped_depth_interval=3837 potential_skipped_max_depth=0 potential_skipped_near_leaf=0 potential_skipped_gap_change_below_minimum=3821 potential_improved=8951 potential_pruned=7414 potential_rebuilt=1537 potential_stopped_prunable=7394 potential_large_gap_tier=0 potential_shallow_depth_tier=0 potential_slow_warm_extended=0 potential_gap_change_shallow_bypasses=7 potential_probes_started=0 potential_probes_continued=0 potential_probes_rejected=0 search_node_potential_iterations=91726 potential_seconds=1.395188148 potential_rebuild_seconds=0.087874245 initial_tour_seconds=0.020068959 root_ascent_seconds=0.090245333 replacement_seconds=0.032152905 sibling_warm_probes=0 sibling_warm_accepted=0 sibling_warm_rejected=0"
pr124,P64,ok,1.135,59030,12081,5904,1.1329039999999999,4954,557,4395,0,65914,"[tsp-debug] exact solve finished: feasible=yes cost=59030 expanded=5904 created=12081 pruned_bound=7281 pruned_infeasible=0 root_potential_iterations=385 root_fixing_calls=1 root_fixing_tested=7502 root_fixing_fixed_zero=6308 root_fixing_tree_tested=124 root_fixing_fixed_one=0 root_fixing_active_after=1318 root_fixing_seconds=0.00027275 root_candidate_compaction_calls=1 root_candidate_edges_before=7626 root_candidate_edges_after=1318 root_candidate_compaction_seconds=3.2625e-05 search_node_potential_update_candidates=10299 search_node_potential_updates_triggered=4954 potential_skipped_strategy_none=0 potential_skipped_update_depth_zero=0 potential_skipped_budget_exhausted=0 potential_skipped_numerically_unsafe=0 potential_skipped_invalid_state=0 potential_skipped_zero_violation=0 potential_skipped_zero_iteration_limit=0 potential_skipped_depth_interval=1349 potential_skipped_max_depth=0 potential_skipped_near_leaf=0 potential_skipped_gap_change_below_minimum=3996 potential_improved=4953 potential_pruned=4396 potential_rebuilt=557 potential_stopped_prunable=4395 potential_large_gap_tier=0 potential_shallow_depth_tier=0 potential_slow_warm_extended=0 potential_gap_change_shallow_bypasses=7 potential_probes_started=0 potential_probes_continued=0 potential_probes_rejected=0 search_node_potential_iterations=65914 potential_seconds=0.954835884 potential_rebuild_seconds=0.032336785 initial_tour_seconds=0.020210541 root_ascent_seconds=0.0905265 replacement_seconds=0.020648843 sibling_warm_probes=0 sibling_warm_accepted=0 sibling_warm_rejected=0"
pr124,SW,ok,1.078,59030,12229,5916,1.0750219169999999,5584,977,4598,3,57439,"[tsp-debug] exact solve finished: feasible=yes cost=59030 expanded=5916 created=12229 pruned_bound=7419 pruned_infeasible=0 root_potential_iterations=385 root_fixing_calls=1 root_fixing_tested=7502 root_fixing_fixed_zero=6308 root_fixing_tree_tested=124 root_fixing_fixed_one=0 root_fixing_active_after=1318 root_fixing_seconds=0.000283041 root_candidate_compaction_calls=1 root_candidate_edges_before=7626 root_candidate_edges_after=1318 root_candidate_compaction_seconds=3.525e-05 search_node_potential_update_candidates=10520 search_node_potential_updates_triggered=5584 potential_skipped_strategy_none=0 potential_skipped_update_depth_zero=0 potential_skipped_budget_exhausted=0 potential_skipped_numerically_unsafe=0 potential_skipped_invalid_state=0 potential_skipped_zero_violation=0 potential_skipped_zero_iteration_limit=0 potential_skipped_depth_interval=2339 potential_skipped_max_depth=0 potential_skipped_near_leaf=0 potential_skipped_gap_change_below_minimum=2597 potential_improved=5582 potential_pruned=4605 potential_rebuilt=977 potential_stopped_prunable=4598 potential_large_gap_tier=0 potential_shallow_depth_tier=0 potential_slow_warm_extended=3 potential_gap_change_shallow_bypasses=7 potential_probes_started=0 potential_probes_continued=0 potential_probes_rejected=0 search_node_potential_iterations=57439 potential_seconds=0.868823251 potential_rebuild_seconds=0.055423597 initial_tour_seconds=0.0200315 root_ascent_seconds=0.094406041 replacement_seconds=0.020442729 sibling_warm_probes=0 sibling_warm_accepted=0 sibling_warm_rejected=0"
gr48,P32,ok,0.102,5046,5501,2189,0.099636249999999996,3126,365,2755,0,25434,"[tsp-debug] exact solve finished: feasible=yes cost=5046 expanded=2189 created=5501 pruned_bound=3611 pruned_infeasible=1 root_potential_iterations=334 root_fixing_calls=1 root_fixing_tested=1080 root_fixing_fixed_zero=834 root_fixing_tree_tested=48 root_fixing_fixed_one=0 root_fixing_active_after=294 root_fixing_seconds=4.9417e-05 root_candidate_compaction_calls=1 root_candidate_edges_before=1128 root_candidate_edges_after=294 root_candidate_compaction_seconds=1.2042e-05 search_node_potential_update_candidates=4944 search_node_potential_updates_triggered=3126 potential_skipped_strategy_none=0 potential_skipped_update_depth_zero=0 potential_skipped_budget_exhausted=0 potential_skipped_numerically_unsafe=0 potential_skipped_invalid_state=0 potential_skipped_zero_violation=2 potential_skipped_zero_iteration_limit=0 potential_skipped_depth_interval=1019 potential_skipped_max_depth=0 potential_skipped_near_leaf=0 potential_skipped_gap_change_below_minimum=797 potential_improved=3121 potential_pruned=2756 potential_rebuilt=365 potential_stopped_prunable=2755 potential_large_gap_tier=0 potential_shallow_depth_tier=0 potential_slow_warm_extended=0 potential_gap_change_shallow_bypasses=11 potential_probes_started=0 potential_probes_continued=0 potential_probes_rejected=0 search_node_potential_iterations=25434 potential_seconds=0.081265469 potential_rebuild_seconds=0.003964756 initial_tour_seconds=0.003476583 root_ascent_seconds=0.006972833 replacement_seconds=0.000830691 sibling_warm_probes=0 sibling_warm_accepted=0 sibling_warm_rejected=0"
gr48,P64,ok,0.059,5046,3290,1438,0.056166874999999998,1552,115,1436,0,14866,"[tsp-debug] exact solve finished: feasible=yes cost=5046 expanded=1438 created=3290 pruned_bound=2083 pruned_infeasible=0 root_potential_iterations=334 root_fixing_calls=1 root_fixing_tested=1080 root_fixing_fixed_zero=834 root_fixing_tree_tested=48 root_fixing_fixed_one=0 root_fixing_active_after=294 root_fixing_seconds=5.1042e-05 root_candidate_compaction_calls=1 root_candidate_edges_before=1128 root_candidate_edges_after=294 root_candidate_compaction_seconds=6.208e-06 search_node_potential_update_candidates=2873 search_node_potential_updates_triggered=1552 potential_skipped_strategy_none=0 potential_skipped_update_depth_zero=0 potential_skipped_budget_exhausted=0 potential_skipped_numerically_unsafe=0 potential_skipped_invalid_state=0 potential_skipped_zero_violation=0 potential_skipped_zero_iteration_limit=0 potential_skipped_depth_interval=278 potential_skipped_max_depth=0 potential_skipped_near_leaf=0 potential_skipped_gap_change_below_minimum=1043 potential_improved=1551 potential_pruned=1436 potential_rebuilt=115 potential_stopped_prunable=1436 potential_large_gap_tier=0 potential_shallow_depth_tier=0 potential_slow_warm_extended=0 potential_gap_change_shallow_bypasses=11 potential_probes_started=0 potential_probes_continued=0 potential_probes_rejected=0 search_node_potential_iterations=14866 potential_seconds=0.042243525 potential_rebuild_seconds=0.001358042 initial_tour_seconds=0.003543875 root_ascent_seconds=0.006753292 replacement_seconds=0.000537886 sibling_warm_probes=0 sibling_warm_accepted=0 sibling_warm_rejected=0"
gr48,SW,ok,0.101,5046,5680,2287,0.098805208000000005,3152,369,2778,3,25630,"[tsp-debug] exact solve finished: feasible=yes cost=5046 expanded=2287 created=5680 pruned_bound=3723 pruned_infeasible=2 root_potential_iterations=334 root_fixing_calls=1 root_fixing_tested=1080 root_fixing_fixed_zero=834 root_fixing_tree_tested=48 root_fixing_fixed_one=0 root_fixing_active_after=294 root_fixing_seconds=5.0875e-05 root_candidate_compaction_calls=1 root_candidate_edges_before=1128 root_candidate_edges_after=294 root_candidate_compaction_seconds=6.125e-06 search_node_potential_update_candidates=5066 search_node_potential_updates_triggered=3152 potential_skipped_strategy_none=0 potential_skipped_update_depth_zero=0 potential_skipped_budget_exhausted=0 potential_skipped_numerically_unsafe=0 potential_skipped_invalid_state=0 potential_skipped_zero_violation=1 potential_skipped_zero_iteration_limit=0 potential_skipped_depth_interval=1017 potential_skipped_max_depth=0 potential_skipped_near_leaf=0 potential_skipped_gap_change_below_minimum=896 potential_improved=3149 potential_pruned=2780 potential_rebuilt=369 potential_stopped_prunable=2778 potential_large_gap_tier=0 potential_shallow_depth_tier=0 potential_slow_warm_extended=3 potential_gap_change_shallow_bypasses=11 potential_probes_started=0 potential_probes_continued=0 potential_probes_rejected=0 search_node_potential_iterations=25630 potential_seconds=0.080593877 potential_rebuild_seconds=0.003961579 initial_tour_seconds=0.003558 root_ascent_seconds=0.006820125 replacement_seconds=0.000899926 sibling_warm_probes=0 sibling_warm_accepted=0 sibling_warm_rejected=0"
eil76,P32,ok,0.060,538,781,302,0.057386041999999998,359,47,309,0,3029,"[tsp-debug] exact solve finished: feasible=yes cost=538 expanded=302 created=781 pruned_bound=520 pruned_infeasible=0 root_potential_iterations=367 root_fixing_calls=1 root_fixing_tested=2774 root_fixing_fixed_zero=2294 root_fixing_tree_tested=76 root_fixing_fixed_one=0 root_fixing_active_after=556 root_fixing_seconds=0.00010425 root_candidate_compaction_calls=1 root_candidate_edges_before=2850 root_candidate_edges_after=556 root_candidate_compaction_seconds=9.625e-06 search_node_potential_update_candidates=611 search_node_potential_updates_triggered=359 potential_skipped_strategy_none=0 potential_skipped_update_depth_zero=0 potential_skipped_budget_exhausted=0 potential_skipped_numerically_unsafe=0 potential_skipped_invalid_state=0 potential_skipped_zero_violation=0 potential_skipped_zero_iteration_limit=0 potential_skipped_depth_interval=106 potential_skipped_max_depth=0 potential_skipped_near_leaf=0 potential_skipped_gap_change_below_minimum=146 potential_improved=357 potential_pruned=310 potential_rebuilt=47 potential_stopped_prunable=309 potential_large_gap_tier=0 potential_shallow_depth_tier=0 potential_slow_warm_extended=0 potential_gap_change_shallow_bypasses=2 potential_probes_started=0 potential_probes_continued=0 potential_probes_rejected=0 search_node_potential_iterations=3029 potential_seconds=0.02561508 potential_rebuild_seconds=0.001112832 initial_tour_seconds=0.005040084 root_ascent_seconds=0.023875959 replacement_seconds=0.000603939 sibling_warm_probes=0 sibling_warm_accepted=0 sibling_warm_rejected=0"
eil76,P64,ok,0.046,538,564,238,0.043663124999999997,208,11,196,0,1618,"[tsp-debug] exact solve finished: feasible=yes cost=538 expanded=238 created=564 pruned_bound=363 pruned_infeasible=1 root_potential_iterations=367 root_fixing_calls=1 root_fixing_tested=2774 root_fixing_fixed_zero=2294 root_fixing_tree_tested=76 root_fixing_fixed_one=0 root_fixing_active_after=556 root_fixing_seconds=0.00011425 root_candidate_compaction_calls=1 root_candidate_edges_before=2850 root_candidate_edges_after=556 root_candidate_compaction_seconds=1.2041e-05 search_node_potential_update_candidates=433 search_node_potential_updates_triggered=208 potential_skipped_strategy_none=0 potential_skipped_update_depth_zero=0 potential_skipped_budget_exhausted=0 potential_skipped_numerically_unsafe=0 potential_skipped_invalid_state=0 potential_skipped_zero_violation=2 potential_skipped_zero_iteration_limit=0 potential_skipped_depth_interval=17 potential_skipped_max_depth=0 potential_skipped_near_leaf=0 potential_skipped_gap_change_below_minimum=206 potential_improved=207 potential_pruned=196 potential_rebuilt=11 potential_stopped_prunable=196 potential_large_gap_tier=0 potential_shallow_depth_tier=0 potential_slow_warm_extended=0 potential_gap_change_shallow_bypasses=2 potential_probes_started=0 potential_probes_continued=0 potential_probes_rejected=0 search_node_potential_iterations=1618 potential_seconds=0.013426881 potential_rebuild_seconds=0.000318001 initial_tour_seconds=0.004989667 root_ascent_seconds=0.023694458 replacement_seconds=0.000499862 sibling_warm_probes=0 sibling_warm_accepted=0 sibling_warm_rejected=0"
eil76,SW,ok,0.089,538,1488,516,0.086144666999999994,854,96,756,1,7219,"[tsp-debug] exact solve finished: feasible=yes cost=538 expanded=516 created=1488 pruned_bound=1032 pruned_infeasible=1 root_potential_iterations=367 root_fixing_calls=1 root_fixing_tested=2774 root_fixing_fixed_zero=2294 root_fixing_tree_tested=76 root_fixing_fixed_one=0 root_fixing_active_after=556 root_fixing_seconds=0.000109333 root_candidate_compaction_calls=1 root_candidate_edges_before=2850 root_candidate_edges_after=556 root_candidate_compaction_seconds=1.1e-05 search_node_potential_update_candidates=1271 search_node_potential_updates_triggered=854 potential_skipped_strategy_none=0 potential_skipped_update_depth_zero=0 potential_skipped_budget_exhausted=0 potential_skipped_numerically_unsafe=0 potential_skipped_invalid_state=0 potential_skipped_zero_violation=2 potential_skipped_zero_iteration_limit=0 potential_skipped_depth_interval=259 potential_skipped_max_depth=0 potential_skipped_near_leaf=0 potential_skipped_gap_change_below_minimum=156 potential_improved=852 potential_pruned=756 potential_rebuilt=96 potential_stopped_prunable=756 potential_large_gap_tier=0 potential_shallow_depth_tier=0 potential_slow_warm_extended=1 potential_gap_change_shallow_bypasses=2 potential_probes_started=0 potential_probes_continued=0 potential_probes_rejected=0 search_node_potential_iterations=7219 potential_seconds=0.05353932 potential_rebuild_seconds=0.002099292 initial_tour_seconds=0.005068166 root_ascent_seconds=0.023288791 replacement_seconds=0.000762169 sibling_warm_probes=0 sibling_warm_accepted=0 sibling_warm_rejected=0"
eil51,P32,ok,0.036,426,1501,664,0.033453292000000003,795,59,730,0,5508,"[tsp-debug] exact solve finished: feasible=yes cost=426 expanded=664 created=1501 pruned_bound=884 pruned_infeasible=291 root_potential_iterations=400 root_fixing_calls=1 root_fixing_tested=1224 root_fixing_fixed_zero=1150 root_fixing_tree_tested=51 root_fixing_fixed_one=3 root_fixing_active_after=122 root_fixing_seconds=6.2583e-05 root_candidate_compaction_calls=1 root_candidate_edges_before=1275 root_candidate_edges_after=125 root_candidate_compaction_seconds=6.25e-06 search_node_potential_update_candidates=1393 search_node_potential_updates_triggered=795 potential_skipped_strategy_none=0 potential_skipped_update_depth_zero=0 potential_skipped_budget_exhausted=0 potential_skipped_numerically_unsafe=0 potential_skipped_invalid_state=0 potential_skipped_zero_violation=0 potential_skipped_zero_iteration_limit=0 potential_skipped_depth_interval=149 potential_skipped_max_depth=0 potential_skipped_near_leaf=0 potential_skipped_gap_change_below_minimum=449 potential_improved=789 potential_pruned=730 potential_rebuilt=59 potential_stopped_prunable=730 potential_large_gap_tier=0 potential_shallow_depth_tier=0 potential_slow_warm_extended=0 potential_gap_change_shallow_bypasses=19 potential_probes_started=0 potential_probes_continued=0 potential_probes_rejected=0 search_node_potential_iterations=5508 potential_seconds=0.018441713 potential_rebuild_seconds=0.000446588 initial_tour_seconds=0.001922542 root_ascent_seconds=0.01133025 replacement_seconds=0.000236075 sibling_warm_probes=0 sibling_warm_accepted=0 sibling_warm_rejected=0"
eil51,P64,ok,0.035,426,1789,827,0.032863707999999998,891,33,857,0,5672,"[tsp-debug] exact solve finished: feasible=yes cost=426 expanded=827 created=1789 pruned_bound=1011 pruned_infeasible=338 root_potential_iterations=400 root_fixing_calls=1 root_fixing_tested=1224 root_fixing_fixed_zero=1150 root_fixing_tree_tested=51 root_fixing_fixed_one=3 root_fixing_active_after=122 root_fixing_seconds=5.9792e-05 root_candidate_compaction_calls=1 root_candidate_edges_before=1275 root_candidate_edges_after=125 root_candidate_compaction_seconds=4.834e-06 search_node_potential_update_candidates=1683 search_node_potential_updates_triggered=891 potential_skipped_strategy_none=0 potential_skipped_update_depth_zero=0 potential_skipped_budget_exhausted=0 potential_skipped_numerically_unsafe=0 potential_skipped_invalid_state=0 potential_skipped_zero_violation=0 potential_skipped_zero_iteration_limit=0 potential_skipped_depth_interval=83 potential_skipped_max_depth=0 potential_skipped_near_leaf=0 potential_skipped_gap_change_below_minimum=709 potential_improved=890 potential_pruned=857 potential_rebuilt=33 potential_stopped_prunable=857 potential_large_gap_tier=0 potential_shallow_depth_tier=0 potential_slow_warm_extended=0 potential_gap_change_shallow_bypasses=19 potential_probes_started=0 potential_probes_continued=0 potential_probes_rejected=0 search_node_potential_iterations=5672 potential_seconds=0.01835259 potential_rebuild_seconds=0.000274713 initial_tour_seconds=0.001874917 root_ascent_seconds=0.011262583 replacement_seconds=0.000260347 sibling_warm_probes=0 sibling_warm_accepted=0 sibling_warm_rejected=0"
eil51,SW,ok,0.035,426,1502,665,0.032857999999999998,796,59,731,3,5598,"[tsp-debug] exact solve finished: feasible=yes cost=426 expanded=665 created=1502 pruned_bound=884 pruned_infeasible=291 root_potential_iterations=400 root_fixing_calls=1 root_fixing_tested=1224 root_fixing_fixed_zero=1150 root_fixing_tree_tested=51 root_fixing_fixed_one=3 root_fixing_active_after=122 root_fixing_seconds=5.3958e-05 root_candidate_compaction_calls=1 root_candidate_edges_before=1275 root_candidate_edges_after=125 root_candidate_compaction_seconds=5.916e-06 search_node_potential_update_candidates=1395 search_node_potential_updates_triggered=796 potential_skipped_strategy_none=0 potential_skipped_update_depth_zero=0 potential_skipped_budget_exhausted=0 potential_skipped_numerically_unsafe=0 potential_skipped_invalid_state=0 potential_skipped_zero_violation=0 potential_skipped_zero_iteration_limit=0 potential_skipped_depth_interval=149 potential_skipped_max_depth=0 potential_skipped_near_leaf=0 potential_skipped_gap_change_below_minimum=450 potential_improved=790 potential_pruned=731 potential_rebuilt=59 potential_stopped_prunable=731 potential_large_gap_tier=0 potential_shallow_depth_tier=0 potential_slow_warm_extended=3 potential_gap_change_shallow_bypasses=19 potential_probes_started=0 potential_probes_continued=0 potential_probes_rejected=0 search_node_potential_iterations=5598 potential_seconds=0.018393193 potential_rebuild_seconds=0.000429876 initial_tour_seconds=0.00188075 root_ascent_seconds=0.011153834 replacement_seconds=0.000231271 sibling_warm_probes=0 sibling_warm_accepted=0 sibling_warm_rejected=0"
