instance,config,status,driver_wall,Optimal cost,Nodes created,Nodes expanded,Instance wall seconds,Search-node potential updates triggered,Potential updates rebuilt,Potential updates stopped prunable,Potential updates slow-warm extended,Search-node potential iterations,last_debug
kroA100,P64,ok,8.243,21282,180448,72403,8.2406538749999996,89330,3355,85955,0,626612,"[tsp-debug] exact solve finished: feasible=yes cost=21282 expanded=72403 created=180448 pruned_bound=118143 pruned_infeasible=0 root_potential_iterations=339 root_fixing_calls=1 root_fixing_tested=4850 root_fixing_fixed_zero=3470 root_fixing_tree_tested=100 root_fixing_fixed_one=0 root_fixing_active_after=1480 root_fixing_seconds=0.000182958 root_candidate_compaction_calls=1 root_candidate_edges_before=4950 root_candidate_edges_after=1480 root_candidate_compaction_seconds=2.2625e-05 search_node_potential_update_candidates=158377 search_node_potential_updates_triggered=89330 potential_skipped_strategy_none=0 potential_skipped_update_depth_zero=0 potential_skipped_budget_exhausted=0 potential_skipped_numerically_unsafe=0 potential_skipped_invalid_state=0 potential_skipped_zero_violation=1 potential_skipped_zero_iteration_limit=0 potential_skipped_depth_interval=10312 potential_skipped_max_depth=0 potential_skipped_near_leaf=0 potential_skipped_gap_change_below_minimum=58734 potential_improved=89330 potential_pruned=85975 potential_rebuilt=3355 potential_stopped_prunable=85955 potential_large_gap_tier=0 potential_shallow_depth_tier=0 potential_slow_warm_extended=0 potential_gap_change_shallow_bypasses=16 potential_probes_started=0 potential_probes_continued=0 potential_probes_rejected=0 search_node_potential_iterations=626612 potential_seconds=7.577212709 potential_rebuild_seconds=0.216522194 initial_tour_seconds=0.016234083 root_ascent_seconds=0.048969833 replacement_seconds=0.225656504 sibling_warm_probes=0 sibling_warm_accepted=0 sibling_warm_rejected=0"
kroA100,SW,ok,5.066,21282,94042,37301,5.0635593329999997,50466,4177,46249,7,362472,"[tsp-debug] exact solve finished: feasible=yes cost=21282 expanded=37301 created=94042 pruned_bound=62666 pruned_infeasible=0 root_potential_iterations=339 root_fixing_calls=1 root_fixing_tested=4850 root_fixing_fixed_zero=3470 root_fixing_tree_tested=100 root_fixing_fixed_one=0 root_fixing_active_after=1480 root_fixing_seconds=0.000173208 root_candidate_compaction_calls=1 root_candidate_edges_before=4950 root_candidate_edges_after=1480 root_candidate_compaction_seconds=2.3417e-05 search_node_potential_update_candidates=83587 search_node_potential_updates_triggered=50466 potential_skipped_strategy_none=0 potential_skipped_update_depth_zero=0 potential_skipped_budget_exhausted=0 potential_skipped_numerically_unsafe=0 potential_skipped_invalid_state=0 potential_skipped_zero_violation=3 potential_skipped_zero_iteration_limit=0 potential_skipped_depth_interval=12784 potential_skipped_max_depth=0 potential_skipped_near_leaf=0 potential_skipped_gap_change_below_minimum=20334 potential_improved=50464 potential_pruned=46287 potential_rebuilt=4177 potential_stopped_prunable=46249 potential_large_gap_tier=0 potential_shallow_depth_tier=0 potential_slow_warm_extended=7 potential_gap_change_shallow_bypasses=16 potential_probes_started=0 potential_probes_continued=0 potential_probes_rejected=0 search_node_potential_iterations=362472 potential_seconds=4.529824526 potential_rebuild_seconds=0.257158822 initial_tour_seconds=0.016162583 root_ascent_seconds=0.046796292 replacement_seconds=0.119435284 sibling_warm_probes=0 sibling_warm_accepted=0 sibling_warm_rejected=0"
kroB100,P32,ok,14.376,22141,336668,154135,14.372740166,165619,18911,146379,0,1438857,"[tsp-debug] exact solve finished: feasible=yes cost=22141 expanded=154135 created=336668 pruned_bound=206184 pruned_infeasible=38 root_potential_iterations=745 root_fixing_calls=2 root_fixing_tested=9700 root_fixing_fixed_zero=8111 root_fixing_tree_tested=200 root_fixing_fixed_one=1 root_fixing_active_after=678 root_fixing_seconds=0.000390708 root_candidate_compaction_calls=2 root_candidate_edges_before=4950 root_candidate_edges_after=679 root_candidate_compaction_seconds=3.6874e-05 search_node_potential_update_candidates=300831 search_node_potential_updates_triggered=165619 potential_skipped_strategy_none=0 potential_skipped_update_depth_zero=0 potential_skipped_budget_exhausted=0 potential_skipped_numerically_unsafe=0 potential_skipped_invalid_state=0 potential_skipped_zero_violation=0 potential_skipped_zero_iteration_limit=0 potential_skipped_depth_interval=47628 potential_skipped_max_depth=0 potential_skipped_near_leaf=0 potential_skipped_gap_change_below_minimum=87584 potential_improved=165609 potential_pruned=146698 potential_rebuilt=18911 potential_stopped_prunable=146379 potential_large_gap_tier=0 potential_shallow_depth_tier=0 potential_slow_warm_extended=0 potential_gap_change_shallow_bypasses=16 potential_probes_started=0 potential_probes_continued=0 potential_probes_rejected=0 search_node_potential_iterations=1438857 potential_seconds=12.61109439 potential_rebuild_seconds=0.763469796 initial_tour_seconds=0.088857209 root_ascent_seconds=0.111427916 replacement_seconds=0.495431109 sibling_warm_probes=0 sibling_warm_accepted=0 sibling_warm_rejected=0"
kroB100,P64,ok,13.826,22141,365088,164118,13.823483749999999,168033,8238,159744,0,1495707,"[tsp-debug] exact solve finished: feasible=yes cost=22141 expanded=164118 created=365088 pruned_bound=222656 pruned_infeasible=44 root_potential_iterations=745 root_fixing_calls=2 root_fixing_tested=9700 root_fixing_fixed_zero=8111 root_fixing_tree_tested=200 root_fixing_fixed_one=1 root_fixing_active_after=678 root_fixing_seconds=0.000402917 root_candidate_compaction_calls=2 root_candidate_edges_before=4950 root_candidate_edges_after=679 root_candidate_compaction_seconds=4.2999e-05 search_node_potential_update_candidates=323897 search_node_potential_updates_triggered=168033 potential_skipped_strategy_none=0 potential_skipped_update_depth_zero=0 potential_skipped_budget_exhausted=0 potential_skipped_numerically_unsafe=0 potential_skipped_invalid_state=0 potential_skipped_zero_violation=0 potential_skipped_zero_iteration_limit=0 potential_skipped_depth_interval=21011 potential_skipped_max_depth=0 potential_skipped_near_leaf=0 potential_skipped_gap_change_below_minimum=134853 potential_improved=168019 potential_pruned=159781 potential_rebuilt=8238 potential_stopped_prunable=159744 potential_large_gap_tier=0 potential_shallow_depth_tier=0 potential_slow_warm_extended=0 potential_gap_change_shallow_bypasses=15 potential_probes_started=0 potential_probes_continued=0 potential_probes_rejected=0 search_node_potential_iterations=1495707 potential_seconds=12.46967601 potential_rebuild_seconds=0.344652884 initial_tour_seconds=0.089298125 root_ascent_seconds=0.108484209 replacement_seconds=0.536011205 sibling_warm_probes=0 sibling_warm_accepted=0 sibling_warm_rejected=0"
kroB100,SW,ok,15.086,22141,345816,158127,15.083514291,170489,19399,150757,6,1481391,"[tsp-debug] exact solve finished: feasible=yes cost=22141 expanded=158127 created=345816 pruned_bound=212086 pruned_infeasible=14 root_potential_iterations=745 root_fixing_calls=2 root_fixing_tested=9700 root_fixing_fixed_zero=8111 root_fixing_tree_tested=200 root_fixing_fixed_one=1 root_fixing_active_after=678 root_fixing_seconds=0.000403459 root_candidate_compaction_calls=2 root_candidate_edges_before=4950 root_candidate_edges_after=679 root_candidate_compaction_seconds=4.0167e-05 search_node_potential_update_candidates=309206 search_node_potential_updates_triggered=170489 potential_skipped_strategy_none=0 potential_skipped_update_depth_zero=0 potential_skipped_budget_exhausted=0 potential_skipped_numerically_unsafe=0 potential_skipped_invalid_state=0 potential_skipped_zero_violation=0 potential_skipped_zero_iteration_limit=0 potential_skipped_depth_interval=49027 potential_skipped_max_depth=0 potential_skipped_near_leaf=0 potential_skipped_gap_change_below_minimum=89690 potential_improved=170480 potential_pruned=151081 potential_rebuilt=19399 potential_stopped_prunable=150757 potential_large_gap_tier=0 potential_shallow_depth_tier=0 potential_slow_warm_extended=6 potential_gap_change_shallow_bypasses=16 potential_probes_started=0 potential_probes_continued=0 potential_probes_rejected=0 search_node_potential_iterations=1481391 potential_seconds=13.24258337 potential_rebuild_seconds=0.794162164 initial_tour_seconds=0.090433958 root_ascent_seconds=0.112118291 replacement_seconds=0.527890533 sibling_warm_probes=0 sibling_warm_accepted=0 sibling_warm_rejected=0"
rd100,P32,ok,1.142,7910,19831,8234,1.1398060000000001,11001,1276,9713,0,91878,"[tsp-debug] exact solve finished: feasible=yes cost=7910 expanded=8234 created=19831 pruned_bound=12655 pruned_infeasible=8 root_potential_iterations=400 root_fixing_calls=1 root_fixing_tested=4850 root_fixing_fixed_zero=3940 root_fixing_tree_tested=100 root_fixing_fixed_one=0 root_fixing_active_after=1010 root_fixing_seconds=0.000186833 root_candidate_compaction_calls=1 root_candidate_edges_before=4950 root_candidate_edges_after=1010 root_candidate_compaction_seconds=1.8458e-05 search_node_potential_update_candidates=17957 search_node_potential_updates_triggered=11001 potential_skipped_strategy_none=0 potential_skipped_update_depth_zero=0 potential_skipped_budget_exhausted=0 potential_skipped_numerically_unsafe=0 potential_skipped_invalid_state=0 potential_skipped_zero_violation=0 potential_skipped_zero_iteration_limit=0 potential_skipped_depth_interval=3337 potential_skipped_max_depth=0 potential_skipped_near_leaf=0 potential_skipped_gap_change_below_minimum=3619 potential_improved=11000 potential_pruned=9724 potential_rebuilt=1276 potential_stopped_prunable=9713 potential_large_gap_tier=0 potential_shallow_depth_tier=0 potential_slow_warm_extended=0 potential_gap_change_shallow_bypasses=2 potential_probes_started=0 potential_probes_continued=0 potential_probes_rejected=0 search_node_potential_iterations=91878 potential_seconds=0.957944012 potential_rebuild_seconds=0.053643866 initial_tour_seconds=0.017830541 root_ascent_seconds=0.063738583 replacement_seconds=0.027039926 sibling_warm_probes=0 sibling_warm_accepted=0 sibling_warm_rejected=0"
rd100,P64,ok,0.142,7910,1215,522,0.13980424999999999,543,40,502,0,4755,"[tsp-debug] exact solve finished: feasible=yes cost=7910 expanded=522 created=1215 pruned_bound=748 pruned_infeasible=0 root_potential_iterations=400 root_fixing_calls=1 root_fixing_tested=4850 root_fixing_fixed_zero=3940 root_fixing_tree_tested=100 root_fixing_fixed_one=0 root_fixing_active_after=1010 root_fixing_seconds=0.000207291 root_candidate_compaction_calls=1 root_candidate_edges_before=4950 root_candidate_edges_after=1010 root_candidate_compaction_seconds=1.8709e-05 search_node_potential_update_candidates=1023 search_node_potential_updates_triggered=543 potential_skipped_strategy_none=0 potential_skipped_update_depth_zero=0 potential_skipped_budget_exhausted=0 potential_skipped_numerically_unsafe=0 potential_skipped_invalid_state=0 potential_skipped_zero_violation=0 potential_skipped_zero_iteration_limit=0 potential_skipped_depth_interval=72 potential_skipped_max_depth=0 potential_skipped_near_leaf=0 potential_skipped_gap_change_below_minimum=408 potential_improved=542 potential_pruned=502 potential_rebuilt=40 potential_stopped_prunable=502 potential_large_gap_tier=0 potential_shallow_depth_tier=0 potential_slow_warm_extended=0 potential_gap_change_shallow_bypasses=2 potential_probes_started=0 potential_probes_continued=0 potential_probes_rejected=0 search_node_potential_iterations=4755 potential_seconds=0.052309882 potential_rebuild_seconds=0.001868286 initial_tour_seconds=0.018049042 root_ascent_seconds=0.063895833 replacement_seconds=0.00192108 sibling_warm_probes=0 sibling_warm_accepted=0 sibling_warm_rejected=0"
rd100,SW,ok,0.133,7910,923,366,0.130473166,459,51,407,1,3933,"[tsp-debug] exact solve finished: feasible=yes cost=7910 expanded=366 created=923 pruned_bound=595 pruned_infeasible=0 root_potential_iterations=400 root_fixing_calls=1 root_fixing_tested=4850 root_fixing_fixed_zero=3940 root_fixing_tree_tested=100 root_fixing_fixed_one=0 root_fixing_active_after=1010 root_fixing_seconds=0.000169 root_candidate_compaction_calls=1 root_candidate_edges_before=4950 root_candidate_edges_after=1010 root_candidate_compaction_seconds=1.4542e-05 search_node_potential_update_candidates=772 search_node_potential_updates_triggered=459 potential_skipped_strategy_none=0 potential_skipped_update_depth_zero=0 potential_skipped_budget_exhausted=0 potential_skipped_numerically_unsafe=0 potential_skipped_invalid_state=0 potential_skipped_zero_violation=0 potential_skipped_zero_iteration_limit=0 potential_skipped_depth_interval=114 potential_skipped_max_depth=0 potential_skipped_near_leaf=0 potential_skipped_gap_change_below_minimum=199 potential_improved=458 potential_pruned=407 potential_rebuilt=51 potential_stopped_prunable=407 potential_large_gap_tier=0 potential_shallow_depth_tier=0 potential_slow_warm_extended=1 potential_gap_change_shallow_bypasses=2 potential_probes_started=0 potential_probes_continued=0 potential_probes_rejected=0 search_node_potential_iterations=3933 potential_seconds=0.043182169 potential_rebuild_seconds=0.002258162 initial_tour_seconds=0.018388583 root_ascent_seconds=0.063983125 replacement_seconds=0.001197044 sibling_warm_probes=0 sibling_warm_accepted=0 sibling_warm_rejected=0"
gr120,P32,ok,15.382,6942,290218,108543,15.379218249999999,154483,11382,142953,0,1090037,"[tsp-debug] exact solve finished: feasible=yes cost=6942 expanded=108543 created=290218 pruned_bound=196258 pruned_infeasible=4 root_potential_iterations=800 root_fixing_calls=2 root_fixing_tested=14040 root_fixing_fixed_zero=10665 root_fixing_tree_tested=240 root_fixing_fixed_one=0 root_fixing_active_after=1434 root_fixing_seconds=0.000447541 root_candidate_compaction_calls=2 root_candidate_edges_before=7140 root_candidate_edges_after=1434 root_candidate_compaction_seconds=4.9874e-05 search_node_potential_update_candidates=251623 search_node_potential_updates_triggered=154483 potential_skipped_strategy_none=0 potential_skipped_update_depth_zero=0 potential_skipped_budget_exhausted=0 potential_skipped_numerically_unsafe=0 potential_skipped_invalid_state=0 potential_skipped_zero_violation=0 potential_skipped_zero_iteration_limit=0 potential_skipped_depth_interval=35026 potential_skipped_max_depth=0 potential_skipped_near_leaf=0 potential_skipped_gap_change_below_minimum=62114 potential_improved=154464 potential_pruned=143082 potential_rebuilt=11382 potential_stopped_prunable=142953 potential_large_gap_tier=0 potential_shallow_depth_tier=0 potential_slow_warm_extended=0 potential_gap_change_shallow_bypasses=12 potential_probes_started=0 potential_probes_continued=0 potential_probes_rejected=0 search_node_potential_iterations=1090037 potential_seconds=13.49877473 potential_rebuild_seconds=0.81523071 initial_tour_seconds=0.135865458 root_ascent_seconds=0.19067825 replacement_seconds=0.406906164 sibling_warm_probes=0 sibling_warm_accepted=0 sibling_warm_rejected=0"
gr120,P64,ok,1.346,6942,18297,8080,1.3370262500000001,8339,262,8076,0,56633,"[tsp-debug] exact solve finished: feasible=yes cost=6942 expanded=8080 created=18297 pruned_bound=11494 pruned_infeasible=0 root_potential_iterations=400 root_fixing_calls=1 root_fixing_tested=7020 root_fixing_fixed_zero=4959 root_fixing_tree_tested=120 root_fixing_fixed_one=0 root_fixing_active_after=2181 root_fixing_seconds=0.000222334 root_candidate_compaction_calls=1 root_candidate_edges_before=7140 root_candidate_edges_after=2181 root_candidate_compaction_seconds=2.7167e-05 search_node_potential_update_candidates=16155 search_node_potential_updates_triggered=8339 potential_skipped_strategy_none=0 potential_skipped_update_depth_zero=0 potential_skipped_budget_exhausted=0 potential_skipped_numerically_unsafe=0 potential_skipped_invalid_state=0 potential_skipped_zero_violation=1 potential_skipped_zero_iteration_limit=0 potential_skipped_depth_interval=655 potential_skipped_max_depth=0 potential_skipped_near_leaf=0 potential_skipped_gap_change_below_minimum=7160 potential_improved=8338 potential_pruned=8076 potential_rebuilt=262 potential_stopped_prunable=8076 potential_large_gap_tier=0 potential_shallow_depth_tier=0 potential_slow_warm_extended=0 potential_gap_change_shallow_bypasses=8 potential_probes_started=0 potential_probes_continued=0 potential_probes_rejected=0 search_node_potential_iterations=56633 potential_seconds=1.121984369 potential_rebuild_seconds=0.02404734 initial_tour_seconds=0.043138209 root_ascent_seconds=0.097324041 replacement_seconds=0.028399716 sibling_warm_probes=0 sibling_warm_accepted=0 sibling_warm_rejected=0"
gr120,SW,ok,0.909,6942,11223,4966,0.90692616599999998,5116,323,4788,2,34047,"[tsp-debug] exact solve finished: feasible=yes cost=6942 expanded=4966 created=11223 pruned_bound=6980 pruned_infeasible=0 root_potential_iterations=400 root_fixing_calls=1 root_fixing_tested=7020 root_fixing_fixed_zero=4959 root_fixing_tree_tested=120 root_fixing_fixed_one=0 root_fixing_active_after=2181 root_fixing_seconds=0.000237834 root_candidate_compaction_calls=1 root_candidate_edges_before=7140 root_candidate_edges_after=2181 root_candidate_compaction_seconds=2.475e-05 search_node_potential_update_candidates=9756 search_node_potential_updates_triggered=5116 potential_skipped_strategy_none=0 potential_skipped_update_depth_zero=0 potential_skipped_budget_exhausted=0 potential_skipped_numerically_unsafe=0 potential_skipped_invalid_state=0 potential_skipped_zero_violation=1 potential_skipped_zero_iteration_limit=0 potential_skipped_depth_interval=767 potential_skipped_max_depth=0 potential_skipped_near_leaf=0 potential_skipped_gap_change_below_minimum=3872 potential_improved=5114 potential_pruned=4791 potential_rebuilt=323 potential_stopped_prunable=4788 potential_large_gap_tier=0 potential_shallow_depth_tier=0 potential_slow_warm_extended=2 potential_gap_change_shallow_bypasses=8 potential_probes_started=0 potential_probes_continued=0 potential_probes_rejected=0 search_node_potential_iterations=34047 potential_seconds=0.713612012 potential_rebuild_seconds=0.030252825 initial_tour_seconds=0.034902333 root_ascent_seconds=0.096337 replacement_seconds=0.017025583 sibling_warm_probes=0 sibling_warm_accepted=0 sibling_warm_rejected=0"
kroD100,P32,ok,1.762,21294,33723,14021,1.7596591669999999,16741,1672,15045,0,133274,"[tsp-debug] exact solve finished: feasible=yes cost=21294 expanded=14021 created=33723 pruned_bound=21840 pruned_infeasible=0 root_potential_iterations=378 root_fixing_calls=1 root_fixing_tested=4850 root_fixing_fixed_zero=3463 root_fixing_tree_tested=100 root_fixing_fixed_one=0 root_fixing_active_after=1487 root_fixing_seconds=0.000182833 root_candidate_compaction_calls=1 root_candidate_edges_before=4950 root_candidate_edges_after=1487 root_candidate_compaction_seconds=1.85e-05 search_node_potential_update_candidates=29085 search_node_potential_updates_triggered=16741 potential_skipped_strategy_none=0 potential_skipped_update_depth_zero=0 potential_skipped_budget_exhausted=0 potential_skipped_numerically_unsafe=0 potential_skipped_invalid_state=0 potential_skipped_zero_violation=3 potential_skipped_zero_iteration_limit=0 potential_skipped_depth_interval=4728 potential_skipped_max_depth=0 potential_skipped_near_leaf=0 potential_skipped_gap_change_below_minimum=7613 potential_improved=16737 potential_pruned=15065 potential_rebuilt=1672 potential_stopped_prunable=15045 potential_large_gap_tier=0 potential_shallow_depth_tier=0 potential_slow_warm_extended=0 potential_gap_change_shallow_bypasses=12 potential_probes_started=0 potential_probes_continued=0 potential_probes_rejected=0 search_node_potential_iterations=133274 potential_seconds=1.513700682 potential_rebuild_seconds=0.100481311 initial_tour_seconds=0.015006834 root_ascent_seconds=0.050484292 replacement_seconds=0.044199401 sibling_warm_probes=0 sibling_warm_accepted=0 sibling_warm_rejected=0"
kroD100,P64,ok,0.335,21294,6814,3046,0.33282233300000003,2965,99,2865,0,19595,"[tsp-debug] exact solve finished: feasible=yes cost=21294 expanded=3046 created=6814 pruned_bound=4224 pruned_infeasible=0 root_potential_iterations=378 root_fixing_calls=1 root_fixing_tested=4850 root_fixing_fixed_zero=3463 root_fixing_tree_tested=100 root_fixing_fixed_one=0 root_fixing_active_after=1487 root_fixing_seconds=0.000178625 root_candidate_compaction_calls=1 root_candidate_edges_before=4950 root_candidate_edges_after=1487 root_candidate_compaction_seconds=2.5958e-05 search_node_potential_update_candidates=5911 search_node_potential_updates_triggered=2965 potential_skipped_strategy_none=0 potential_skipped_update_depth_zero=0 potential_skipped_budget_exhausted=0 potential_skipped_numerically_unsafe=0 potential_skipped_invalid_state=0 potential_skipped_zero_violation=0 potential_skipped_zero_iteration_limit=0 potential_skipped_depth_interval=248 potential_skipped_max_depth=0 potential_skipped_near_leaf=0 potential_skipped_gap_change_below_minimum=2698 potential_improved=2965 potential_pruned=2866 potential_rebuilt=99 potential_stopped_prunable=2865 potential_large_gap_tier=0 potential_shallow_depth_tier=0 potential_slow_warm_extended=0 potential_gap_change_shallow_bypasses=12 potential_probes_started=0 potential_probes_continued=0 potential_probes_rejected=0 search_node_potential_iterations=19595 potential_seconds=0.249374895 potential_rebuild_seconds=0.006997413 initial_tour_seconds=0.015102084 root_ascent_seconds=0.047201458 replacement_seconds=0.007741151 sibling_warm_probes=0 sibling_warm_accepted=0 sibling_warm_rejected=0"
kroD100,SW,ok,1.777,21294,33922,14088,1.773901583,16866,1676,15167,1,134111,"[tsp-debug] exact solve finished: feasible=yes cost=21294 expanded=14088 created=33922 pruned_bound=21973 pruned_infeasible=0 root_potential_iterations=378 root_fixing_calls=1 root_fixing_tested=4850 root_fixing_fixed_zero=3463 root_fixing_tree_tested=100 root_fixing_fixed_one=0 root_fixing_active_after=1487 root_fixing_seconds=0.000186667 root_candidate_compaction_calls=1 root_candidate_edges_before=4950 root_candidate_edges_after=1487 root_candidate_compaction_seconds=2.425e-05 search_node_potential_update_candidates=29273 search_node_potential_updates_triggered=16866 potential_skipped_strategy_none=0 potential_skipped_update_depth_zero=0 potential_skipped_budget_exhausted=0 potential_skipped_numerically_unsafe=0 potential_skipped_invalid_state=0 potential_skipped_zero_violation=3 potential_skipped_zero_iteration_limit=0 potential_skipped_depth_interval=4742 potential_skipped_max_depth=0 potential_skipped_near_leaf=0 potential_skipped_gap_change_below_minimum=7662 potential_improved=16862 potential_pruned=15186 potential_rebuilt=1676 potential_stopped_prunable=15167 potential_large_gap_tier=0 potential_shallow_depth_tier=0 potential_slow_warm_extended=1 potential_gap_change_shallow_bypasses=12 potential_probes_started=0 potential_probes_continued=0 potential_probes_rejected=0 search_node_potential_iterations=134111 potential_seconds=1.52799692 potential_rebuild_seconds=0.100454895 initial_tour_seconds=0.015211458 root_ascent_seconds=0.050817792 replacement_seconds=0.043708925 sibling_warm_probes=0 sibling_warm_accepted=0 sibling_warm_rejected=0"
kroE100,P32,ok,26.165,22068,500284,204028,26.161585040999999,269042,29786,238890,0,2174183,"[tsp-debug] exact solve finished: feasible=yes cost=22068 expanded=204028 created=500284 pruned_bound=327296 pruned_infeasible=55 root_potential_iterations=717 root_fixing_calls=2 root_fixing_tested=9700 root_fixing_fixed_zero=7491 root_fixing_tree_tested=200 root_fixing_fixed_one=1 root_fixing_active_after=795 root_fixing_seconds=0.000377417 root_candidate_compaction_calls=2 root_candidate_edges_before=4950 root_candidate_edges_after=796 root_candidate_compaction_seconds=2.9416e-05 search_node_potential_update_candidates=443242 search_node_potential_updates_triggered=269042 potential_skipped_strategy_none=0 potential_skipped_update_depth_zero=0 potential_skipped_budget_exhausted=0 potential_skipped_numerically_unsafe=0 potential_skipped_invalid_state=0 potential_skipped_zero_violation=2 potential_skipped_zero_iteration_limit=0 potential_skipped_depth_interval=86317 potential_skipped_max_depth=0 potential_skipped_near_leaf=0 potential_skipped_gap_change_below_minimum=87881 potential_improved=269002 potential_pruned=239216 potential_rebuilt=29786 potential_stopped_prunable=238890 potential_large_gap_tier=0 potential_shallow_depth_tier=0 potential_slow_warm_extended=0 potential_gap_change_shallow_bypasses=12 potential_probes_started=0 potential_probes_continued=0 potential_probes_rejected=0 search_node_potential_iterations=2174183 potential_seconds=23.17408735 potential_rebuild_seconds=1.417711214 initial_tour_seconds=0.087449624 root_ascent_seconds=0.1107385 replacement_seconds=0.851782849 sibling_warm_probes=0 sibling_warm_accepted=0 sibling_warm_rejected=0"
kroE100,P64,ok,11.172,22068,188428,80178,11.169068083999999,93725,4054,89643,0,724337,"[tsp-debug] exact solve finished: feasible=yes cost=22068 expanded=80178 created=188428 pruned_bound=118230 pruned_infeasible=8 root_potential_iterations=363 root_fixing_calls=1 root_fixing_tested=4850 root_fixing_fixed_zero=3337 root_fixing_tree_tested=100 root_fixing_fixed_one=0 root_fixing_active_after=1613 root_fixing_seconds=0.000202083 root_candidate_compaction_calls=1 root_candidate_edges_before=4950 root_candidate_edges_after=1613 root_candidate_compaction_seconds=2.0792e-05 search_node_potential_update_candidates=169832 search_node_potential_updates_triggered=93725 potential_skipped_strategy_none=0 potential_skipped_update_depth_zero=0 potential_skipped_budget_exhausted=0 potential_skipped_numerically_unsafe=0 potential_skipped_invalid_state=0 potential_skipped_zero_violation=0 potential_skipped_zero_iteration_limit=0 potential_skipped_depth_interval=11119 potential_skipped_max_depth=0 potential_skipped_near_leaf=0 potential_skipped_gap_change_below_minimum=64988 potential_improved=93709 potential_pruned=89655 potential_rebuilt=4054 potential_stopped_prunable=89643 potential_large_gap_tier=0 potential_shallow_depth_tier=0 potential_slow_warm_extended=0 potential_gap_change_shallow_bypasses=20 potential_probes_started=0 potential_probes_continued=0 potential_probes_rejected=0 search_node_potential_iterations=724337 potential_seconds=10.33376544 potential_rebuild_seconds=0.277284577 initial_tour_seconds=0.0148245 root_ascent_seconds=0.057388958 replacement_seconds=0.296188501 sibling_warm_probes=0 sibling_warm_accepted=0 sibling_warm_rejected=0"
kroE100,SW,ok,15.820,22068,246219,104829,15.817535790999999,130232,12401,117647,3,998019,"[tsp-debug] exact solve finished: feasible=yes cost=22068 expanded=104829 created=246219 pruned_bound=157151 pruned_infeasible=13 root_potential_iterations=363 root_fixing_calls=1 root_fixing_tested=4850 root_fixing_fixed_zero=3337 root_fixing_tree_tested=100 root_fixing_fixed_one=0 root_fixing_active_after=1613 root_fixing_seconds=0.000195167 root_candidate_compaction_calls=1 root_candidate_edges_before=4950 root_candidate_edges_after=1613 root_candidate_compaction_seconds=1.7083e-05 search_node_potential_update_candidates=222621 search_node_potential_updates_triggered=130232 potential_skipped_strategy_none=0 potential_skipped_update_depth_zero=0 potential_skipped_budget_exhausted=0 potential_skipped_numerically_unsafe=0 potential_skipped_invalid_state=0 potential_skipped_zero_violation=2 potential_skipped_zero_iteration_limit=0 potential_skipped_depth_interval=34540 potential_skipped_max_depth=0 potential_skipped_near_leaf=0 potential_skipped_gap_change_below_minimum=57847 potential_improved=130194 potential_pruned=117793 potential_rebuilt=12401 potential_stopped_prunable=117647 potential_large_gap_tier=0 potential_shallow_depth_tier=0 potential_slow_warm_extended=3 potential_gap_change_shallow_bypasses=20 potential_probes_started=0 potential_probes_continued=0 potential_probes_rejected=0 search_node_potential_iterations=998019 potential_seconds=14.15434359 potential_rebuild_seconds=0.81653523 initial_tour_seconds=0.083085958 root_ascent_seconds=0.057037708 replacement_seconds=0.419554789 sibling_warm_probes=0 sibling_warm_accepted=0 sibling_warm_rejected=0"
kroC100,P32,ok,4.037,20749,85248,35502,4.0340871250000001,43945,4549,39351,0,340813,"[tsp-debug] exact solve finished: feasible=yes cost=20749 expanded=35502 created=85248 pruned_bound=55519 pruned_infeasible=0 root_potential_iterations=301 root_fixing_calls=1 root_fixing_tested=4850 root_fixing_fixed_zero=3956 root_fixing_tree_tested=100 root_fixing_fixed_one=0 root_fixing_active_after=994 root_fixing_seconds=0.000199666 root_candidate_compaction_calls=1 root_candidate_edges_before=4950 root_candidate_edges_after=994 root_candidate_compaction_seconds=2.0833e-05 search_node_potential_update_candidates=74886 search_node_potential_updates_triggered=43945 potential_skipped_strategy_none=0 potential_skipped_update_depth_zero=0 potential_skipped_budget_exhausted=0 potential_skipped_numerically_unsafe=0 potential_skipped_invalid_state=0 potential_skipped_zero_violation=0 potential_skipped_zero_iteration_limit=0 potential_skipped_depth_interval=12789 potential_skipped_max_depth=0 potential_skipped_near_leaf=0 potential_skipped_gap_change_below_minimum=18152 potential_improved=43934 potential_pruned=39385 potential_rebuilt=4549 potential_stopped_prunable=39351 potential_large_gap_tier=0 potential_shallow_depth_tier=0 potential_slow_warm_extended=0 potential_gap_change_shallow_bypasses=9 potential_probes_started=0 potential_probes_continued=0 potential_probes_rejected=0 search_node_potential_iterations=340813 potential_seconds=3.580142214 potential_rebuild_seconds=0.211044676 initial_tour_seconds=0.015441875 root_ascent_seconds=0.040016916 replacement_seconds=0.112661946 sibling_warm_probes=0 sibling_warm_accepted=0 sibling_warm_rejected=0"
