run_id,strategy,repeat,instance,status,wall_seconds,result,branches,nodes_expanded,pruned_by_bound,pruned_infeasible,root_potential_iterations,search_node_potential_update_candidates,search_node_potential_updates_triggered,search_node_potential_updates_skipped_strategy_none,search_node_potential_updates_skipped_update_depth_zero,search_node_potential_updates_skipped_budget_exhausted,search_node_potential_updates_skipped_numerically_unsafe,search_node_potential_updates_skipped_invalid_state,search_node_potential_updates_skipped_zero_violation,search_node_potential_updates_skipped_zero_iteration_limit,search_node_potential_updates_skipped_depth_interval,search_node_potential_updates_skipped_gap_below_minimum,search_node_potential_updates_skipped_gap_above_maximum,search_node_potential_iterations
P32r5h1-f78cca91c64d,P32r5h1,1,/home/wj/code/TSP/data/classic/tsplib/att48.tsp,ok,0.07691477611660957,10628.0,29,9,20,1,100,26,26,0,0,0,0,0,0,0,0,0,0,332
P32r5h1-f78cca91c64d,P32r5h1,1,/home/wj/code/TSP/data/classic/tsplib/bayg29.tsp,ok,0.01538236252963543,1610.0,3,1,2,1,100,2,2,0,0,0,0,0,0,0,0,0,0,7
P32r5h1-f78cca91c64d,P32r5h1,1,/home/wj/code/TSP/data/classic/tsplib/bays29.tsp,ok,0.027568737044930458,2020.0,10,3,5,3,100,7,7,0,0,0,0,0,0,0,0,0,0,82
P32r5h1-f78cca91c64d,P32r5h1,1,/home/wj/code/TSP/data/classic/tsplib/berlin52.tsp,ok,0.05862892419099808,7542.0,1,0,1,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0
P32r5h1-f78cca91c64d,P32r5h1,1,/home/wj/code/TSP/data/classic/tsplib/bier127.tsp,timeout,1800.0,,,,,,,,,,,,,,,,,,,
P32r5h1-f78cca91c64d,P32r5h1,1,/home/wj/code/TSP/data/classic/tsplib/brazil58.tsp,ok,0.09188799560070038,25395.0,88,26,62,0,120,82,82,0,0,0,0,0,0,0,0,0,0,1173
P32r5h1-f78cca91c64d,P32r5h1,1,/home/wj/code/TSP/data/classic/tsplib/brg180.tsp,timeout,1800.0,,,,,,,,,,,,,,,,,,,
P32r5h1-f78cca91c64d,P32r5h1,1,/home/wj/code/TSP/data/classic/tsplib/burma14.tsp,ok,0.017761830240488052,3323.0,1,0,1,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0
P32r5h1-f78cca91c64d,P32r5h1,1,/home/wj/code/TSP/data/classic/tsplib/ch130.tsp,ok,179.3822508621961,6110.0,108576,35530,73412,0,400,103958,103953,0,0,0,0,0,5,0,0,0,0,1708942
P32r5h1-f78cca91c64d,P32r5h1,1,/home/wj/code/TSP/data/classic/tsplib/ch150.tsp,ok,46.48537518642843,6528.0,21943,6721,15293,0,400,20920,20920,0,0,0,0,0,0,0,0,0,0,332154
P32r5h1-f78cca91c64d,P32r5h1,1,/home/wj/code/TSP/data/classic/tsplib/d198.tsp,timeout,1800.0,,,,,,,,,,,,,,,,,,,
P32r5h1-f78cca91c64d,P32r5h1,1,/home/wj/code/TSP/data/classic/tsplib/dantzig42.tsp,ok,0.042078426107764244,699.0,3,1,2,0,100,2,2,0,0,0,0,0,0,0,0,0,0,18
P32r5h1-f78cca91c64d,P32r5h1,1,/home/wj/code/TSP/data/classic/national/dj38.tsp,ok,0.031171057373285294,6656.0,1,0,1,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0
P32r5h1-f78cca91c64d,P32r5h1,1,/home/wj/code/TSP/data/classic/tsplib/eil101.tsp,ok,17.35830531641841,629.0,19938,5632,14389,0,400,18344,18344,0,0,0,0,0,0,0,0,0,0,281635
P32r5h1-f78cca91c64d,P32r5h1,1,/home/wj/code/TSP/data/classic/tsplib/eil51.tsp,ok,0.11002722382545471,426.0,429,135,298,51,400,411,411,0,0,0,0,0,0,0,0,0,0,6174
P32r5h1-f78cca91c64d,P32r5h1,1,/home/wj/code/TSP/data/classic/tsplib/eil76.tsp,ok,0.16413015127182007,538.0,192,52,143,0,364,99,99,0,0,0,0,0,0,0,0,0,0,2089
P32r5h1-f78cca91c64d,P32r5h1,1,/home/wj/code/TSP/data/classic/tsplib/fri26.tsp,ok,0.04821598902344704,937.0,1,0,1,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0
