run_id,strategy,repeat,instance,status,wall_seconds,result,root_lower_bound,initial_upper_bound,final_upper_bound,final_lower_bound,final_relative_gap,branches,nodes_expanded,pruned_by_bound,pruned_infeasible,root_fixing_calls,root_fixing_tested,root_fixing_fixed_zero,root_fixing_tree_tested,root_fixing_fixed_one,root_fixing_active_after,root_fixing_seconds,root_candidate_compaction_calls,root_candidate_edges_before,root_candidate_edges_after,root_candidate_compaction_seconds,initial_tour_seconds,initial_clk_starts,adaptive_clk_triggers,adaptive_clk_improvements,root_guided_lk_calls,root_guided_lk_improvements,root_guided_lk_reascents,root_guided_lk_seconds,root_guided_lk_total_gain,root_potential_iterations,root_ascent_seconds,root_external_potential_replacements,root_external_potential_warm_starts,lkh_provider_calls,lkh_provider_failures,lkh_provider_seconds,search_node_potential_update_candidates,search_node_potential_updates_triggered,search_node_potential_updates_skipped_strategy_none,search_node_potential_updates_skipped_update_depth_zero,search_node_potential_updates_skipped_budget_exhausted,search_node_potential_updates_skipped_numerically_unsafe,search_node_potential_updates_skipped_invalid_state,search_node_potential_updates_skipped_zero_violation,search_node_potential_updates_skipped_zero_iteration_limit,search_node_potential_updates_skipped_max_depth,search_node_potential_updates_skipped_near_leaf,search_node_potential_updates_skipped_depth_interval,search_node_potential_updates_skipped_gap_change_below_minimum,potential_update_gap_change_shallow_bypasses,branch_lift_first_reorders,branch_zero_gain_splits,branch_ascent_strong_probes,branch_ascent_strong_seconds,search_node_potential_iterations,potential_update_seconds,potential_update_rebuild_seconds,sibling_warm_probes,sibling_warm_accepted,sibling_warm_rejected,replacement_seconds
GAPMST-P32-LKH-BP-split2-fcf930fe1eca,GAPMST-P32-LKH-BP-split2,1,/home/wj/code/TSP/data/classic/tsplib/att48.tsp,ok,0.06540215201675892,10628.0,10602.983665769503,10628.0,10628.0,10628.0,0.0,11,2,7,0,1,1080,1037,48,14,75,0.000237069,0,0,0,0.0,0.007919887,0,0,0,0,0,0,0.0,0.0,64,0.009203722,0,1,1,0,0.021460695,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0.0,105,0.0006687680000000001,3.7348e-05,0,0,0,6.3593e-05
GAPMST-P32-LKH-BP-split2-fcf930fe1eca,GAPMST-P32-LKH-BP-split2,1,/home/wj/code/TSP/data/classic/tsplib/bayg29.tsp,ok,0.032827794551849365,1610.0,1607.9799999981672,1610.0,1610.0,1610.0,0.0,3,1,2,1,1,377,370,29,24,10,0.000123608,0,0,0,0.0,0.001357504,0,0,0,0,0,0,0.0,0.0,64,0.002309823,0,1,1,0,0.014853548,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,3,2.0407e-05,0.0,0,0,0,7.254999999999998e-06
GAPMST-P32-LKH-BP-split2-fcf930fe1eca,GAPMST-P32-LKH-BP-split2,1,/home/wj/code/TSP/data/classic/tsplib/bays29.tsp,ok,0.03978632390499115,2020.0,2013.3002809125421,2020.0,2020.0,2020.0,0.0,8,2,4,5,1,377,358,29,17,26,0.000127019,0,0,0,0.0,0.001285978,0,0,0,0,0,0,0.0,0.0,64,0.002371956,0,1,1,0,0.012843158,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0.0,42,0.00016869900000000002,3.829e-05,0,0,0,1.9093999999999994e-05
GAPMST-P32-LKH-BP-split2-fcf930fe1eca,GAPMST-P32-LKH-BP-split2,1,/home/wj/code/TSP/data/classic/tsplib/berlin52.tsp,ok,0.046734945848584175,7542.0,7541.999999973971,7542.0,7542.0,7542.0,0.0,1,0,1,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.00834541,0,0,0,0,0,0,0.0,0.0,1,0.000220013,0,1,1,0,0.015842251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0,0,0.0
GAPMST-P32-LKH-BP-split2-fcf930fe1eca,GAPMST-P32-LKH-BP-split2,1,/home/wj/code/TSP/data/classic/tsplib/bier127.tsp,ok,355.3761607185006,118282.0,117430.62999807068,118282.0,118282.0,118282.0,0.0,572444,187499,386634,1067,1,7874,6991,127,6,1004,0.000808043,0,0,0,0.0,0.332321124,12,0,0,0,0,0,0.0,0.0,64,0.028567971,0,1,1,0,0.084105261,522468,522468,0,0,0,0,0,0,0,0,0,0,0,0,0,114,0,0.0,8726657,327.7906514300031,21.687480121000224,0,0,0,2.7022766879999156
GAPMST-P32-LKH-BP-split2-fcf930fe1eca,GAPMST-P32-LKH-BP-split2,1,/home/wj/code/TSP/data/classic/tsplib/brazil58.tsp,ok,0.11698968894779682,25395.0,25354.239999786165,25395.0,25395.0,25395.0,0.0,5,1,3,1,1,1595,1539,58,23,87,0.000256972,0,0,0,0.0,0.012569169,0,0,0,0,0,0,0.0,0.0,64,0.009033225,0,1,1,0,0.028612593,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,35,0.000179045,0.0,0,0,0,4.3242e-05
GAPMST-P32-LKH-BP-split2-fcf930fe1eca,GAPMST-P32-LKH-BP-split2,1,/home/wj/code/TSP/data/classic/tsplib/brg180.tsp,ok,0.31402759067714214,1950.0,1949.6660590678675,1950.0,1950.0,1950.0,0.0,1,0,1,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.05461063,0,0,0,0,0,0,0.0,0.0,64,0.055225588,0,1,1,0,0.160034219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0,0,0.0
GAPMST-P32-LKH-BP-split2-fcf930fe1eca,GAPMST-P32-LKH-BP-split2,1,/home/wj/code/TSP/data/classic/tsplib/burma14.tsp,ok,0.012441175058484077,3323.0,3322.999999998899,3323.0,3323.0,3323.0,0.0,1,0,1,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.000237433,0,0,0,0,0,0,0.0,0.0,1,2.3099e-05,0,1,1,0,0.003959524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0,0,0.0
GAPMST-P32-LKH-BP-split2-fcf930fe1eca,GAPMST-P32-LKH-BP-split2,1,/home/wj/code/TSP/data/classic/tsplib/ch130.tsp,ok,12.386272886767983,6110.0,6074.619999904337,6110.0,6110.0,6110.0,0.0,20252,6279,13972,9,1,8255,7816,130,14,555,0.000985231,0,0,0,0.0,0.109724203,0,0,0,0,0,0,0.0,0.0,64,0.030190622,0,1,1,0,0.08713457,18846,18846,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0,0.0,306693,11.381943549000086,0.5733794230000006,0,0,0,0.11013923200000038
GAPMST-P32-LKH-BP-split2-fcf930fe1eca,GAPMST-P32-LKH-BP-split2,1,/home/wj/code/TSP/data/classic/tsplib/ch150.tsp,ok,15.544030664488673,6528.0,6486.5499998695095,6528.0,6528.0,6528.0,0.0,18891,5679,13209,6,1,11025,10518,150,4,653,0.001223459,0,0,0,0.0,0.124025065,0,0,0,0,0,0,0.0,0.0,64,0.041288167,0,1,1,0,0.179396216,18044,18044,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0,0.0,282908,14.342240458999969,0.650878079000002,0,0,0,0.10886015400000013
GAPMST-P32-LKH-BP-split2-fcf930fe1eca,GAPMST-P32-LKH-BP-split2,1,/home/wj/code/TSP/data/classic/tsplib/d198.tsp,timeout,1800.0,,14572.88,15780.0,15780.0,14572.88,0.0764968314321927,667421,200000,,,1,19305,1075,198,0,18428,0.00167898,,,,0.0,0.438853358,0,,,,,,,,,0.069128597,,,1,0,0.852976,,,,,,,,,,,,,,,,,,,,1517.085559,183.4589934,,,,7.083669588
GAPMST-P32-LKH-BP-split2-fcf930fe1eca,GAPMST-P32-LKH-BP-split2,1,/home/wj/code/TSP/data/classic/tsplib/dantzig42.tsp,ok,0.11044522933661938,699.0,696.959999997658,699.0,699.0,699.0,0.0,6,1,4,2,1,819,796,42,27,35,0.000280278,0,0,0,0.0,0.004459997,0,0,0,0,0,0,0.0,0.0,64,0.006937336,0,1,1,0,0.023876591,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,25,0.00014321699999999998,0.0,0,0,0,4.9962999999999996e-05
GAPMST-P32-LKH-BP-split2-fcf930fe1eca,GAPMST-P32-LKH-BP-split2,1,/home/wj/code/TSP/data/classic/national/dj38.tsp,ok,0.1116572953760624,6656.0,6655.999999981781,6656.0,6656.0,6656.0,0.0,1,0,1,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.002252286,0,0,0,0,0,0,0.0,0.0,1,0.000112671,0,1,1,0,0.00948113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0,0,0.0
GAPMST-P32-LKH-BP-split2-fcf930fe1eca,GAPMST-P32-LKH-BP-split2,1,/home/wj/code/TSP/data/classic/tsplib/eil101.tsp,ok,0.1741845589131117,629.0,627.3329762117957,629.0,629.0,629.0,0.0,151,46,92,13,1,4949,4875,101,47,123,0.000528105,0,0,0,0.0,0.049929743,0,0,0,0,0,0,0.0,0.0,64,0.017715826,0,1,1,0,0.045318577,123,123,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0.0,2164,0.01988597499999999,0.001060947,0,0,0,0.00026824499999999986
GAPMST-P32-LKH-BP-split2-fcf930fe1eca,GAPMST-P32-LKH-BP-split2,1,/home/wj/code/TSP/data/classic/tsplib/eil51.tsp,ok,0.0883637759834528,426.0,422.4399999987474,426.0,426.0,426.0,0.0,295,94,181,41,1,1224,1159,51,7,109,0.000318201,0,0,0,0.0,0.007290916,0,0,0,0,0,0,0.0,0.0,64,0.009171191,0,1,1,0,0.029475385,262,262,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0.0,3969,0.026321409,0.0016021070000000002,0,0,0,0.0002141320000000001
GAPMST-P32-LKH-BP-split2-fcf930fe1eca,GAPMST-P32-LKH-BP-split2,1,/home/wj/code/TSP/data/classic/tsplib/eil76.tsp,ok,0.13138197921216488,538.0,536.969999996869,538.0,538.0,538.0,0.0,10,3,5,8,1,2774,2755,76,61,31,0.000327672,0,0,0,0.0,0.020067528,0,0,0,0,0,0,0.0,0.0,64,0.011841331,0,1,1,0,0.03895157,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,82,0.000195594,9.384500000000001e-05,0,0,0,4.7229e-05
GAPMST-P32-LKH-BP-split2-fcf930fe1eca,GAPMST-P32-LKH-BP-split2,1,/home/wj/code/TSP/data/classic/tsplib/fri26.tsp,ok,0.042821576818823814,937.0,936.9999999984229,937.0,937.0,937.0,0.0,1,0,1,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.000637014,0,0,0,0,0,0,0.0,0.0,15,0.000325528,0,1,1,0,0.010543115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0,0,0.0
GAPMST-P32-LKH-BP-split2-fcf930fe1eca,GAPMST-P32-LKH-BP-split2,1,/home/wj/code/TSP/data/classic/tsplib/gr120.tsp,ok,1.5632143542170525,6942.0,6909.959999893309,6942.0,6942.0,6942.0,0.0,3006,943,1934,0,1,7020,6727,120,13,397,0.000718597,0,0,0,0.0,0.104872906,0,0,0,0,0,0,0.0,0.0,64,0.025349588,0,1,1,0,0.061691875,2610,2610,0,0,0,0,0,0,0,0,0,0,0,0,0,141,0,0.0,45241,1.2529211199999981,0.07075482300000013,0,0,0,0.003096158999999992
GAPMST-P32-LKH-BP-split2-fcf930fe1eca,GAPMST-P32-LKH-BP-split2,1,/home/wj/code/TSP/data/classic/tsplib/gr137.tsp,ok,3.9198990929871798,69853.0,69113.08999838053,69853.0,69853.0,69853.0,0.0,6196,2101,4056,0,1,9179,8325,137,3,988,0.001000986,0,0,0,0.0,0.150491001,0,0,0,0,0,0,0.0,0.0,64,0.031280737,0,1,1,0,0.096434439,5616,5616,0,0,0,0,0,0,0,0,0,0,0,0,0,57,0,0.0,91882,3.309478772999996,0.2573028700000004,0,0,0,0.030892949999999905
GAPMST-P32-LKH-BP-split2-fcf930fe1eca,GAPMST-P32-LKH-BP-split2,1,/home/wj/code/TSP/data/classic/tsplib/gr17.tsp,ok,0.04968911223113537,2085.0,2084.999999998326,2085.0,2085.0,2085.0,0.0,1,0,1,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.000199549,0,0,0,0,0,0,0.0,0.0,1,2.2896e-05,0,1,1,0,0.005098101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0,0,0.0
