run_id,strategy,repeat,instance,status,wall_seconds,result,branches
T4-59e25dc0e9fa,T4,1,/home/wj/code/TSP/data/classic/tsplib/att48.tsp,ok,0.04215174913406372,10628.0,36
T4-59e25dc0e9fa,T4,1,/home/wj/code/TSP/data/classic/tsplib/bayg29.tsp,ok,0.02931247279047966,1610.0,3
T4-59e25dc0e9fa,T4,1,/home/wj/code/TSP/data/classic/tsplib/bays29.tsp,ok,0.029470017179846764,2020.0,9
T4-59e25dc0e9fa,T4,1,/home/wj/code/TSP/data/classic/tsplib/berlin52.tsp,ok,0.029566437005996704,7542.0,1
T4-59e25dc0e9fa,T4,1,/home/wj/code/TSP/data/classic/tsplib/bier127.tsp,timeout,1800.0,,
T4-59e25dc0e9fa,T4,1,/home/wj/code/TSP/data/classic/tsplib/brazil58.tsp,ok,0.06276788376271725,25395.0,125
T4-59e25dc0e9fa,T4,1,/home/wj/code/TSP/data/classic/tsplib/brg180.tsp,timeout,1800.0,,
T4-59e25dc0e9fa,T4,1,/home/wj/code/TSP/data/classic/tsplib/burma14.tsp,ok,0.006611227989196777,3323.0,1
T4-59e25dc0e9fa,T4,1,/home/wj/code/TSP/data/classic/tsplib/ch130.tsp,timeout,1800.0,,
T4-59e25dc0e9fa,T4,1,/home/wj/code/TSP/data/classic/tsplib/ch150.tsp,timeout,1800.0,,
T4-59e25dc0e9fa,T4,1,/home/wj/code/TSP/data/classic/tsplib/d198.tsp,timeout,1800.0,,
T4-59e25dc0e9fa,T4,1,/home/wj/code/TSP/data/classic/tsplib/dantzig42.tsp,ok,0.023597659543156624,699.0,3
T4-59e25dc0e9fa,T4,1,/home/wj/code/TSP/data/classic/national/dj38.tsp,ok,0.02297656238079071,6656.0,1
T4-59e25dc0e9fa,T4,1,/home/wj/code/TSP/data/classic/tsplib/eil101.tsp,ok,1.7797214332967997,629.0,145959
T4-59e25dc0e9fa,T4,1,/home/wj/code/TSP/data/classic/tsplib/eil51.tsp,ok,0.08140395767986774,426.0,434
T4-59e25dc0e9fa,T4,1,/home/wj/code/TSP/data/classic/tsplib/eil76.tsp,ok,0.4668084029108286,538.0,14077
T4-59e25dc0e9fa,T4,1,/home/wj/code/TSP/data/classic/tsplib/fri26.tsp,ok,0.010268047451972961,937.0,1
T4-59e25dc0e9fa,T4,1,/home/wj/code/TSP/data/classic/tsplib/gr120.tsp,ok,288.7109917290509,6942.0,66787166
T4-59e25dc0e9fa,T4,1,/home/wj/code/TSP/data/classic/tsplib/gr137.tsp,ok,315.02120650559664,69853.0,23750068
T4-59e25dc0e9fa,T4,1,/home/wj/code/TSP/data/classic/tsplib/gr17.tsp,ok,0.019549833610653877,2085.0,1
T4-59e25dc0e9fa,T4,1,/home/wj/code/TSP/data/classic/tsplib/gr21.tsp,ok,0.016195211559534073,2707.0,1
T4-59e25dc0e9fa,T4,1,/home/wj/code/TSP/data/classic/tsplib/gr24.tsp,ok,0.0203643087297678,1272.0,1
T4-59e25dc0e9fa,T4,1,/home/wj/code/TSP/data/classic/tsplib/gr48.tsp,ok,0.3536205720156431,5046.0,95317
T4-59e25dc0e9fa,T4,1,/home/wj/code/TSP/data/classic/tsplib/gr96.tsp,ok,7.663585847243667,55209.0,1624631
T4-59e25dc0e9fa,T4,1,/home/wj/code/TSP/data/classic/tsplib/hk48.tsp,ok,0.022376105189323425,11461.0,21
T4-59e25dc0e9fa,T4,1,/home/wj/code/TSP/data/classic/tsplib/kroA100.tsp,timeout,1800.0,,
T4-59e25dc0e9fa,T4,1,/home/wj/code/TSP/data/classic/tsplib/kroA150.tsp,timeout,1800.0,,
T4-59e25dc0e9fa,T4,1,/home/wj/code/TSP/data/classic/tsplib/kroB100.tsp,timeout,1800.0,,
T4-59e25dc0e9fa,T4,1,/home/wj/code/TSP/data/classic/tsplib/kroB150.tsp,timeout,1800.0,,
T4-59e25dc0e9fa,T4,1,/home/wj/code/TSP/data/classic/tsplib/kroC100.tsp,ok,27.529268277809024,20749.0,6998310
T4-59e25dc0e9fa,T4,1,/home/wj/code/TSP/data/classic/tsplib/kroD100.tsp,ok,2.19936316087842,21294.0,150982
T4-59e25dc0e9fa,T4,1,/home/wj/code/TSP/data/classic/tsplib/kroE100.tsp,timeout,1800.0,,
T4-59e25dc0e9fa,T4,1,/home/wj/code/TSP/data/classic/tsplib/lin105.tsp,ok,0.208926634863019,14379.0,65
