instance,Concorde:status,Concorde:wall_seconds,Concorde:result,Concorde:branches,P32:status,P32:successful_repeats,P32:result,PSD-PSD16:status,PSD-PSD16:successful_repeats,PSD-PSD16:result,result_match,P32:matches_reference,PSD-PSD16:matches_reference,P32:wall_vs_Concorde_relative_change,PSD-PSD16:wall_vs_Concorde_relative_change,P32:wall_seconds,PSD-PSD16:wall_seconds,relative_change:wall_seconds,P32:branches,PSD-PSD16:branches,relative_change:branches,P32:nodes_expanded,PSD-PSD16:nodes_expanded,P32:pruned_by_bound,PSD-PSD16:pruned_by_bound,P32:pruned_infeasible,PSD-PSD16:pruned_infeasible,P32:root_potential_iterations,PSD-PSD16:root_potential_iterations,P32:search_node_potential_update_candidates,PSD-PSD16:search_node_potential_update_candidates,P32:search_node_potential_updates_triggered,PSD-PSD16:search_node_potential_updates_triggered,P32:search_node_potential_updates_skipped_total,PSD-PSD16:search_node_potential_updates_skipped_total,relative_change:search_node_potential_updates_skipped_total,P32:search_node_potential_iterations,PSD-PSD16:search_node_potential_iterations,P32:search_node_potential_updates_skipped_budget_exhausted,PSD-PSD16:search_node_potential_updates_skipped_budget_exhausted,P32:search_node_potential_updates_skipped_depth_interval,PSD-PSD16:search_node_potential_updates_skipped_depth_interval,P32:search_node_potential_updates_skipped_gap_above_maximum,PSD-PSD16:search_node_potential_updates_skipped_gap_above_maximum,P32:search_node_potential_updates_skipped_gap_below_minimum,PSD-PSD16:search_node_potential_updates_skipped_gap_below_minimum,P32:search_node_potential_updates_skipped_invalid_state,PSD-PSD16:search_node_potential_updates_skipped_invalid_state,P32:search_node_potential_updates_skipped_numerically_unsafe,PSD-PSD16:search_node_potential_updates_skipped_numerically_unsafe,P32:search_node_potential_updates_skipped_strategy_none,PSD-PSD16:search_node_potential_updates_skipped_strategy_none,P32:search_node_potential_updates_skipped_update_depth_zero,PSD-PSD16:search_node_potential_updates_skipped_update_depth_zero,P32:search_node_potential_updates_skipped_zero_iteration_limit,PSD-PSD16:search_node_potential_updates_skipped_zero_iteration_limit,P32:search_node_potential_updates_skipped_zero_violation,PSD-PSD16:search_node_potential_updates_skipped_zero_violation
att48.tsp,ok,0.08958465978503227,10628.0,1.0,ok,1,10628.0,ok,1,10628.0,True,True,True,-0.6340954076313081,-0.37680370167640576,0.03277943842113018,0.05582882836461067,0.703166102095955,29.0,35.0,0.2068965517241379,9.0,12.0,20.0,23.0,1.0,2.0,100.0,100.0,26.0,28.0,26.0,28.0,0.0,0.0,0.0,332.0,257.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bayg29.tsp,ok,0.023851288482546806,1610.0,1.0,ok,1,1610.0,ok,1,1610.0,True,True,True,-0.33553282791345895,-0.31761483719369443,0.015848398208618164,0.016275765374302864,0.02696595328178364,3.0,3.0,0.0,1.0,1.0,2.0,2.0,1.0,1.0,100.0,100.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,7.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bays29.tsp,ok,0.04078455828130245,2020.0,1.0,ok,1,2020.0,ok,1,2020.0,True,True,True,-0.4686148999616049,-0.3228038052354939,0.021672306582331657,0.027619147673249245,0.27439816192733946,10.0,12.0,0.19999999999999996,3.0,3.0,5.0,8.0,3.0,1.0,100.0,100.0,7.0,10.0,7.0,10.0,0.0,0.0,0.0,82.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
berlin52.tsp,ok,0.05695320665836334,7542.0,1.0,ok,1,7542.0,ok,1,7542.0,True,True,True,-0.5577923517784235,-0.2987320990093052,0.02518514357507229,0.039939455687999725,0.5858339488495485,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,20.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
brazil58.tsp,ok,0.09078448079526424,25395.0,1.0,ok,1,25395.0,ok,1,25395.0,True,True,True,-0.4132228188333388,-0.5188474566659391,0.053270261734724045,0.0436811838299036,-0.18000808692422532,88.0,71.0,-0.19318181818181823,26.0,21.0,62.0,50.0,0.0,2.0,120.0,100.0,82.0,60.0,82.0,60.0,0.0,0.0,0.0,1173.0,557.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
burma14.tsp,ok,0.023742059245705605,3323.0,1.0,ok,1,3323.0,ok,1,3323.0,True,True,True,-0.6582272780728018,-0.11043625500836662,0.008114388212561607,0.02112007513642311,1.6027932831372111,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,36.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ch150.tsp,ok,0.3328863438218832,6528.0,1.0,ok,1,6528.0,ok,1,6528.0,True,True,True,359.77294266837913,317.79800257384585,120.09638583473861,106.12350149452686,-0.11634725094424958,60352.0,78972.0,0.30852332979851527,18041.0,25409.0,42505.0,54042.0,0.0,0.0,400.0,400.0,58114.0,75665.0,57710.0,75645.0,404.0,20.0,-0.9504950495049505,895438.0,703004.0,0.0,0.0,0.0,0.0,404.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
dantzig42.tsp,ok,0.043297743424773216,699.0,1.0,ok,1,699.0,ok,1,699.0,True,True,True,-0.3739902850894712,-0.05322796665252616,0.027104808017611504,0.04099309258162975,0.5123919178838772,3.0,4.0,0.33333333333333326,1.0,1.0,2.0,3.0,0.0,0.0,100.0,100.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,18.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dj38.tsp,ok,0.03762975335121155,6656.0,1.0,ok,1,6656.0,ok,1,6656.0,True,True,True,-0.47175517465320815,-0.17904864391812425,0.0198777224868536,0.03089219704270363,0.5541114965829008,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,32.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eil101.tsp,ok,0.07881497777998447,629.0,1.0,ok,1,629.0,ok,1,629.0,True,True,True,5.986287841349052,2345.7582653173627,0.5506241209805012,184.95970053598285,334.9091864821023,695.0,344662.0,494.9165467625899,154.0,100105.0,548.0,247287.0,0.0,6.0,400.0,500.0,379.0,324471.0,352.0,318088.0,27.0,6383.0,235.40740740740742,5416.0,2855700.0,0.0,0.0,0.0,0.0,26.0,6382.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
eil51.tsp,ok,0.05758170783519745,426.0,1.0,ok,1,426.0,ok,1,426.0,True,True,True,1.0216468982411304,0.7290436315728592,0.11640988104045391,0.09956128522753716,-0.14473510033964943,429.0,438.0,0.020979020979021046,135.0,134.0,298.0,307.0,51.0,47.0,400.0,400.0,411.0,392.0,411.0,392.0,0.0,0.0,0.0,6174.0,3566.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eil76.tsp,ok,0.038888582959771156,538.0,1.0,ok,1,538.0,ok,1,538.0,True,True,True,5.701447384056891,7.560373575262826,0.2606097925454378,0.33290079794824123,0.2773917460918103,454.0,791.0,0.7422907488986785,135.0,248.0,328.0,555.0,0.0,0.0,364.0,400.0,304.0,654.0,295.0,643.0,9.0,11.0,0.22222222222222232,5287.0,6369.0,0.0,0.0,0.0,0.0,9.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
fri26.tsp,ok,0.029480643570423126,937.0,1.0,ok,1,937.0,ok,1,937.0,True,True,True,-0.40002944279820307,0.08619113809683276,0.017687518149614334,0.03202161379158497,0.8104074025944212,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,45.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gr120.tsp,ok,0.15989429503679276,6942.0,1.0,ok,1,6942.0,ok,1,6942.0,True,True,True,112.01531218836858,168.4209581918981,18.070503670722246,27.089444674551487,0.49909737814567334,12407.0,35455.0,1.857660997823809,3833.0,11465.0,8620.0,24235.0,0.0,0.0,400.0,400.0,11445.0,31918.0,11321.0,31872.0,124.0,46.0,-0.6290322580645161,179449.0,290978.0,0.0,0.0,0.0,0.0,123.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0
gr137.tsp,ok,0.33605039678514004,69853.0,1.0,ok,1,69853.0,ok,1,69853.0,True,True,True,207.6456273205473,486.66439572218343,70.11544584855437,163.8798136804253,1.3372854824940705,51113.0,189390.0,2.7053195860152996,17260.0,69148.0,34040.0,122035.0,0.0,16.0,400.0,400.0,47121.0,175968.0,47117.0,175960.0,4.0,8.0,1.0,768553.0,1668243.0,0.0,0.0,0.0,0.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0
