instance,Concorde:status,Concorde:wall_seconds,Concorde:result,Concorde:branches,PS32:status,PS32:successful_repeats,PS32:result,PSD-PSD16:status,PSD-PSD16:successful_repeats,PSD-PSD16:result,result_match,PS32:matches_reference,PSD-PSD16:matches_reference,PS32:wall_vs_Concorde_relative_change,PSD-PSD16:wall_vs_Concorde_relative_change,PS32:wall_seconds,PSD-PSD16:wall_seconds,relative_change:wall_seconds,PS32:branches,PSD-PSD16:branches,relative_change:branches,PS32:nodes_expanded,PSD-PSD16:nodes_expanded,PS32:pruned_by_bound,PSD-PSD16:pruned_by_bound,PS32:pruned_infeasible,PSD-PSD16:pruned_infeasible,PS32:root_potential_iterations,PSD-PSD16:root_potential_iterations,PS32:search_node_potential_update_candidates,PSD-PSD16:search_node_potential_update_candidates,PS32:search_node_potential_updates_triggered,PSD-PSD16:search_node_potential_updates_triggered,PS32:search_node_potential_updates_skipped_total,PSD-PSD16:search_node_potential_updates_skipped_total,relative_change:search_node_potential_updates_skipped_total,PS32:search_node_potential_iterations,PSD-PSD16:search_node_potential_iterations,PS32:search_node_potential_updates_skipped_budget_exhausted,PSD-PSD16:search_node_potential_updates_skipped_budget_exhausted,PS32:search_node_potential_updates_skipped_depth_interval,PSD-PSD16:search_node_potential_updates_skipped_depth_interval,PS32:search_node_potential_updates_skipped_gap_above_maximum,PSD-PSD16:search_node_potential_updates_skipped_gap_above_maximum,PS32:search_node_potential_updates_skipped_gap_below_minimum,PSD-PSD16:search_node_potential_updates_skipped_gap_below_minimum,PS32:search_node_potential_updates_skipped_invalid_state,PSD-PSD16:search_node_potential_updates_skipped_invalid_state,PS32:search_node_potential_updates_skipped_numerically_unsafe,PSD-PSD16:search_node_potential_updates_skipped_numerically_unsafe,PS32:search_node_potential_updates_skipped_strategy_none,PSD-PSD16:search_node_potential_updates_skipped_strategy_none,PS32:search_node_potential_updates_skipped_update_depth_zero,PSD-PSD16:search_node_potential_updates_skipped_update_depth_zero,PS32:search_node_potential_updates_skipped_zero_iteration_limit,PSD-PSD16:search_node_potential_updates_skipped_zero_iteration_limit,PS32:search_node_potential_updates_skipped_zero_violation,PSD-PSD16:search_node_potential_updates_skipped_zero_violation
att48.tsp,ok,0.08958465978503227,10628.0,1.0,ok,1,10628.0,ok,1,10628.0,True,True,True,-0.5671647004563721,-0.37680370167640576,0.038775403052568436,0.05582882836461067,0.4398000786458012,30.0,35.0,0.16666666666666674,10.0,12.0,20.0,23.0,1.0,2.0,100.0,100.0,24.0,28.0,24.0,28.0,0.0,0.0,0.0,383.0,257.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bayg29.tsp,ok,0.023851288482546806,1610.0,1.0,ok,1,1610.0,ok,1,1610.0,True,True,True,-0.07441517468520065,-0.31761483719369443,0.02207639068365097,0.016275765374302864,-0.26275243052497044,2.0,3.0,0.5,1.0,1.0,1.0,2.0,3.0,1.0,100.0,100.0,1.0,2.0,1.0,2.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bays29.tsp,ok,0.04078455828130245,2020.0,1.0,ok,1,2020.0,ok,1,2020.0,True,True,True,-0.6516754191613525,-0.3228038052354939,0.014206264168024063,0.027619147673249245,0.9441527587115655,10.0,12.0,0.19999999999999996,3.0,3.0,6.0,8.0,4.0,1.0,100.0,100.0,7.0,10.0,7.0,10.0,0.0,0.0,0.0,82.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
berlin52.tsp,ok,0.05695320665836334,7542.0,1.0,ok,1,7542.0,ok,1,7542.0,True,True,True,-0.5430422428713274,-0.2987320990093052,0.026025209575891495,0.039939455687999725,0.5346449207847195,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,21.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
brazil58.tsp,ok,0.09078448079526424,25395.0,1.0,ok,1,25395.0,ok,1,25395.0,True,True,True,-0.3813525390377551,-0.5188474566659391,0.05616358853876591,0.0436811838299036,-0.2222508396208791,34.0,71.0,1.0882352941176472,11.0,21.0,23.0,50.0,0.0,2.0,100.0,100.0,32.0,60.0,32.0,60.0,0.0,0.0,0.0,434.0,557.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
burma14.tsp,ok,0.023742059245705605,3323.0,1.0,ok,1,3323.0,ok,1,3323.0,True,True,True,-0.66547684247994,-0.11043625500836662,0.007942268624901772,0.02112007513642311,1.6591992960555801,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,19.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ch150.tsp,ok,0.3328863438218832,6528.0,1.0,ok,1,6528.0,ok,1,6528.0,True,True,True,1731.6524461873366,317.79800257384585,576.7763379253447,106.12350149452686,-0.8160057989267531,298084.0,78972.0,-0.73506796741858,90098.0,25409.0,208971.0,54042.0,0.0,0.0,400.0,400.0,286093.0,75665.0,285972.0,75645.0,121.0,20.0,-0.8347107438016529,4484804.0,703004.0,0.0,0.0,0.0,0.0,119.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0
dantzig42.tsp,ok,0.043297743424773216,699.0,1.0,ok,1,699.0,ok,1,699.0,True,True,True,-0.342549003133924,-0.05322796665252616,0.02846614457666874,0.04099309258162975,0.4400647924492129,5.0,4.0,-0.19999999999999996,1.0,1.0,4.0,3.0,0.0,0.0,100.0,100.0,4.0,2.0,4.0,2.0,0.0,0.0,0.0,23.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dj38.tsp,ok,0.03762975335121155,6656.0,1.0,ok,1,6656.0,ok,1,6656.0,True,True,True,-0.4803565135093395,-0.17904864391812425,0.019554056227207184,0.03089219704270363,0.5798357478240626,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,22.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eil101.tsp,ok,0.07881497777998447,629.0,1.0,ok,1,629.0,ok,1,629.0,True,True,True,62.45634641773285,2345.7582653173627,5.001310532912612,184.95970053598285,35.9822468168694,5866.0,344662.0,57.75588135015342,1767.0,100105.0,4135.0,247287.0,0.0,6.0,400.0,500.0,5237.0,324471.0,5173.0,318088.0,64.0,6383.0,98.734375,83688.0,2855700.0,0.0,0.0,0.0,0.0,64.0,6382.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
eil51.tsp,ok,0.05758170783519745,426.0,1.0,ok,1,426.0,ok,1,426.0,True,True,True,1.4428777835658888,0.7290436315728592,0.1406650748103857,0.09956128522753716,-0.2922103417515386,589.0,438.0,-0.2563667232597623,193.0,134.0,401.0,307.0,28.0,47.0,400.0,400.0,560.0,392.0,560.0,392.0,0.0,0.0,0.0,8379.0,3566.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eil76.tsp,ok,0.038888582959771156,538.0,1.0,ok,1,538.0,ok,1,538.0,True,True,True,20.680647264276157,7.560373575262826,0.8431296497583389,0.33290079794824123,-0.6051606084026833,1776.0,791.0,-0.5546171171171171,539.0,248.0,1246.0,555.0,0.0,0.0,400.0,400.0,1598.0,654.0,1589.0,643.0,9.0,11.0,0.22222222222222232,25281.0,6369.0,0.0,0.0,0.0,0.0,9.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
fri26.tsp,ok,0.029480643570423126,937.0,1.0,ok,1,937.0,ok,1,937.0,True,True,True,-0.3694601100629924,0.08619113809683276,0.018588721752166748,0.03202161379158497,0.7226366728445139,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,56.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gr120.tsp,ok,0.15989429503679276,6942.0,1.0,ok,1,6942.0,ok,1,6942.0,True,True,True,2322.534832252743,168.4209581918981,371.5199639964849,27.089444674551487,-0.9270848210062601,325497.0,35455.0,-0.8910742648933785,101093.0,11465.0,225821.0,24235.0,0.0,0.0,800.0,400.0,306639.0,31918.0,306574.0,31872.0,65.0,46.0,-0.29230769230769227,4924840.0,290978.0,0.0,0.0,0.0,0.0,65.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
gr137.tsp,ok,0.33605039678514004,69853.0,1.0,ok,1,69853.0,ok,1,69853.0,True,True,True,192.70369424037267,486.66439572218343,65.09420330822468,163.8798136804253,1.5175792213700694,51825.0,189390.0,2.6544138929088277,17522.0,69148.0,34493.0,122035.0,1.0,16.0,400.0,400.0,47995.0,175968.0,47988.0,175960.0,7.0,8.0,0.1428571428571428,781907.0,1668243.0,0.0,0.0,0.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0
