instance,Concorde:status,Concorde:wall_seconds,Concorde:result,Concorde:branches,PSD-PSD16:status,PSD-PSD16:successful_repeats,PSD-PSD16:result,PSD-PSD64:status,PSD-PSD64:successful_repeats,PSD-PSD64:result,result_match,PSD-PSD16:matches_reference,PSD-PSD64:matches_reference,PSD-PSD16:wall_vs_Concorde_relative_change,PSD-PSD64:wall_vs_Concorde_relative_change,PSD-PSD16:wall_seconds,PSD-PSD64:wall_seconds,relative_change:wall_seconds,PSD-PSD16:branches,PSD-PSD64:branches,relative_change:branches,PSD-PSD16:nodes_expanded,PSD-PSD64:nodes_expanded,PSD-PSD16:pruned_by_bound,PSD-PSD64:pruned_by_bound,PSD-PSD16:pruned_infeasible,PSD-PSD64:pruned_infeasible,PSD-PSD16:root_potential_iterations,PSD-PSD64:root_potential_iterations,PSD-PSD16:search_node_potential_update_candidates,PSD-PSD64:search_node_potential_update_candidates,PSD-PSD16:search_node_potential_updates_triggered,PSD-PSD64:search_node_potential_updates_triggered,PSD-PSD16:search_node_potential_updates_skipped_total,PSD-PSD64:search_node_potential_updates_skipped_total,relative_change:search_node_potential_updates_skipped_total,PSD-PSD16:search_node_potential_iterations,PSD-PSD64:search_node_potential_iterations,PSD-PSD16:search_node_potential_updates_skipped_budget_exhausted,PSD-PSD64:search_node_potential_updates_skipped_budget_exhausted,PSD-PSD16:search_node_potential_updates_skipped_depth_interval,PSD-PSD64:search_node_potential_updates_skipped_depth_interval,PSD-PSD16:search_node_potential_updates_skipped_gap_above_maximum,PSD-PSD64:search_node_potential_updates_skipped_gap_above_maximum,PSD-PSD16:search_node_potential_updates_skipped_gap_below_minimum,PSD-PSD64:search_node_potential_updates_skipped_gap_below_minimum,PSD-PSD16:search_node_potential_updates_skipped_invalid_state,PSD-PSD64:search_node_potential_updates_skipped_invalid_state,PSD-PSD16:search_node_potential_updates_skipped_numerically_unsafe,PSD-PSD64:search_node_potential_updates_skipped_numerically_unsafe,PSD-PSD16:search_node_potential_updates_skipped_strategy_none,PSD-PSD64:search_node_potential_updates_skipped_strategy_none,PSD-PSD16:search_node_potential_updates_skipped_update_depth_zero,PSD-PSD64:search_node_potential_updates_skipped_update_depth_zero,PSD-PSD16:search_node_potential_updates_skipped_zero_iteration_limit,PSD-PSD64:search_node_potential_updates_skipped_zero_iteration_limit,PSD-PSD16:search_node_potential_updates_skipped_zero_violation,PSD-PSD64:search_node_potential_updates_skipped_zero_violation
eil51.tsp,ok,0.05758170783519745,426.0,1.0,ok,1,426.0,ok,1,426.0,True,True,True,0.7290436315728592,0.4109800095387377,0.09956128522753716,0.0812466386705637,-0.18395349673437023,438.0,438.0,0.0,134.0,134.0,307.0,307.0,47.0,47.0,400.0,400.0,392.0,392.0,392.0,392.0,0.0,0.0,0.0,3566.0,3566.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eil76.tsp,ok,0.038888582959771156,538.0,1.0,ok,1,538.0,ok,1,538.0,True,True,True,7.560373575262826,7.7595434825184935,0.33290079794824123,0.3406462334096432,0.023266497134098785,791.0,791.0,0.0,248.0,248.0,555.0,555.0,0.0,0.0,400.0,400.0,654.0,654.0,643.0,643.0,11.0,11.0,0.0,6369.0,6369.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
fri26.tsp,ok,0.029480643570423126,937.0,1.0,ok,1,937.0,ok,1,937.0,True,True,True,0.08619113809683276,0.14812614912208644,0.03202161379158497,0.0338474977761507,0.0570203611988338,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,45.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gr120.tsp,ok,0.15989429503679276,6942.0,1.0,ok,1,6942.0,ok,1,6942.0,True,True,True,168.4209581918981,171.45645947147264,27.089444674551487,27.57480401173234,0.017916917198262494,35455.0,35455.0,0.0,11465.0,11465.0,24235.0,24235.0,0.0,0.0,400.0,400.0,31918.0,31918.0,31872.0,31872.0,46.0,46.0,0.0,290978.0,290978.0,0.0,0.0,0.0,0.0,44.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0
gr137.tsp,ok,0.33605039678514004,69853.0,1.0,ok,1,69853.0,ok,1,69853.0,True,True,True,486.66439572218343,497.82694064905655,163.8798136804253,167.63099133223295,0.022889809108049608,189390.0,189390.0,0.0,69148.0,69148.0,122035.0,122035.0,16.0,16.0,400.0,400.0,175968.0,175968.0,175960.0,175960.0,8.0,8.0,0.0,1668243.0,1668243.0,0.0,0.0,0.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0
gr17.tsp,ok,0.018152451142668724,2085.0,1.0,ok,1,2085.0,ok,1,2085.0,True,True,True,-0.04475388339856157,0.979058076205864,0.017340058460831642,0.0359247550368309,1.0717781960181423,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,47.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gr21.tsp,ok,0.008518075570464134,2707.0,1.0,ok,1,2707.0,ok,1,2707.0,True,True,True,1.751695947634726,2.908162000145634,0.023439154028892517,0.03329001925885677,0.42027392361607774,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,18.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gr24.tsp,ok,0.013564003631472588,1272.0,1.0,ok,1,1272.0,ok,1,1272.0,True,True,True,0.6010213510655347,2.5122758911245477,0.02171625941991806,0.04764052294194698,1.1937720498149558,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gr48.tsp,ok,0.07694356888532639,5046.0,1.0,ok,1,5046.0,ok,1,5046.0,True,True,True,2.6185620078102554,2.6096937201994233,0.27842507511377335,0.2777427174150944,-0.0024507767427202065,2062.0,2062.0,0.0,721.0,721.0,1352.0,1352.0,2.0,2.0,323.0,323.0,1850.0,1850.0,1834.0,1834.0,16.0,16.0,0.0,17213.0,17213.0,0.0,0.0,0.0,0.0,15.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
gr96.tsp,ok,0.20145457983016968,55209.0,1.0,ok,1,55209.0,ok,1,55209.0,True,True,True,28.743294565182982,29.145043520091296,5.991922909393907,6.072857076302171,0.013507210979196493,14079.0,14079.0,0.0,5151.0,5151.0,9105.0,9105.0,1.0,1.0,356.0,356.0,12842.0,12842.0,12840.0,12840.0,2.0,2.0,0.0,125257.0,125257.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0
hk48.tsp,ok,0.03125464729964733,11461.0,1.0,ok,1,11461.0,ok,1,11461.0,True,True,True,0.28485651510922927,0.26931339878261307,0.04015773721039295,0.039671942591667175,-0.012097161156780833,12.0,12.0,0.0,5.0,5.0,7.0,7.0,0.0,0.0,100.0,100.0,9.0,9.0,9.0,9.0,0.0,0.0,0.0,79.0,79.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
kroA100.tsp,ok,0.09304322861135006,21282.0,1.0,ok,1,21282.0,ok,1,21282.0,True,True,True,1181.890520964611,1195.6723953896487,110.05995316430926,111.34226325713098,0.011651014342222599,419072.0,419072.0,0.0,80639.0,80639.0,338851.0,338851.0,1.0,1.0,330.0,330.0,397351.0,397351.0,344659.0,344659.0,52692.0,52692.0,0.0,1789644.0,1789644.0,0.0,0.0,0.0,0.0,52692.0,52692.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
kroB100.tsp,ok,0.1833615768700838,22141.0,1.0,ok,1,22141.0,ok,1,22141.0,True,True,True,848.2813984736539,901.6562844427284,155.72557643055916,165.5124796871096,0.06284711529653308,288210.0,288210.0,0.0,99495.0,99495.0,190564.0,190564.0,14.0,14.0,400.0,400.0,267405.0,267405.0,267142.0,267142.0,263.0,263.0,0.0,2557901.0,2557901.0,0.0,0.0,0.0,0.0,262.0,262.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
kroC100.tsp,ok,0.11923562549054623,20749.0,1.0,ok,1,20749.0,ok,1,20749.0,True,True,True,210.53596178181823,211.4779354448554,25.22262271679938,25.334939535707235,0.004453019028550553,48189.0,48189.0,0.0,14744.0,14744.0,33625.0,33625.0,0.0,0.0,311.0,311.0,44922.0,44922.0,44764.0,44764.0,158.0,158.0,0.0,392736.0,392736.0,0.0,0.0,0.0,0.0,157.0,157.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
kroD100.tsp,ok,0.14088797196745872,21294.0,1.0,ok,1,21294.0,ok,1,21294.0,True,True,True,179.3760824591088,171.1001348331767,25.412820449098945,24.246838971972466,-0.045881624177131486,41390.0,41390.0,0.0,13365.0,13365.0,28277.0,28277.0,0.0,0.0,400.0,400.0,38328.0,38328.0,38008.0,38008.0,320.0,320.0,0.0,350637.0,350637.0,0.0,0.0,0.0,0.0,319.0,319.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
kroE100.tsp,ok,0.23537259548902512,22068.0,1.0,ok,1,22068.0,ok,1,22068.0,True,True,True,274.62167743048497,278.9144407892394,64.8737895898521,65.88418844342232,0.015574839391350626,112861.0,112861.0,0.0,37703.0,37703.0,75997.0,75997.0,0.0,0.0,394.0,394.0,106787.0,106787.0,106763.0,106763.0,24.0,24.0,0.0,974592.0,974592.0,0.0,0.0,0.0,0.0,23.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
lin105.tsp,ok,0.08077146671712399,14379.0,1.0,ok,1,14379.0,ok,1,14379.0,True,True,True,1.5085961115400015,1.5258698080112856,0.20262298732995987,0.20401820912957191,0.006885802139221298,62.0,62.0,0.0,22.0,22.0,40.0,40.0,0.0,0.0,307.0,307.0,40.0,40.0,39.0,39.0,1.0,1.0,0.0,397.0,397.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
pr124.tsp,ok,0.4382678158581257,59030.0,1.0,ok,1,59030.0,ok,1,59030.0,True,True,True,12.479612389377507,12.350735062760537,5.907680280506611,5.851197496056557,-0.009560907457437873,7902.0,7902.0,0.0,2750.0,2750.0,5211.0,5211.0,0.0,0.0,349.0,349.0,7237.0,7237.0,7237.0,7237.0,0.0,0.0,0.0,68594.0,68594.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pr144.tsp,ok,0.24983618780970573,58537.0,1.0,ok,1,58537.0,ok,1,58537.0,True,True,True,1178.3095761312727,1195.6442695776543,294.6342087481171,298.96504247561097,0.014699018643813844,289684.0,289684.0,0.0,132675.0,132675.0,175480.0,175480.0,69.0,69.0,400.0,400.0,249603.0,249603.0,249603.0,249603.0,0.0,0.0,0.0,2831507.0,2831507.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pr76.tsp,ok,0.21514095552265644,108159.0,1.0,ok,1,108159.0,ok,1,108159.0,True,True,True,1998.4395512906553,1918.5013201441027,430.161335574463,412.9633481428027,-0.039980319032376754,1680006.0,1680006.0,0.0,472155.0,472155.0,1217433.0,1217433.0,122.0,122.0,400.0,400.0,1528715.0,1528715.0,1453850.0,1453850.0,74865.0,74865.0,0.0,11816231.0,11816231.0,0.0,0.0,0.0,0.0,74865.0,74865.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rat195.tsp,ok,2.86149631254375,2323.0,3.0,ok,1,2323.0,ok,1,2323.0,True,True,True,313.4212739274417,312.1137212945565,899.7153159286827,895.9737588912249,-0.004158601027699271,385045.0,385045.0,0.0,140683.0,140683.0,249508.0,249508.0,17.0,17.0,400.0,400.0,362982.0,362982.0,362973.0,362973.0,9.0,9.0,0.0,3773961.0,3773961.0,0.0,0.0,0.0,0.0,9.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rat99.tsp,ok,1.160699475556612,1211.0,1.0,ok,1,1211.0,ok,1,1211.0,True,True,True,-0.7628921524954355,-0.7827103319286508,0.2752109542489052,0.2522080037742853,-0.08358297560283745,304.0,304.0,0.0,100.0,100.0,208.0,208.0,0.0,0.0,400.0,400.0,220.0,220.0,220.0,220.0,0.0,0.0,0.0,2326.0,2326.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rd100.tsp,ok,0.0784916877746582,7910.0,1.0,ok,1,7910.0,ok,1,7910.0,True,True,True,2.3418210682207534,2.318786915129185,0.26230517588555813,0.26049718633294106,-0.006892694917335129,280.0,280.0,0.0,67.0,67.0,215.0,215.0,0.0,0.0,400.0,400.0,134.0,134.0,118.0,118.0,16.0,16.0,0.0,1213.0,1213.0,0.0,0.0,0.0,0.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
st70.tsp,ok,0.07140777260065079,675.0,1.0,ok,1,675.0,ok,1,675.0,True,True,True,8.764403618292587,8.95251309213539,0.6972543131560087,0.7106867916882038,0.019264819562599955,2322.0,2322.0,0.0,789.0,789.0,1572.0,1572.0,0.0,0.0,400.0,400.0,2109.0,2109.0,2099.0,2099.0,10.0,10.0,0.0,21442.0,21442.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
swiss42.tsp,ok,0.03386518731713295,1273.0,1.0,ok,1,1273.0,ok,1,1273.0,True,True,True,-0.0011208260121398084,0.2912013562995779,0.03382723033428192,0.04372677579522133,0.29265019225966005,3.0,3.0,0.0,2.0,2.0,2.0,2.0,0.0,0.0,100.0,100.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,20.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
u159.tsp,ok,0.12093745544552803,42080.0,1.0,ok,1,42080.0,ok,1,42080.0,True,True,True,513.6431189831437,512.5865601148796,62.23962927237153,62.111851731315255,-0.0020529932865939182,49715.0,49715.0,0.0,17389.0,17389.0,32662.0,32662.0,0.0,0.0,400.0,400.0,46382.0,46382.0,46353.0,46353.0,29.0,29.0,0.0,450586.0,450586.0,0.0,0.0,0.0,0.0,27.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0
ulysses16.tsp,ok,0.03193540312349796,6859.0,1.0,ok,1,6859.0,ok,1,6859.0,True,True,True,0.002493294182992045,0.11051630868577766,0.03201502747833729,0.03546478599309921,0.10775435120573218,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,28.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
wi29.tsp,ok,0.04551754333078861,27603.0,1.0,ok,1,27603.0,ok,1,27603.0,True,True,True,-0.4732395017482679,-0.42301358449845305,0.023976843804121017,0.026263004168868065,0.09534867822570181,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,89.0,89.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bier127.tsp,ok,0.1989000365138054,118282.0,1.0,timeout,0,,timeout,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
brg180.tsp,ok,0.18208833783864975,1950.0,1.0,timeout,0,,timeout,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ch130.tsp,ok,0.18499169498682022,6110.0,1.0,timeout,0,,timeout,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d198.tsp,ok,0.9902167804539204,15780.0,3.0,timeout,0,,timeout,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kroA150.tsp,ok,0.4707332830876112,26524.0,1.0,timeout,0,,timeout,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kroB150.tsp,ok,0.46501733362674713,26130.0,1.0,timeout,0,,timeout,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pr107.tsp,ok,0.15831930935382843,44303.0,1.0,timeout,0,,timeout,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pr136.tsp,ok,0.5037562884390354,96772.0,1.0,timeout,0,,timeout,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pr152.tsp,ok,0.8909101411700249,73682.0,1.0,timeout,0,,timeout,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qa194.tsp,ok,0.48868450708687305,9352.0,1.0,timeout,0,,timeout,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
si175.tsp,ok,1.865148700773716,21407.0,3.0,timeout,0,,timeout,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
xqf131.tsp,ok,0.36307481303811073,564.0,1.0,timeout,0,,timeout,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
