instance,Concorde:status,Concorde:wall_seconds,Concorde:result,Concorde:branches,PSD-PSD16:status,PSD-PSD16:successful_repeats,PSD-PSD16:result,PSD-PSD64:status,PSD-PSD64:successful_repeats,PSD-PSD64:result,result_match,PSD-PSD16:matches_reference,PSD-PSD64:matches_reference,PSD-PSD16:wall_vs_Concorde_relative_change,PSD-PSD64:wall_vs_Concorde_relative_change,PSD-PSD16:wall_seconds,PSD-PSD64:wall_seconds,relative_change:wall_seconds,PSD-PSD16:branches,PSD-PSD64:branches,relative_change:branches,PSD-PSD16:nodes_expanded,PSD-PSD64:nodes_expanded,PSD-PSD16:pruned_by_bound,PSD-PSD64:pruned_by_bound,PSD-PSD16:pruned_infeasible,PSD-PSD64:pruned_infeasible,PSD-PSD16:root_potential_iterations,PSD-PSD64:root_potential_iterations,PSD-PSD16:search_node_potential_update_candidates,PSD-PSD64:search_node_potential_update_candidates,PSD-PSD16:search_node_potential_updates_triggered,PSD-PSD64:search_node_potential_updates_triggered,PSD-PSD16:search_node_potential_updates_skipped_total,PSD-PSD64:search_node_potential_updates_skipped_total,relative_change:search_node_potential_updates_skipped_total,PSD-PSD16:search_node_potential_iterations,PSD-PSD64:search_node_potential_iterations,PSD-PSD16:search_node_potential_updates_skipped_budget_exhausted,PSD-PSD64:search_node_potential_updates_skipped_budget_exhausted,PSD-PSD16:search_node_potential_updates_skipped_depth_interval,PSD-PSD64:search_node_potential_updates_skipped_depth_interval,PSD-PSD16:search_node_potential_updates_skipped_gap_above_maximum,PSD-PSD64:search_node_potential_updates_skipped_gap_above_maximum,PSD-PSD16:search_node_potential_updates_skipped_gap_below_minimum,PSD-PSD64:search_node_potential_updates_skipped_gap_below_minimum,PSD-PSD16:search_node_potential_updates_skipped_invalid_state,PSD-PSD64:search_node_potential_updates_skipped_invalid_state,PSD-PSD16:search_node_potential_updates_skipped_numerically_unsafe,PSD-PSD64:search_node_potential_updates_skipped_numerically_unsafe,PSD-PSD16:search_node_potential_updates_skipped_strategy_none,PSD-PSD64:search_node_potential_updates_skipped_strategy_none,PSD-PSD16:search_node_potential_updates_skipped_update_depth_zero,PSD-PSD64:search_node_potential_updates_skipped_update_depth_zero,PSD-PSD16:search_node_potential_updates_skipped_zero_iteration_limit,PSD-PSD64:search_node_potential_updates_skipped_zero_iteration_limit,PSD-PSD16:search_node_potential_updates_skipped_zero_violation,PSD-PSD64:search_node_potential_updates_skipped_zero_violation
att48.tsp,ok,0.08958465978503227,10628.0,1.0,ok,1,10628.0,ok,1,10628.0,True,True,True,-0.37680370167640576,-0.41929117625765355,0.05582882836461067,0.052022602409124374,-0.06817671204970199,35.0,35.0,0.0,12.0,12.0,23.0,23.0,2.0,2.0,100.0,100.0,28.0,28.0,28.0,28.0,0.0,0.0,0.0,257.0,257.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bayg29.tsp,ok,0.023851288482546806,1610.0,1.0,ok,1,1610.0,ok,1,1610.0,True,True,True,-0.31761483719369443,-0.3223779531580594,0.016275765374302864,0.01616215892136097,-0.006980098958741632,3.0,3.0,0.0,1.0,1.0,2.0,2.0,1.0,1.0,100.0,100.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bays29.tsp,ok,0.04078455828130245,2020.0,1.0,ok,1,2020.0,ok,1,2020.0,True,True,True,-0.3228038052354939,-0.5858862261094391,0.027619147673249245,0.01688944734632969,-0.3884877424118304,12.0,12.0,0.0,3.0,3.0,8.0,8.0,1.0,1.0,100.0,100.0,10.0,10.0,10.0,10.0,0.0,0.0,0.0,64.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
berlin52.tsp,ok,0.05695320665836334,7542.0,1.0,ok,1,7542.0,ok,1,7542.0,True,True,True,-0.2987320990093052,-0.127651021110316,0.039939455687999725,0.04968307167291641,0.2439596588654629,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,21.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
brazil58.tsp,ok,0.09078448079526424,25395.0,1.0,ok,1,25395.0,ok,1,25395.0,True,True,True,-0.5188474566659391,-0.31793155566259157,0.0436811838299036,0.06192122958600521,0.41757214793282915,71.0,71.0,0.0,21.0,21.0,50.0,50.0,2.0,2.0,100.0,100.0,60.0,60.0,60.0,60.0,0.0,0.0,0.0,557.0,557.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
burma14.tsp,ok,0.023742059245705605,3323.0,1.0,ok,1,3323.0,ok,1,3323.0,True,True,True,-0.11043625500836662,0.0828165804346177,0.02112007513642311,0.02570829540491104,0.2172445049958751,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,21.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ch150.tsp,ok,0.3328863438218832,6528.0,1.0,ok,1,6528.0,ok,1,6528.0,True,True,True,317.79800257384585,319.03731713371747,106.12350149452686,106.53605238720775,0.0038874602408605075,78972.0,78972.0,0.0,25409.0,25409.0,54042.0,54042.0,0.0,0.0,400.0,400.0,75665.0,75665.0,75645.0,75645.0,20.0,20.0,0.0,703004.0,703004.0,0.0,0.0,0.0,0.0,19.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
dantzig42.tsp,ok,0.043297743424773216,699.0,1.0,ok,1,699.0,ok,1,699.0,True,True,True,-0.05322796665252616,0.037369878528987766,0.04099309258162975,0.04491577483713627,0.09569129842290525,4.0,4.0,0.0,1.0,1.0,3.0,3.0,0.0,0.0,100.0,100.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,15.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dj38.tsp,ok,0.03762975335121155,6656.0,1.0,ok,1,6656.0,ok,1,6656.0,True,True,True,-0.17904864391812425,-0.3245821767004977,0.03089219704270363,0.025415806099772453,-0.1772742461586957,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,25.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eil101.tsp,ok,0.07881497777998447,629.0,1.0,ok,1,629.0,ok,1,629.0,True,True,True,2345.7582653173627,2380.8376800304413,184.95970053598285,187.724483827129,0.014948030750127073,344662.0,344662.0,0.0,100105.0,100105.0,247287.0,247287.0,6.0,6.0,500.0,500.0,324471.0,324471.0,318088.0,318088.0,6383.0,6383.0,0.0,2855700.0,2855700.0,0.0,0.0,0.0,0.0,6382.0,6382.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
