run_id,strategy,repeat,instance,status,wall_seconds,result,root_lower_bound,initial_upper_bound,final_upper_bound,final_lower_bound,final_relative_gap,branches,nodes_expanded,pruned_by_bound,pruned_infeasible,root_fixing_calls,root_fixing_tested,root_fixing_fixed_zero,root_fixing_tree_tested,root_fixing_fixed_one,root_fixing_active_after,root_fixing_seconds,root_candidate_compaction_calls,root_candidate_edges_before,root_candidate_edges_after,root_candidate_compaction_seconds,initial_tour_seconds,initial_clk_starts,adaptive_clk_triggers,adaptive_clk_improvements,root_guided_lk_calls,root_guided_lk_improvements,root_guided_lk_reascents,root_guided_lk_seconds,root_guided_lk_total_gain,root_potential_iterations,root_ascent_seconds,root_external_potential_replacements,root_external_potential_warm_starts,lkh_provider_calls,lkh_provider_failures,lkh_provider_seconds,search_node_potential_update_candidates,search_node_potential_updates_triggered,search_node_potential_updates_skipped_strategy_none,search_node_potential_updates_skipped_update_depth_zero,search_node_potential_updates_skipped_budget_exhausted,search_node_potential_updates_skipped_numerically_unsafe,search_node_potential_updates_skipped_invalid_state,search_node_potential_updates_skipped_zero_violation,search_node_potential_updates_skipped_zero_iteration_limit,search_node_potential_updates_skipped_max_depth,search_node_potential_updates_skipped_near_leaf,search_node_potential_updates_skipped_depth_interval,search_node_potential_updates_skipped_gap_change_below_minimum,potential_update_gap_change_shallow_bypasses,branch_lift_first_reorders,branch_zero_gain_splits,branch_ascent_strong_probes,branch_ascent_strong_seconds,search_node_potential_iterations,potential_update_seconds,potential_update_rebuild_seconds,sibling_warm_probes,sibling_warm_accepted,sibling_warm_rejected,replacement_seconds
GAPMST-P32-LKH-BP-ascent-strong-split2-5a5c42ecf287,GAPMST-P32-LKH-BP-ascent-strong-split2,1,/home/wj/code/TSP/data/classic/tsplib/att48.tsp,ok,0.12413681857287884,10628.0,10602.983665769503,10628.0,10628.0,10628.0,0.0,27,3,16,3,1,1080,1037,48,14,75,0.00023084,0,0,0,0.0,0.007876068,0,0,0,0,0,0,0.0,0.0,64,0.0091717,0,1,1,0,0.021406885,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,7,56,0.0038146819999999994,124,0.000824823,7.5204e-05,0,0,0,7.219700000000003e-05
GAPMST-P32-LKH-BP-ascent-strong-split2-5a5c42ecf287,GAPMST-P32-LKH-BP-ascent-strong-split2,1,/home/wj/code/TSP/data/classic/tsplib/bayg29.tsp,ok,0.05123060941696167,1610.0,1607.9799999981672,1610.0,1610.0,1610.0,0.0,1,1,0,4,1,377,370,29,24,10,0.000124905,0,0,0,0.0,0.001354518,0,0,0,0,0,0,0.0,0.0,64,0.002319734,0,1,1,0,0.013316534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0.00019838400000000002,0,0.0,0.0,0,0,0,6.288000000000001e-06
GAPMST-P32-LKH-BP-ascent-strong-split2-5a5c42ecf287,GAPMST-P32-LKH-BP-ascent-strong-split2,1,/home/wj/code/TSP/data/classic/tsplib/bays29.tsp,ok,0.032049600034952164,2020.0,2013.3002809125421,2020.0,2020.0,2020.0,0.0,7,1,5,1,1,377,358,29,17,26,0.000125378,0,0,0,0.0,0.001291741,0,0,0,0,0,0,0.0,0.0,64,0.002375759,0,1,1,0,0.013515493,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,20,0.000664752,12,5.9875999999999994e-05,0.0,0,0,0,1.6287000000000002e-05
GAPMST-P32-LKH-BP-ascent-strong-split2-5a5c42ecf287,GAPMST-P32-LKH-BP-ascent-strong-split2,1,/home/wj/code/TSP/data/classic/tsplib/berlin52.tsp,ok,0.07952620461583138,7542.0,7541.999999973971,7542.0,7542.0,7542.0,0.0,1,0,1,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.008350289,0,0,0,0,0,0,0.0,0.0,1,0.000217565,0,1,1,0,0.01683731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0,0,0.0
GAPMST-P32-LKH-BP-ascent-strong-split2-5a5c42ecf287,GAPMST-P32-LKH-BP-ascent-strong-split2,1,/home/wj/code/TSP/data/classic/tsplib/bier127.tsp,ok,289.95915731601417,118282.0,117430.62999807068,118282.0,118282.0,118282.0,0.0,435333,137298,298983,4547,1,7874,6991,127,6,1004,0.000832911,0,0,0,0.0,0.328191048,12,0,0,0,0,0,0.0,0.0,64,0.028391902,0,1,1,0,0.086789742,399551,399551,0,0,0,0,0,0,0,0,0,0,0,0,0,301,1428,0.9106446019999996,6500565,249.51204121100713,16.238317257000123,0,0,0,3.765357887999849
GAPMST-P32-LKH-BP-ascent-strong-split2-5a5c42ecf287,GAPMST-P32-LKH-BP-ascent-strong-split2,1,/home/wj/code/TSP/data/classic/tsplib/brazil58.tsp,ok,0.0808002594858408,25395.0,25354.239999786165,25395.0,25395.0,25395.0,0.0,9,1,6,0,1,1595,1539,58,23,87,0.000268201,0,0,0,0.0,0.01250906,0,0,0,0,0,0,0.0,0.0,64,0.010263808,0,1,1,0,0.027785322,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,16,0.00121743,23,0.000170475,0.0,0,0,0,6.324199999999999e-05
GAPMST-P32-LKH-BP-ascent-strong-split2-5a5c42ecf287,GAPMST-P32-LKH-BP-ascent-strong-split2,1,/home/wj/code/TSP/data/classic/tsplib/brg180.tsp,ok,0.2793925702571869,1950.0,1949.6660590678675,1950.0,1950.0,1950.0,0.0,1,0,1,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.039214933,0,0,0,0,0,0,0.0,0.0,64,0.054839199,0,1,1,0,0.151567684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0,0,0.0
GAPMST-P32-LKH-BP-ascent-strong-split2-5a5c42ecf287,GAPMST-P32-LKH-BP-ascent-strong-split2,1,/home/wj/code/TSP/data/classic/tsplib/burma14.tsp,ok,0.011616755276918411,3323.0,3322.999999998899,3323.0,3323.0,3323.0,0.0,1,0,1,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.000167776,0,0,0,0,0,0,0.0,0.0,1,1.9733e-05,0,1,1,0,0.00383674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0,0,0.0
GAPMST-P32-LKH-BP-ascent-strong-split2-5a5c42ecf287,GAPMST-P32-LKH-BP-ascent-strong-split2,1,/home/wj/code/TSP/data/classic/tsplib/ch130.tsp,ok,8.268795380368829,6110.0,6074.619999904337,6110.0,6110.0,6110.0,0.0,12047,3330,8517,5,1,8255,7816,130,14,555,0.000964814,0,0,0,0.0,0.092445916,0,0,0,0,0,0,0.0,0.0,64,0.030122849,0,1,1,0,0.084795561,11028,11028,0,0,0,0,0,0,0,0,0,0,0,0,0,233,1388,0.740375381999999,170821,6.4466571450000405,0.30283083599999977,0,0,0,0.11446308999999914
GAPMST-P32-LKH-BP-ascent-strong-split2-5a5c42ecf287,GAPMST-P32-LKH-BP-ascent-strong-split2,1,/home/wj/code/TSP/data/classic/tsplib/ch150.tsp,ok,14.417455164715648,6528.0,6486.5499998695095,6528.0,6528.0,6528.0,0.0,16336,4745,11507,4,1,11025,10518,150,4,653,0.001216385,0,0,0,0.0,0.122639729,0,0,0,0,0,0,0.0,0.0,64,0.04211757,0,1,1,0,0.176678101,15436,15436,0,0,0,0,0,0,0,0,0,0,0,0,0,134,608,0.4194056250000001,239799,12.340402418999945,0.5307963149999987,0,0,0,0.18284489199999862
