run_id,strategy,repeat,instance,status,wall_seconds,result,root_lower_bound,initial_upper_bound,final_upper_bound,final_lower_bound,final_relative_gap,branches,nodes_expanded,pruned_by_bound,pruned_infeasible,root_fixing_calls,root_fixing_tested,root_fixing_fixed_zero,root_fixing_tree_tested,root_fixing_fixed_one,root_fixing_active_after,root_fixing_seconds,root_candidate_compaction_calls,root_candidate_edges_before,root_candidate_edges_after,root_candidate_compaction_seconds,initial_tour_seconds,initial_clk_starts,adaptive_clk_triggers,adaptive_clk_improvements,root_guided_lk_calls,root_guided_lk_improvements,root_guided_lk_reascents,root_guided_lk_seconds,root_guided_lk_total_gain,root_potential_iterations,root_ascent_seconds,root_external_potential_replacements,root_external_potential_warm_starts,lkh_provider_calls,lkh_provider_failures,lkh_provider_seconds,search_node_potential_update_candidates,search_node_potential_updates_triggered,search_node_potential_updates_skipped_strategy_none,search_node_potential_updates_skipped_update_depth_zero,search_node_potential_updates_skipped_budget_exhausted,search_node_potential_updates_skipped_numerically_unsafe,search_node_potential_updates_skipped_invalid_state,search_node_potential_updates_skipped_zero_violation,search_node_potential_updates_skipped_zero_iteration_limit,search_node_potential_updates_skipped_max_depth,search_node_potential_updates_skipped_near_leaf,search_node_potential_updates_skipped_depth_interval,search_node_potential_updates_skipped_gap_change_below_minimum,potential_update_gap_change_shallow_bypasses,branch_lift_first_reorders,branch_zero_gain_splits,branch_ascent_strong_probes,branch_ascent_strong_seconds,search_node_potential_iterations,potential_update_seconds,potential_update_rebuild_seconds,sibling_warm_probes,sibling_warm_accepted,sibling_warm_rejected,replacement_seconds
GAPMST-P32-LKH-BP-lift2-a8ef6cbbece9,GAPMST-P32-LKH-BP-lift2,1,/home/wj/code/TSP/data/classic/tsplib/att48.tsp,ok,0.06734728813171387,10628.0,10602.983665769503,10628.0,10628.0,10628.0,0.0,10,4,7,1,1,1080,1037,48,14,75,0.000212024,0,0,0,0.0,0.00621939,0,0,0,0,0,0,0.0,0.0,64,0.007651821,0,1,1,0,0.021999354,9,9,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0.0,156,0.0008685149999999999,0.00012142699999999999,0,0,0,5.430800000000001e-05
GAPMST-P32-LKH-BP-lift2-a8ef6cbbece9,GAPMST-P32-LKH-BP-lift2,1,/home/wj/code/TSP/data/classic/tsplib/bayg29.tsp,ok,0.059978947043418884,1610.0,1607.9799999981672,1610.0,1610.0,1610.0,0.0,3,1,2,1,1,377,370,29,24,10,0.000132453,0,0,0,0.0,0.001312353,0,0,0,0,0,0,0.0,0.0,64,0.00229519,0,1,1,0,0.01457748,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,3,2.0487e-05,0.0,0,0,0,7.453999999999999e-06
GAPMST-P32-LKH-BP-lift2-a8ef6cbbece9,GAPMST-P32-LKH-BP-lift2,1,/home/wj/code/TSP/data/classic/tsplib/bays29.tsp,ok,0.044294070452451706,2020.0,2013.3002809125421,2020.0,2020.0,2020.0,0.0,6,2,4,3,1,377,358,29,17,26,0.000125006,0,0,0,0.0,0.001258748,0,0,0,0,0,0,0.0,0.0,64,0.002369704,0,1,1,0,0.013281828,4,4,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0.0,49,0.00018609099999999996,4.4373e-05,0,0,0,1.6006e-05
GAPMST-P32-LKH-BP-lift2-a8ef6cbbece9,GAPMST-P32-LKH-BP-lift2,1,/home/wj/code/TSP/data/classic/tsplib/berlin52.tsp,ok,0.05706922523677349,7542.0,7541.999999973971,7542.0,7542.0,7542.0,0.0,1,0,1,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.008551942,0,0,0,0,0,0,0.0,0.0,1,0.000220593,0,1,1,0,0.015940353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0,0,0.0
GAPMST-P32-LKH-BP-lift2-a8ef6cbbece9,GAPMST-P32-LKH-BP-lift2,1,/home/wj/code/TSP/data/classic/tsplib/bier127.tsp,ok,451.0040332004428,118282.0,117430.62999807068,118282.0,118282.0,118282.0,0.0,716226,232121,486283,1204,1,7874,6991,127,6,1004,0.000812403,0,0,0,0.0,0.32767435,12,0,0,0,0,0,0.0,0.0,64,0.028309035,0,1,1,0,0.083059715,657259,657259,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0.0,10896627,416.457519396012,27.182320552000355,0,0,0,3.459448097999995
GAPMST-P32-LKH-BP-lift2-a8ef6cbbece9,GAPMST-P32-LKH-BP-lift2,1,/home/wj/code/TSP/data/classic/tsplib/brazil58.tsp,ok,0.08412967622280121,25395.0,25354.239999786165,25395.0,25395.0,25395.0,0.0,9,3,6,2,1,1595,1539,58,23,87,0.000310104,0,0,0,0.0,0.013369846,0,0,0,0,0,0,0.0,0.0,64,0.009738358,0,1,1,0,0.027458431,6,6,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0.0,76,0.0005178730000000001,0.000115684,0,0,0,6.511899999999998e-05
GAPMST-P32-LKH-BP-lift2-a8ef6cbbece9,GAPMST-P32-LKH-BP-lift2,1,/home/wj/code/TSP/data/classic/tsplib/brg180.tsp,ok,0.35778917744755745,1950.0,1949.6660590678675,1950.0,1950.0,1950.0,0.0,1,0,1,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.076153922,0,0,0,0,0,0,0.0,0.0,64,0.080589997,0,1,1,0,0.161153587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0,0,0.0
GAPMST-P32-LKH-BP-lift2-a8ef6cbbece9,GAPMST-P32-LKH-BP-lift2,1,/home/wj/code/TSP/data/classic/tsplib/burma14.tsp,ok,0.012742387130856514,3323.0,3322.999999998899,3323.0,3323.0,3323.0,0.0,1,0,1,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.000164533,0,0,0,0,0,0,0.0,0.0,1,1.9443e-05,0,1,1,0,0.003914258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0,0,0.0
GAPMST-P32-LKH-BP-lift2-a8ef6cbbece9,GAPMST-P32-LKH-BP-lift2,1,/home/wj/code/TSP/data/classic/tsplib/ch130.tsp,ok,10.620658876374364,6110.0,6074.619999904337,6110.0,6110.0,6110.0,0.0,18038,5557,12539,7,1,8255,7816,130,14,555,0.00096778,0,0,0,0.0,0.091829934,0,0,0,0,0,0,0.0,0.0,64,0.030251428,0,1,1,0,0.084491316,16836,16836,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0.0,270441,9.724744286999986,0.510876389,0,0,0,0.0956270460000002
GAPMST-P32-LKH-BP-lift2-a8ef6cbbece9,GAPMST-P32-LKH-BP-lift2,1,/home/wj/code/TSP/data/classic/tsplib/ch150.tsp,ok,11.316739259287715,6528.0,6486.5499998695095,6528.0,6528.0,6528.0,0.0,13209,4073,9174,11,1,11025,10518,150,4,653,0.001213811,0,0,0,0.0,0.134618941,0,0,0,0,0,0,0.0,0.0,64,0.041382216,0,1,1,0,0.177661005,12630,12630,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0.0,201737,10.339077596000024,0.4730623390000007,0,0,0,0.07623109500000004
GAPMST-P32-LKH-BP-lift2-a8ef6cbbece9,GAPMST-P32-LKH-BP-lift2,1,/home/wj/code/TSP/data/classic/tsplib/d198.tsp,timeout,1800.0,,14572.88,15780.0,15780.0,14572.88,0.0764968314321927,630689,190000,,,1,19305,1075,198,0,18428,0.001743779,,,,0.0,0.443180962,0,,,,,,,,,0.069110863,,,1,0,0.856542,,,,,,,,,,,,,,,,,,,,1489.55053,191.470398,,,,8.487525
GAPMST-P32-LKH-BP-lift2-a8ef6cbbece9,GAPMST-P32-LKH-BP-lift2,1,/home/wj/code/TSP/data/classic/tsplib/dantzig42.tsp,ok,0.08972778730094433,699.0,696.959999997658,699.0,699.0,699.0,0.0,9,2,7,3,1,819,796,42,27,35,0.000257588,0,0,0,0.0,0.004418676,0,0,0,0,0,0,0.0,0.0,64,0.006001692,0,1,1,0,0.023980038,7,7,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0.0,54,0.00026800200000000004,5.252e-05,0,0,0,4.9455000000000014e-05
GAPMST-P32-LKH-BP-lift2-a8ef6cbbece9,GAPMST-P32-LKH-BP-lift2,1,/home/wj/code/TSP/data/classic/national/dj38.tsp,ok,0.03926847502589226,6656.0,6655.999999981781,6656.0,6656.0,6656.0,0.0,1,0,1,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.002221426,0,0,0,0,0,0,0.0,0.0,1,0.000116184,0,1,1,0,0.009509435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0,0,0.0
GAPMST-P32-LKH-BP-lift2-a8ef6cbbece9,GAPMST-P32-LKH-BP-lift2,1,/home/wj/code/TSP/data/classic/tsplib/eil101.tsp,ok,0.16779898293316364,629.0,627.3329762117957,629.0,629.0,629.0,0.0,78,25,53,1,1,4949,4875,101,47,123,0.000513576,0,0,0,0.0,0.049383816,0,0,0,0,0,0,0.0,0.0,64,0.017438775,0,1,1,0,0.041316831,67,67,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0.0,1341,0.013540125999999996,0.000546342,0,0,0,0.000191363
GAPMST-P32-LKH-BP-lift2-a8ef6cbbece9,GAPMST-P32-LKH-BP-lift2,1,/home/wj/code/TSP/data/classic/tsplib/eil51.tsp,ok,0.07619278505444527,426.0,422.4399999987474,426.0,426.0,426.0,0.0,155,57,99,19,1,1224,1159,51,7,109,0.000242206,0,0,0,0.0,0.007662664,0,0,0,0,0,0,0.0,0.0,64,0.010020692,0,1,1,0,0.028699312,142,142,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0.0,2428,0.02028367299999999,0.0011132119999999997,0,0,0,0.0001594770000000001
