instance,Concorde:status,Concorde:wall_seconds,Concorde:result,Concorde:branches,P33>1%:status,P33>1%:successful_repeats,P33>1%:result,P33>1%64:status,P33>1%64:successful_repeats,P33>1%64:result,result_match,P33>1%:matches_reference,P33>1%64:matches_reference,P33>1%:wall_vs_Concorde_relative_change,P33>1%64:wall_vs_Concorde_relative_change,P33>1%:wall_seconds,P33>1%64:wall_seconds,relative_change:wall_seconds,P33>1%:branches,P33>1%64:branches,relative_change:branches,P33>1%:nodes_expanded,P33>1%64:nodes_expanded,P33>1%:pruned_by_bound,P33>1%64:pruned_by_bound,P33>1%:pruned_infeasible,P33>1%64:pruned_infeasible,P33>1%:root_potential_iterations,P33>1%64:root_potential_iterations,P33>1%:search_node_potential_update_candidates,P33>1%64:search_node_potential_update_candidates,P33>1%:search_node_potential_updates_triggered,P33>1%64:search_node_potential_updates_triggered,P33>1%:search_node_potential_updates_skipped_total,P33>1%64:search_node_potential_updates_skipped_total,relative_change:search_node_potential_updates_skipped_total,P33>1%:search_node_potential_iterations,P33>1%64:search_node_potential_iterations,P33>1%:search_node_potential_updates_skipped_budget_exhausted,P33>1%64:search_node_potential_updates_skipped_budget_exhausted,P33>1%:search_node_potential_updates_skipped_depth_interval,P33>1%64:search_node_potential_updates_skipped_depth_interval,P33>1%:search_node_potential_updates_skipped_gap_above_maximum,P33>1%64:search_node_potential_updates_skipped_gap_above_maximum,P33>1%:search_node_potential_updates_skipped_gap_below_minimum,P33>1%64:search_node_potential_updates_skipped_gap_below_minimum,P33>1%:search_node_potential_updates_skipped_invalid_state,P33>1%64:search_node_potential_updates_skipped_invalid_state,P33>1%:search_node_potential_updates_skipped_numerically_unsafe,P33>1%64:search_node_potential_updates_skipped_numerically_unsafe,P33>1%:search_node_potential_updates_skipped_strategy_none,P33>1%64:search_node_potential_updates_skipped_strategy_none,P33>1%:search_node_potential_updates_skipped_update_depth_zero,P33>1%64:search_node_potential_updates_skipped_update_depth_zero,P33>1%:search_node_potential_updates_skipped_zero_iteration_limit,P33>1%64:search_node_potential_updates_skipped_zero_iteration_limit,P33>1%:search_node_potential_updates_skipped_zero_violation,P33>1%64:search_node_potential_updates_skipped_zero_violation
att48.tsp,ok,0.08958465978503227,10628.0,1.0,ok,1,10628.0,ok,1,10628.0,True,True,True,-0.2794827064327443,-0.4263460508217439,0.06454729661345482,0.051390593871474266,-0.20383042253140704,373.0,373.0,0.0,281.0,281.0,155.0,155.0,111.0,111.0,100.0,100.0,280.0,280.0,0.0,0.0,280.0,280.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,280.0,280.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bayg29.tsp,ok,0.023851288482546806,1610.0,1.0,ok,1,1610.0,ok,1,1610.0,True,True,True,-0.27678801736469394,-0.276553344563787,0.017249537631869316,0.017255134880542755,0.00032448688149755434,3.0,3.0,0.0,3.0,3.0,0.0,0.0,6.0,6.0,100.0,100.0,2.0,2.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bays29.tsp,ok,0.04078455828130245,2020.0,1.0,ok,1,2020.0,ok,1,2020.0,True,True,True,0.3955139291606251,-0.16397743647105556,0.056915419176220894,0.03409681096673012,-0.40092137666315086,15.0,15.0,0.0,11.0,11.0,2.0,2.0,11.0,11.0,100.0,100.0,10.0,10.0,0.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
berlin52.tsp,ok,0.05695320665836334,7542.0,1.0,ok,1,7542.0,ok,1,7542.0,True,True,True,-0.3033149946429482,-0.09185456683756033,0.03967844508588314,0.05172179453074932,0.3035237247527873,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,20.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
brazil58.tsp,ok,0.09078448079526424,25395.0,1.0,ok,1,25395.0,ok,1,25395.0,True,True,True,4.538389534067684,4.53823467009244,0.5027998182922602,0.5027857590466738,-2.796191461273967e-05,168561.0,168561.0,0.0,112098.0,112098.0,101529.0,101529.0,5737.0,5737.0,120.0,120.0,112097.0,112097.0,0.0,0.0,112097.0,112097.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112097.0,112097.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
burma14.tsp,ok,0.023742059245705605,3323.0,1.0,ok,1,3323.0,ok,1,3323.0,True,True,True,0.02405420313670792,-0.5133431572674401,0.024313155561685562,0.011554235592484474,-0.5247743320207896,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,36.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dantzig42.tsp,ok,0.043297743424773216,699.0,1.0,ok,1,699.0,ok,1,699.0,True,True,True,0.19167780977994742,0.0489459825834031,0.05159696005284786,0.04541699402034283,-0.11977383989628931,12.0,12.0,0.0,6.0,6.0,6.0,6.0,1.0,1.0,100.0,100.0,5.0,5.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dj38.tsp,ok,0.03762975335121155,6656.0,1.0,ok,1,6656.0,ok,1,6656.0,True,True,True,-0.23711940014810184,-0.09936482542599068,0.028707008808851242,0.033890679478645325,0.18057160550268825,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,32.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eil101.tsp,ok,0.07881497777998447,629.0,1.0,ok,1,629.0,ok,1,629.0,True,True,True,160.67112783875035,162.83147103821716,12.742106348276138,12.912373749539256,0.01336257888682213,3755010.0,3752656.0,-0.0006268958005437586,2747059.0,2747059.0,1941756.0,1938093.0,434179.0,434173.0,500.0,500.0,2747057.0,2747057.0,29.0,23.0,2747028.0,2747034.0,2.184178683251048e-06,928.0,1472.0,0.0,0.0,0.0,0.0,0.0,0.0,2747027.0,2747033.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
eil51.tsp,ok,0.05758170783519745,426.0,1.0,ok,1,426.0,ok,1,426.0,True,True,True,0.40041254522554603,1.5652582860342892,0.08063814602792263,0.1477119531482458,0.831787564871562,14086.0,12374.0,-0.12153911685361352,11975.0,10498.0,5418.0,4845.0,5029.0,4175.0,400.0,400.0,11977.0,10502.0,31.0,46.0,11946.0,10456.0,-0.1247279424075004,924.0,2686.0,0.0,0.0,0.0,0.0,0.0,0.0,11945.0,10456.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
eil76.tsp,ok,0.038888582959771156,538.0,1.0,ok,1,538.0,ok,1,538.0,True,True,True,23.255769608694717,23.78462290886036,0.9432725086808205,0.9638388641178608,0.021803196051799034,229756.0,227840.0,-0.008339281672731125,180516.0,178866.0,134299.0,133280.0,8.0,8.0,364.0,364.0,180515.0,178865.0,14.0,10.0,180501.0,178855.0,-0.009119063052282272,448.0,640.0,0.0,0.0,0.0,0.0,0.0,0.0,180500.0,178855.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
fri26.tsp,ok,0.029480643570423126,937.0,1.0,ok,1,937.0,ok,1,937.0,True,True,True,0.13602282132770593,0.25939029398570823,0.033490683883428574,0.03712763637304306,0.10859594573445164,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,45.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gr120.tsp,ok,0.15989429503679276,6942.0,1.0,ok,1,6942.0,ok,1,6942.0,True,True,True,999.8590077471562,987.1021503823114,160.03164547495544,157.99189675971866,-0.012745908530672478,33477059.0,33008334.0,-0.014001379272892467,23949082.0,23632700.0,19284144.0,19002912.0,0.0,0.0,400.0,400.0,23949081.0,23632699.0,30.0,12.0,23949051.0,23632687.0,-0.013209876249376196,960.0,742.0,0.0,0.0,0.0,0.0,0.0,0.0,23949045.0,23632687.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0
gr137.tsp,ok,0.33605039678514004,69853.0,1.0,ok,1,69853.0,ok,1,69853.0,True,True,True,596.892906006403,130.5063751137422,200.92214829847217,44.19276953674853,-0.7800502835998964,22111856.0,4266580.0,-0.8070455958106818,15925591.0,3168334.0,12764681.0,2415153.0,317730.0,89132.0,800.0,800.0,15925589.0,3168332.0,69.0,35.0,15925520.0,3168297.0,-0.8010553501549714,2208.0,2240.0,0.0,0.0,0.0,0.0,0.0,0.0,15925515.0,3168293.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0
gr17.tsp,ok,0.018152451142668724,2085.0,1.0,ok,1,2085.0,ok,1,2085.0,True,True,True,1.547993063071115,1.3677364467766377,0.04625231958925724,0.042980220168828964,-0.07074454750564052,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,34.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gr21.tsp,ok,0.008518075570464134,2707.0,1.0,ok,1,2707.0,ok,1,2707.0,True,True,True,2.835152774689068,3.8908888420935703,0.03266812115907669,0.041660960763692856,0.2752787514416801,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,22.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gr24.tsp,ok,0.013564003631472588,1272.0,1.0,ok,1,1272.0,ok,1,1272.0,True,True,True,1.5887543172529863,1.8926120268015394,0.035113872960209846,0.039235400035977364,0.11737603198707047,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gr48.tsp,ok,0.07694356888532639,5046.0,1.0,ok,1,5046.0,ok,1,5046.0,True,True,True,7.010184085875821,2.125100692918336,0.6163321509957314,0.24045640043914318,-0.6098590669809004,252439.0,76397.0,-0.6973645118226581,176186.0,56922.0,147965.0,43131.0,1085.0,716.0,334.0,334.0,176206.0,56924.0,132.0,46.0,176074.0,56878.0,-0.6769653668343991,3809.0,2848.0,0.0,0.0,0.0,0.0,0.0,0.0,176073.0,56876.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0
gr96.tsp,ok,0.20145457983016968,55209.0,1.0,ok,1,55209.0,ok,1,55209.0,True,True,True,28.37233817462743,27.60842598792194,5.917192045599222,5.763298436999321,-0.026007877962040515,1626050.0,1531203.0,-0.05832969465883586,1140674.0,1039547.0,955102.0,902908.0,3416.0,2080.0,684.0,684.0,1140672.0,1039545.0,44.0,38.0,1140628.0,1039507.0,-0.08865379422563713,1408.0,2432.0,0.0,0.0,0.0,0.0,0.0,0.0,1140626.0,1039506.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0
hk48.tsp,ok,0.03125464729964733,11461.0,1.0,ok,1,11461.0,ok,1,11461.0,True,True,True,0.700684952202097,0.34046212118909547,0.05315430834889412,0.0418956708163023,-0.2118104417555846,44.0,44.0,0.0,36.0,36.0,19.0,19.0,14.0,14.0,100.0,100.0,35.0,35.0,0.0,0.0,35.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
kroA100.tsp,ok,0.09304322861135006,21282.0,1.0,ok,1,21282.0,ok,1,21282.0,True,True,True,2201.99971510766,1459.6587335897877,204.97420612350106,135.9044044725597,-0.33696826033479277,53358391.0,35118404.0,-0.341839149535075,38306166.0,25742905.0,31453325.0,20583560.0,1277.0,1070.0,649.0,649.0,38306181.0,25742928.0,579.0,327.0,38305602.0,25742601.0,-0.3279677212748151,18284.0,20026.0,0.0,0.0,0.0,0.0,0.0,0.0,38305601.0,25742596.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0
kroB100.tsp,ok,0.1833615768700838,22141.0,1.0,ok,1,22141.0,ok,1,22141.0,True,True,True,6228.44168529863,4351.319731566049,1142.2402504365891,798.0482090227306,-0.30133068877786506,315734708.0,216802450.0,-0.3133398245212876,225004712.0,153781774.0,184715670.0,125923739.0,540133.0,257746.0,745.0,745.0,225004710.0,153781772.0,97.0,119.0,225004613.0,153781653.0,-0.3165399991154848,3104.0,7616.0,0.0,0.0,0.0,0.0,0.0,0.0,225004613.0,153781653.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
kroC100.tsp,ok,0.11923562549054623,20749.0,1.0,ok,1,20749.0,ok,1,20749.0,True,True,True,385.0512235273523,244.3102711105745,46.031059108674526,29.24972361512482,-0.3645654872709039,12830193.0,7879434.0,-0.38586785093567966,9387107.0,5805899.0,7415304.0,4553987.0,2734.0,1495.0,618.0,618.0,9387106.0,5805900.0,170.0,160.0,9386936.0,5805740.0,-0.38150851353412873,5434.0,10126.0,0.0,0.0,0.0,0.0,0.0,0.0,9386934.0,5805739.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0
kroD100.tsp,ok,0.14088797196745872,21294.0,1.0,ok,1,21294.0,ok,1,21294.0,True,True,True,177.11502453494214,913.6068648180863,25.094264583662152,128.85710633173585,4.134922599629775,6388200.0,33956286.0,4.315470085470086,4387581.0,23596894.0,3824577.0,20206889.0,160.0,765.0,778.0,778.0,4387581.0,23596912.0,135.0,468.0,4387446.0,23596444.0,4.378173087486433,4277.0,29393.0,0.0,0.0,0.0,0.0,0.0,0.0,4387435.0,23596435.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,9.0
lin105.tsp,ok,0.08077146671712399,14379.0,1.0,ok,1,14379.0,ok,1,14379.0,True,True,True,1.3932067979848006,1.0515132523631263,0.1933028232306242,0.16570373438298702,-0.14277643950760865,360.0,400.0,0.11111111111111116,231.0,260.0,215.0,237.0,2.0,2.0,333.0,333.0,230.0,259.0,1.0,1.0,229.0,258.0,0.1266375545851528,32.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,228.0,255.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0
pr124.tsp,ok,0.4382678158581257,59030.0,1.0,ok,1,59030.0,ok,1,59030.0,True,True,True,2.8321566753710674,1.759800088096028,1.679510936141014,1.209531556814909,-0.27983109202371104,236436.0,142542.0,-0.39712226564482567,176703.0,106259.0,138024.0,82460.0,16.0,4.0,341.0,341.0,176702.0,106258.0,37.0,35.0,176665.0,106223.0,-0.3987320635100331,1184.0,2240.0,0.0,0.0,0.0,0.0,0.0,0.0,176665.0,106222.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
pr144.tsp,ok,0.24983618780970573,58537.0,1.0,ok,1,58537.0,ok,1,58537.0,True,True,True,2000.4873840919238,1138.76406090036,500.0439779907465,284.7543079778552,-0.4305414713280985,30259466.0,18417049.0,-0.3913623921849777,22675624.0,13631139.0,17404178.0,10568006.0,825178.0,507402.0,400.0,400.0,22675623.0,13631138.0,236.0,159.0,22675387.0,13630979.0,-0.3988645485962379,7552.0,10176.0,0.0,0.0,0.0,0.0,0.0,0.0,22675387.0,13630979.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pr76.tsp,ok,0.21514095552265644,108159.0,1.0,ok,1,108159.0,ok,1,108159.0,True,True,True,2110.562930213687,2683.959093857029,454.28366645239294,577.644664991647,0.2715505919519601,107673822.0,128030061.0,0.18905467106015794,75727423.0,90290470.0,64820544.0,77192095.0,173410.0,188093.0,361.0,361.0,75730677.0,90294867.0,54982.0,59444.0,75675695.0,90235423.0,0.19239635658450172,1698268.0,3610451.0,0.0,0.0,0.0,0.0,0.0,0.0,75675689.0,90235419.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,4.0
