rank,kind,function,file,calls,self_ir,self_pct_total,self_est_sec,inclusive_ir,inclusive_pct_total,inclusive_est_sec
1,solver,"tsp::BranchBoundSolver::computeOneTree(tsp::BranchBoundSolver::PartialSol const&, std::vector<tsp::BranchBoundSolver::Edge, std::allocator<tsp::BranchBoundSolver::Edge> >&) const",solver/tsp_bb_26_07_08/tsp_bb,0,26776729,19.510000,0.007855595,49725880,36.230000,0.014587811
2,solver,"tsp::BranchBoundSolver::buildBranchCandidates(tsp::BranchBoundSolver::PartialSol const&, std::vector<tsp::BranchBoundSolver::Edge, std::allocator<tsp::BranchBoundSolver::Edge> >&) const",solver/tsp_bb_26_07_08/tsp_bb,0,19290515,14.060000,0.005661182,22404419,16.320000,0.006571159
3,solver,"tsp::BranchBoundSolver::search(tsp::BranchBoundSolver::PartialSol&, std::vector<tsp::BranchBoundSolver::Edge, std::allocator<tsp::BranchBoundSolver::Edge> >&, int)::{lambda(int)#2}::operator()(int) const",solver/tsp_bb_26_07_08/tsp_bb,0,15867402,11.560000,0.004654571,1589018970,1157.800000,0.466181824
4,runtime,./malloc/./malloc/malloc.c:_int_free,lib/x86_64-linux-gnu/libc.so.6,0,13002017,9.470000,0.003813044,14765162,10.760000,0.004332455
5,runtime,./malloc/./malloc/malloc.c:malloc,lib/x86_64-linux-gnu/libc.so.6,0,10539667,7.680000,0.003092310,19434300,14.160000,0.005701446
6,runtime,./malloc/./malloc/malloc.c:_int_malloc,lib/x86_64-linux-gnu/libc.so.6,0,6971536,5.080000,0.002045434,8834041,6.440000,0.002593031
7,solver,"tsp::BranchBoundSolver::bpPartition(tsp::BranchBoundSolver::PartialSol const&, std::vector<tsp::BranchBoundSolver::Edge, std::allocator<tsp::BranchBoundSolver::Edge> > const&, tsp::BranchBoundSolver::OneTree const&, std::vector<tsp::BranchBoundSolver::OneTree, std::allocator<tsp::BranchBoundSolver::OneTree> >&)",solver/tsp_bb_26_07_08/tsp_bb,0,6782818,4.940000,0.001989064,46911896,34.180000,0.013762390
8,runtime,./malloc/./malloc/malloc.c:free,lib/x86_64-linux-gnu/libc.so.6,0,6578964,4.790000,0.001928667,22049015,16.070000,0.006470497
9,runtime,operator new(unsigned long),lib/x86_64-linux-gnu/libstdc++.so.6.0.33,0,3759392,2.740000,0.001103246,23661446,17.240000,0.006941592
10,runtime,./string/../sysdeps/x86_64/multiarch/memmove-vec-unaligned-erms.S:__memcpy_avx_unaligned_erms,lib/x86_64-linux-gnu/libc.so.6,0,3549406,2.590000,0.001042849,3549406,2.590000,0.001042849
11,solver,"std::_Function_handler<void (int, double, int), tsp::BranchBoundSolver::lkSearch(int, int, std::vector<int, std::allocator<int> >&, std::vector<int, std::allocator<int> >&, std::vector<bool, std::allocator<bool> >&) const::{lambda(int, double, int)#1}>::_M_invoke(std::_Any_data const&, int&&, double&&, int&&)",solver/tsp_bb_26_07_08/tsp_bb,0,2775453,2.020000,0.000813342,7336212,5.350000,0.002154148
12,solver,"void std::vector<tsp::BranchBoundSolver::Edge, std::allocator<tsp::BranchBoundSolver::Edge> >::_M_realloc_insert<tsp::BranchBoundSolver::Edge const&>(__gnu_cxx::__normal_iterator<tsp::BranchBoundSolver::Edge*, std::vector<tsp::BranchBoundSolver::Edge, std::allocator<tsp::BranchBoundSolver::Edge> > >, tsp::BranchBoundSolver::Edge const&)",solver/tsp_bb_26_07_08/tsp_bb,0,2481784,1.810000,0.000728787,6558105,4.780000,0.001924641
13,solver,"tsp::BranchBoundSolver::search(tsp::BranchBoundSolver::PartialSol&, std::vector<tsp::BranchBoundSolver::Edge, std::allocator<tsp::BranchBoundSolver::Edge> >&, int)::{lambda(tsp::BranchBoundSolver::Edge const&, bool, tsp::BranchBoundSolver::search(tsp::BranchBoundSolver::PartialSol&, std::vector<tsp::BranchBoundSolver::Edge, std::allocator<tsp::BranchBoundSolver::Edge> >&, int)::LevelChanges&)#1}::operator()(tsp::BranchBoundSolver::Edge const&, bool, tsp::BranchBoundSolver::search(tsp::BranchBoundSolver::PartialSol&, std::vector<tsp::BranchBoundSolver::Edge, std::allocator<tsp::BranchBoundSolver::Edge> >&, int)::LevelChanges&) const",solver/tsp_bb_26_07_08/tsp_bb,0,1681056,1.220000,0.000491226,1682343,1.230000,0.000495253
14,runtime,"std::vector<int, std::allocator<int> >::_M_fill_assign(unsigned long, int const&)",solver/tsp_bb_26_07_08/tsp_bb,0,1286165,0.940000,0.000378486,2737731,1.990000,0.000801263
15,runtime,./malloc/./malloc/malloc.c:malloc_consolidate,lib/x86_64-linux-gnu/libc.so.6,0,1219205,0.890000,0.000358354,1393351,1.020000,0.000410697
16,solver,"tsp::BranchBoundSolver::search(tsp::BranchBoundSolver::PartialSol&, std::vector<tsp::BranchBoundSolver::Edge, std::allocator<tsp::BranchBoundSolver::Edge> >&, int)",solver/tsp_bb_26_07_08/tsp_bb,0,1204938,0.880000,0.000354327,806830455,587.900000,0.236714713
17,runtime,./malloc/./malloc/malloc.c:_int_free_merge_chunk,lib/x86_64-linux-gnu/libc.so.6,0,1179121,0.860000,0.000346274,1763145,1.280000,0.000515385
18,solver,"std::vector<tsp::BranchBoundSolver::Edge, std::allocator<tsp::BranchBoundSolver::Edge> >::reserve(unsigned long)",solver/tsp_bb_26_07_08/tsp_bb,0,907760,0.660000,0.000265745,3871850,2.820000,0.001135458
19,runtime,./malloc/./malloc/malloc.c:unlink_chunk.isra.0,lib/x86_64-linux-gnu/libc.so.6,0,793710,0.580000,0.000233534,0,0.000000,0.000000000
20,runtime,./malloc/./malloc/arena.c:free,???,0,704889,0.510000,0.000205349,0,0.000000,0.000000000
21,solver,"tsp::BranchBoundSolver::search(tsp::BranchBoundSolver::PartialSol&, std::vector<tsp::BranchBoundSolver::Edge, std::allocator<tsp::BranchBoundSolver::Edge> >&, int)::{lambda(tsp::BranchBoundSolver::search(tsp::BranchBoundSolver::PartialSol&, std::vector<tsp::BranchBoundSolver::Edge, std::allocator<tsp::BranchBoundSolver::Edge> >&, int)::LevelChanges const&)#1}::operator()(tsp::BranchBoundSolver::search(tsp::BranchBoundSolver::PartialSol&, std::vector<tsp::BranchBoundSolver::Edge, std::allocator<tsp::BranchBoundSolver::Edge> >&, int)::LevelChanges const&) const",solver/tsp_bb_26_07_08/tsp_bb,0,577504,0.420000,0.000169111,0,0.000000,0.000000000
22,solver,tsp::BranchBoundSolver::isTour(tsp::BranchBoundSolver::OneTree const&) const,solver/tsp_bb_26_07_08/tsp_bb,0,545177,0.400000,0.000161058,0,0.000000,0.000000000
23,runtime,operator delete(void*),lib/x86_64-linux-gnu/libstdc++.so.6.0.33,0,469924,0.340000,0.000136899,22989644,16.750000,0.006744296
24,runtime,"operator delete(void*, unsigned long)",lib/x86_64-linux-gnu/libstdc++.so.6.0.33,0,469818,0.340000,0.000136899,23925070,17.430000,0.007018094
25,runtime,./malloc/./malloc/malloc.c:_int_free_maybe_consolidate,lib/x86_64-linux-gnu/libc.so.6,0,413036,0.300000,0.000120793,0,0.000000,0.000000000
26,runtime,"void std::vector<int, std::allocator<int> >::_M_realloc_insert<int const&>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int const&)",solver/tsp_bb_26_07_08/tsp_bb,0,357432,0.260000,0.000104688,1088935,0.790000,0.000318089
27,runtime,"std::vector<int, std::allocator<int> >::vector(std::vector<int, std::allocator<int> > const&)",solver/tsp_bb_26_07_08/tsp_bb,0,357357,0.260000,0.000104688,0,0.000000,0.000000000
28,runtime,./string/../sysdeps/x86_64/multiarch/memset-vec-unaligned-erms.S:__memset_avx2_unaligned_erms,lib/x86_64-linux-gnu/libc.so.6,0,349316,0.250000,0.000100661,0,0.000000,0.000000000
29,solver,"tsp::BranchBoundSolver::lkSearch(int, int, std::vector<int, std::allocator<int> >&, std::vector<int, std::allocator<int> >&, std::vector<bool, std::allocator<bool> >&) const",solver/tsp_bb_26_07_08/tsp_bb,0,244521,0.180000,0.000072476,4928929,3.590000,0.001445494
30,solver,"std::vector<tsp::BranchBoundSolver::OneTree, std::allocator<tsp::BranchBoundSolver::OneTree> >::reserve(unsigned long)",solver/tsp_bb_26_07_08/tsp_bb,0,224518,0.160000,0.000064423,3444400,2.510000,0.001010638
31,solver,"tsp::BranchBoundSolver::twoOpt(std::vector<int, std::allocator<int> >&, double&) const",solver/tsp_bb_26_07_08/tsp_bb,0,141802,0.100000,0.000040264,0,0.000000,0.000000000
32,solver,"std::_Function_handler<void (int), tsp::BranchBoundSolver::search(tsp::BranchBoundSolver::PartialSol&, std::vector<tsp::BranchBoundSolver::Edge, std::allocator<tsp::BranchBoundSolver::Edge> >&, int)::{lambda(int)#2}>::_M_invoke(std::_Any_data const&, int&&)",solver/tsp_bb_26_07_08/tsp_bb,0,0,0.000000,0.000000000,1589055614,1157.800000,0.466181824
33,solver,(below main),solver/tsp_bb_26_07_08/tsp_bb,0,0,0.000000,0.000000000,135254529,98.550000,0.039680617
34,solver,./csu/../csu/libc-start.c:__libc_start_main@@GLIBC_2.34,lib/x86_64-linux-gnu/libc.so.6,0,0,0.000000,0.000000000,135254517,98.550000,0.039680617
35,solver,./csu/../sysdeps/nptl/libc_start_call_main.h:(below main),lib/x86_64-linux-gnu/libc.so.6,0,0,0.000000,0.000000000,135254343,98.550000,0.039680617
36,solver,main,solver/tsp_bb_26_07_08/tsp_bb,0,0,0.000000,0.000000000,135243954,98.540000,0.039676591
37,solver,"(anonymous namespace)::solveInput(std::istream&, (anonymous namespace)::CliOptions const&)",solver/tsp_bb_26_07_08/tsp_bb,0,0,0.000000,0.000000000,135193557,98.510000,0.039664512
38,solver,tsp::BranchBoundSolver::solve(),solver/tsp_bb_26_07_08/tsp_bb,0,0,0.000000,0.000000000,134880299,98.280000,0.039571903
39,solver,"tsp::BranchBoundSolver::findInitialTour(std::vector<int, std::allocator<int> >&, double&)",solver/tsp_bb_26_07_08/tsp_bb,0,0,0.000000,0.000000000,5176602,3.770000,0.001517970
40,solver,"tsp::BranchBoundSolver::linKernighan(std::vector<int, std::allocator<int> >&, double&) const",solver/tsp_bb_26_07_08/tsp_bb,0,0,0.000000,0.000000000,4995903,3.640000,0.001465626
41,solver,"tsp::BranchBoundSolver::linKernighanImprove(std::vector<int, std::allocator<int> >&, double&) const",solver/tsp_bb_26_07_08/tsp_bb,0,0,0.000000,0.000000000,4968852,3.620000,0.001457573
42,solver,./elf/./elf/rtld.c:dl_main,lib/x86_64-linux-gnu/ld-linux-x86-64.so.2,0,0,0.000000,0.000000000,1836494,1.340000,0.000539544
