rank,kind,function,file,calls,self_ir,self_pct_total,self_est_sec,inclusive_ir,inclusive_pct_total,inclusive_est_sec
13,runtime,./malloc/./malloc/malloc.c:unlink_chunk.isra.0,lib/x86_64-linux-gnu/libc.so.6,0,9729586,0.640000,0.001442442,0,0.000000,0.000000000
14,solver,"std::_Function_handler<void (int, double, int), tsp::BranchBoundSolver::lkSearch(int, int, std::vector<int, std::allocator<int> >&, std::vector<int, std::allocator<int> >&, std::vector<bool, std::allocator<bool> >&) const::{lambda(int, double, int)#1}>::_M_invoke(std::_Any_data const&, int&&, double&&, int&&)",solver/tsp_bb_26_07_08/tsp_bb,0,8911838,0.580000,0.001307213,25275966,1.650000,0.003718797
15,solver,"tsp::BranchBoundSolver::search(tsp::BranchBoundSolver::PartialSol&, std::vector<tsp::BranchBoundSolver::Edge, std::allocator<tsp::BranchBoundSolver::Edge> >&, int)::{lambda(tsp::BranchBoundSolver::Edge const&, bool, tsp::BranchBoundSolver::search(tsp::BranchBoundSolver::PartialSol&, std::vector<tsp::BranchBoundSolver::Edge, std::allocator<tsp::BranchBoundSolver::Edge> >&, int)::LevelChanges&)#1}::operator()(tsp::BranchBoundSolver::Edge const&, bool, tsp::BranchBoundSolver::search(tsp::BranchBoundSolver::PartialSol&, std::vector<tsp::BranchBoundSolver::Edge, std::allocator<tsp::BranchBoundSolver::Edge> >&, int)::LevelChanges&) const",solver/tsp_bb_26_07_08/tsp_bb,0,7201700,0.470000,0.001059294,0,0.000000,0.000000000
16,runtime,"std::vector<int, std::allocator<int> >::_M_fill_assign(unsigned long, int const&)",solver/tsp_bb_26_07_08/tsp_bb,0,5983901,0.390000,0.000878988,0,0.000000,0.000000000
17,solver,tsp::BranchBoundSolver::isTour(tsp::BranchBoundSolver::OneTree const&) const,solver/tsp_bb_26_07_08/tsp_bb,0,5545287,0.360000,0.000811374,0,0.000000,0.000000000
18,solver,"tsp::BranchBoundSolver::search(tsp::BranchBoundSolver::PartialSol&, std::vector<tsp::BranchBoundSolver::Edge, std::allocator<tsp::BranchBoundSolver::Edge> >&, int)",solver/tsp_bb_26_07_08/tsp_bb,0,5478360,0.360000,0.000811374,15547200941,1017.000000,2.292131248
19,runtime,./malloc/./malloc/malloc.c:malloc_consolidate,lib/x86_64-linux-gnu/libc.so.6,0,5145713,0.340000,0.000766298,0,0.000000,0.000000000
20,runtime,./malloc/./malloc/malloc.c:_int_free_maybe_consolidate,lib/x86_64-linux-gnu/libc.so.6,0,4565005,0.300000,0.000676145,0,0.000000,0.000000000
21,solver,"std::vector<tsp::BranchBoundSolver::Edge, std::allocator<tsp::BranchBoundSolver::Edge> >::reserve(unsigned long)",solver/tsp_bb_26_07_08/tsp_bb,0,4005320,0.260000,0.000585992,21516135,1.410000,0.003177881
22,runtime,./string/../sysdeps/x86_64/multiarch/memset-vec-unaligned-erms.S:__memset_avx2_unaligned_erms,lib/x86_64-linux-gnu/libc.so.6,0,3241910,0.210000,0.000473301,0,0.000000,0.000000000
23,runtime,./malloc/./malloc/arena.c:free,???,0,3086430,0.200000,0.000450763,0,0.000000,0.000000000
24,solver,"tsp::BranchBoundSolver::search(tsp::BranchBoundSolver::PartialSol&, std::vector<tsp::BranchBoundSolver::Edge, std::allocator<tsp::BranchBoundSolver::Edge> >&, int)::{lambda(tsp::BranchBoundSolver::search(tsp::BranchBoundSolver::PartialSol&, std::vector<tsp::BranchBoundSolver::Edge, std::allocator<tsp::BranchBoundSolver::Edge> >&, int)::LevelChanges const&)#1}::operator()(tsp::BranchBoundSolver::search(tsp::BranchBoundSolver::PartialSol&, std::vector<tsp::BranchBoundSolver::Edge, std::allocator<tsp::BranchBoundSolver::Edge> >&, int)::LevelChanges const&) const",solver/tsp_bb_26_07_08/tsp_bb,0,2545545,0.170000,0.000383149,0,0.000000,0.000000000
25,solver,"tsp::BranchBoundSolver::twoOpt(std::vector<int, std::allocator<int> >&, double&) const",solver/tsp_bb_26_07_08/tsp_bb,0,2312266,0.150000,0.000338072,0,0.000000,0.000000000
26,runtime,operator delete(void*),lib/x86_64-linux-gnu/libstdc++.so.6.0.33,0,2057618,0.130000,0.000292996,112900190,7.380000,0.016633165
27,runtime,"operator delete(void*, unsigned long)",lib/x86_64-linux-gnu/libstdc++.so.6.0.33,0,2057462,0.130000,0.000292996,117008700,7.650000,0.017241695
28,solver,"std::_Function_handler<void (int), tsp::BranchBoundSolver::search(tsp::BranchBoundSolver::PartialSol&, std::vector<tsp::BranchBoundSolver::Edge, std::allocator<tsp::BranchBoundSolver::Edge> >&, int)::{lambda(int)#2}>::_M_invoke(std::_Any_data const&, int&&)",solver/tsp_bb_26_07_08/tsp_bb,0,0,0.000000,0.000000000,27718593853,1813.100000,4.086394460
29,solver,(below main),solver/tsp_bb_26_07_08/tsp_bb,0,0,0.000000,0.000000000,1526810380,99.870000,0.225088641
30,solver,./csu/../csu/libc-start.c:__libc_start_main@@GLIBC_2.34,lib/x86_64-linux-gnu/libc.so.6,0,0,0.000000,0.000000000,1526810368,99.870000,0.225088641
31,solver,./csu/../sysdeps/nptl/libc_start_call_main.h:(below main),lib/x86_64-linux-gnu/libc.so.6,0,0,0.000000,0.000000000,1526810194,99.870000,0.225088641
32,solver,main,solver/tsp_bb_26_07_08/tsp_bb,0,0,0.000000,0.000000000,1526799805,99.870000,0.225088641
33,solver,"(anonymous namespace)::solveInput(std::istream&, (anonymous namespace)::CliOptions const&)",solver/tsp_bb_26_07_08/tsp_bb,0,0,0.000000,0.000000000,1526741274,99.870000,0.225088641
34,solver,tsp::BranchBoundSolver::solve(),solver/tsp_bb_26_07_08/tsp_bb,0,0,0.000000,0.000000000,1526194220,99.830000,0.224998488
35,solver,"tsp::BranchBoundSolver::findInitialTour(std::vector<int, std::allocator<int> >&, double&)",solver/tsp_bb_26_07_08/tsp_bb,0,0,0.000000,0.000000000,17710750,1.160000,0.002614427
36,solver,"tsp::BranchBoundSolver::linKernighan(std::vector<int, std::allocator<int> >&, double&) const",solver/tsp_bb_26_07_08/tsp_bb,0,0,0.000000,0.000000000,15106540,0.990000,0.002231278
