run_id,strategy,repeat,instance,status,wall_seconds,result,root_lower_bound,initial_upper_bound,final_upper_bound,final_lower_bound,final_relative_gap,branches,nodes_expanded,pruned_by_bound,pruned_infeasible,root_fixing_calls,root_fixing_tested,root_fixing_fixed_zero,root_fixing_tree_tested,root_fixing_fixed_one,root_fixing_active_after,root_fixing_seconds,root_candidate_compaction_calls,root_candidate_edges_before,root_candidate_edges_after,root_candidate_compaction_seconds,initial_tour_seconds,initial_clk_starts,adaptive_clk_triggers,adaptive_clk_improvements,root_guided_lk_calls,root_guided_lk_improvements,root_guided_lk_reascents,root_guided_lk_seconds,root_guided_lk_total_gain,root_potential_iterations,root_ascent_seconds,root_external_potential_replacements,root_external_potential_warm_starts,lkh_provider_calls,lkh_provider_failures,lkh_provider_seconds,search_node_potential_update_candidates,search_node_potential_updates_triggered,search_node_potential_updates_skipped_strategy_none,search_node_potential_updates_skipped_update_depth_zero,search_node_potential_updates_skipped_budget_exhausted,search_node_potential_updates_skipped_numerically_unsafe,search_node_potential_updates_skipped_invalid_state,search_node_potential_updates_skipped_zero_violation,search_node_potential_updates_skipped_zero_iteration_limit,search_node_potential_updates_skipped_max_depth,search_node_potential_updates_skipped_near_leaf,search_node_potential_updates_skipped_depth_interval,search_node_potential_updates_skipped_gap_change_below_minimum,potential_update_gap_change_shallow_bypasses,search_node_potential_iterations,potential_update_seconds,potential_update_rebuild_seconds,sibling_warm_probes,sibling_warm_accepted,sibling_warm_rejected,replacement_seconds
CPHKMST-P32-LKH-db6a5c729bce,CPHKMST-P32-LKH,1,/home/wj/code/TSP/data/classic/tsplib/att48.tsp,ok,0.06638842076063156,10628.0,10602.983665769503,10628.0,10628.0,10628.0,0.0,10,4,7,1,1,1080,1037,48,14,75,0.000191527,,,,,0.006236755,0,0,0,0,0,0,0.0,0.0,64,0.005814194,0,1,1,0,0.021203252,9,9,0,0,0,0,0,0,0,,,0,,,156,0.0008453359999999999,0.00010615700000000001,0,0,0,4.746299999999998e-05
CPHKMST-P32-LKH-db6a5c729bce,CPHKMST-P32-LKH,1,/home/wj/code/TSP/data/classic/tsplib/bayg29.tsp,ok,0.0584153700619936,1610.0,1607.9799999981672,1610.0,1610.0,1610.0,0.0,3,1,2,1,1,377,370,29,24,10,0.000124731,,,,,0.001373665,0,0,0,0,0,0,0.0,0.0,64,0.002262498,0,1,1,0,0.015371295,1,1,0,0,0,0,0,0,0,,,0,,,3,3.0737e-05,0.0,0,0,0,7.967999999999999e-06
CPHKMST-P32-LKH-db6a5c729bce,CPHKMST-P32-LKH,1,/home/wj/code/TSP/data/classic/tsplib/bays29.tsp,ok,0.08431112393736839,2020.0,2013.3002809125421,2020.0,2020.0,2020.0,0.0,6,2,4,3,1,377,358,29,17,26,0.000141663,,,,,0.001262488,0,0,0,0,0,0,0.0,0.0,64,0.002345934,0,1,1,0,0.013040956,4,4,0,0,0,0,0,0,0,,,0,,,49,0.000230471,3.026e-05,0,0,0,1.7373e-05
CPHKMST-P32-LKH-db6a5c729bce,CPHKMST-P32-LKH,1,/home/wj/code/TSP/data/classic/tsplib/berlin52.tsp,ok,0.044988008216023445,7542.0,7541.999999973971,7542.0,7542.0,7542.0,0.0,1,0,1,0,0,0,0,0,0,0,0.0,,,,,0.008460243,0,0,0,0,0,0,0.0,0.0,1,0.00021221,0,1,1,0,0.016218234,0,0,0,0,0,0,0,0,0,,,0,,,0,0.0,0.0,0,0,0,0.0
CPHKMST-P32-LKH-db6a5c729bce,CPHKMST-P32-LKH,1,/home/wj/code/TSP/data/classic/tsplib/bier127.tsp,ok,525.9908067770302,118282.0,117430.62999807068,118282.0,118282.0,118282.0,0.0,716226,232121,486283,1204,1,7874,6991,127,6,1004,0.000803177,,,,,0.330381265,12,0,0,0,0,0,0.0,0.0,64,0.028112091,0,1,1,0,0.088231478,657259,657259,0,0,0,0,0,0,0,,,0,,,10896627,489.56075659499555,28.44624171500023,0,0,0,3.64857233799999
CPHKMST-P32-LKH-db6a5c729bce,CPHKMST-P32-LKH,1,/home/wj/code/TSP/data/classic/tsplib/brazil58.tsp,ok,0.06419150717556477,25395.0,25354.239999786165,25395.0,25395.0,25395.0,0.0,9,3,6,2,1,1595,1539,58,23,87,0.000296401,,,,,0.008135609,0,0,0,0,0,0,0.0,0.0,64,0.006759509,0,1,1,0,0.028669855,6,6,0,0,0,0,0,0,0,,,0,,,76,0.0006025550000000001,9.6863e-05,0,0,0,5.6139e-05
CPHKMST-P32-LKH-db6a5c729bce,CPHKMST-P32-LKH,1,/home/wj/code/TSP/data/classic/tsplib/brg180.tsp,ok,0.29903806559741497,1950.0,1949.6660590678675,1950.0,1950.0,1950.0,0.0,1,0,1,0,0,0,0,0,0,0,0.0,,,,,0.05471703,0,0,0,0,0,0,0.0,0.0,64,0.055888911,0,1,1,0,0.162864864,0,0,0,0,0,0,0,0,0,,,0,,,0,0.0,0.0,0,0,0,0.0
CPHKMST-P32-LKH-db6a5c729bce,CPHKMST-P32-LKH,1,/home/wj/code/TSP/data/classic/tsplib/burma14.tsp,ok,0.012096894904971123,3323.0,3322.999999998899,3323.0,3323.0,3323.0,0.0,1,0,1,0,0,0,0,0,0,0,0.0,,,,,0.00016055,0,0,0,0,0,0,0.0,0.0,1,1.8997e-05,0,1,1,0,0.003811738,0,0,0,0,0,0,0,0,0,,,0,,,0,0.0,0.0,0,0,0,0.0
CPHKMST-P32-LKH-db6a5c729bce,CPHKMST-P32-LKH,1,/home/wj/code/TSP/data/classic/tsplib/ch130.tsp,ok,12.600296128541231,6110.0,6074.619999904337,6110.0,6110.0,6110.0,0.0,18038,5557,12539,7,1,8255,7816,130,14,555,0.001086221,,,,,0.108843765,0,0,0,0,0,0,0.0,0.0,64,0.030272697,0,1,1,0,0.086998537,16836,16836,0,0,0,0,0,0,0,,,0,,,270441,11.629484490000012,0.5469385639999984,0,0,0,0.1023867810000008
CPHKMST-P32-LKH-db6a5c729bce,CPHKMST-P32-LKH,1,/home/wj/code/TSP/data/classic/tsplib/ch150.tsp,ok,13.140621270984411,6528.0,6486.5499998695095,6528.0,6528.0,6528.0,0.0,13209,4073,9174,11,1,11025,10518,150,4,653,0.001225823,,,,,0.166905682,0,0,0,0,0,0,0.0,0.0,64,0.041010263,0,1,1,0,0.169012401,12630,12630,0,0,0,0,0,0,0,,,0,,,201737,12.110274069999994,0.4925959330000006,0,0,0,0.07978081600000016
CPHKMST-P32-LKH-db6a5c729bce,CPHKMST-P32-LKH,1,/home/wj/code/TSP/data/classic/tsplib/d198.tsp,timeout,1800.0,,14572.88,15780.0,15780.0,14572.88,0.0764968314321927,981975,280000,,,1,19305,1075,198,0,18428,0.001904497,,,,,0.443778433,0,,,,,,,,,0.069169766,,,,,,,,,,,,,,,,,,,,,1530.622312,179.6574928,,,,12.0848074
CPHKMST-P32-LKH-db6a5c729bce,CPHKMST-P32-LKH,1,/home/wj/code/TSP/data/classic/tsplib/dantzig42.tsp,ok,0.05505681782960892,699.0,696.959999997658,699.0,699.0,699.0,0.0,9,2,7,3,1,819,796,42,27,35,0.000271279,,,,,0.00439774,0,0,0,0,0,0,0.0,0.0,64,0.005885148,0,1,1,0,0.013915105,7,7,0,0,0,0,0,0,0,,,0,,,54,0.000332359,4.8634e-05,0,0,0,5.1105000000000006e-05
CPHKMST-P32-LKH-db6a5c729bce,CPHKMST-P32-LKH,1,/home/wj/code/TSP/data/classic/national/dj38.tsp,ok,0.0461120568215847,6656.0,6655.999999981781,6656.0,6656.0,6656.0,0.0,1,0,1,0,0,0,0,0,0,0,0.0,,,,,0.00226265,0,0,0,0,0,0,0.0,0.0,1,0.00011456,0,1,1,0,0.010197774,0,0,0,0,0,0,0,0,0,,,0,,,0,0.0,0.0,0,0,0,0.0
CPHKMST-P32-LKH-db6a5c729bce,CPHKMST-P32-LKH,1,/home/wj/code/TSP/data/classic/tsplib/eil101.tsp,ok,0.21399014443159103,629.0,627.3329762117957,629.0,629.0,629.0,0.0,78,25,53,1,1,4949,4875,101,47,123,0.000523612,,,,,0.051451017,0,0,0,0,0,0,0.0,0.0,64,0.017001603,0,1,1,0,0.048899811,67,67,0,0,0,0,0,0,0,,,0,,,1341,0.017017518000000002,0.000587534,0,0,0,0.00019808100000000002
CPHKMST-P32-LKH-db6a5c729bce,CPHKMST-P32-LKH,1,/home/wj/code/TSP/data/classic/tsplib/eil51.tsp,ok,0.10799040272831917,426.0,422.4399999987474,426.0,426.0,426.0,0.0,155,57,99,19,1,1224,1159,51,7,109,0.000309973,,,,,0.007551609,0,0,0,0,0,0,0.0,0.0,64,0.008617205,0,1,1,0,0.028600149,142,142,0,0,0,0,0,0,0,,,0,,,2428,0.021140433999999993,0.001080787,0,0,0,0.0001741660000000001
CPHKMST-P32-LKH-db6a5c729bce,CPHKMST-P32-LKH,1,/home/wj/code/TSP/data/classic/tsplib/eil76.tsp,ok,0.09783473238348961,538.0,536.969999996869,538.0,538.0,538.0,0.0,5,2,3,6,1,2774,2755,76,61,31,0.000278387,,,,,0.019846069,0,0,0,0,0,0,0.0,0.0,64,0.012484116,0,1,1,0,0.036127508,4,4,0,0,0,0,0,0,0,,,0,,,45,0.00019824300000000002,4.6718e-05,0,0,0,3.9364e-05
CPHKMST-P32-LKH-db6a5c729bce,CPHKMST-P32-LKH,1,/home/wj/code/TSP/data/classic/tsplib/fri26.tsp,ok,0.05386786535382271,937.0,936.9999999984229,937.0,937.0,937.0,0.0,1,0,1,0,0,0,0,0,0,0,0.0,,,,,0.000628102,0,0,0,0,0,0,0.0,0.0,15,0.000327892,0,1,1,0,0.010605382,0,0,0,0,0,0,0,0,0,,,0,,,0,0.0,0.0,0,0,0,0.0
CPHKMST-P32-LKH-db6a5c729bce,CPHKMST-P32-LKH,1,/home/wj/code/TSP/data/classic/tsplib/gr120.tsp,ok,1.506272740662098,6942.0,6909.959999893309,6942.0,6942.0,6942.0,0.0,2312,786,1540,0,1,7020,6727,120,13,397,0.000702154,,,,,0.105980002,0,0,0,0,0,0,0.0,0.0,64,0.025460307,0,1,1,0,0.06455156,2162,2162,0,0,0,0,0,0,0,,,0,,,36958,1.2161512459999997,0.06711233799999998,0,0,0,0.0023781559999999915
CPHKMST-P32-LKH-db6a5c729bce,CPHKMST-P32-LKH,1,/home/wj/code/TSP/data/classic/tsplib/gr137.tsp,ok,4.3877958580851555,69853.0,69113.08999838053,69853.0,69853.0,69853.0,0.0,5882,2016,3888,0,1,9179,8325,137,3,988,0.001003997,,,,,0.149106468,0,0,0,0,0,0,0.0,0.0,64,0.031231865,0,1,1,0,0.095925929,5326,5326,0,0,0,0,0,0,0,,,0,,,89257,3.7610463889999926,0.26355905600000024,0,0,0,0.032566936
CPHKMST-P32-LKH-db6a5c729bce,CPHKMST-P32-LKH,1,/home/wj/code/TSP/data/classic/tsplib/gr17.tsp,ok,0.059716228395700455,2085.0,2084.999999998326,2085.0,2085.0,2085.0,0.0,1,0,1,0,0,0,0,0,0,0,0.0,,,,,0.000214001,0,0,0,0,0,0,0.0,0.0,1,2.3096e-05,0,1,1,0,0.005439524,0,0,0,0,0,0,0,0,0,,,0,,,0,0.0,0.0,0,0,0,0.0
CPHKMST-P32-LKH-db6a5c729bce,CPHKMST-P32-LKH,1,/home/wj/code/TSP/data/classic/tsplib/gr21.tsp,ok,0.049966150894761086,2707.0,2706.9999999973675,2707.0,2707.0,2707.0,0.0,1,0,1,0,0,0,0,0,0,0,0.0,,,,,0.000415436,0,0,0,0,0,0,0.0,0.0,1,3.7239e-05,0,1,1,0,0.005752945,0,0,0,0,0,0,0,0,0,,,0,,,0,0.0,0.0,0,0,0,0.0
CPHKMST-P32-LKH-db6a5c729bce,CPHKMST-P32-LKH,1,/home/wj/code/TSP/data/classic/tsplib/gr24.tsp,ok,0.055124759674072266,1272.0,1271.999889186537,1272.0,1272.0,1272.0,0.0,1,0,1,0,0,0,0,0,0,0,0.0,,,,,0.000707765,0,0,0,0,0,0,0.0,0.0,64,0.001000419,0,1,1,0,0.010307599,0,0,0,0,0,0,0,0,0,,,0,,,0,0.0,0.0,0,0,0,0.0
CPHKMST-P32-LKH-db6a5c729bce,CPHKMST-P32-LKH,1,/home/wj/code/TSP/data/classic/tsplib/gr48.tsp,ok,0.25108626671135426,5046.0,4958.9599999858965,5046.0,5046.0,5046.0,0.0,1449,431,1023,0,1,1080,927,48,4,197,0.00023319,,,,,0.007360937,0,0,0,0,0,0,0.0,0.0,64,0.007248916,0,1,1,0,0.031730274,1343,1343,0,0,0,0,0,0,0,,,0,,,19440,0.15396961299999995,0.009917591999999998,0,0,0,0.0006020220000000007
CPHKMST-P32-LKH-db6a5c729bce,CPHKMST-P32-LKH,1,/home/wj/code/TSP/data/classic/tsplib/gr96.tsp,ok,0.6425181087106466,55209.0,54569.47999942845,55209.0,55209.0,55209.0,0.0,1267,453,817,5,1,4464,4031,96,1,528,0.00046503,,,,,0.047302985,0,0,0,0,0,0,0.0,0.0,64,0.014541348,0,1,1,0,0.063500153,1198,1198,0,0,0,0,0,0,0,,,0,,,20034,0.4256091249999996,0.03189224099999998,0,0,0,0.0033363749999999956
CPHKMST-P32-LKH-db6a5c729bce,CPHKMST-P32-LKH,1,/home/wj/code/TSP/data/classic/tsplib/hk48.tsp,ok,0.07200926914811134,11461.0,11444.019999961509,11461.0,11461.0,11461.0,0.0,8,2,6,2,1,1080,1056,48,32,32,0.000200101,,,,,0.005216097,0,0,0,0,0,0,0.0,0.0,64,0.00769888,0,1,1,0,0.02108941,7,7,0,0,0,0,0,0,0,,,0,,,62,0.00029209799999999997,0.0,0,0,0,4.0629999999999996e-05
CPHKMST-P32-LKH-db6a5c729bce,CPHKMST-P32-LKH,1,/home/wj/code/TSP/data/classic/tsplib/kroA100.tsp,ok,7.11057416908443,21282.0,20936.47999972256,21282.0,21282.0,21282.0,0.0,12975,3695,9309,0,1,4850,4262,100,0,688,0.000472495,,,,,0.058263992,0,0,0,0,0,0,0.0,0.0,64,0.016692424,0,1,1,0,0.052035734,12293,12293,0,0,0,0,0,0,0,,,0,,,179547,6.572769041999993,0.3210969119999995,0,0,0,0.03220028600000005
