repeat,configuration,instance,upper_bound,lower_bound,wall_seconds,heuristic_seconds
1,lkh-provider,/Users/a/Ayanami/code/TSP/data/classic/tsplib/swiss42.tsp,1273.0,1271.9970529901577,0.010964043089188635,0.00594954301825279
1,official-lkh,/Users/a/Ayanami/code/TSP/data/classic/tsplib/u159.tsp,42080.0,41922.70421671432,0.0336937919491902,0.0336937919491902
1,lkh-provider,/Users/a/Ayanami/code/TSP/data/classic/tsplib/u159.tsp,42080.0,41922.70421671432,0.23249325004871935,0.08703949994919019
1,official-lkh,/Users/a/Ayanami/code/TSP/data/classic/tsplib/ulysses16.tsp,6859.0,6858.999999996793,0.0035027499543502927,0.0035027499543502927
1,lkh-provider,/Users/a/Ayanami/code/TSP/data/classic/tsplib/ulysses16.tsp,6859.0,6858.999999996793,0.0061224158853292465,0.0035424999543502925
1,official-lkh,/Users/a/Ayanami/code/TSP/data/classic/national/wi29.tsp,27603.0,27602.99999994365,0.003373167011886835,0.003373167011886835
1,lkh-provider,/Users/a/Ayanami/code/TSP/data/classic/national/wi29.tsp,27603.0,27602.99999994365,0.006483874982222915,0.003523084011886835
1,official-lkh,/Users/a/Ayanami/code/TSP/data/classic/vlsi/vlsi/xqf131.tsp,564.0,555.8214749130436,0.1120693749981001,0.1120693749981001
1,lkh-provider,/Users/a/Ayanami/code/TSP/data/classic/vlsi/vlsi/xqf131.tsp,564.0,555.8214749130436,0.29315329098608345,0.1341144999981001
2,single-knn8,/Users/a/Ayanami/code/TSP/data/classic/tsplib/att48.tsp,10648.0,10599.68823369806,0.010686833,0.004516583
2,single-knn8,/Users/a/Ayanami/code/TSP/data/classic/tsplib/bayg29.tsp,1610.0,1607.9853691203934,0.002472,0.0014705
2,single-knn8,/Users/a/Ayanami/code/TSP/data/classic/tsplib/bays29.tsp,2020.0,2013.3953357260446,0.00272975,0.001676875
2,single-knn8,/Users/a/Ayanami/code/TSP/data/classic/tsplib/berlin52.tsp,7542.0,7541.9999999735055,0.005226958,0.002625
2,single-knn8,/Users/a/Ayanami/code/TSP/data/classic/tsplib/bier127.tsp,120414.0,117430.97806154632,0.16584875,0.03386
2,single-knn8,/Users/a/Ayanami/code/TSP/data/classic/tsplib/brazil58.tsp,25395.0,25316.887550529744,0.017424375,0.006696625
2,single-knn8,/Users/a/Ayanami/code/TSP/data/classic/tsplib/brg180.tsp,1960.0,1949.2773311365436,0.192652291,0.023309958
2,single-knn8,/Users/a/Ayanami/code/TSP/data/classic/tsplib/burma14.tsp,3323.0,3322.999999998799,0.000637375,0.000500167
2,single-knn8,/Users/a/Ayanami/code/TSP/data/classic/tsplib/ch130.tsp,6235.0,6074.859641716426,0.211710542,0.04014325
2,single-knn8,/Users/a/Ayanami/code/TSP/data/classic/tsplib/ch150.tsp,6636.0,6488.697696628935,0.3141395,0.049764291
2,single-knn8,/Users/a/Ayanami/code/TSP/data/classic/tsplib/d198.tsp,15989.0,14536.148992869335,0.711407125,0.157010958
2,single-knn8,/Users/a/Ayanami/code/TSP/data/classic/tsplib/dantzig42.tsp,699.0,696.9533830654316,0.006731542,0.002345333
2,single-knn8,/Users/a/Ayanami/code/TSP/data/classic/national/dj38.tsp,6656.0,6655.999999980996,0.002349916,0.001443709
2,single-knn8,/Users/a/Ayanami/code/TSP/data/classic/tsplib/eil101.tsp,646.0,627.3444474025675,0.094055667,0.016289541
2,single-knn8,/Users/a/Ayanami/code/TSP/data/classic/tsplib/eil51.tsp,427.0,422.49983691886655,0.015611583,0.002099292
2,single-knn8,/Users/a/Ayanami/code/TSP/data/classic/tsplib/eil76.tsp,548.0,536.9999543717072,0.033875541,0.00538525
2,single-knn8,/Users/a/Ayanami/code/TSP/data/classic/tsplib/fri26.tsp,937.0,936.999999998938,0.001554625,0.001125292
2,single-knn8,/Users/a/Ayanami/code/TSP/data/classic/tsplib/gr120.tsp,7108.0,6911.243700900038,0.164041166,0.038504458
2,single-knn8,/Users/a/Ayanami/code/TSP/data/classic/tsplib/gr137.tsp,70620.0,69118.35224426475,0.235833084,0.052199167
2,single-knn8,/Users/a/Ayanami/code/TSP/data/classic/tsplib/gr17.tsp,2085.0,2084.999999998924,0.001299166,0.001023417
2,single-knn8,/Users/a/Ayanami/code/TSP/data/classic/tsplib/gr21.tsp,2707.0,2706.999999997682,0.000773708,0.000576375
2,single-knn8,/Users/a/Ayanami/code/TSP/data/classic/tsplib/gr24.tsp,1272.0,1271.9995357693901,0.001497792,0.00094825
2,single-knn8,/Users/a/Ayanami/code/TSP/data/classic/tsplib/gr48.tsp,5093.0,4958.999443382592,0.010779417,0.003785209
2,single-knn8,/Users/a/Ayanami/code/TSP/data/classic/tsplib/gr96.tsp,55595.0,54569.49352066382,0.055915834,0.013315709
2,single-knn8,/Users/a/Ayanami/code/TSP/data/classic/tsplib/hk48.tsp,11470.0,11443.03742578926,0.0071405,0.00245225
2,single-knn8,/Users/a/Ayanami/code/TSP/data/classic/tsplib/kroA100.tsp,21689.0,20936.495650387562,0.079981958,0.017917125
2,single-knn8,/Users/a/Ayanami/code/TSP/data/classic/tsplib/kroA150.tsp,26816.0,26296.059282328926,0.339587917,0.069712292
2,single-knn8,/Users/a/Ayanami/code/TSP/data/classic/tsplib/kroB100.tsp,22344.0,21833.996439724335,0.077832584,0.017612
2,single-knn8,/Users/a/Ayanami/code/TSP/data/classic/tsplib/kroB150.tsp,26482.0,25732.496018037127,0.294140542,0.101670292
2,single-knn8,/Users/a/Ayanami/code/TSP/data/classic/tsplib/kroC100.tsp,20965.0,20472.49694980305,0.067074625,0.0164215
2,single-knn8,/Users/a/Ayanami/code/TSP/data/classic/tsplib/kroD100.tsp,21811.0,21141.49753159475,0.076034666,0.01668475
2,single-knn8,/Users/a/Ayanami/code/TSP/data/classic/tsplib/kroE100.tsp,22597.0,21798.395755460664,0.106626,0.016100625
2,single-knn8,/Users/a/Ayanami/code/TSP/data/classic/tsplib/lin105.tsp,14523.0,14370.499389782033,0.076290458,0.020373333
2,single-knn8,/Users/a/Ayanami/code/TSP/data/classic/tsplib/pr107.tsp,44303.0,39439.60351348245,0.11800425,0.014968667
2,single-knn8,/Users/a/Ayanami/code/TSP/data/classic/tsplib/pr124.tsp,59159.0,58067.492748859826,0.109549417,0.021504708
2,single-knn8,/Users/a/Ayanami/code/TSP/data/classic/tsplib/pr136.tsp,100656.0,95327.53319041648,0.24554225,0.04225525
2,single-knn8,/Users/a/Ayanami/code/TSP/data/classic/tsplib/pr144.tsp,58537.0,58050.96688109716,0.134067709,0.028165959
2,single-knn8,/Users/a/Ayanami/code/TSP/data/classic/tsplib/pr152.tsp,74442.0,68056.8919239027,0.375402666,0.049593208
2,single-knn8,/Users/a/Ayanami/code/TSP/data/classic/tsplib/pr76.tsp,109067.0,105119.98570260686,0.032522,0.008030041
2,single-knn8,/Users/a/Ayanami/code/TSP/data/classic/national/qa194.tsp,9695.0,9265.247785856105,0.662845,0.209780667
2,single-knn8,/Users/a/Ayanami/code/TSP/data/classic/tsplib/rat195.tsp,2356.0,2293.7609553055195,0.576616208,0.103948041
2,single-knn8,/Users/a/Ayanami/code/TSP/data/classic/tsplib/rat99.tsp,1224.0,1205.9998415063767,0.071324667,0.011397875
2,single-knn8,/Users/a/Ayanami/code/TSP/data/classic/tsplib/rd100.tsp,8069.0,7899.187479828668,0.143017458,0.036558708
2,single-knn8,/Users/a/Ayanami/code/TSP/data/classic/tsplib/si175.tsp,21455.0,21367.295814485078,0.28077825,0.080514708
2,single-knn8,/Users/a/Ayanami/code/TSP/data/classic/tsplib/st70.tsp,685.0,670.9999299990969,0.027444791,0.005668167
2,single-knn8,/Users/a/Ayanami/code/TSP/data/classic/tsplib/swiss42.tsp,1274.0,1271.9897885923313,0.004520583,0.001609708
2,single-knn8,/Users/a/Ayanami/code/TSP/data/classic/tsplib/u159.tsp,43135.0,41924.99104797116,0.277630834,0.066300166
2,single-knn8,/Users/a/Ayanami/code/TSP/data/classic/tsplib/ulysses16.tsp,6859.0,6858.999999996793,0.001493,0.001217834
2,single-knn8,/Users/a/Ayanami/code/TSP/data/classic/national/wi29.tsp,27603.0,27602.99999994365,0.001984583,0.001239333
2,single-knn8,/Users/a/Ayanami/code/TSP/data/classic/vlsi/vlsi/xqf131.tsp,582.0,555.9483407419543,0.193889708,0.031762292
2,root-alpha8,/Users/a/Ayanami/code/TSP/data/classic/tsplib/att48.tsp,10648.0,10599.68823369806,0.013640458,0.007486125000000001
2,root-alpha8,/Users/a/Ayanami/code/TSP/data/classic/tsplib/bayg29.tsp,1610.0,1607.9853691203934,0.003647333,0.002653541
2,root-alpha8,/Users/a/Ayanami/code/TSP/data/classic/tsplib/bays29.tsp,2020.0,2013.3953357260446,0.004487292,0.0034325420000000002
2,root-alpha8,/Users/a/Ayanami/code/TSP/data/classic/tsplib/berlin52.tsp,7542.0,7541.9999999735055,0.008879834,0.006308042
2,root-alpha8,/Users/a/Ayanami/code/TSP/data/classic/tsplib/bier127.tsp,120414.0,117430.97806154632,0.175253959,0.048054209
2,root-alpha8,/Users/a/Ayanami/code/TSP/data/classic/tsplib/brazil58.tsp,25395.0,25316.887550529744,0.020562833,0.009582832999999999
2,root-alpha8,/Users/a/Ayanami/code/TSP/data/classic/tsplib/brg180.tsp,1960.0,1949.2773311365436,0.2291405,0.054816333
2,root-alpha8,/Users/a/Ayanami/code/TSP/data/classic/tsplib/burma14.tsp,3323.0,3322.999999998799,0.001508708,0.001411458
2,root-alpha8,/Users/a/Ayanami/code/TSP/data/classic/tsplib/ch130.tsp,6235.0,6074.859641716426,0.232380375,0.05495670800000001
2,root-alpha8,/Users/a/Ayanami/code/TSP/data/classic/tsplib/ch150.tsp,6636.0,6488.697696628935,0.330984542,0.06671337499999999
2,root-alpha8,/Users/a/Ayanami/code/TSP/data/classic/tsplib/d198.tsp,15929.0,14536.148992869335,0.801599,0.187037583
2,root-alpha8,/Users/a/Ayanami/code/TSP/data/classic/tsplib/dantzig42.tsp,699.0,696.9533830654316,0.01088625,0.006567208
2,root-alpha8,/Users/a/Ayanami/code/TSP/data/classic/national/dj38.tsp,6656.0,6655.999999980996,0.00510275,0.004194208
2,root-alpha8,/Users/a/Ayanami/code/TSP/data/classic/tsplib/eil101.tsp,646.0,627.3444474025675,0.137336667,0.026665083
2,root-alpha8,/Users/a/Ayanami/code/TSP/data/classic/tsplib/eil51.tsp,427.0,422.49983691886655,0.019807334,0.0042162499999999995
2,root-alpha8,/Users/a/Ayanami/code/TSP/data/classic/tsplib/eil76.tsp,548.0,536.9999543717072,0.0432265,0.009953375
2,root-alpha8,/Users/a/Ayanami/code/TSP/data/classic/tsplib/fri26.tsp,937.0,936.999999998938,0.003947167,0.0033522919999999998
2,root-alpha8,/Users/a/Ayanami/code/TSP/data/classic/tsplib/gr120.tsp,7035.0,6911.243700900038,0.223211084,0.057802625
2,root-alpha8,/Users/a/Ayanami/code/TSP/data/classic/tsplib/gr137.tsp,70620.0,69118.35224426475,0.258124916,0.074007167
2,root-alpha8,/Users/a/Ayanami/code/TSP/data/classic/tsplib/gr17.tsp,2085.0,2084.999999998924,0.002419416,0.002134376
2,root-alpha8,/Users/a/Ayanami/code/TSP/data/classic/tsplib/gr21.tsp,2707.0,2706.999999997682,0.001790667,0.001590625
2,root-alpha8,/Users/a/Ayanami/code/TSP/data/classic/tsplib/gr24.tsp,1272.0,1271.9995357693901,0.003106792,0.00255175
2,root-alpha8,/Users/a/Ayanami/code/TSP/data/classic/tsplib/gr48.tsp,5093.0,4958.999443382592,0.014028416,0.006660208
2,root-alpha8,/Users/a/Ayanami/code/TSP/data/classic/tsplib/gr96.tsp,55312.0,54569.49352066382,0.087135208,0.044257666
2,root-alpha8,/Users/a/Ayanami/code/TSP/data/classic/tsplib/hk48.tsp,11470.0,11443.03742578926,0.010000333,0.005128374999999999
2,root-alpha8,/Users/a/Ayanami/code/TSP/data/classic/tsplib/kroA100.tsp,21689.0,20936.495650387562,0.092853167,0.030941666
2,root-alpha8,/Users/a/Ayanami/code/TSP/data/classic/tsplib/kroA150.tsp,26786.0,26296.059282328926,0.378514792,0.099714875
2,root-alpha8,/Users/a/Ayanami/code/TSP/data/classic/tsplib/kroB100.tsp,22328.0,21833.996439724335,0.09187875,0.030136542000000002
2,root-alpha8,/Users/a/Ayanami/code/TSP/data/classic/tsplib/kroB150.tsp,26359.0,25732.496018037127,0.321676417,0.112281375
2,root-alpha8,/Users/a/Ayanami/code/TSP/data/classic/tsplib/kroC100.tsp,20965.0,20472.49694980305,0.080814958,0.028268917
2,root-alpha8,/Users/a/Ayanami/code/TSP/data/classic/tsplib/kroD100.tsp,21811.0,21141.49753159475,0.084827375,0.026270458000000003
2,root-alpha8,/Users/a/Ayanami/code/TSP/data/classic/tsplib/kroE100.tsp,22597.0,21798.395755460664,0.1179215,0.026017332999999997
2,root-alpha8,/Users/a/Ayanami/code/TSP/data/classic/tsplib/lin105.tsp,14523.0,14370.499389782033,0.085762625,0.030464666
2,root-alpha8,/Users/a/Ayanami/code/TSP/data/classic/tsplib/pr107.tsp,44303.0,39439.60351348245,0.127248833,0.022671042000000002
2,root-alpha8,/Users/a/Ayanami/code/TSP/data/classic/tsplib/pr124.tsp,59159.0,58067.492748859826,0.116876334,0.031915542
2,root-alpha8,/Users/a/Ayanami/code/TSP/data/classic/tsplib/pr136.tsp,100530.0,95327.53319041648,0.273460875,0.065396916
2,root-alpha8,/Users/a/Ayanami/code/TSP/data/classic/tsplib/pr144.tsp,58537.0,58050.96688109716,0.15956,0.040849874
2,root-alpha8,/Users/a/Ayanami/code/TSP/data/classic/tsplib/pr152.tsp,74442.0,68056.8919239027,0.348947042,0.07094375
2,root-alpha8,/Users/a/Ayanami/code/TSP/data/classic/tsplib/pr76.tsp,109067.0,105119.98570260686,0.042982125,0.017578417
2,root-alpha8,/Users/a/Ayanami/code/TSP/data/classic/national/qa194.tsp,9682.0,9265.247785856105,0.713095167,0.253786501
2,root-alpha8,/Users/a/Ayanami/code/TSP/data/classic/tsplib/rat195.tsp,2354.0,2293.7609553055195,0.62726775,0.12370583299999999
2,root-alpha8,/Users/a/Ayanami/code/TSP/data/classic/tsplib/rat99.tsp,1224.0,1205.9998415063767,0.081388458,0.016663875
2,root-alpha8,/Users/a/Ayanami/code/TSP/data/classic/tsplib/rd100.tsp,8069.0,7899.187479828668,0.121272333,0.033475584
2,root-alpha8,/Users/a/Ayanami/code/TSP/data/classic/tsplib/si175.tsp,21451.0,21367.295814485078,0.290335625,0.098365375
2,root-alpha8,/Users/a/Ayanami/code/TSP/data/classic/tsplib/st70.tsp,685.0,670.9999299990969,0.03305625,0.011407125
2,root-alpha8,/Users/a/Ayanami/code/TSP/data/classic/tsplib/swiss42.tsp,1273.0,1271.9897885923313,0.006050584,0.0032515829999999997
2,root-alpha8,/Users/a/Ayanami/code/TSP/data/classic/tsplib/u159.tsp,42738.0,41924.99104797116,0.280885083,0.072225792
2,root-alpha8,/Users/a/Ayanami/code/TSP/data/classic/tsplib/ulysses16.tsp,6859.0,6858.999999996793,0.002633542,0.0023658739999999996
2,root-alpha8,/Users/a/Ayanami/code/TSP/data/classic/national/wi29.tsp,27603.0,27602.99999994365,0.003550666,0.0028179579999999997
2,root-alpha8,/Users/a/Ayanami/code/TSP/data/classic/vlsi/vlsi/xqf131.tsp,580.0,555.9483407419543,0.210841666,0.042255792
2,official-lkh,/Users/a/Ayanami/code/TSP/data/classic/tsplib/att48.tsp,10628.0,10599.725433047108,0.008026374969631433,0.008026374969631433
2,lkh-provider,/Users/a/Ayanami/code/TSP/data/classic/tsplib/att48.tsp,10628.0,10599.725433047108,0.018319291877560318,0.008870040969631433
2,official-lkh,/Users/a/Ayanami/code/TSP/data/classic/tsplib/bayg29.tsp,1610.0,1607.9853691203934,0.006034207995980978,0.006034207995980978
2,lkh-provider,/Users/a/Ayanami/code/TSP/data/classic/tsplib/bayg29.tsp,1610.0,1607.9853691203934,0.009673583088442683,0.006196457995980978
2,official-lkh,/Users/a/Ayanami/code/TSP/data/classic/tsplib/bays29.tsp,2020.0,2013.3953357260446,0.004876707913354039,0.004876707913354039
2,lkh-provider,/Users/a/Ayanami/code/TSP/data/classic/tsplib/bays29.tsp,2020.0,2013.3953357260446,0.008627457893453538,0.005015666913354039
2,official-lkh,/Users/a/Ayanami/code/TSP/data/classic/tsplib/berlin52.tsp,7542.0,7541.9999999735055,0.005797541933134198,0.005797541933134198
2,lkh-provider,/Users/a/Ayanami/code/TSP/data/classic/tsplib/berlin52.tsp,7542.0,7541.9999999735055,0.01221408392302692,0.006728541933134198
2,official-lkh,/Users/a/Ayanami/code/TSP/data/classic/tsplib/bier127.tsp,118282.0,117426.26026219816,0.03972037509083748,0.03972037509083748
2,lkh-provider,/Users/a/Ayanami/code/TSP/data/classic/tsplib/bier127.tsp,118282.0,117426.26026219816,0.17505920911207795,0.07760487509083748
2,official-lkh,/Users/a/Ayanami/code/TSP/data/classic/tsplib/brazil58.tsp,25395.0,25316.887550529744,0.011132542043924332,0.011132542043924332
2,lkh-provider,/Users/a/Ayanami/code/TSP/data/classic/tsplib/brazil58.tsp,25395.0,25316.887550529744,0.02621087513398379,0.012533626043924332
2,official-lkh,/Users/a/Ayanami/code/TSP/data/classic/tsplib/brg180.tsp,1950.0,1949.6783331475706,0.06690641702152789,0.06690641702152789
2,lkh-provider,/Users/a/Ayanami/code/TSP/data/classic/tsplib/brg180.tsp,1950.0,1949.6783331475706,0.2686670839320868,0.08786216702152788
2,official-lkh,/Users/a/Ayanami/code/TSP/data/classic/tsplib/burma14.tsp,3323.0,3322.999999998799,0.003526375046931207,0.003526375046931207
2,lkh-provider,/Users/a/Ayanami/code/TSP/data/classic/tsplib/burma14.tsp,3323.0,3322.999999998799,0.00666933401953429,0.0035545830469312072
2,official-lkh,/Users/a/Ayanami/code/TSP/data/classic/tsplib/ch130.tsp,6110.0,6074.45119536792,0.04530624998733401,0.04530624998733401
2,lkh-provider,/Users/a/Ayanami/code/TSP/data/classic/tsplib/ch130.tsp,6110.0,6074.45119536792,0.18507766700349748,0.07599679198733401
2,official-lkh,/Users/a/Ayanami/code/TSP/data/classic/tsplib/ch150.tsp,6528.0,6486.591891255397,0.07997324992902577,0.07997324992902577
2,lkh-provider,/Users/a/Ayanami/code/TSP/data/classic/tsplib/ch150.tsp,6528.0,6486.591891255397,0.26815349992830306,0.12268241592902576
2,official-lkh,/Users/a/Ayanami/code/TSP/data/classic/tsplib/d198.tsp,15780.0,14528.554124756021,0.21889166592154652,0.21889166592154652
2,lkh-provider,/Users/a/Ayanami/code/TSP/data/classic/tsplib/d198.tsp,15780.0,14528.554124756021,0.9247573328902945,0.3679537499215465
2,official-lkh,/Users/a/Ayanami/code/TSP/data/classic/tsplib/dantzig42.tsp,699.0,696.9533830654316,0.008245332981459796,0.008245332981459796
2,lkh-provider,/Users/a/Ayanami/code/TSP/data/classic/tsplib/dantzig42.tsp,699.0,696.9533830654316,0.015561957960017025,0.008736374981459797
2,official-lkh,/Users/a/Ayanami/code/TSP/data/classic/national/dj38.tsp,6656.0,6655.999999980996,0.003735999925993383,0.003735999925993383
2,lkh-provider,/Users/a/Ayanami/code/TSP/data/classic/national/dj38.tsp,6656.0,6655.999999980996,0.007110915845260024,0.004025458925993383
2,official-lkh,/Users/a/Ayanami/code/TSP/data/classic/tsplib/eil101.tsp,629.0,627.3195944421121,0.028490041033364832,0.028490041033364832
2,lkh-provider,/Users/a/Ayanami/code/TSP/data/classic/tsplib/eil101.tsp,629.0,627.3195944421121,0.08997583296149969,0.040691832033364836
2,official-lkh,/Users/a/Ayanami/code/TSP/data/classic/tsplib/eil51.tsp,426.0,422.2505560702479,0.009518833016045392,0.009518833016045392
2,lkh-provider,/Users/a/Ayanami/code/TSP/data/classic/tsplib/eil51.tsp,426.0,422.2505560702479,0.019554791040718555,0.010391291016045391
2,official-lkh,/Users/a/Ayanami/code/TSP/data/classic/tsplib/eil76.tsp,538.0,536.9875166419341,0.013282167026773095,0.013282167026773095
2,lkh-provider,/Users/a/Ayanami/code/TSP/data/classic/tsplib/eil76.tsp,538.0,536.9875166419341,0.038426624960266054,0.016351875026773096
2,official-lkh,/Users/a/Ayanami/code/TSP/data/classic/tsplib/fri26.tsp,937.0,936.999999998938,0.004402749938890338,0.004402749938890338
2,lkh-provider,/Users/a/Ayanami/code/TSP/data/classic/tsplib/fri26.tsp,937.0,936.999999998938,0.007241749903187156,0.004493374938890338
2,official-lkh,/Users/a/Ayanami/code/TSP/data/classic/tsplib/gr120.tsp,6942.0,6909.710527208954,0.025855374988168478,0.025855374988168478
2,lkh-provider,/Users/a/Ayanami/code/TSP/data/classic/tsplib/gr120.tsp,6942.0,6909.710527208954,0.12478145898785442,0.056360082988168476
2,official-lkh,/Users/a/Ayanami/code/TSP/data/classic/tsplib/gr137.tsp,69853.0,69097.74003207072,0.0408589169383049,0.0408589169383049
2,lkh-provider,/Users/a/Ayanami/code/TSP/data/classic/tsplib/gr137.tsp,69853.0,69097.74003207072,0.26470054197125137,0.0885864589383049
2,official-lkh,/Users/a/Ayanami/code/TSP/data/classic/tsplib/gr17.tsp,2085.0,2084.999999998924,0.003583208075724542,0.003583208075724542
2,lkh-provider,/Users/a/Ayanami/code/TSP/data/classic/tsplib/gr17.tsp,2085.0,2084.999999998924,0.006174083100631833,0.0036172500757245423
2,official-lkh,/Users/a/Ayanami/code/TSP/data/classic/tsplib/gr21.tsp,2707.0,2706.999999997682,0.0030543330358341336,0.0030543330358341336
2,lkh-provider,/Users/a/Ayanami/code/TSP/data/classic/tsplib/gr21.tsp,2707.0,2706.999999997682,0.00551262404769659,0.003113874035834134
2,official-lkh,/Users/a/Ayanami/code/TSP/data/classic/tsplib/gr24.tsp,1272.0,1271.9995357693901,0.0036591669777408242,0.0036591669777408242
2,lkh-provider,/Users/a/Ayanami/code/TSP/data/classic/tsplib/gr24.tsp,1272.0,1271.9995357693901,0.006403416977263987,0.003750624977740824
2,official-lkh,/Users/a/Ayanami/code/TSP/data/classic/tsplib/gr48.tsp,5046.0,4958.999427164474,0.010207667015492916,0.010207667015492916
2,lkh-provider,/Users/a/Ayanami/code/TSP/data/classic/tsplib/gr48.tsp,5046.0,4958.999427164474,0.02033887500874698,0.011006792015492916
2,official-lkh,/Users/a/Ayanami/code/TSP/data/classic/tsplib/gr96.tsp,55209.0,54569.49609450474,0.028820125036872923,0.028820125036872923
2,lkh-provider,/Users/a/Ayanami/code/TSP/data/classic/tsplib/gr96.tsp,55209.0,54569.49609450474,0.08409729204140604,0.03897429203687292
2,official-lkh,/Users/a/Ayanami/code/TSP/data/classic/tsplib/hk48.tsp,11461.0,11443.021071262574,0.01520595804322511,0.01520595804322511
2,lkh-provider,/Users/a/Ayanami/code/TSP/data/classic/tsplib/hk48.tsp,11461.0,11443.021071262574,0.029044416965916753,0.016141083043225108
2,official-lkh,/Users/a/Ayanami/code/TSP/data/classic/tsplib/kroA100.tsp,21282.0,20936.49781705081,0.02184979198500514,0.02184979198500514
2,lkh-provider,/Users/a/Ayanami/code/TSP/data/classic/tsplib/kroA100.tsp,21282.0,20936.49781705081,0.09432358399499208,0.03641666698500514
2,official-lkh,/Users/a/Ayanami/code/TSP/data/classic/tsplib/kroA150.tsp,26524.0,26285.152450087473,0.08492083300370723,0.08492083300370723
2,lkh-provider,/Users/a/Ayanami/code/TSP/data/classic/tsplib/kroA150.tsp,26524.0,26285.152450087473,0.3239865410141647,0.14404483300370724
2,official-lkh,/Users/a/Ayanami/code/TSP/data/classic/tsplib/kroB100.tsp,22141.0,21833.99841917367,0.0364029590273276,0.0364029590273276
2,lkh-provider,/Users/a/Ayanami/code/TSP/data/classic/tsplib/kroB100.tsp,22141.0,21833.99841917367,0.11100554303266108,0.0487916250273276
2,official-lkh,/Users/a/Ayanami/code/TSP/data/classic/tsplib/kroB150.tsp,26130.0,25732.497636450065,0.11752745893318206,0.11752745893318206
2,lkh-provider,/Users/a/Ayanami/code/TSP/data/classic/tsplib/kroB150.tsp,26130.0,25732.497636450065,0.39247841690666974,0.19140629293318207
2,official-lkh,/Users/a/Ayanami/code/TSP/data/classic/tsplib/kroC100.tsp,20749.0,20472.497896606226,0.02391150000039488,0.02391150000039488
2,lkh-provider,/Users/a/Ayanami/code/TSP/data/classic/tsplib/kroC100.tsp,20749.0,20472.497896606226,0.09063662507105619,0.03549362500039488
2,official-lkh,/Users/a/Ayanami/code/TSP/data/classic/tsplib/kroD100.tsp,21294.0,21140.274545359513,0.02730600000359118,0.02730600000359118
2,lkh-provider,/Users/a/Ayanami/code/TSP/data/classic/tsplib/kroD100.tsp,21294.0,21140.274545359513,0.08231891703326255,0.03969558400359118
2,official-lkh,/Users/a/Ayanami/code/TSP/data/classic/tsplib/kroE100.tsp,22068.0,21799.498387677322,0.05947104201186448,0.05947104201186448
2,lkh-provider,/Users/a/Ayanami/code/TSP/data/classic/tsplib/kroE100.tsp,22068.0,21799.498387677322,0.14188258303329349,0.07144129201186449
2,official-lkh,/Users/a/Ayanami/code/TSP/data/classic/tsplib/lin105.tsp,14379.0,14370.480302743725,0.016110750031657517,0.016110750031657517
2,lkh-provider,/Users/a/Ayanami/code/TSP/data/classic/tsplib/lin105.tsp,14379.0,14370.480302743725,0.07271020801272243,0.03395804103165752
2,official-lkh,/Users/a/Ayanami/code/TSP/data/classic/tsplib/pr107.tsp,44303.0,39439.60351348245,0.01846700010355562,0.01846700010355562
2,lkh-provider,/Users/a/Ayanami/code/TSP/data/classic/tsplib/pr107.tsp,44303.0,39439.60351348245,0.13616595906205475,0.030911750103555617
2,official-lkh,/Users/a/Ayanami/code/TSP/data/classic/tsplib/pr124.tsp,59030.0,58067.49418234725,0.04205312510021031,0.04205312510021031
2,lkh-provider,/Users/a/Ayanami/code/TSP/data/classic/tsplib/pr124.tsp,59030.0,58067.49418234725,0.1483662910759449,0.06077241710021031
2,official-lkh,/Users/a/Ayanami/code/TSP/data/classic/tsplib/pr136.tsp,96772.0,95091.53227973035,0.08585987496189773,0.08585987496189773
2,lkh-provider,/Users/a/Ayanami/code/TSP/data/classic/tsplib/pr136.tsp,96772.0,95091.53227973035,0.3288190419552848,0.12321837496189773
2,official-lkh,/Users/a/Ayanami/code/TSP/data/classic/tsplib/pr144.tsp,58763.0,58089.86103417563,0.03006537491455674,0.03006537491455674
2,lkh-provider,/Users/a/Ayanami/code/TSP/data/classic/tsplib/pr144.tsp,58669.0,58089.86103417563,0.16974245791789144,0.04973162491455674
2,official-lkh,/Users/a/Ayanami/code/TSP/data/classic/tsplib/pr152.tsp,73682.0,67845.83058326806,0.12686291709542274,0.12686291709542274
2,lkh-provider,/Users/a/Ayanami/code/TSP/data/classic/tsplib/pr152.tsp,73682.0,67845.83058326806,0.44395979202818125,0.17127850009542275
2,official-lkh,/Users/a/Ayanami/code/TSP/data/classic/tsplib/pr76.tsp,108159.0,105119.98684870044,0.02527950005605817,0.02527950005605817
2,lkh-provider,/Users/a/Ayanami/code/TSP/data/classic/tsplib/pr76.tsp,108159.0,105119.98684870044,0.05767091701272875,0.03002262505605817
2,official-lkh,/Users/a/Ayanami/code/TSP/data/classic/national/qa194.tsp,9352.0,9265.125598469998,0.18199516599997878,0.18199516599997878
2,lkh-provider,/Users/a/Ayanami/code/TSP/data/classic/national/qa194.tsp,9352.0,9265.125598469998,0.6829639580100775,0.4051360409999788
2,official-lkh,/Users/a/Ayanami/code/TSP/data/classic/tsplib/rat195.tsp,2323.0,2293.315208306818,0.24594266689382493,0.24594266689382493
2,lkh-provider,/Users/a/Ayanami/code/TSP/data/classic/tsplib/rat195.tsp,2323.0,2293.315208306818,0.8302851668559015,0.34937999989382496
