repeat,configuration,instance,upper_bound,lower_bound,wall_seconds,heuristic_seconds
1,official-lkh,/Users/a/Ayanami/code/TSP/data/classic/tsplib/gr96.tsp,55209.0,54569.49609450474,0.027898667030967772,0.027898667030967772
1,lkh-provider,/Users/a/Ayanami/code/TSP/data/classic/tsplib/gr96.tsp,55209.0,54569.49609450474,0.08317920903209597,0.03739583403096777
1,official-lkh,/Users/a/Ayanami/code/TSP/data/classic/tsplib/hk48.tsp,11461.0,11443.021071262574,0.007502584019675851,0.007502584019675851
1,lkh-provider,/Users/a/Ayanami/code/TSP/data/classic/tsplib/hk48.tsp,11461.0,11443.021071262574,0.015493459068238735,0.008123584019675851
1,official-lkh,/Users/a/Ayanami/code/TSP/data/classic/tsplib/kroA100.tsp,21282.0,20936.49781705081,0.02052212494891137,0.02052212494891137
1,lkh-provider,/Users/a/Ayanami/code/TSP/data/classic/tsplib/kroA100.tsp,21282.0,20936.49781705081,0.08804349997080863,0.032048833948911365
1,official-lkh,/Users/a/Ayanami/code/TSP/data/classic/tsplib/kroA150.tsp,26524.0,26285.152450087473,0.08647820807527751,0.08647820807527751
1,lkh-provider,/Users/a/Ayanami/code/TSP/data/classic/tsplib/kroA150.tsp,26524.0,26285.152450087473,0.2863960830727592,0.1405751660752775
1,official-lkh,/Users/a/Ayanami/code/TSP/data/classic/tsplib/kroB100.tsp,22141.0,21833.99841917367,0.04007654101587832,0.04007654101587832
1,lkh-provider,/Users/a/Ayanami/code/TSP/data/classic/tsplib/kroB100.tsp,22141.0,21833.99841917367,0.11212808301206678,0.04962175001587832
1,official-lkh,/Users/a/Ayanami/code/TSP/data/classic/tsplib/kroB150.tsp,26130.0,25732.497636450065,0.08795791701413691,0.08795791701413691
1,lkh-provider,/Users/a/Ayanami/code/TSP/data/classic/tsplib/kroB150.tsp,26130.0,25732.497636450065,0.3549332090187818,0.15643866701413692
1,official-lkh,/Users/a/Ayanami/code/TSP/data/classic/tsplib/kroC100.tsp,20749.0,20472.497896606226,0.030402207979932427,0.030402207979932427
1,lkh-provider,/Users/a/Ayanami/code/TSP/data/classic/tsplib/kroC100.tsp,20749.0,20472.497896606226,0.09652762394398451,0.04082929197993243
1,official-lkh,/Users/a/Ayanami/code/TSP/data/classic/tsplib/kroD100.tsp,21294.0,21140.274545359513,0.026806959067471325,0.026806959067471325
1,lkh-provider,/Users/a/Ayanami/code/TSP/data/classic/tsplib/kroD100.tsp,21294.0,21140.274545359513,0.0791534180752933,0.037622209067471324
1,official-lkh,/Users/a/Ayanami/code/TSP/data/classic/tsplib/kroE100.tsp,22068.0,21799.498387677322,0.05164991598576307,0.05164991598576307
1,lkh-provider,/Users/a/Ayanami/code/TSP/data/classic/tsplib/kroE100.tsp,22068.0,21799.498387677322,0.13438537495676428,0.06190316598576307
1,official-lkh,/Users/a/Ayanami/code/TSP/data/classic/tsplib/lin105.tsp,14379.0,14370.480302743725,0.015865875058807433,0.015865875058807433
1,lkh-provider,/Users/a/Ayanami/code/TSP/data/classic/tsplib/lin105.tsp,14379.0,14370.480302743725,0.07189937506336719,0.03205858305880743
1,official-lkh,/Users/a/Ayanami/code/TSP/data/classic/tsplib/pr107.tsp,44303.0,39439.60351348245,0.020786917069926858,0.020786917069926858
1,lkh-provider,/Users/a/Ayanami/code/TSP/data/classic/tsplib/pr107.tsp,44303.0,39439.60351348245,0.13933966704644263,0.03307108406992686
1,official-lkh,/Users/a/Ayanami/code/TSP/data/classic/tsplib/pr124.tsp,59030.0,58067.49418234725,0.03737287502735853,0.03737287502735853
1,lkh-provider,/Users/a/Ayanami/code/TSP/data/classic/tsplib/pr124.tsp,59030.0,58067.49418234725,0.14274316711816937,0.05356220802735853
1,official-lkh,/Users/a/Ayanami/code/TSP/data/classic/tsplib/pr136.tsp,96772.0,95091.53227973035,0.10827616695314646,0.10827616695314646
1,lkh-provider,/Users/a/Ayanami/code/TSP/data/classic/tsplib/pr136.tsp,96772.0,95091.53227973035,0.3453133339062333,0.14063749995314645
1,official-lkh,/Users/a/Ayanami/code/TSP/data/classic/tsplib/pr144.tsp,58537.0,58050.96688109716,0.06881366693414748,0.06881366693414748
1,lkh-provider,/Users/a/Ayanami/code/TSP/data/classic/tsplib/pr144.tsp,58537.0,58050.96688109716,0.19628487597219646,0.08707841693414747
1,official-lkh,/Users/a/Ayanami/code/TSP/data/classic/tsplib/pr152.tsp,73682.0,67845.83058326806,0.1537530419882387,0.1537530419882387
1,lkh-provider,/Users/a/Ayanami/code/TSP/data/classic/tsplib/pr152.tsp,73682.0,67845.83058326806,0.46773466700688004,0.1957684999882387
1,official-lkh,/Users/a/Ayanami/code/TSP/data/classic/tsplib/pr76.tsp,108159.0,105119.98684870044,0.02721987501718104,0.02721987501718104
1,lkh-provider,/Users/a/Ayanami/code/TSP/data/classic/tsplib/pr76.tsp,108159.0,105119.98684870044,0.059769249986857176,0.031562167017181036
1,official-lkh,/Users/a/Ayanami/code/TSP/data/classic/national/qa194.tsp,9352.0,9265.125598469998,0.1650032919133082,0.1650032919133082
1,lkh-provider,/Users/a/Ayanami/code/TSP/data/classic/national/qa194.tsp,9352.0,9265.125598469998,0.6260835839202628,0.3524577089133082
1,official-lkh,/Users/a/Ayanami/code/TSP/data/classic/tsplib/rat195.tsp,2323.0,2293.315208306818,0.2922610829118639,0.2922610829118639
1,lkh-provider,/Users/a/Ayanami/code/TSP/data/classic/tsplib/rat195.tsp,2323.0,2293.315208306818,0.854930332978256,0.3836629159118639
1,official-lkh,/Users/a/Ayanami/code/TSP/data/classic/tsplib/rat99.tsp,1211.0,1205.7572061740357,0.01983900007326156,0.01983900007326156
1,lkh-provider,/Users/a/Ayanami/code/TSP/data/classic/tsplib/rat99.tsp,1211.0,1205.7572061740357,0.06355441710911691,0.02839479207326156
1,official-lkh,/Users/a/Ayanami/code/TSP/data/classic/tsplib/rd100.tsp,7910.0,7893.955183606555,0.025679416954517365,0.025679416954517365
1,lkh-provider,/Users/a/Ayanami/code/TSP/data/classic/tsplib/rd100.tsp,7910.0,7893.955183606555,0.08401620795484632,0.038045957954517366
1,official-lkh,/Users/a/Ayanami/code/TSP/data/classic/tsplib/si175.tsp,21407.0,21367.63620041642,0.11275095806922764,0.11275095806922764
1,lkh-provider,/Users/a/Ayanami/code/TSP/data/classic/tsplib/si175.tsp,21407.0,21367.63620041642,0.3715834990143776,0.17734700006922766
1,official-lkh,/Users/a/Ayanami/code/TSP/data/classic/tsplib/st70.tsp,675.0,670.9656655557704,0.014709874987602234,0.014709874987602234
1,lkh-provider,/Users/a/Ayanami/code/TSP/data/classic/tsplib/st70.tsp,675.0,670.9656655557704,0.03368283296003938,0.017243332987602233
1,official-lkh,/Users/a/Ayanami/code/TSP/data/classic/tsplib/swiss42.tsp,1273.0,1271.9970529901577,0.00549958401825279,0.00549958401825279
