run_id,strategy,repeat,instance,status,wall_seconds,result,branches,nodes_expanded,pruned_by_bound,pruned_infeasible,root_fixing_calls,root_fixing_tested,root_fixing_fixed_zero,root_fixing_tree_tested,root_fixing_fixed_one,root_fixing_active_after,root_fixing_seconds,root_potential_iterations,search_node_potential_update_candidates,search_node_potential_updates_triggered,search_node_potential_updates_skipped_strategy_none,search_node_potential_updates_skipped_update_depth_zero,search_node_potential_updates_skipped_budget_exhausted,search_node_potential_updates_skipped_numerically_unsafe,search_node_potential_updates_skipped_invalid_state,search_node_potential_updates_skipped_zero_violation,search_node_potential_updates_skipped_zero_iteration_limit,search_node_potential_updates_skipped_depth_interval,search_node_potential_updates_skipped_gap_below_minimum,search_node_potential_updates_skipped_gap_above_maximum,search_node_potential_iterations
PPSD32-3dfde455c7a7,PPSD32,1,/home/wj/code/TSP/data/classic/tsplib/att48.tsp,ok,0.05478627793490887,10628.0,19,7,13,1,1,1080,1001,48,6,121,0.000151,100,16,16,0,0,0,0,0,0,0,0,0,0,260
PPSD32-3dfde455c7a7,PPSD32,1,/home/wj/code/TSP/data/classic/tsplib/bayg29.tsp,ok,0.027829086408019066,1610.0,3,1,2,1,1,377,367,29,24,11,8.0173e-05,100,2,2,0,0,0,0,0,0,0,0,0,0,7
PPSD32-3dfde455c7a7,PPSD32,1,/home/wj/code/TSP/data/classic/tsplib/bays29.tsp,ok,0.050873830914497375,2020.0,11,3,6,4,1,377,353,29,14,33,6.0531e-05,100,7,7,0,0,0,0,0,0,0,0,0,0,84
PPSD32-3dfde455c7a7,PPSD32,1,/home/wj/code/TSP/data/classic/tsplib/berlin52.tsp,ok,0.05178346112370491,7542.0,1,0,1,0,0,0,0,0,0,0,0.0,20,0,0,0,0,0,0,0,0,0,0,0,0,0
PPSD32-3dfde455c7a7,PPSD32,1,/home/wj/code/TSP/data/classic/tsplib/bier127.tsp,timeout,1800.0,,,,,,,,,,,,,,,,,,,,,,,,,,
PPSD32-3dfde455c7a7,PPSD32,1,/home/wj/code/TSP/data/classic/tsplib/brazil58.tsp,ok,0.08135297149419785,25395.0,39,13,26,0,1,1595,1357,58,6,290,0.00020899,120,33,33,0,0,0,0,0,0,0,0,0,0,555
PPSD32-3dfde455c7a7,PPSD32,1,/home/wj/code/TSP/data/classic/tsplib/brg180.tsp,timeout,1800.0,,,,,,,,,,,,,,,,,,,,,,,,,,
PPSD32-3dfde455c7a7,PPSD32,1,/home/wj/code/TSP/data/classic/tsplib/burma14.tsp,ok,0.027927039191126823,3323.0,1,0,1,0,0,0,0,0,0,0,0.0,36,0,0,0,0,0,0,0,0,0,0,0,0,0
PPSD32-3dfde455c7a7,PPSD32,1,/home/wj/code/TSP/data/classic/tsplib/ch130.tsp,ok,180.79930220730603,6110.0,180689,58553,122789,0,1,8255,6705,130,1,1679,0.001056338,400,171399,171399,0,0,0,0,0,0,0,0,0,0,2795070
PPSD32-3dfde455c7a7,PPSD32,1,/home/wj/code/TSP/data/classic/tsplib/ch150.tsp,ok,71.04701953753829,6528.0,52192,15624,36712,0,1,11025,8971,150,0,2204,0.001135291,400,50187,50186,0,0,0,0,0,1,0,0,0,0,778932
PPSD32-3dfde455c7a7,PPSD32,1,/home/wj/code/TSP/data/classic/tsplib/d198.tsp,timeout,1800.0,,,,,,,,,,,,,,,,,,,,,,,,,,
PPSD32-3dfde455c7a7,PPSD32,1,/home/wj/code/TSP/data/classic/tsplib/dantzig42.tsp,ok,0.04157169722020626,699.0,3,1,2,0,1,819,788,42,26,38,0.000108856,100,2,2,0,0,0,0,0,0,0,0,0,0,16
PPSD32-3dfde455c7a7,PPSD32,1,/home/wj/code/TSP/data/classic/national/dj38.tsp,ok,0.03343328274786472,6656.0,1,0,1,0,0,0,0,0,0,0,0.0,32,0,0,0,0,0,0,0,0,0,0,0,0,0
PPSD32-3dfde455c7a7,PPSD32,1,/home/wj/code/TSP/data/classic/tsplib/eil101.tsp,ok,0.6149081606417894,629.0,845,311,549,0,1,4949,4199,101,0,851,0.00053539,400,648,647,0,0,0,0,0,1,0,0,0,0,12076
PPSD32-3dfde455c7a7,PPSD32,1,/home/wj/code/TSP/data/classic/tsplib/eil51.tsp,ok,0.09615650400519371,426.0,399,126,274,56,1,1224,1149,51,4,122,0.000150399,400,360,360,0,0,0,0,0,0,0,0,0,0,5401
PPSD32-3dfde455c7a7,PPSD32,1,/home/wj/code/TSP/data/classic/tsplib/eil76.tsp,ok,0.23425893299281597,538.0,531,167,369,0,1,2774,2350,76,0,500,0.000333098,359,419,419,0,0,0,0,0,0,0,0,0,0,7237
PPSD32-3dfde455c7a7,PPSD32,1,/home/wj/code/TSP/data/classic/tsplib/fri26.tsp,ok,0.03964684717357159,937.0,1,0,1,0,0,0,0,0,0,0,0.0,45,0,0,0,0,0,0,0,0,0,0,0,0,0
PPSD32-3dfde455c7a7,PPSD32,1,/home/wj/code/TSP/data/classic/tsplib/gr120.tsp,ok,12.80488877184689,6942.0,14005,4452,9598,0,1,7020,5634,120,0,1506,0.000695509,400,13223,13218,0,0,0,0,0,0,0,0,0,5,214716
PPSD32-3dfde455c7a7,PPSD32,1,/home/wj/code/TSP/data/classic/tsplib/gr137.tsp,ok,18.199191039428115,69853.0,22212,7454,14826,0,1,9179,7651,137,1,1664,0.001028803,400,20439,20439,0,0,0,0,0,0,0,0,0,0,326644
PPSD32-3dfde455c7a7,PPSD32,1,/home/wj/code/TSP/data/classic/tsplib/gr17.tsp,ok,0.05018080770969391,2085.0,1,0,1,0,0,0,0,0,0,0,0.0,34,0,0,0,0,0,0,0,0,0,0,0,0,0
PPSD32-3dfde455c7a7,PPSD32,1,/home/wj/code/TSP/data/classic/tsplib/gr21.tsp,ok,0.027776535600423813,2707.0,1,0,1,0,0,0,0,0,0,0,0.0,22,0,0,0,0,0,0,0,0,0,0,0,0,0
PPSD32-3dfde455c7a7,PPSD32,1,/home/wj/code/TSP/data/classic/tsplib/gr24.tsp,ok,0.02792183868587017,1272.0,1,0,1,0,0,0,0,0,0,0,0.0,100,0,0,0,0,0,0,0,0,0,0,0,0,0
PPSD32-3dfde455c7a7,PPSD32,1,/home/wj/code/TSP/data/classic/tsplib/gr48.tsp,ok,0.14146052300930023,5046.0,966,336,635,39,1,1080,917,48,5,201,0.00014542,330,900,900,0,0,0,0,0,0,0,0,0,0,14272
PPSD32-3dfde455c7a7,PPSD32,1,/home/wj/code/TSP/data/classic/tsplib/gr96.tsp,ok,1.2598611786961555,55209.0,2911,1002,1931,0,1,4464,3877,96,1,682,0.000658023,365,2655,2655,0,0,0,0,0,0,0,0,0,0,44055
PPSD32-3dfde455c7a7,PPSD32,1,/home/wj/code/TSP/data/classic/tsplib/hk48.tsp,ok,0.057005252689123154,11461.0,19,7,12,1,1,1080,1036,48,17,72,0.000143652,100,16,16,0,0,0,0,0,0,0,0,0,0,207
PPSD32-3dfde455c7a7,PPSD32,1,/home/wj/code/TSP/data/classic/tsplib/kroA100.tsp,ok,73.68663913756609,21282.0,404332,73930,330509,0,1,4850,3454,100,0,1496,0.000513312,320,382740,321264,0,0,0,0,0,0,0,0,0,61476,1549231
PPSD32-3dfde455c7a7,PPSD32,1,/home/wj/code/TSP/data/classic/tsplib/kroA150.tsp,ok,142.02187033370137,26524.0,101635,31676,70260,0,1,11025,9078,150,0,2097,0.001283773,400,97099,97089,0,0,0,0,0,2,0,0,0,8,1559655
PPSD32-3dfde455c7a7,PPSD32,1,/home/wj/code/TSP/data/classic/tsplib/kroB100.tsp,ok,29.000608194619417,22141.0,50837,16921,34067,0,1,4850,3889,100,0,1061,0.000533797,385,47456,47252,0,0,0,0,0,0,0,0,0,204,762349
PPSD32-3dfde455c7a7,PPSD32,1,/home/wj/code/TSP/data/classic/tsplib/kroB150.tsp,timeout,1800.0,,,,,,,,,,,,,,,,,,,,,,,,,,
