run_id,strategy,repeat,instance,status,wall_seconds,result,branches,nodes_expanded,pruned_by_bound,pruned_infeasible,root_fixing_calls,root_fixing_tested,root_fixing_fixed_zero,root_fixing_tree_tested,root_fixing_fixed_one,root_fixing_active_after,root_fixing_seconds,root_potential_iterations,search_node_potential_update_candidates,search_node_potential_updates_triggered,search_node_potential_updates_skipped_strategy_none,search_node_potential_updates_skipped_update_depth_zero,search_node_potential_updates_skipped_budget_exhausted,search_node_potential_updates_skipped_numerically_unsafe,search_node_potential_updates_skipped_invalid_state,search_node_potential_updates_skipped_zero_violation,search_node_potential_updates_skipped_zero_iteration_limit,search_node_potential_updates_skipped_depth_interval,search_node_potential_updates_skipped_gap_below_minimum,search_node_potential_updates_skipped_gap_above_maximum,search_node_potential_iterations
PPSD32-3dfde455c7a7,PPSD32,1,/home/wj/code/TSP/data/classic/tsplib/kroC100.tsp,ok,15.096446704119444,20749.0,28090,8045,20097,0,1,4850,3956,100,0,994,0.000516946,301,25973,25959,0,0,0,0,0,2,0,0,0,12,374554
PPSD32-3dfde455c7a7,PPSD32,1,/home/wj/code/TSP/data/classic/tsplib/kroD100.tsp,ok,23.18714432604611,21294.0,56004,12313,43789,0,1,4850,3582,100,0,1368,0.000493971,391,53322,48819,0,0,0,0,0,2,0,0,0,4501,549150
PPSD32-3dfde455c7a7,PPSD32,1,/home/wj/code/TSP/data/classic/tsplib/kroE100.tsp,ok,17.784646475687623,22068.0,34005,10834,23279,0,1,4850,4150,100,1,799,0.000590804,334,32233,32232,0,0,0,0,0,1,0,0,0,0,497785
PPSD32-3dfde455c7a7,PPSD32,1,/home/wj/code/TSP/data/classic/tsplib/lin105.tsp,ok,0.2325024250894785,14379.0,76,26,50,0,1,5355,4864,105,10,586,0.00064769,333,59,59,0,0,0,0,0,0,0,0,0,0,859
PPSD32-3dfde455c7a7,PPSD32,1,/home/wj/code/TSP/data/classic/tsplib/pr107.tsp,timeout,1800.0,,,,,,,,,,,,,,,,,,,,,,,,,,
PPSD32-3dfde455c7a7,PPSD32,1,/home/wj/code/TSP/data/classic/tsplib/pr124.tsp,ok,2.69784445874393,59030.0,3538,1266,2275,0,1,7502,6276,124,0,1350,0.001359956,341,3280,3280,0,0,0,0,0,0,0,0,0,0,53309
PPSD32-3dfde455c7a7,PPSD32,1,/home/wj/code/TSP/data/classic/tsplib/pr136.tsp,timeout,1800.0,,,,,,,,,,,,,,,,,,,,,,,,,,
PPSD32-3dfde455c7a7,PPSD32,1,/home/wj/code/TSP/data/classic/tsplib/pr144.tsp,ok,131.3647669646889,58537.0,115669,50614,70870,41,1,10152,8105,144,2,2189,0.001111473,400,101461,101441,0,0,0,0,0,0,0,0,0,20,2054222
PPSD32-3dfde455c7a7,PPSD32,1,/home/wj/code/TSP/data/classic/tsplib/pr152.tsp,timeout,1800.0,,,,,,,,,,,,,,,,,,,,,,,,,,
PPSD32-3dfde455c7a7,PPSD32,1,/home/wj/code/TSP/data/classic/tsplib/pr76.tsp,ok,523.9046927075833,108159.0,2659262,659528,2003175,104,1,2774,1690,76,1,1159,0.000348798,361,2472727,2239886,0,0,0,0,0,1,0,0,0,232840,23688391
PPSD32-3dfde455c7a7,PPSD32,1,/home/wj/code/TSP/data/classic/national/qa194.tsp,timeout,1800.0,,,,,,,,,,,,,,,,,,,,,,,,,,
PPSD32-3dfde455c7a7,PPSD32,1,/home/wj/code/TSP/data/classic/tsplib/rat195.tsp,ok,677.3736264202744,2323.0,250890,88376,164011,5,1,18720,12125,195,0,6790,0.002055257,400,238485,238475,0,0,0,0,0,0,0,0,0,10,4263290
PPSD32-3dfde455c7a7,PPSD32,1,/home/wj/code/TSP/data/classic/tsplib/rat99.tsp,ok,0.22264398634433746,1211.0,196,64,132,0,1,4752,4318,99,1,532,0.00052808,400,152,152,0,0,0,0,0,0,0,0,0,0,2588
PPSD32-3dfde455c7a7,PPSD32,1,/home/wj/code/TSP/data/classic/tsplib/rd100.tsp,ok,0.3908111210912466,7910.0,356,103,257,0,1,4850,4034,100,0,916,0.00050685,400,270,270,0,0,0,0,0,0,0,0,0,0,4480
PPSD32-3dfde455c7a7,PPSD32,1,/home/wj/code/TSP/data/classic/tsplib/si175.tsp,timeout,1800.0,,,,,,,,,,,,,,,,,,,,,,,,,,
PPSD32-3dfde455c7a7,PPSD32,1,/home/wj/code/TSP/data/classic/tsplib/st70.tsp,ok,0.2530787903815508,675.0,601,200,407,0,1,2345,2033,70,4,378,0.000300935,373,537,537,0,0,0,0,0,0,0,0,0,0,9369
PPSD32-3dfde455c7a7,PPSD32,1,/home/wj/code/TSP/data/classic/tsplib/swiss42.tsp,ok,0.04160858504474163,1273.0,4,2,0,4,1,819,812,42,35,14,9.746e-05,100,1,1,0,0,0,0,0,0,0,0,0,0,32
PPSD32-3dfde455c7a7,PPSD32,1,/home/wj/code/TSP/data/classic/tsplib/u159.tsp,ok,4.074336430057883,42080.0,3277,1103,2186,0,1,12402,10600,159,0,1961,0.0013522,400,2979,2979,0,0,0,0,0,0,0,0,0,0,49637
PPSD32-3dfde455c7a7,PPSD32,1,/home/wj/code/TSP/data/classic/tsplib/ulysses16.tsp,ok,0.03905003145337105,6859.0,1,0,1,0,0,0,0,0,0,0,0.0,38,0,0,0,0,0,0,0,0,0,0,0,0,0
PPSD32-3dfde455c7a7,PPSD32,1,/home/wj/code/TSP/data/classic/national/wi29.tsp,ok,0.031835783272981644,27603.0,1,0,1,0,0,0,0,0,0,0,0.0,58,0,0,0,0,0,0,0,0,0,0,0,0,0
PPSD32-3dfde455c7a7,PPSD32,1,/home/wj/code/TSP/data/classic/vlsi/vlsi/xqf131.tsp,timeout,1800.0,,,,,,,,,,,,,,,,,,,,,,,,,,
