rank,kind,function,file,calls,self_ir,self_pct_total,self_est_sec,inclusive_ir,inclusive_pct_total,inclusive_est_sec
1,solver,"tsp::BranchBoundSolver::buildBranchCandidates(tsp::BranchBoundSolver::PartialSol const&, std::vector<tsp::BranchBoundSolver::Edge, std::allocator<tsp::BranchBoundSolver::Edge> >&) const",solver/tsp_bb_26_07_08/tsp_bb,0,2245978793,26.810000,0.336763498,2349853841,28.050000,0.352339281
2,solver,"tsp::BranchBoundSolver::search(tsp::BranchBoundSolver::PartialSol&, std::vector<tsp::BranchBoundSolver::Edge, std::allocator<tsp::BranchBoundSolver::Edge> >&, int)::{lambda(int)#2}::operator()(int) const",solver/tsp_bb_26_07_08/tsp_bb,0,1677410916,20.030000,0.251599137,156029088726,1862.800000,23.398845349
3,solver,"tsp::BranchBoundSolver::computeOneTree(tsp::BranchBoundSolver::PartialSol const&, std::vector<tsp::BranchBoundSolver::Edge, std::allocator<tsp::BranchBoundSolver::Edge> >&) const",solver/tsp_bb_26_07_08/tsp_bb,0,1570053898,18.740000,0.235395298,2326028386,27.770000,0.348822168
4,runtime,./malloc/./malloc/malloc.c:_int_malloc,lib/x86_64-linux-gnu/libc.so.6,0,442231222,5.280000,0.066322688,541349612,6.460000,0.081144804
5,runtime,./malloc/./malloc/malloc.c:_int_free,lib/x86_64-linux-gnu/libc.so.6,0,397834783,4.750000,0.059665297,535186183,6.390000,0.080265526
6,solver,"tsp::BranchBoundSolver::bpPartition(tsp::BranchBoundSolver::PartialSol const&, std::vector<tsp::BranchBoundSolver::Edge, std::allocator<tsp::BranchBoundSolver::Edge> > const&, tsp::BranchBoundSolver::OneTree const&, std::vector<tsp::BranchBoundSolver::OneTree, std::allocator<tsp::BranchBoundSolver::OneTree> >&)",solver/tsp_bb_26_07_08/tsp_bb,0,371846189,4.440000,0.055771351,2135300140,25.490000,0.320182826
7,runtime,./malloc/./malloc/malloc.c:malloc,lib/x86_64-linux-gnu/libc.so.6,0,327742519,3.910000,0.049113960,872514589,10.420000,0.130886820
8,runtime,./string/../sysdeps/x86_64/multiarch/memmove-vec-unaligned-erms.S:__memcpy_avx_unaligned_erms,lib/x86_64-linux-gnu/libc.so.6,0,302753234,3.610000,0.045345626,302753234,3.610000,0.045345626
9,runtime,./malloc/./malloc/malloc.c:free,lib/x86_64-linux-gnu/libc.so.6,0,205604056,2.450000,0.030774732,762819245,9.110000,0.114431759
10,runtime,operator new(unsigned long),lib/x86_64-linux-gnu/libstdc++.so.6.0.33,0,117488016,1.400000,0.017585561,1004686437,11.990000,0.150607771
11,runtime,./malloc/./malloc/malloc.c:_int_free_merge_chunk,lib/x86_64-linux-gnu/libc.so.6,0,88516674,1.060000,0.013314782,137351400,1.640000,0.020600229
12,solver,"void std::vector<tsp::BranchBoundSolver::Edge, std::allocator<tsp::BranchBoundSolver::Edge> >::_M_realloc_insert<tsp::BranchBoundSolver::Edge const&>(__gnu_cxx::__normal_iterator<tsp::BranchBoundSolver::Edge*, std::vector<tsp::BranchBoundSolver::Edge, std::allocator<tsp::BranchBoundSolver::Edge> > >, tsp::BranchBoundSolver::Edge const&)",solver/tsp_bb_26_07_08/tsp_bb,0,78310905,0.930000,0.011681837,206923844,2.470000,0.031025954
13,runtime,./malloc/./malloc/malloc.c:unlink_chunk.isra.0,lib/x86_64-linux-gnu/libc.so.6,0,65963817,0.790000,0.009923281,65963817,0.790000,0.009923281
14,solver,"tsp::BranchBoundSolver::search(tsp::BranchBoundSolver::PartialSol&, std::vector<tsp::BranchBoundSolver::Edge, std::allocator<tsp::BranchBoundSolver::Edge> >&, int)::{lambda(tsp::BranchBoundSolver::Edge const&, bool, tsp::BranchBoundSolver::search(tsp::BranchBoundSolver::PartialSol&, std::vector<tsp::BranchBoundSolver::Edge, std::allocator<tsp::BranchBoundSolver::Edge> >&, int)::LevelChanges&)#1}::operator()(tsp::BranchBoundSolver::Edge const&, bool, tsp::BranchBoundSolver::search(tsp::BranchBoundSolver::PartialSol&, std::vector<tsp::BranchBoundSolver::Edge, std::allocator<tsp::BranchBoundSolver::Edge> >&, int)::LevelChanges&) const",solver/tsp_bb_26_07_08/tsp_bb,0,52865485,0.630000,0.007913503,0,0.000000,0.000000000
15,runtime,./malloc/./malloc/malloc.c:malloc_consolidate,lib/x86_64-linux-gnu/libc.so.6,0,50483718,0.600000,0.007536669,0,0.000000,0.000000000
