repeat,configuration,instance,upper_bound,lower_bound,wall_seconds,heuristic_seconds,root_ascent_seconds,root_potential_iterations
1,provider-pi-replace,/Users/a/Ayanami/code/TSP/data/classic/tsplib/d198.tsp,15780.0,14572.879998886685,0.557373,0.555379917,3.1042e-05,0.0
1,provider-pi-warm16,/Users/a/Ayanami/code/TSP/data/classic/tsplib/d198.tsp,15780.0,14572.879998886685,0.5643773750000001,0.549171834,0.013666959,16.0
1,lkh-exec,/Users/a/Ayanami/code/TSP/data/classic/tsplib/dantzig42.tsp,699.0,696.9533830654316,0.007657374953851104,0.007657374953851104,0.0,0.0
1,lkh-worker,/Users/a/Ayanami/code/TSP/data/classic/tsplib/dantzig42.tsp,699.0,696.9533830654316,0.005533,0.005533,0.0,0.0
1,provider-local-ascent,/Users/a/Ayanami/code/TSP/data/classic/tsplib/dantzig42.tsp,699.0,696.9533830654316,0.010284583,0.00602725,0.004045792,225.0
1,provider-pi-replace,/Users/a/Ayanami/code/TSP/data/classic/tsplib/dantzig42.tsp,699.0,696.959999997658,0.006277875,0.006034833999999999,1.708e-06,0.0
1,provider-pi-warm16,/Users/a/Ayanami/code/TSP/data/classic/tsplib/dantzig42.tsp,699.0,696.959999997658,0.006675125,0.006037125,0.000405083,16.0
1,lkh-exec,/Users/a/Ayanami/code/TSP/data/classic/national/dj38.tsp,6656.0,6655.999999980996,0.0036419170210137963,0.0036419170210137963,0.0,0.0
1,lkh-worker,/Users/a/Ayanami/code/TSP/data/classic/national/dj38.tsp,6656.0,6655.999999980996,0.002062,0.002062,0.0,0.0
1,provider-local-ascent,/Users/a/Ayanami/code/TSP/data/classic/national/dj38.tsp,6656.0,6655.999999980996,0.0033011250000000002,0.002351834,0.000822,43.0
1,provider-pi-replace,/Users/a/Ayanami/code/TSP/data/classic/national/dj38.tsp,6656.0,6655.999999981781,0.0024988750000000002,0.002347416,3.208e-06,0.0
1,provider-pi-warm16,/Users/a/Ayanami/code/TSP/data/classic/national/dj38.tsp,6656.0,6655.999999981781,0.00251925,0.002348583,2.8958e-05,1.0
1,lkh-exec,/Users/a/Ayanami/code/TSP/data/classic/tsplib/eil101.tsp,629.0,627.3195944421121,0.018604916986078024,0.018604916986078024,0.0,0.0
1,lkh-worker,/Users/a/Ayanami/code/TSP/data/classic/tsplib/eil101.tsp,629.0,627.3195944421121,0.017232,0.017232,0.0,0.0
1,provider-local-ascent,/Users/a/Ayanami/code/TSP/data/classic/tsplib/eil101.tsp,629.0,627.3195944421121,0.076303667,0.03071925,0.045148625,267.0
