comparison,factor,left,right,left_value,right_value,left_ok,right_ok,common_ok,left_only,right_only,result_agreements,result_mismatches,left_reference_checked,left_reference_mismatches,right_reference_checked,right_reference_mismatches,metric,paired_values,left_total,right_total,aggregate_relative_change,decreased,tied,increased
29,hk ascent、hk node ascent,PPSD32,PSD32,hk ascent=polyak；hk node ascent=polyak-smoothed-dynamic,hk ascent=polyak-smoothed-dynamic；hk node ascent=polyak,41,40,40,bier127.tsp,,40,,41,,40,,search_node_potential_updates_skipped_total,40,387346.0,134901.0,-0.6517299778492613,9,18,13
30,hk ascent、hk node ascent,PPSD32,hybrid-reverse,hk ascent=polyak；hk node ascent=polyak-smoothed-dynamic,hk ascent=hybrid-reverse；hk node ascent=polyak,41,41,40,bier127.tsp,brg180.tsp,40,,41,,41,,wall_seconds,40,3940.163453342393,4244.772802842781,0.07730881043576798,19,0,21
30,hk ascent、hk node ascent,PPSD32,hybrid-reverse,hk ascent=polyak；hk node ascent=polyak-smoothed-dynamic,hk ascent=hybrid-reverse；hk node ascent=polyak,41,41,40,bier127.tsp,brg180.tsp,40,,41,,41,,branches,40,5183442.0,3569859.0,-0.31129566029676803,15,11,14
30,hk ascent、hk node ascent,PPSD32,hybrid-reverse,hk ascent=polyak；hk node ascent=polyak-smoothed-dynamic,hk ascent=hybrid-reverse；hk node ascent=polyak,41,41,40,bier127.tsp,brg180.tsp,40,,41,,41,,search_node_potential_updates_skipped_total,40,387346.0,56297.0,-0.8546596582900043,9,20,11
31,hk update iterations,PS-PS16,PS-PS32,hk update iterations=16,hk update iterations=32,40,41,40,,bier127.tsp,40,,40,,41,,wall_seconds,40,4583.749771634117,3080.262887759134,-0.3280036997610771,26,0,14
31,hk update iterations,PS-PS16,PS-PS32,hk update iterations=16,hk update iterations=32,40,41,40,,bier127.tsp,40,,40,,41,,branches,40,6071450.0,3747926.0,-0.38269671989392984,25,12,3
31,hk update iterations,PS-PS16,PS-PS32,hk update iterations=16,hk update iterations=32,40,41,40,,bier127.tsp,40,,40,,41,,search_node_potential_updates_skipped_total,40,266572.0,276716.0,0.038053508995693486,9,26,5
32,重复运行,PS-PS16,PS-PS64,相同配置,相同配置,40,40,40,,,40,,40,,40,,wall_seconds,40,4583.749771634117,4611.23813666217,0.005996916585229162,5,0,35
32,重复运行,PS-PS16,PS-PS64,相同配置,相同配置,40,40,40,,,40,,40,,40,,branches,40,6071450.0,6071450.0,0.0,0,40,0
32,重复运行,PS-PS16,PS-PS64,相同配置,相同配置,40,40,40,,,40,,40,,40,,search_node_potential_updates_skipped_total,40,266572.0,266572.0,0.0,0,40,0
33,hk node ascent、hk update iterations,PS-PS16,PS32,hk node ascent=polyak-smoothed；hk update iterations=16,hk node ascent=polyak；hk update iterations=32,40,40,40,,,40,,40,,40,,wall_seconds,40,4583.749771634117,3515.826801761985,-0.23298020683433052,23,0,17
33,hk node ascent、hk update iterations,PS-PS16,PS32,hk node ascent=polyak-smoothed；hk update iterations=16,hk node ascent=polyak；hk update iterations=32,40,40,40,,,40,,40,,40,,branches,40,6071450.0,3987931.0,-0.3431666241177972,25,12,3
33,hk node ascent、hk update iterations,PS-PS16,PS32,hk node ascent=polyak-smoothed；hk update iterations=16,hk node ascent=polyak；hk update iterations=32,40,40,40,,,40,,40,,40,,search_node_potential_updates_skipped_total,40,266572.0,276339.0,0.036639256936212394,8,26,6
34,hk ascent、hk node ascent,PS-PS16,PSD-PSD16,hk ascent=polyak-smoothed；hk node ascent=polyak-smoothed,hk ascent=polyak-smoothed-dynamic；hk node ascent=polyak-smoothed-dynamic,40,38,38,ch130.tsp;kroA150.tsp,,38,,40,,38,,wall_seconds,38,3476.568614836782,2564.6464397087693,-0.26230524294450774,19,0,19
34,hk ascent、hk node ascent,PS-PS16,PSD-PSD16,hk ascent=polyak-smoothed；hk node ascent=polyak-smoothed,hk ascent=polyak-smoothed-dynamic；hk node ascent=polyak-smoothed-dynamic,40,38,38,ch130.tsp;kroA150.tsp,,38,,40,,38,,branches,38,4936653.0,3991040.0,-0.1915494161732656,17,9,12
34,hk ascent、hk node ascent,PS-PS16,PSD-PSD16,hk ascent=polyak-smoothed；hk node ascent=polyak-smoothed,hk ascent=polyak-smoothed-dynamic；hk node ascent=polyak-smoothed-dynamic,40,38,38,ch130.tsp;kroA150.tsp,,38,,40,,38,,search_node_potential_updates_skipped_total,38,266224.0,134873.0,-0.49338526954744877,9,21,8
35,hk ascent、hk node ascent、hk update iterations,PS-PS16,PSD-PSD32,hk ascent=polyak-smoothed；hk node ascent=polyak-smoothed；hk update iterations=16,hk ascent=polyak-smoothed-dynamic；hk node ascent=polyak-smoothed-dynamic；hk update iterations=32,40,40,40,,,40,,40,,40,,wall_seconds,40,4583.749771634117,3813.595882439986,-0.16801830980393362,21,0,19
35,hk ascent、hk node ascent、hk update iterations,PS-PS16,PSD-PSD32,hk ascent=polyak-smoothed；hk node ascent=polyak-smoothed；hk update iterations=16,hk ascent=polyak-smoothed-dynamic；hk node ascent=polyak-smoothed-dynamic；hk update iterations=32,40,40,40,,,40,,40,,40,,branches,40,6071450.0,3685356.0,-0.39300233058000966,23,9,8
35,hk ascent、hk node ascent、hk update iterations,PS-PS16,PSD-PSD32,hk ascent=polyak-smoothed；hk node ascent=polyak-smoothed；hk update iterations=16,hk ascent=polyak-smoothed-dynamic；hk node ascent=polyak-smoothed-dynamic；hk update iterations=32,40,40,40,,,40,,40,,40,,search_node_potential_updates_skipped_total,40,266572.0,134906.0,-0.4939228426091262,11,21,8
36,hk ascent、hk node ascent,PS-PS16,PSD-PSD64,hk ascent=polyak-smoothed；hk node ascent=polyak-smoothed,hk ascent=polyak-smoothed-dynamic；hk node ascent=polyak-smoothed-dynamic,40,38,38,ch130.tsp;kroA150.tsp,,38,,40,,38,,wall_seconds,38,3476.568614836782,2566.4406907372177,-0.2617891446800319,15,0,23
36,hk ascent、hk node ascent,PS-PS16,PSD-PSD64,hk ascent=polyak-smoothed；hk node ascent=polyak-smoothed,hk ascent=polyak-smoothed-dynamic；hk node ascent=polyak-smoothed-dynamic,40,38,38,ch130.tsp;kroA150.tsp,,38,,40,,38,,branches,38,4936653.0,3991040.0,-0.1915494161732656,17,9,12
36,hk ascent、hk node ascent,PS-PS16,PSD-PSD64,hk ascent=polyak-smoothed；hk node ascent=polyak-smoothed,hk ascent=polyak-smoothed-dynamic；hk node ascent=polyak-smoothed-dynamic,40,38,38,ch130.tsp;kroA150.tsp,,38,,40,,38,,search_node_potential_updates_skipped_total,38,266224.0,134873.0,-0.49338526954744877,9,21,8
37,hk ascent、hk node ascent、hk update iterations,PS-PS16,PSD32,hk ascent=polyak-smoothed；hk node ascent=polyak-smoothed；hk update iterations=16,hk ascent=polyak-smoothed-dynamic；hk node ascent=polyak；hk update iterations=32,40,40,40,,,40,,40,,40,,wall_seconds,40,4583.749771634117,4037.4343773312867,-0.11918525694478899,28,0,12
37,hk ascent、hk node ascent、hk update iterations,PS-PS16,PSD32,hk ascent=polyak-smoothed；hk node ascent=polyak-smoothed；hk update iterations=16,hk ascent=polyak-smoothed-dynamic；hk node ascent=polyak；hk update iterations=32,40,40,40,,,40,,40,,40,,branches,40,6071450.0,3792607.0,-0.3753375223381564,23,9,8
37,hk ascent、hk node ascent、hk update iterations,PS-PS16,PSD32,hk ascent=polyak-smoothed；hk node ascent=polyak-smoothed；hk update iterations=16,hk ascent=polyak-smoothed-dynamic；hk node ascent=polyak；hk update iterations=32,40,40,40,,,40,,40,,40,,search_node_potential_updates_skipped_total,40,266572.0,134901.0,-0.49394159926774006,10,20,10
38,hk ascent、hk node ascent、hk update iterations,PS-PS16,hybrid-reverse,hk ascent=polyak-smoothed；hk node ascent=polyak-smoothed；hk update iterations=16,hk ascent=hybrid-reverse；hk node ascent=polyak；hk update iterations=32,40,41,40,,brg180.tsp,40,,40,,41,,wall_seconds,40,4583.749771634117,4244.772802842781,-0.07395189215804199,25,0,15
38,hk ascent、hk node ascent、hk update iterations,PS-PS16,hybrid-reverse,hk ascent=polyak-smoothed；hk node ascent=polyak-smoothed；hk update iterations=16,hk ascent=hybrid-reverse；hk node ascent=polyak；hk update iterations=32,40,41,40,,brg180.tsp,40,,40,,41,,branches,40,6071450.0,3569859.0,-0.41202529873423976,23,9,8
38,hk ascent、hk node ascent、hk update iterations,PS-PS16,hybrid-reverse,hk ascent=polyak-smoothed；hk node ascent=polyak-smoothed；hk update iterations=16,hk ascent=hybrid-reverse；hk node ascent=polyak；hk update iterations=32,40,41,40,,brg180.tsp,40,,40,,41,,search_node_potential_updates_skipped_total,40,266572.0,56297.0,-0.7888112780036913,14,20,6
39,hk update iterations,PS-PS32,PS-PS64,hk update iterations=32,hk update iterations=16,41,40,40,bier127.tsp,,40,,41,,40,,wall_seconds,40,3080.262887759134,4611.23813666217,0.497027463138644,12,0,28
39,hk update iterations,PS-PS32,PS-PS64,hk update iterations=32,hk update iterations=16,41,40,40,bier127.tsp,,40,,41,,40,,branches,40,3747926.0,6071450.0,0.6199492732780743,3,12,25
39,hk update iterations,PS-PS32,PS-PS64,hk update iterations=32,hk update iterations=16,41,40,40,bier127.tsp,,40,,41,,40,,search_node_potential_updates_skipped_total,40,276716.0,266572.0,-0.036658523540380794,5,26,9
40,hk node ascent,PS-PS32,PS32,hk node ascent=polyak-smoothed,hk node ascent=polyak,41,40,40,bier127.tsp,,40,,41,,40,,wall_seconds,40,3080.262887759134,3515.826801761985,0.14140478584921046,25,0,15
40,hk node ascent,PS-PS32,PS32,hk node ascent=polyak-smoothed,hk node ascent=polyak,41,40,40,bier127.tsp,,40,,41,,40,,branches,40,3747926.0,3987931.0,0.06403674992515862,17,12,11
40,hk node ascent,PS-PS32,PS32,hk node ascent=polyak-smoothed,hk node ascent=polyak,41,40,40,bier127.tsp,,40,,41,,40,,search_node_potential_updates_skipped_total,40,276716.0,276339.0,-0.001362407667066634,6,29,5
41,hk ascent、hk node ascent、hk update iterations,PS-PS32,PSD-PSD16,hk ascent=polyak-smoothed；hk node ascent=polyak-smoothed；hk update iterations=32,hk ascent=polyak-smoothed-dynamic；hk node ascent=polyak-smoothed-dynamic；hk update iterations=16,41,38,38,bier127.tsp;ch130.tsp;kroA150.tsp,,38,,41,,38,,wall_seconds,38,2714.635648675263,2564.6464397087693,-0.05525205897877605,16,0,22
41,hk ascent、hk node ascent、hk update iterations,PS-PS32,PSD-PSD16,hk ascent=polyak-smoothed；hk node ascent=polyak-smoothed；hk update iterations=32,hk ascent=polyak-smoothed-dynamic；hk node ascent=polyak-smoothed-dynamic；hk update iterations=16,41,38,38,bier127.tsp;ch130.tsp;kroA150.tsp,,38,,41,,38,,branches,38,3525777.0,3991040.0,0.13196041610118847,11,9,18
41,hk ascent、hk node ascent、hk update iterations,PS-PS32,PSD-PSD16,hk ascent=polyak-smoothed；hk node ascent=polyak-smoothed；hk update iterations=32,hk ascent=polyak-smoothed-dynamic；hk node ascent=polyak-smoothed-dynamic；hk update iterations=16,41,38,38,bier127.tsp;ch130.tsp;kroA150.tsp,,38,,41,,38,,search_node_potential_updates_skipped_total,38,276371.0,134873.0,-0.5119857003810095,7,21,10
42,hk ascent、hk node ascent,PS-PS32,PSD-PSD32,hk ascent=polyak-smoothed；hk node ascent=polyak-smoothed,hk ascent=polyak-smoothed-dynamic；hk node ascent=polyak-smoothed-dynamic,41,40,40,bier127.tsp,,40,,41,,40,,wall_seconds,40,3080.262887759134,3813.595882439986,0.2380748077039443,20,0,20
42,hk ascent、hk node ascent,PS-PS32,PSD-PSD32,hk ascent=polyak-smoothed；hk node ascent=polyak-smoothed,hk ascent=polyak-smoothed-dynamic；hk node ascent=polyak-smoothed-dynamic,41,40,40,bier127.tsp,,40,,41,,40,,branches,40,3747926.0,3685356.0,-0.016694566541601952,16,10,14
42,hk ascent、hk node ascent,PS-PS32,PSD-PSD32,hk ascent=polyak-smoothed；hk node ascent=polyak-smoothed,hk ascent=polyak-smoothed-dynamic；hk node ascent=polyak-smoothed-dynamic,41,40,40,bier127.tsp,,40,,41,,40,,search_node_potential_updates_skipped_total,40,276716.0,134906.0,-0.5124748839965886,9,21,10
43,hk ascent、hk node ascent、hk update iterations,PS-PS32,PSD-PSD64,hk ascent=polyak-smoothed；hk node ascent=polyak-smoothed；hk update iterations=32,hk ascent=polyak-smoothed-dynamic；hk node ascent=polyak-smoothed-dynamic；hk update iterations=16,41,38,38,bier127.tsp;ch130.tsp;kroA150.tsp,,38,,41,,38,,wall_seconds,38,2714.635648675263,2566.4406907372177,-0.0545911043385745,14,0,24
43,hk ascent、hk node ascent、hk update iterations,PS-PS32,PSD-PSD64,hk ascent=polyak-smoothed；hk node ascent=polyak-smoothed；hk update iterations=32,hk ascent=polyak-smoothed-dynamic；hk node ascent=polyak-smoothed-dynamic；hk update iterations=16,41,38,38,bier127.tsp;ch130.tsp;kroA150.tsp,,38,,41,,38,,branches,38,3525777.0,3991040.0,0.13196041610118847,11,9,18
43,hk ascent、hk node ascent、hk update iterations,PS-PS32,PSD-PSD64,hk ascent=polyak-smoothed；hk node ascent=polyak-smoothed；hk update iterations=32,hk ascent=polyak-smoothed-dynamic；hk node ascent=polyak-smoothed-dynamic；hk update iterations=16,41,38,38,bier127.tsp;ch130.tsp;kroA150.tsp,,38,,41,,38,,search_node_potential_updates_skipped_total,38,276371.0,134873.0,-0.5119857003810095,7,21,10
44,hk ascent、hk node ascent,PS-PS32,PSD32,hk ascent=polyak-smoothed；hk node ascent=polyak-smoothed,hk ascent=polyak-smoothed-dynamic；hk node ascent=polyak,41,40,40,bier127.tsp,,40,,41,,40,,wall_seconds,40,3080.262887759134,4037.4343773312867,0.3107434412094894,29,0,11
44,hk ascent、hk node ascent,PS-PS32,PSD32,hk ascent=polyak-smoothed；hk node ascent=polyak-smoothed,hk ascent=polyak-smoothed-dynamic；hk node ascent=polyak,41,40,40,bier127.tsp,,40,,41,,40,,branches,40,3747926.0,3792607.0,0.01192152673238489,19,10,11
44,hk ascent、hk node ascent,PS-PS32,PSD32,hk ascent=polyak-smoothed；hk node ascent=polyak-smoothed,hk ascent=polyak-smoothed-dynamic；hk node ascent=polyak,41,40,40,bier127.tsp,,40,,41,,40,,search_node_potential_updates_skipped_total,40,276716.0,134901.0,-0.5124929530637911,9,20,11
45,hk ascent、hk node ascent,PS-PS32,hybrid-reverse,hk ascent=polyak-smoothed；hk node ascent=polyak-smoothed,hk ascent=hybrid-reverse；hk node ascent=polyak,41,41,40,bier127.tsp,brg180.tsp,40,,41,,41,,wall_seconds,40,3080.262887759134,4244.772802842781,0.37805536654399585,26,0,14
45,hk ascent、hk node ascent,PS-PS32,hybrid-reverse,hk ascent=polyak-smoothed；hk node ascent=polyak-smoothed,hk ascent=hybrid-reverse；hk node ascent=polyak,41,41,40,bier127.tsp,brg180.tsp,40,,41,,41,,branches,40,3747926.0,3569859.0,-0.04751080997863888,18,9,13
45,hk ascent、hk node ascent,PS-PS32,hybrid-reverse,hk ascent=polyak-smoothed；hk node ascent=polyak-smoothed,hk ascent=hybrid-reverse；hk node ascent=polyak,41,41,40,bier127.tsp,brg180.tsp,40,,41,,41,,search_node_potential_updates_skipped_total,40,276716.0,56297.0,-0.7965531447404559,12,20,8
46,hk node ascent、hk update iterations,PS-PS64,PS32,hk node ascent=polyak-smoothed；hk update iterations=16,hk node ascent=polyak；hk update iterations=32,40,40,40,,,40,,40,,40,,wall_seconds,40,4611.23813666217,3515.826801761985,-0.23755254064868037,29,0,11
46,hk node ascent、hk update iterations,PS-PS64,PS32,hk node ascent=polyak-smoothed；hk update iterations=16,hk node ascent=polyak；hk update iterations=32,40,40,40,,,40,,40,,40,,branches,40,6071450.0,3987931.0,-0.3431666241177972,25,12,3
46,hk node ascent、hk update iterations,PS-PS64,PS32,hk node ascent=polyak-smoothed；hk update iterations=16,hk node ascent=polyak；hk update iterations=32,40,40,40,,,40,,40,,40,,search_node_potential_updates_skipped_total,40,266572.0,276339.0,0.036639256936212394,8,26,6
47,hk ascent、hk node ascent,PS-PS64,PSD-PSD16,hk ascent=polyak-smoothed；hk node ascent=polyak-smoothed,hk ascent=polyak-smoothed-dynamic；hk node ascent=polyak-smoothed-dynamic,40,38,38,ch130.tsp;kroA150.tsp,,38,,40,,38,,wall_seconds,38,3488.6521385442466,2564.6464397087693,-0.264860370750822,21,0,17
47,hk ascent、hk node ascent,PS-PS64,PSD-PSD16,hk ascent=polyak-smoothed；hk node ascent=polyak-smoothed,hk ascent=polyak-smoothed-dynamic；hk node ascent=polyak-smoothed-dynamic,40,38,38,ch130.tsp;kroA150.tsp,,38,,40,,38,,branches,38,4936653.0,3991040.0,-0.1915494161732656,17,9,12
47,hk ascent、hk node ascent,PS-PS64,PSD-PSD16,hk ascent=polyak-smoothed；hk node ascent=polyak-smoothed,hk ascent=polyak-smoothed-dynamic；hk node ascent=polyak-smoothed-dynamic,40,38,38,ch130.tsp;kroA150.tsp,,38,,40,,38,,search_node_potential_updates_skipped_total,38,266224.0,134873.0,-0.49338526954744877,9,21,8
48,hk ascent、hk node ascent、hk update iterations,PS-PS64,PSD-PSD32,hk ascent=polyak-smoothed；hk node ascent=polyak-smoothed；hk update iterations=16,hk ascent=polyak-smoothed-dynamic；hk node ascent=polyak-smoothed-dynamic；hk update iterations=32,40,40,40,,,40,,40,,40,,wall_seconds,40,4611.23813666217,3813.595882439986,-0.17297789239736705,24,0,16
48,hk ascent、hk node ascent、hk update iterations,PS-PS64,PSD-PSD32,hk ascent=polyak-smoothed；hk node ascent=polyak-smoothed；hk update iterations=16,hk ascent=polyak-smoothed-dynamic；hk node ascent=polyak-smoothed-dynamic；hk update iterations=32,40,40,40,,,40,,40,,40,,branches,40,6071450.0,3685356.0,-0.39300233058000966,23,9,8
48,hk ascent、hk node ascent、hk update iterations,PS-PS64,PSD-PSD32,hk ascent=polyak-smoothed；hk node ascent=polyak-smoothed；hk update iterations=16,hk ascent=polyak-smoothed-dynamic；hk node ascent=polyak-smoothed-dynamic；hk update iterations=32,40,40,40,,,40,,40,,40,,search_node_potential_updates_skipped_total,40,266572.0,134906.0,-0.4939228426091262,11,21,8
49,hk ascent、hk node ascent,PS-PS64,PSD-PSD64,hk ascent=polyak-smoothed；hk node ascent=polyak-smoothed,hk ascent=polyak-smoothed-dynamic；hk node ascent=polyak-smoothed-dynamic,40,38,38,ch130.tsp;kroA150.tsp,,38,,40,,38,,wall_seconds,38,3488.6521385442466,2566.4406907372177,-0.2643460600780483,18,0,20
49,hk ascent、hk node ascent,PS-PS64,PSD-PSD64,hk ascent=polyak-smoothed；hk node ascent=polyak-smoothed,hk ascent=polyak-smoothed-dynamic；hk node ascent=polyak-smoothed-dynamic,40,38,38,ch130.tsp;kroA150.tsp,,38,,40,,38,,branches,38,4936653.0,3991040.0,-0.1915494161732656,17,9,12
49,hk ascent、hk node ascent,PS-PS64,PSD-PSD64,hk ascent=polyak-smoothed；hk node ascent=polyak-smoothed,hk ascent=polyak-smoothed-dynamic；hk node ascent=polyak-smoothed-dynamic,40,38,38,ch130.tsp;kroA150.tsp,,38,,40,,38,,search_node_potential_updates_skipped_total,38,266224.0,134873.0,-0.49338526954744877,9,21,8
50,hk ascent、hk node ascent、hk update iterations,PS-PS64,PSD32,hk ascent=polyak-smoothed；hk node ascent=polyak-smoothed；hk update iterations=16,hk ascent=polyak-smoothed-dynamic；hk node ascent=polyak；hk update iterations=32,40,40,40,,,40,,40,,40,,wall_seconds,40,4611.23813666217,4037.4343773312867,-0.12443594156822912,32,0,8
50,hk ascent、hk node ascent、hk update iterations,PS-PS64,PSD32,hk ascent=polyak-smoothed；hk node ascent=polyak-smoothed；hk update iterations=16,hk ascent=polyak-smoothed-dynamic；hk node ascent=polyak；hk update iterations=32,40,40,40,,,40,,40,,40,,branches,40,6071450.0,3792607.0,-0.3753375223381564,23,9,8
50,hk ascent、hk node ascent、hk update iterations,PS-PS64,PSD32,hk ascent=polyak-smoothed；hk node ascent=polyak-smoothed；hk update iterations=16,hk ascent=polyak-smoothed-dynamic；hk node ascent=polyak；hk update iterations=32,40,40,40,,,40,,40,,40,,search_node_potential_updates_skipped_total,40,266572.0,134901.0,-0.49394159926774006,10,20,10
51,hk ascent、hk node ascent、hk update iterations,PS-PS64,hybrid-reverse,hk ascent=polyak-smoothed；hk node ascent=polyak-smoothed；hk update iterations=16,hk ascent=hybrid-reverse；hk node ascent=polyak；hk update iterations=32,40,41,40,,brg180.tsp,40,,40,,41,,wall_seconds,40,4611.23813666217,4244.772802842781,-0.07947222046629199,29,0,11
51,hk ascent、hk node ascent、hk update iterations,PS-PS64,hybrid-reverse,hk ascent=polyak-smoothed；hk node ascent=polyak-smoothed；hk update iterations=16,hk ascent=hybrid-reverse；hk node ascent=polyak；hk update iterations=32,40,41,40,,brg180.tsp,40,,40,,41,,branches,40,6071450.0,3569859.0,-0.41202529873423976,23,9,8
51,hk ascent、hk node ascent、hk update iterations,PS-PS64,hybrid-reverse,hk ascent=polyak-smoothed；hk node ascent=polyak-smoothed；hk update iterations=16,hk ascent=hybrid-reverse；hk node ascent=polyak；hk update iterations=32,40,41,40,,brg180.tsp,40,,40,,41,,search_node_potential_updates_skipped_total,40,266572.0,56297.0,-0.7888112780036913,14,20,6
52,hk ascent、hk node ascent、hk update iterations,PS32,PSD-PSD16,hk ascent=polyak-smoothed；hk node ascent=polyak；hk update iterations=32,hk ascent=polyak-smoothed-dynamic；hk node ascent=polyak-smoothed-dynamic；hk update iterations=16,40,38,38,ch130.tsp;kroA150.tsp,,38,,40,,38,,wall_seconds,38,2856.0063675381243,2564.6464397087693,-0.10201655400387188,14,0,24
52,hk ascent、hk node ascent、hk update iterations,PS32,PSD-PSD16,hk ascent=polyak-smoothed；hk node ascent=polyak；hk update iterations=32,hk ascent=polyak-smoothed-dynamic；hk node ascent=polyak-smoothed-dynamic；hk update iterations=16,40,38,38,ch130.tsp;kroA150.tsp,,38,,40,,38,,branches,38,3594240.0,3991040.0,0.11039886039886038,11,10,17
52,hk ascent、hk node ascent、hk update iterations,PS32,PSD-PSD16,hk ascent=polyak-smoothed；hk node ascent=polyak；hk update iterations=32,hk ascent=polyak-smoothed-dynamic；hk node ascent=polyak-smoothed-dynamic；hk update iterations=16,40,38,38,ch130.tsp;kroA150.tsp,,38,,40,,38,,search_node_potential_updates_skipped_total,38,275992.0,134873.0,-0.5113155453781268,9,20,9
53,hk ascent、hk node ascent,PS32,PSD-PSD32,hk ascent=polyak-smoothed；hk node ascent=polyak,hk ascent=polyak-smoothed-dynamic；hk node ascent=polyak-smoothed-dynamic,40,40,40,,,40,,40,,40,,wall_seconds,40,3515.826801761985,3813.595882439986,0.08469389917864323,19,0,21
53,hk ascent、hk node ascent,PS32,PSD-PSD32,hk ascent=polyak-smoothed；hk node ascent=polyak,hk ascent=polyak-smoothed-dynamic；hk node ascent=polyak-smoothed-dynamic,40,40,40,,,40,,40,,40,,branches,40,3987931.0,3685356.0,-0.07587267683417798,17,10,13
53,hk ascent、hk node ascent,PS32,PSD-PSD32,hk ascent=polyak-smoothed；hk node ascent=polyak,hk ascent=polyak-smoothed-dynamic；hk node ascent=polyak-smoothed-dynamic,40,40,40,,,40,,40,,40,,search_node_potential_updates_skipped_total,40,276339.0,134906.0,-0.5118097698840917,9,22,9
54,hk ascent、hk node ascent、hk update iterations,PS32,PSD-PSD64,hk ascent=polyak-smoothed；hk node ascent=polyak；hk update iterations=32,hk ascent=polyak-smoothed-dynamic；hk node ascent=polyak-smoothed-dynamic；hk update iterations=16,40,38,38,ch130.tsp;kroA150.tsp,,38,,40,,38,,wall_seconds,38,2856.0063675381243,2566.4406907372177,-0.10138831624892775,14,0,24
54,hk ascent、hk node ascent、hk update iterations,PS32,PSD-PSD64,hk ascent=polyak-smoothed；hk node ascent=polyak；hk update iterations=32,hk ascent=polyak-smoothed-dynamic；hk node ascent=polyak-smoothed-dynamic；hk update iterations=16,40,38,38,ch130.tsp;kroA150.tsp,,38,,40,,38,,branches,38,3594240.0,3991040.0,0.11039886039886038,11,10,17
54,hk ascent、hk node ascent、hk update iterations,PS32,PSD-PSD64,hk ascent=polyak-smoothed；hk node ascent=polyak；hk update iterations=32,hk ascent=polyak-smoothed-dynamic；hk node ascent=polyak-smoothed-dynamic；hk update iterations=16,40,38,38,ch130.tsp;kroA150.tsp,,38,,40,,38,,search_node_potential_updates_skipped_total,38,275992.0,134873.0,-0.5113155453781268,9,20,9
55,hk ascent,PS32,PSD32,hk ascent=polyak-smoothed,hk ascent=polyak-smoothed-dynamic,40,40,40,,,40,,40,,40,,wall_seconds,40,3515.826801761985,4037.4343773312867,0.14835986098857146,25,0,15
55,hk ascent,PS32,PSD32,hk ascent=polyak-smoothed,hk ascent=polyak-smoothed-dynamic,40,40,40,,,40,,40,,40,,branches,40,3987931.0,3792607.0,-0.048978781227659196,20,9,11
55,hk ascent,PS32,PSD32,hk ascent=polyak-smoothed,hk ascent=polyak-smoothed-dynamic,40,40,40,,,40,,40,,40,,search_node_potential_updates_skipped_total,40,276339.0,134901.0,-0.5118278636023146,9,20,11
56,hk ascent,PS32,hybrid-reverse,hk ascent=polyak-smoothed,hk ascent=hybrid-reverse,40,41,40,,brg180.tsp,40,,40,,41,,wall_seconds,40,3515.826801761985,4244.772802842781,0.20733273911999284,19,0,21
56,hk ascent,PS32,hybrid-reverse,hk ascent=polyak-smoothed,hk ascent=hybrid-reverse,40,41,40,,brg180.tsp,40,,40,,41,,branches,40,3987931.0,3569859.0,-0.10483431132584786,16,10,14
56,hk ascent,PS32,hybrid-reverse,hk ascent=polyak-smoothed,hk ascent=hybrid-reverse,40,41,40,,brg180.tsp,40,,40,,41,,search_node_potential_updates_skipped_total,40,276339.0,56297.0,-0.7962755890409967,12,20,8
57,hk update iterations,PSD-PSD16,PSD-PSD32,hk update iterations=16,hk update iterations=32,38,40,38,,ch130.tsp;kroA150.tsp,38,,38,,40,,wall_seconds,38,2564.6464397087693,1860.6649991087615,-0.27449453838945104,26,0,12
57,hk update iterations,PSD-PSD16,PSD-PSD32,hk update iterations=16,hk update iterations=32,38,40,38,,ch130.tsp;kroA150.tsp,38,,38,,40,,branches,38,3991040.0,2531795.0,-0.36563026178640157,22,14,2
57,hk update iterations,PSD-PSD16,PSD-PSD32,hk update iterations=16,hk update iterations=32,38,40,38,,ch130.tsp;kroA150.tsp,38,,38,,40,,search_node_potential_updates_skipped_total,38,134873.0,134870.0,-2.224314725707277e-05,7,27,4
58,重复运行,PSD-PSD16,PSD-PSD64,相同配置,相同配置,38,38,38,,,38,,38,,38,,wall_seconds,38,2564.6464397087693,2566.4406907372177,0.000699609505882659,14,0,24
58,重复运行,PSD-PSD16,PSD-PSD64,相同配置,相同配置,38,38,38,,,38,,38,,38,,branches,38,3991040.0,3991040.0,0.0,0,38,0
58,重复运行,PSD-PSD16,PSD-PSD64,相同配置,相同配置,38,38,38,,,38,,38,,38,,search_node_potential_updates_skipped_total,38,134873.0,134873.0,0.0,0,38,0
59,hk node ascent、hk update iterations,PSD-PSD16,PSD32,hk node ascent=polyak-smoothed-dynamic；hk update iterations=16,hk node ascent=polyak；hk update iterations=32,38,40,38,,ch130.tsp;kroA150.tsp,38,,38,,40,,wall_seconds,38,2564.6464397087693,1869.9005840420723,-0.27089342410316386,29,0,9
59,hk node ascent、hk update iterations,PSD-PSD16,PSD32,hk node ascent=polyak-smoothed-dynamic；hk update iterations=16,hk node ascent=polyak；hk update iterations=32,38,40,38,,ch130.tsp;kroA150.tsp,38,,38,,40,,branches,38,3991040.0,2527441.0,-0.3667212055003207,24,12,2
