directory,selector,label,loaded_instances,numeric_fields,category,command,description,executable,executable_sha256,instance_count,kind,repeats,run_id,solver_args,strategy,timeout_seconds,workers,option:--branch-edge-order,option:--debug,option:--debug-interval,option:--exact-max-n,option:--hk-ascent,option:--hk-node-ascent,option:--hk-potential-update,option:--hk-update-budget,option:--hk-update-depth,option:--hk-update-gap-ratio,option:--hk-update-iterations,option:--hk-update-min-gap-ratio,option:-s
/home/wj/code/TSP/outputs/phkmst-ablation/Concorde-07deea4ce57e,Concorde-07deea4ce57e,Concorde,50,wall_seconds branches,reference,/home/wj/code/TSP/concorde/TSP/concorde -s 123 -o '<solution-file>' '<instance>',Concorde exact solver with a fixed seed,/home/wj/code/TSP/concorde/TSP/concorde,ff9a290ccfd0a933f25a27cfbcac57062d096489c6aac1791318f5b0adeee3c6,50,concorde,1,Concorde-07deea4ce57e,-s 123,Concorde,1800.0,5,,,,,,,,,,,,,123
/home/wj/code/TSP/outputs/phkmst-ablation/D0-cbb6f298ae83,D0-cbb6f298ae83,D0,50,wall_seconds branches nodes_expanded pruned_by_bound pruned_infeasible root_potential_iterations search_node_potential_update_candidates search_node_potential_updates_triggered search_node_potential_updates_skipped_strategy_none search_node_potential_updates_skipped_update_depth_zero search_node_potential_updates_skipped_budget_exhausted search_node_potential_updates_skipped_numerically_unsafe search_node_potential_updates_skipped_invalid_state search_node_potential_updates_skipped_zero_violation search_node_potential_updates_skipped_zero_iteration_limit search_node_potential_updates_skipped_depth_interval search_node_potential_updates_skipped_gap_below_minimum search_node_potential_updates_skipped_gap_above_maximum search_node_potential_iterations search_node_potential_updates_skipped_total,core,/home/wj/code/TSP/build/tsp_bb --hk-ascent polyak --hk-node-ascent polyak --branch-edge-order weight --hk-potential-update subtree-adaptive --hk-update-depth 1 --hk-update-gap-ratio 0.02 --hk-update-min-gap-ratio 0.0 --hk-update-iterations 16 --hk-update-budget 5000 --exact-max-n 199 --debug --debug-interval 5000000 '<instance>',persistent adaptive potential update,/home/wj/code/TSP/build/tsp_bb,52008dbba2074e03e6715cf4b9ea52f3d09408db5c42f902402df89fed92f74b,50,tsp_bb,1,D0-cbb6f298ae83,--hk-ascent polyak --hk-node-ascent polyak --branch-edge-order weight --hk-potential-update subtree-adaptive --hk-update-depth 1 --hk-update-gap-ratio 0.02 --hk-update-min-gap-ratio 0.0 --hk-update-iterations 16 --hk-update-budget 5000 --exact-max-n 199 --debug --debug-interval 5000000,D0,1800.0,5,weight,启用,5000000,199,polyak,polyak,subtree-adaptive,5000,1,0.02,16,0.0,
/home/wj/code/TSP/outputs/phkmst-ablation/H2-b8cf7c246482,H2-b8cf7c246482,H2,50,wall_seconds branches nodes_expanded pruned_by_bound pruned_infeasible root_potential_iterations search_node_potential_update_candidates search_node_potential_updates_triggered search_node_potential_updates_skipped_strategy_none search_node_potential_updates_skipped_update_depth_zero search_node_potential_updates_skipped_budget_exhausted search_node_potential_updates_skipped_numerically_unsafe search_node_potential_updates_skipped_invalid_state search_node_potential_updates_skipped_zero_violation search_node_potential_updates_skipped_zero_iteration_limit search_node_potential_updates_skipped_depth_interval search_node_potential_updates_skipped_gap_below_minimum search_node_potential_updates_skipped_gap_above_maximum search_node_potential_iterations search_node_potential_updates_skipped_total,core,/home/wj/code/TSP/build/tsp_bb --hk-ascent polyak --hk-node-ascent polyak --branch-edge-order weight --hk-potential-update subtree-adaptive --hk-update-depth 2 --hk-update-gap-ratio 0.02 --hk-update-min-gap-ratio 0.0 --hk-update-iterations 16 --hk-update-budget 0 --exact-max-n 199 --debug --debug-interval 5000000 '<instance>',hk-update-depth 2,/home/wj/code/TSP/build/tsp_bb,52008dbba2074e03e6715cf4b9ea52f3d09408db5c42f902402df89fed92f74b,50,tsp_bb,1,H2-b8cf7c246482,--hk-ascent polyak --hk-node-ascent polyak --branch-edge-order weight --hk-potential-update subtree-adaptive --hk-update-depth 2 --hk-update-gap-ratio 0.02 --hk-update-min-gap-ratio 0.0 --hk-update-iterations 16 --hk-update-budget 0 --exact-max-n 199 --debug --debug-interval 5000000,H2,1800.0,5,weight,启用,5000000,199,polyak,polyak,subtree-adaptive,0,2,0.02,16,0.0,
/home/wj/code/TSP/outputs/phkmst-ablation/H232-217a82ac051b,H232-217a82ac051b,H232,50,wall_seconds branches nodes_expanded pruned_by_bound pruned_infeasible root_potential_iterations search_node_potential_update_candidates search_node_potential_updates_triggered search_node_potential_updates_skipped_strategy_none search_node_potential_updates_skipped_update_depth_zero search_node_potential_updates_skipped_budget_exhausted search_node_potential_updates_skipped_numerically_unsafe search_node_potential_updates_skipped_invalid_state search_node_potential_updates_skipped_zero_violation search_node_potential_updates_skipped_zero_iteration_limit search_node_potential_updates_skipped_depth_interval search_node_potential_updates_skipped_gap_below_minimum search_node_potential_updates_skipped_gap_above_maximum search_node_potential_iterations search_node_potential_updates_skipped_total,core,/home/wj/code/TSP/build/tsp_bb --hk-ascent polyak --hk-node-ascent polyak --branch-edge-order weight --hk-potential-update subtree-adaptive --hk-update-depth 2 --hk-update-gap-ratio 0.02 --hk-update-min-gap-ratio 0.0 --hk-update-iterations 32 --hk-update-budget 0 --exact-max-n 199 --debug --debug-interval 5000000 '<instance>',hk-update-depth 2 --hk-update-iterations 32,/home/wj/code/TSP/build/tsp_bb,52008dbba2074e03e6715cf4b9ea52f3d09408db5c42f902402df89fed92f74b,50,tsp_bb,1,H232-217a82ac051b,--hk-ascent polyak --hk-node-ascent polyak --branch-edge-order weight --hk-potential-update subtree-adaptive --hk-update-depth 2 --hk-update-gap-ratio 0.02 --hk-update-min-gap-ratio 0.0 --hk-update-iterations 32 --hk-update-budget 0 --exact-max-n 199 --debug --debug-interval 5000000,H232,1800.0,5,weight,启用,5000000,199,polyak,polyak,subtree-adaptive,0,2,0.02,32,0.0,
/home/wj/code/TSP/outputs/phkmst-ablation/H3-b19c00683bfd,H3-b19c00683bfd,H3,50,wall_seconds branches nodes_expanded pruned_by_bound pruned_infeasible root_potential_iterations search_node_potential_update_candidates search_node_potential_updates_triggered search_node_potential_updates_skipped_strategy_none search_node_potential_updates_skipped_update_depth_zero search_node_potential_updates_skipped_budget_exhausted search_node_potential_updates_skipped_numerically_unsafe search_node_potential_updates_skipped_invalid_state search_node_potential_updates_skipped_zero_violation search_node_potential_updates_skipped_zero_iteration_limit search_node_potential_updates_skipped_depth_interval search_node_potential_updates_skipped_gap_below_minimum search_node_potential_updates_skipped_gap_above_maximum search_node_potential_iterations search_node_potential_updates_skipped_total,core,/home/wj/code/TSP/build/tsp_bb --hk-ascent polyak --hk-node-ascent polyak --branch-edge-order weight --hk-potential-update subtree-adaptive --hk-update-depth 3 --hk-update-gap-ratio 0.02 --hk-update-min-gap-ratio 0.0 --hk-update-iterations 16 --hk-update-budget 0 --exact-max-n 199 --debug --debug-interval 5000000 '<instance>',hk-update-depth 3,/home/wj/code/TSP/build/tsp_bb,52008dbba2074e03e6715cf4b9ea52f3d09408db5c42f902402df89fed92f74b,50,tsp_bb,1,H3-b19c00683bfd,--hk-ascent polyak --hk-node-ascent polyak --branch-edge-order weight --hk-potential-update subtree-adaptive --hk-update-depth 3 --hk-update-gap-ratio 0.02 --hk-update-min-gap-ratio 0.0 --hk-update-iterations 16 --hk-update-budget 0 --exact-max-n 199 --debug --debug-interval 5000000,H3,1800.0,5,weight,启用,5000000,199,polyak,polyak,subtree-adaptive,0,3,0.02,16,0.0,
/home/wj/code/TSP/outputs/phkmst-ablation/H4-48c8a8573883,H4-48c8a8573883,H4,50,wall_seconds branches nodes_expanded pruned_by_bound pruned_infeasible root_potential_iterations search_node_potential_update_candidates search_node_potential_updates_triggered search_node_potential_updates_skipped_strategy_none search_node_potential_updates_skipped_update_depth_zero search_node_potential_updates_skipped_budget_exhausted search_node_potential_updates_skipped_numerically_unsafe search_node_potential_updates_skipped_invalid_state search_node_potential_updates_skipped_zero_violation search_node_potential_updates_skipped_zero_iteration_limit search_node_potential_updates_skipped_depth_interval search_node_potential_updates_skipped_gap_below_minimum search_node_potential_updates_skipped_gap_above_maximum search_node_potential_iterations search_node_potential_updates_skipped_total,core,/home/wj/code/TSP/build/tsp_bb --hk-ascent polyak --hk-node-ascent polyak --branch-edge-order weight --hk-potential-update subtree-adaptive --hk-update-depth 4 --hk-update-gap-ratio 0.02 --hk-update-min-gap-ratio 0.0 --hk-update-iterations 16 --hk-update-budget 0 --exact-max-n 199 --debug --debug-interval 5000000 '<instance>',hk-update-depth 4,/home/wj/code/TSP/build/tsp_bb,52008dbba2074e03e6715cf4b9ea52f3d09408db5c42f902402df89fed92f74b,50,tsp_bb,1,H4-48c8a8573883,--hk-ascent polyak --hk-node-ascent polyak --branch-edge-order weight --hk-potential-update subtree-adaptive --hk-update-depth 4 --hk-update-gap-ratio 0.02 --hk-update-min-gap-ratio 0.0 --hk-update-iterations 16 --hk-update-budget 0 --exact-max-n 199 --debug --debug-interval 5000000,H4,1800.0,5,weight,启用,5000000,199,polyak,polyak,subtree-adaptive,0,4,0.02,16,0.0,
/home/wj/code/TSP/outputs/phkmst-ablation/HP1-070da8e15291,HP1-070da8e15291,HP1,50,wall_seconds branches nodes_expanded pruned_by_bound pruned_infeasible root_potential_iterations search_node_potential_update_candidates search_node_potential_updates_triggered search_node_potential_updates_skipped_strategy_none search_node_potential_updates_skipped_update_depth_zero search_node_potential_updates_skipped_budget_exhausted search_node_potential_updates_skipped_numerically_unsafe search_node_potential_updates_skipped_invalid_state search_node_potential_updates_skipped_zero_violation search_node_potential_updates_skipped_zero_iteration_limit search_node_potential_updates_skipped_depth_interval search_node_potential_updates_skipped_gap_below_minimum search_node_potential_updates_skipped_gap_above_maximum search_node_potential_iterations search_node_potential_updates_skipped_total,core,/home/wj/code/TSP/build/tsp_bb --hk-ascent hybrid --hk-node-ascent polyak --branch-edge-order weight --hk-potential-update subtree-adaptive --hk-update-depth 1 --hk-update-gap-ratio 0.01 --hk-update-min-gap-ratio 0.0 --hk-update-iterations 16 --hk-update-budget 0 --exact-max-n 199 --debug --debug-interval 5000000 '<instance>', hk-update-gap-ratio 0.01,/home/wj/code/TSP/build/tsp_bb,52008dbba2074e03e6715cf4b9ea52f3d09408db5c42f902402df89fed92f74b,50,tsp_bb,1,HP1-070da8e15291,--hk-ascent hybrid --hk-node-ascent polyak --branch-edge-order weight --hk-potential-update subtree-adaptive --hk-update-depth 1 --hk-update-gap-ratio 0.01 --hk-update-min-gap-ratio 0.0 --hk-update-iterations 16 --hk-update-budget 0 --exact-max-n 199 --debug --debug-interval 5000000,HP1,1800.0,5,weight,启用,5000000,199,hybrid,polyak,subtree-adaptive,0,1,0.01,16,0.0,
/home/wj/code/TSP/outputs/phkmst-ablation/HP132-159b3aadca78,HP132-159b3aadca78,HP132,50,wall_seconds branches nodes_expanded pruned_by_bound pruned_infeasible root_potential_iterations search_node_potential_update_candidates search_node_potential_updates_triggered search_node_potential_updates_skipped_strategy_none search_node_potential_updates_skipped_update_depth_zero search_node_potential_updates_skipped_budget_exhausted search_node_potential_updates_skipped_numerically_unsafe search_node_potential_updates_skipped_invalid_state search_node_potential_updates_skipped_zero_violation search_node_potential_updates_skipped_zero_iteration_limit search_node_potential_updates_skipped_depth_interval search_node_potential_updates_skipped_gap_below_minimum search_node_potential_updates_skipped_gap_above_maximum search_node_potential_iterations search_node_potential_updates_skipped_total,core,/home/wj/code/TSP/build/tsp_bb --hk-ascent hybrid --hk-node-ascent polyak --branch-edge-order weight --hk-potential-update subtree-adaptive --hk-update-depth 1 --hk-update-gap-ratio 0.01 --hk-update-min-gap-ratio 0.0 --hk-update-iterations 32 --hk-update-budget 0 --exact-max-n 199 --debug --debug-interval 5000000 '<instance>', hk-update-gap-ratio 0.01 hk-update-iterations 32,/home/wj/code/TSP/build/tsp_bb,52008dbba2074e03e6715cf4b9ea52f3d09408db5c42f902402df89fed92f74b,50,tsp_bb,1,HP132-159b3aadca78,--hk-ascent hybrid --hk-node-ascent polyak --branch-edge-order weight --hk-potential-update subtree-adaptive --hk-update-depth 1 --hk-update-gap-ratio 0.01 --hk-update-min-gap-ratio 0.0 --hk-update-iterations 32 --hk-update-budget 0 --exact-max-n 199 --debug --debug-interval 5000000,HP132,1800.0,5,weight,启用,5000000,199,hybrid,polyak,subtree-adaptive,0,1,0.01,32,0.0,
/home/wj/code/TSP/outputs/phkmst-ablation/HP25-4b3772051dde,HP25-4b3772051dde,HP25,50,wall_seconds branches nodes_expanded pruned_by_bound pruned_infeasible root_potential_iterations search_node_potential_update_candidates search_node_potential_updates_triggered search_node_potential_updates_skipped_strategy_none search_node_potential_updates_skipped_update_depth_zero search_node_potential_updates_skipped_budget_exhausted search_node_potential_updates_skipped_numerically_unsafe search_node_potential_updates_skipped_invalid_state search_node_potential_updates_skipped_zero_violation search_node_potential_updates_skipped_zero_iteration_limit search_node_potential_updates_skipped_depth_interval search_node_potential_updates_skipped_gap_below_minimum search_node_potential_updates_skipped_gap_above_maximum search_node_potential_iterations search_node_potential_updates_skipped_total,core,/home/wj/code/TSP/build/tsp_bb --hk-ascent hybrid --hk-node-ascent polyak --branch-edge-order weight --hk-potential-update subtree-adaptive --hk-update-depth 1 --hk-update-gap-ratio 0.05 --hk-update-min-gap-ratio 0.02 --hk-update-iterations 16 --hk-update-budget 0 --exact-max-n 199 --debug --debug-interval 5000000 '<instance>', hk-update-gap-ratio 0.02-0.05,/home/wj/code/TSP/build/tsp_bb,52008dbba2074e03e6715cf4b9ea52f3d09408db5c42f902402df89fed92f74b,50,tsp_bb,1,HP25-4b3772051dde,--hk-ascent hybrid --hk-node-ascent polyak --branch-edge-order weight --hk-potential-update subtree-adaptive --hk-update-depth 1 --hk-update-gap-ratio 0.05 --hk-update-min-gap-ratio 0.02 --hk-update-iterations 16 --hk-update-budget 0 --exact-max-n 199 --debug --debug-interval 5000000,HP25,1800.0,5,weight,启用,5000000,199,hybrid,polyak,subtree-adaptive,0,1,0.05,16,0.02,
/home/wj/code/TSP/outputs/phkmst-ablation/HP2532-4afd405ec4e7,HP2532-4afd405ec4e7,HP2532,50,wall_seconds branches nodes_expanded pruned_by_bound pruned_infeasible root_potential_iterations search_node_potential_update_candidates search_node_potential_updates_triggered search_node_potential_updates_skipped_strategy_none search_node_potential_updates_skipped_update_depth_zero search_node_potential_updates_skipped_budget_exhausted search_node_potential_updates_skipped_numerically_unsafe search_node_potential_updates_skipped_invalid_state search_node_potential_updates_skipped_zero_violation search_node_potential_updates_skipped_zero_iteration_limit search_node_potential_updates_skipped_depth_interval search_node_potential_updates_skipped_gap_below_minimum search_node_potential_updates_skipped_gap_above_maximum search_node_potential_iterations search_node_potential_updates_skipped_total,core,/home/wj/code/TSP/build/tsp_bb --hk-ascent hybrid --hk-node-ascent polyak --branch-edge-order weight --hk-potential-update subtree-adaptive --hk-update-depth 1 --hk-update-gap-ratio 0.05 --hk-update-min-gap-ratio 0.02 --hk-update-iterations 32 --hk-update-budget 0 --exact-max-n 199 --debug --debug-interval 5000000 '<instance>', hk-update-gap-ratio 0.02-0.05,/home/wj/code/TSP/build/tsp_bb,52008dbba2074e03e6715cf4b9ea52f3d09408db5c42f902402df89fed92f74b,50,tsp_bb,1,HP2532-4afd405ec4e7,--hk-ascent hybrid --hk-node-ascent polyak --branch-edge-order weight --hk-potential-update subtree-adaptive --hk-update-depth 1 --hk-update-gap-ratio 0.05 --hk-update-min-gap-ratio 0.02 --hk-update-iterations 32 --hk-update-budget 0 --exact-max-n 199 --debug --debug-interval 5000000,HP2532,1800.0,5,weight,启用,5000000,199,hybrid,polyak,subtree-adaptive,0,1,0.05,32,0.02,
