run_id,strategy,repeat,instance,status,wall_seconds,result,root_lower_bound,initial_upper_bound,final_upper_bound,final_lower_bound,final_relative_gap,branches,nodes_expanded,pruned_by_bound,pruned_infeasible,root_fixing_calls,root_fixing_tested,root_fixing_fixed_zero,root_fixing_tree_tested,root_fixing_fixed_one,root_fixing_active_after,root_fixing_seconds,root_candidate_compaction_calls,root_candidate_edges_before,root_candidate_edges_after,root_candidate_compaction_seconds,initial_tour_seconds,initial_clk_starts,adaptive_clk_triggers,adaptive_clk_improvements,root_guided_lk_calls,root_guided_lk_improvements,root_guided_lk_reascents,root_guided_lk_seconds,root_guided_lk_total_gain,root_potential_iterations,root_ascent_seconds,root_external_potential_replacements,root_external_potential_warm_starts,search_node_potential_update_candidates,search_node_potential_updates_triggered,search_node_potential_updates_skipped_strategy_none,search_node_potential_updates_skipped_update_depth_zero,search_node_potential_updates_skipped_budget_exhausted,search_node_potential_updates_skipped_numerically_unsafe,search_node_potential_updates_skipped_invalid_state,search_node_potential_updates_skipped_zero_violation,search_node_potential_updates_skipped_zero_iteration_limit,search_node_potential_updates_skipped_max_depth,search_node_potential_updates_skipped_near_leaf,search_node_potential_updates_skipped_depth_interval,search_node_potential_updates_skipped_gap_below_minimum,search_node_potential_updates_skipped_gap_above_maximum,search_node_potential_updates_skipped_gap_change_below_minimum,potential_update_gap_change_shallow_bypasses,search_node_potential_iterations,potential_update_seconds,potential_update_rebuild_seconds,sibling_warm_probes,sibling_warm_accepted,sibling_warm_rejected,replacement_seconds
GAPMST-P32-LKH-gc0.00045-cdd52ef2f04a,GAPMST-P32-LKH-gc0.00045,1,/home/wj/code/TSP/data/classic/tsplib/att48.tsp,ok,0.09037044458091259,10628.0,10602.983665769503,10628.0,10628.0,10628.0,0.0,53,21,27,17,1,1080,1037,48,14,75,0.000232574,1,1128,89,2.2516e-05,0.008284991,0,0,0,0,0,0,0.0,0.0,64,0.006803433,0,1,38,18,0,0,0,0,0,0,0,0,0,0,0,0,20,0,68,0.000725041,0.0,0,0,0,7.7395e-05
GAPMST-P32-LKH-gc0.00045-cdd52ef2f04a,GAPMST-P32-LKH-gc0.00045,1,/home/wj/code/TSP/data/classic/tsplib/bayg29.tsp,ok,0.04599649831652641,1610.0,1607.9799999981672,1610.0,1610.0,1610.0,0.0,3,2,1,2,1,377,370,29,24,10,0.00012525,1,406,34,1.2863e-05,0.001436182,0,0,0,0,0,0,0.0,0.0,64,0.002262073,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0,0,0,0,8.316e-06
GAPMST-P32-LKH-gc0.00045-cdd52ef2f04a,GAPMST-P32-LKH-gc0.00045,1,/home/wj/code/TSP/data/classic/tsplib/bays29.tsp,ok,0.023329420015215874,2020.0,2013.3002809125421,2020.0,2020.0,2020.0,0.0,7,3,4,3,1,377,358,29,17,26,8.3332e-05,1,406,43,8.992e-06,0.001799236,0,0,0,0,0,0,0.0,0.0,64,0.001525841,0,1,6,4,0,0,0,0,0,0,0,0,0,0,0,0,2,0,12,6.882000000000001e-05,0.0,0,0,0,1.0558000000000005e-05
GAPMST-P32-LKH-gc0.00045-cdd52ef2f04a,GAPMST-P32-LKH-gc0.00045,1,/home/wj/code/TSP/data/classic/tsplib/berlin52.tsp,ok,0.07668394409120083,7542.0,7541.999999973971,7542.0,7542.0,7542.0,0.0,1,0,1,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.008679162,0,0,0,0,0,0,0.0,0.0,1,0.000195859,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0.0
GAPMST-P32-LKH-gc0.00045-cdd52ef2f04a,GAPMST-P32-LKH-gc0.00045,1,/home/wj/code/TSP/data/classic/tsplib/bier127.tsp,timeout,1800.0,,117430.63,118282.0,118282.0,117430.63,0.007197798481594794,20495338,9710000,,,1,7874,6991,127,6,1004,0.000813592,1,8001,1010,5.9369e-05,0.1048264,0,,,,,,,,,0.028158664,,,,,,,,,,,,,,,,,,,,1620.020102,12.03864969,,,,123.681421
GAPMST-P32-LKH-gc0.00045-cdd52ef2f04a,GAPMST-P32-LKH-gc0.00045,1,/home/wj/code/TSP/data/classic/tsplib/brazil58.tsp,ok,0.06823415867984295,25395.0,25354.239999786165,25395.0,25395.0,25395.0,0.0,13,5,8,1,1,1595,1539,58,23,87,0.000228501,1,1653,110,2.2903e-05,0.012685165,0,0,0,0,0,0,0.0,0.0,64,0.008867044,0,1,8,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,12,0.000139754,0.0,0,0,0,5.110999999999999e-05
GAPMST-P32-LKH-gc0.00045-cdd52ef2f04a,GAPMST-P32-LKH-gc0.00045,1,/home/wj/code/TSP/data/classic/tsplib/brg180.tsp,ok,0.33324001729488373,1950.0,1949.6660590678675,1950.0,1950.0,1950.0,0.0,1,0,1,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.055051953,0,0,0,0,0,0,0.0,0.0,64,0.056161701,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0.0
GAPMST-P32-LKH-gc0.00045-cdd52ef2f04a,GAPMST-P32-LKH-gc0.00045,1,/home/wj/code/TSP/data/classic/tsplib/burma14.tsp,ok,0.025835921987891197,3323.0,3322.999999998899,3323.0,3323.0,3323.0,0.0,1,0,1,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.000164806,0,0,0,0,0,0,0.0,0.0,1,1.7663e-05,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0.0
GAPMST-P32-LKH-gc0.00045-cdd52ef2f04a,GAPMST-P32-LKH-gc0.00045,1,/home/wj/code/TSP/data/classic/tsplib/ch130.tsp,ok,60.97060296870768,6110.0,6074.619999904337,6110.0,6110.0,6110.0,0.0,713675,306398,454548,2914,1,8255,7816,130,14,555,0.000965144,1,8385,569,7.197e-05,0.33624996,12,0,0,0,0,0,0.0,0.0,64,0.029880107,0,1,596374,291237,0,0,0,0,0,0,0,0,0,0,0,0,305137,0,1029360,54.91602389699886,0.11426092899999996,0,0,0,4.282676824000098
GAPMST-P32-LKH-gc0.00045-cdd52ef2f04a,GAPMST-P32-LKH-gc0.00045,1,/home/wj/code/TSP/data/classic/tsplib/ch150.tsp,ok,45.97213739901781,6528.0,6486.5499998695095,6528.0,6528.0,6528.0,0.0,385420,179558,238343,700,1,11025,10518,150,4,653,0.001203057,1,11175,657,8.0998e-05,0.34116600799999997,12,0,0,0,0,0,0.0,0.0,64,0.04106159,0,1,338834,160214,0,0,0,0,0,0,0,0,0,0,0,0,178620,0,583915,41.840049199999974,0.10877322200000002,0,0,0,2.7685597709998424
GAPMST-P32-LKH-gc0.00045-cdd52ef2f04a,GAPMST-P32-LKH-gc0.00045,1,/home/wj/code/TSP/data/classic/tsplib/d198.tsp,timeout,1800.0,,14572.88,15780.0,15780.0,14572.88,0.0764968314321927,8968375,3760000,,,1,19305,1075,198,0,18428,0.001704705,1,19503,18428,0.000374013,0.45093288,0,,,,,,,,,0.068949154,,,,,,,,,,,,,,,,,,,,1561.711751,68.14705183,,,,118.8135045
GAPMST-P32-LKH-gc0.00045-cdd52ef2f04a,GAPMST-P32-LKH-gc0.00045,1,/home/wj/code/TSP/data/classic/tsplib/dantzig42.tsp,ok,0.05226490460336208,699.0,696.959999997658,699.0,699.0,699.0,0.0,12,6,6,11,1,819,796,42,27,35,0.000213631,1,861,62,2.2613e-05,0.004680163,0,0,0,0,0,0,0.0,0.0,64,0.005660601,0,1,11,6,0,0,0,0,0,0,0,0,0,0,0,0,5,0,19,0.00016780900000000002,0.0,0,0,0,4.163400000000002e-05
GAPMST-P32-LKH-gc0.00045-cdd52ef2f04a,GAPMST-P32-LKH-gc0.00045,1,/home/wj/code/TSP/data/classic/national/dj38.tsp,ok,0.03680798411369324,6656.0,6655.999999981781,6656.0,6656.0,6656.0,0.0,1,0,1,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.002420666,0,0,0,0,0,0,0.0,0.0,1,0.000116823,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0.0
GAPMST-P32-LKH-gc0.00045-cdd52ef2f04a,GAPMST-P32-LKH-gc0.00045,1,/home/wj/code/TSP/data/classic/tsplib/eil101.tsp,ok,0.14864365756511688,629.0,627.3329762117957,629.0,629.0,629.0,0.0,758,497,357,889,1,4949,4875,101,47,123,0.000529254,1,5050,170,3.6701e-05,0.049484172,0,0,0,0,0,0,0.0,0.0,64,0.017025201,0,1,649,153,0,0,0,0,0,0,0,0,0,0,0,0,496,0,745,0.013067147999999992,0.0,0,0,0,0.0013007480000000004
GAPMST-P32-LKH-gc0.00045-cdd52ef2f04a,GAPMST-P32-LKH-gc0.00045,1,/home/wj/code/TSP/data/classic/tsplib/eil51.tsp,ok,0.07329963706433773,426.0,422.4399999987474,426.0,426.0,426.0,0.0,334,179,176,77,1,1224,1159,51,7,109,0.000256839,1,1275,116,2.0115e-05,0.007995539,0,0,0,0,0,0,0.0,0.0,64,0.010078506,0,1,303,135,0,0,0,0,0,0,0,0,0,0,0,0,168,0,976,0.011619504999999995,0.0002704,0,0,0,0.00027734499999999964
GAPMST-P32-LKH-gc0.00045-cdd52ef2f04a,GAPMST-P32-LKH-gc0.00045,1,/home/wj/code/TSP/data/classic/tsplib/eil76.tsp,ok,0.10339812003076077,538.0,536.969999996869,538.0,538.0,538.0,0.0,6,6,0,9,1,2774,2755,76,61,31,0.000313164,1,2850,92,2.5205e-05,0.021329749,0,0,0,0,0,0,0.0,0.0,64,0.011642553,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0.0,0.0,0,0,0,3.9873e-05
GAPMST-P32-LKH-gc0.00045-cdd52ef2f04a,GAPMST-P32-LKH-gc0.00045,1,/home/wj/code/TSP/data/classic/tsplib/fri26.tsp,ok,0.05713520757853985,937.0,936.9999999984229,937.0,937.0,937.0,0.0,1,0,1,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.000671136,0,0,0,0,0,0,0.0,0.0,15,0.000322459,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0.0
GAPMST-P32-LKH-gc0.00045-cdd52ef2f04a,GAPMST-P32-LKH-gc0.00045,1,/home/wj/code/TSP/data/classic/tsplib/gr120.tsp,ok,4.111474800854921,6942.0,6909.959999893309,6942.0,6942.0,6942.0,0.0,54538,23311,35111,1169,1,7020,6727,120,13,397,0.000700107,1,7140,410,5.1577e-05,0.105273612,0,0,0,0,0,0,0.0,0.0,64,0.025118458,0,1,45806,22814,0,0,0,0,0,0,0,0,0,0,0,0,22992,0,100563,3.738815980000015,0.022002388999999994,0,0,0,0.058018030000000095
GAPMST-P32-LKH-gc0.00045-cdd52ef2f04a,GAPMST-P32-LKH-gc0.00045,1,/home/wj/code/TSP/data/classic/tsplib/gr137.tsp,ok,3.732365706935525,69853.0,69113.08999838053,69853.0,69853.0,69853.0,0.0,23643,11256,14894,2,1,9179,8325,137,3,988,0.00102178,1,9316,991,9.3424e-05,0.155196316,0,0,0,0,0,0,0.0,0.0,64,0.031589149,0,1,19571,9138,0,0,0,0,0,0,0,0,0,0,0,0,10433,0,65393,3.1473666820000106,0.099631581,0,0,0,0.13099567899999945
GAPMST-P32-LKH-gc0.00045-cdd52ef2f04a,GAPMST-P32-LKH-gc0.00045,1,/home/wj/code/TSP/data/classic/tsplib/gr17.tsp,ok,0.041932180523872375,2085.0,2084.999999998326,2085.0,2085.0,2085.0,0.0,1,0,1,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.000214389,0,0,0,0,0,0,0.0,0.0,1,2.2823e-05,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0.0
GAPMST-P32-LKH-gc0.00045-cdd52ef2f04a,GAPMST-P32-LKH-gc0.00045,1,/home/wj/code/TSP/data/classic/tsplib/gr21.tsp,ok,0.028508096933364868,2707.0,2706.9999999973675,2707.0,2707.0,2707.0,0.0,1,0,1,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.000427681,0,0,0,0,0,0,0.0,0.0,1,3.5674e-05,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0.0
