tau,CPHKMST-P32-LKH,Concorde,GAPMST-P32-LKH-BP-ascent-strong,GAPMST-P32-LKH-BP-ascent-strong-lift2,GAPMST-P32-LKH-BP-ascent-strong-lift2-split2,GAPMST-P32-LKH-BP-ascent-strong-split2,GAPMST-P32-LKH-BP-base,GAPMST-P32-LKH-BP-lift2,GAPMST-P32-LKH-BP-lift2-split2,GAPMST-P32-LKH-BP-split2,GAPMST-P32-LKH-same
3.8043646908048983,0.5,0.82,0.5,0.5,0.5,0.46,0.56,0.52,0.46,0.46,0.5
3.809050891478559,0.5,0.82,0.5,0.5,0.5,0.46,0.56,0.52,0.48,0.46,0.5
3.8176589451322074,0.52,0.82,0.5,0.5,0.5,0.46,0.56,0.52,0.48,0.46,0.5
3.8423800511605064,0.52,0.82,0.5,0.5,0.5,0.46,0.56,0.52,0.48,0.46,0.52
3.851587762788721,0.52,0.82,0.5,0.52,0.5,0.46,0.56,0.52,0.48,0.46,0.52
3.920020632847866,0.52,0.82,0.5,0.52,0.5,0.46,0.56,0.52,0.48,0.48,0.52
3.9483675253530985,0.52,0.82,0.5,0.52,0.52,0.46,0.56,0.52,0.48,0.48,0.52
3.961906809150107,0.52,0.82,0.52,0.52,0.52,0.46,0.56,0.52,0.48,0.48,0.52
3.9641822054906752,0.52,0.82,0.54,0.52,0.52,0.46,0.56,0.52,0.48,0.48,0.52
4.132178094063963,0.52,0.82,0.54,0.52,0.52,0.46,0.56,0.54,0.48,0.48,0.52
4.158614561646283,0.52,0.82,0.54,0.54,0.52,0.46,0.56,0.54,0.48,0.48,0.52
4.160702464302339,0.52,0.82,0.54,0.54,0.54,0.46,0.56,0.54,0.48,0.48,0.52
4.203354577748897,0.52,0.82,0.56,0.54,0.54,0.46,0.56,0.54,0.48,0.48,0.52
4.229306061673424,0.52,0.82,0.56,0.54,0.54,0.46,0.56,0.54,0.5,0.48,0.52
4.254696297607291,0.52,0.82,0.56,0.54,0.54,0.46,0.56,0.54,0.5,0.5,0.52
4.357062662716288,0.52,0.82,0.56,0.54,0.54,0.46,0.56,0.54,0.5,0.52,0.52
4.429405116318061,0.52,0.84,0.56,0.54,0.54,0.46,0.56,0.54,0.5,0.52,0.52
4.460111661113514,0.52,0.84,0.56,0.56,0.54,0.46,0.56,0.54,0.5,0.52,0.52
4.482263749623328,0.52,0.86,0.56,0.56,0.54,0.46,0.56,0.54,0.5,0.52,0.52
4.489658187000629,0.52,0.86,0.56,0.56,0.54,0.46,0.56,0.56,0.5,0.52,0.52
4.5706663363158055,0.52,0.86,0.56,0.56,0.54,0.46,0.56,0.56,0.5,0.52,0.54
4.7921389862509844,0.54,0.86,0.56,0.56,0.54,0.46,0.56,0.56,0.5,0.52,0.54
4.844644021312146,0.54,0.86,0.56,0.56,0.54,0.46,0.56,0.56,0.52,0.52,0.54
4.897946307635068,0.54,0.88,0.56,0.56,0.54,0.46,0.56,0.56,0.52,0.52,0.54
4.899258977022198,0.54,0.88,0.56,0.56,0.54,0.48,0.56,0.56,0.52,0.52,0.54
4.949273306029991,0.54,0.88,0.56,0.56,0.54,0.5,0.56,0.56,0.52,0.52,0.54
5.0,0.54,0.88,0.56,0.56,0.54,0.5,0.56,0.56,0.52,0.52,0.54
5.047263287305408,0.54,0.88,0.56,0.56,0.54,0.5,0.56,0.56,0.54,0.52,0.54
5.1097574985568475,0.54,0.88,0.56,0.56,0.54,0.5,0.56,0.56,0.56,0.52,0.54
5.139772731398377,0.54,0.88,0.56,0.56,0.54,0.52,0.56,0.56,0.56,0.52,0.54
5.203292651586126,0.54,0.9,0.56,0.56,0.54,0.52,0.56,0.56,0.56,0.52,0.54
5.326073822709685,0.56,0.9,0.56,0.56,0.54,0.52,0.56,0.56,0.56,0.52,0.54
5.456392002438674,0.56,0.9,0.56,0.56,0.54,0.52,0.56,0.56,0.56,0.54,0.54
5.6734174068013905,0.56,0.9,0.56,0.56,0.54,0.54,0.56,0.56,0.56,0.54,0.54
5.703899509779585,0.56,0.9,0.56,0.56,0.54,0.54,0.56,0.56,0.56,0.54,0.56
5.746309292437593,0.56,0.9,0.56,0.56,0.54,0.54,0.56,0.56,0.56,0.56,0.56
6.299424429410938,0.56,0.92,0.56,0.56,0.54,0.54,0.56,0.56,0.56,0.56,0.56
6.336274700382425,0.56,0.92,0.56,0.56,0.54,0.54,0.58,0.56,0.56,0.56,0.56
6.682655297340912,0.56,0.92,0.56,0.56,0.54,0.54,0.58,0.58,0.56,0.56,0.56
6.734212366937243,0.56,0.92,0.56,0.56,0.54,0.54,0.58,0.58,0.56,0.56,0.58
6.780753252708029,0.56,0.94,0.56,0.56,0.54,0.54,0.58,0.58,0.56,0.56,0.58
7.116744051702937,0.56,0.94,0.56,0.56,0.54,0.54,0.6,0.58,0.56,0.56,0.58
7.166224160603268,0.56,0.94,0.56,0.58,0.54,0.54,0.6,0.58,0.56,0.56,0.58
7.2405785333629815,0.56,0.94,0.56,0.58,0.54,0.54,0.6,0.6,0.56,0.56,0.58
7.2960029148571595,0.56,0.94,0.56,0.58,0.56,0.54,0.6,0.6,0.56,0.56,0.58
7.347977795612914,0.56,0.94,0.58,0.58,0.56,0.54,0.6,0.6,0.56,0.56,0.58
7.419731904257583,0.56,0.94,0.58,0.58,0.56,0.54,0.6,0.6,0.56,0.56,0.6
7.483153349239655,0.58,0.94,0.58,0.58,0.56,0.54,0.6,0.6,0.56,0.56,0.6
7.6469843816040255,0.58,0.94,0.58,0.58,0.56,0.54,0.6,0.6,0.56,0.58,0.6
7.7072525393125995,0.58,0.94,0.58,0.58,0.56,0.54,0.6,0.6,0.58,0.58,0.6
7.715464294697368,0.58,0.94,0.58,0.58,0.56,0.56,0.6,0.6,0.58,0.58,0.6
8.119010905228999,0.6,0.94,0.58,0.58,0.56,0.56,0.6,0.6,0.58,0.58,0.6
8.645472034549224,0.6,0.94,0.58,0.58,0.58,0.56,0.6,0.6,0.58,0.58,0.6
8.667515725371935,0.6,0.94,0.58,0.58,0.58,0.58,0.6,0.6,0.58,0.58,0.6
8.995519476680318,0.6,0.94,0.6,0.58,0.58,0.58,0.6,0.6,0.58,0.58,0.6
9.000737460476003,0.6,0.94,0.6,0.6,0.58,0.58,0.6,0.6,0.58,0.58,0.6
9.106479448252298,0.6,0.94,0.6,0.6,0.58,0.58,0.62,0.6,0.58,0.58,0.6
9.123827452937135,0.6,0.94,0.6,0.6,0.58,0.58,0.62,0.62,0.58,0.58,0.6
9.310461328120038,0.6,0.94,0.6,0.6,0.58,0.58,0.62,0.62,0.58,0.6,0.6
9.401020124013172,0.6,0.94,0.6,0.6,0.58,0.58,0.62,0.62,0.6,0.6,0.6
9.427768046108131,0.6,0.94,0.6,0.6,0.58,0.58,0.62,0.62,0.6,0.62,0.6
9.460096965228647,0.6,0.94,0.6,0.6,0.6,0.58,0.62,0.62,0.6,0.62,0.6
9.490074236158934,0.6,0.96,0.6,0.6,0.6,0.58,0.62,0.62,0.6,0.62,0.6
9.50895980881272,0.6,0.96,0.6,0.6,0.6,0.6,0.62,0.62,0.6,0.62,0.6
9.514971059636524,0.6,0.96,0.6,0.6,0.6,0.6,0.62,0.62,0.62,0.62,0.6
9.649911225038373,0.6,0.96,0.6,0.6,0.6,0.6,0.62,0.62,0.62,0.62,0.62
9.849243058721076,0.6,0.96,0.6,0.62,0.6,0.6,0.62,0.62,0.62,0.62,0.62
9.89543001562127,0.6,0.98,0.6,0.62,0.6,0.6,0.62,0.62,0.62,0.62,0.62
9.898261738988513,0.6,0.98,0.62,0.62,0.6,0.6,0.62,0.62,0.62,0.62,0.62
9.932749075439842,0.6,0.98,0.64,0.62,0.6,0.6,0.62,0.62,0.62,0.62,0.62
9.938524829446926,0.6,0.98,0.64,0.64,0.6,0.6,0.62,0.62,0.62,0.62,0.62
10.0,0.6,0.98,0.64,0.64,0.6,0.6,0.62,0.62,0.62,0.62,0.62
10.27417632694736,0.62,0.98,0.64,0.64,0.6,0.6,0.62,0.62,0.62,0.62,0.62
10.432563683250713,0.62,0.98,0.64,0.64,0.6,0.62,0.62,0.62,0.62,0.62,0.62
10.440527042912585,0.62,1.0,0.64,0.64,0.6,0.62,0.62,0.62,0.62,0.62,0.62
10.54740244873907,0.62,1.0,0.64,0.64,0.62,0.62,0.62,0.62,0.62,0.62,0.62
11.16956353239966,0.62,1.0,0.64,0.64,0.64,0.62,0.62,0.62,0.62,0.62,0.62
11.253437136115132,0.62,1.0,0.64,0.64,0.64,0.64,0.62,0.62,0.62,0.62,0.62
11.349605251600797,0.62,1.0,0.64,0.64,0.64,0.64,0.62,0.64,0.62,0.62,0.62
11.380321778206095,0.62,1.0,0.64,0.64,0.64,0.64,0.64,0.64,0.62,0.62,0.62
11.719076202135934,0.62,1.0,0.64,0.64,0.64,0.64,0.64,0.64,0.62,0.62,0.64
12.290652238943284,0.62,1.0,0.64,0.64,0.64,0.64,0.64,0.64,0.62,0.64,0.64
12.402507597082304,0.62,1.0,0.64,0.64,0.64,0.64,0.64,0.64,0.64,0.64,0.64
12.568877303870673,0.62,1.0,0.64,0.64,0.64,0.64,0.66,0.64,0.64,0.64,0.64
12.637947554476009,0.62,1.0,0.64,0.64,0.64,0.64,0.66,0.66,0.64,0.64,0.64
13.111190837840827,0.62,1.0,0.64,0.64,0.64,0.64,0.66,0.66,0.64,0.64,0.66
13.924032554742709,0.64,1.0,0.64,0.64,0.64,0.64,0.66,0.66,0.64,0.64,0.66
14.72204514144857,0.66,1.0,0.64,0.64,0.64,0.64,0.66,0.66,0.64,0.64,0.66
14.839474168203337,0.66,1.0,0.64,0.64,0.64,0.64,0.66,0.68,0.64,0.64,0.66
14.860222869468107,0.66,1.0,0.64,0.64,0.64,0.64,0.68,0.68,0.64,0.64,0.66
15.613672067903677,0.66,1.0,0.64,0.64,0.64,0.64,0.68,0.68,0.64,0.64,0.68
15.875608559582947,0.66,1.0,0.66,0.64,0.64,0.64,0.68,0.68,0.64,0.64,0.68
15.964611856266655,0.66,1.0,0.66,0.66,0.64,0.64,0.68,0.68,0.64,0.64,0.68
16.68956755258482,0.68,1.0,0.66,0.66,0.64,0.64,0.68,0.68,0.64,0.64,0.68
18.09960097659345,0.68,1.0,0.66,0.66,0.66,0.64,0.68,0.68,0.64,0.64,0.68
18.265964888970082,0.68,1.0,0.66,0.66,0.66,0.66,0.68,0.68,0.64,0.64,0.68
18.44020620964165,0.68,1.0,0.68,0.66,0.66,0.66,0.68,0.68,0.64,0.64,0.68
18.62340288677357,0.68,1.0,0.68,0.68,0.66,0.66,0.68,0.68,0.64,0.64,0.68
20.0,0.68,1.0,0.68,0.68,0.66,0.66,0.68,0.68,0.64,0.64,0.68
20.043696475813075,0.68,1.0,0.68,0.68,0.66,0.66,0.68,0.68,0.64,0.66,0.68
20.15333620481942,0.68,1.0,0.68,0.68,0.66,0.66,0.68,0.68,0.66,0.66,0.68
22.126637943753856,0.68,1.0,0.68,0.68,0.66,0.68,0.68,0.68,0.66,0.66,0.68
22.136199948001167,0.68,1.0,0.68,0.68,0.68,0.68,0.68,0.68,0.66,0.66,0.68
24.700924151433775,0.68,1.0,0.68,0.68,0.68,0.68,0.68,0.68,0.66,0.68,0.68
24.838495586710394,0.68,1.0,0.68,0.68,0.68,0.68,0.68,0.68,0.68,0.68,0.68
28.07852675015715,0.68,1.0,0.7,0.68,0.68,0.68,0.68,0.68,0.68,0.68,0.68
28.176838601791804,0.68,1.0,0.7,0.7,0.68,0.68,0.68,0.68,0.68,0.68,0.68
30.56019797198544,0.68,1.0,0.7,0.7,0.68,0.68,0.68,0.7,0.68,0.68,0.68
30.95333392455544,0.68,1.0,0.7,0.7,0.68,0.68,0.7,0.7,0.68,0.68,0.68
31.252692066290734,0.68,1.0,0.7,0.7,0.68,0.68,0.7,0.7,0.68,0.68,0.7
32.323565117063765,0.68,1.0,0.72,0.7,0.68,0.68,0.7,0.7,0.68,0.68,0.7
32.362722964527514,0.68,1.0,0.72,0.7,0.68,0.68,0.7,0.7,0.68,0.7,0.7
32.44241731437816,0.68,1.0,0.72,0.7,0.68,0.68,0.7,0.7,0.7,0.7,0.7
32.58059504151395,0.68,1.0,0.72,0.72,0.68,0.68,0.7,0.7,0.7,0.7,0.7
32.79945636763212,0.68,1.0,0.72,0.72,0.7,0.68,0.7,0.7,0.7,0.7,0.7
32.96016992836553,0.68,1.0,0.72,0.72,0.7,0.7,0.7,0.7,0.7,0.7,0.7
33.57087887095117,0.68,1.0,0.72,0.72,0.7,0.72,0.7,0.7,0.7,0.7,0.7
33.73427870689588,0.68,1.0,0.72,0.72,0.72,0.72,0.7,0.7,0.7,0.7,0.7
35.55662501166386,0.7,1.0,0.72,0.72,0.72,0.72,0.7,0.7,0.7,0.7,0.7
36.482999186549264,0.7,1.0,0.72,0.72,0.72,0.72,0.72,0.7,0.7,0.7,0.7
36.58373900558504,0.7,1.0,0.72,0.72,0.72,0.72,0.72,0.72,0.7,0.7,0.7
36.658635946611305,0.7,1.0,0.72,0.72,0.72,0.72,0.72,0.72,0.7,0.7,0.72
37.91740375703493,0.7,1.0,0.72,0.72,0.72,0.72,0.72,0.72,0.7,0.72,0.72
37.97298095608332,0.7,1.0,0.72,0.72,0.72,0.72,0.72,0.72,0.72,0.72,0.72
38.93350142571597,0.7,1.0,0.72,0.72,0.72,0.74,0.72,0.72,0.72,0.72,0.72
39.124353430041154,0.7,1.0,0.72,0.72,0.74,0.74,0.72,0.72,0.72,0.72,0.72
41.97575321880173,0.7,1.0,0.72,0.72,0.74,0.74,0.72,0.72,0.72,0.74,0.72
42.18107838459831,0.7,1.0,0.72,0.72,0.74,0.74,0.72,0.72,0.74,0.74,0.72
42.2241950665432,0.72,1.0,0.72,0.72,0.74,0.74,0.72,0.72,0.74,0.74,0.72
42.97871254891171,0.72,1.0,0.72,0.72,0.74,0.74,0.74,0.72,0.74,0.74,0.72
43.11932225520284,0.72,1.0,0.72,0.72,0.74,0.74,0.74,0.74,0.74,0.74,0.72
43.32432608510049,0.72,1.0,0.72,0.72,0.74,0.74,0.76,0.74,0.74,0.74,0.72
43.548772442527685,0.72,1.0,0.72,0.72,0.74,0.74,0.76,0.76,0.74,0.74,0.72
43.86823497490205,0.72,1.0,0.72,0.72,0.74,0.74,0.76,0.76,0.74,0.74,0.74
44.0775277130062,0.72,1.0,0.72,0.72,0.74,0.74,0.76,0.76,0.74,0.74,0.76
44.52144863724883,0.72,1.0,0.74,0.72,0.74,0.74,0.76,0.76,0.74,0.74,0.76
44.62586587448437,0.72,1.0,0.74,0.74,0.74,0.74,0.76,0.76,0.74,0.74,0.76
46.186599078873506,0.72,1.0,0.76,0.74,0.74,0.74,0.76,0.76,0.74,0.74,0.76
46.56408108114098,0.72,1.0,0.76,0.74,0.74,0.76,0.76,0.76,0.74,0.74,0.76
46.70833297853813,0.72,1.0,0.76,0.76,0.74,0.76,0.76,0.76,0.74,0.74,0.76
47.04416892904633,0.72,1.0,0.76,0.76,0.76,0.76,0.76,0.76,0.74,0.74,0.76
47.417858058517915,0.72,1.0,0.76,0.78,0.76,0.76,0.76,0.76,0.74,0.74,0.76
47.44662551794421,0.72,1.0,0.78,0.78,0.76,0.76,0.76,0.76,0.74,0.74,0.76
47.52218134273424,0.72,1.0,0.78,0.78,0.76,0.76,0.78,0.76,0.74,0.74,0.76
47.744038304201325,0.72,1.0,0.78,0.78,0.76,0.76,0.78,0.78,0.74,0.74,0.76
48.77980459095594,0.72,1.0,0.78,0.78,0.76,0.76,0.78,0.78,0.74,0.74,0.78
50.0,0.72,1.0,0.78,0.78,0.76,0.76,0.78,0.78,0.74,0.74,0.78
50.28762324091845,0.72,1.0,0.78,0.78,0.76,0.76,0.78,0.78,0.74,0.76,0.78
50.48323904603522,0.72,1.0,0.78,0.78,0.76,0.76,0.78,0.78,0.76,0.76,0.78
51.28839480138186,0.74,1.0,0.78,0.78,0.76,0.76,0.78,0.78,0.76,0.76,0.78
52.342583029907324,0.76,1.0,0.78,0.78,0.76,0.76,0.78,0.78,0.76,0.76,0.78
56.905771086064746,0.76,1.0,0.78,0.78,0.76,0.76,0.78,0.78,0.78,0.76,0.78
57.28732114860565,0.76,1.0,0.78,0.78,0.76,0.76,0.78,0.78,0.78,0.78,0.78
57.592457924038094,0.78,1.0,0.78,0.78,0.76,0.76,0.78,0.78,0.78,0.78,0.78
64.43594115689852,0.78,1.0,0.78,0.78,0.76,0.76,0.78,0.78,0.78,0.8,0.78
64.93438257041323,0.78,1.0,0.78,0.78,0.76,0.76,0.78,0.78,0.8,0.8,0.78
66.3908138952897,0.78,1.0,0.78,0.78,0.78,0.76,0.78,0.78,0.8,0.8,0.78
66.9667349776753,0.78,1.0,0.78,0.78,0.78,0.78,0.78,0.78,0.8,0.8,0.78
76.98074411576815,0.78,1.0,0.78,0.78,0.78,0.8,0.78,0.78,0.8,0.8,0.78
77.29744930068323,0.78,1.0,0.78,0.78,0.8,0.8,0.78,0.78,0.8,0.8,0.78
78.5430075284551,0.78,1.0,0.8,0.78,0.8,0.8,0.78,0.78,0.8,0.8,0.78
78.69754822799726,0.78,1.0,0.8,0.8,0.8,0.8,0.78,0.78,0.8,0.8,0.78
82.74652663530456,0.8,1.0,0.8,0.8,0.8,0.8,0.78,0.78,0.8,0.8,0.78
83.04005962803477,0.8,1.0,0.8,0.8,0.8,0.8,0.8,0.78,0.8,0.8,0.78
83.26422819797665,0.8,1.0,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.78
84.92178814470894,0.8,1.0,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
100.0,0.8,1.0,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
