run_id,strategy,label,instance,source,status,observed_repeats,expected_repeats,successful_repeats,timeouts,errors,result,result_consistent,wall_seconds,root_lower_bound,final_upper_bound,final_lower_bound,final_relative_gap,branches,nodes_expanded,initial_tour_seconds,root_ascent_seconds,lkh_provider_calls,lkh_provider_failures,lkh_provider_seconds,pruned_by_bound,pruned_infeasible,root_fixing_calls,root_fixing_tested,root_fixing_fixed_zero,root_fixing_tree_tested,root_fixing_fixed_one,root_fixing_active_after,root_fixing_seconds,potential_update_seconds,potential_update_rebuild_seconds,replacement_seconds,root_potential_iterations,search_node_potential_update_candidates,search_node_potential_updates_triggered,search_node_potential_updates_skipped_total,search_node_potential_iterations,adaptive_clk_improvements,adaptive_clk_triggers,branch_ascent_strong_probes,branch_ascent_strong_seconds,branch_lift_first_reorders,branch_zero_gain_splits,initial_clk_starts,initial_upper_bound,potential_update_gap_change_shallow_bypasses,root_candidate_compaction_calls,root_candidate_compaction_seconds,root_candidate_edges_after,root_candidate_edges_before,root_external_potential_replacements,root_external_potential_warm_starts,root_guided_lk_calls,root_guided_lk_improvements,root_guided_lk_reascents,root_guided_lk_seconds,root_guided_lk_total_gain,search_node_potential_updates_skipped_budget_exhausted,search_node_potential_updates_skipped_depth_interval,search_node_potential_updates_skipped_gap_change_below_minimum,search_node_potential_updates_skipped_invalid_state,search_node_potential_updates_skipped_max_depth,search_node_potential_updates_skipped_near_leaf,search_node_potential_updates_skipped_numerically_unsafe,search_node_potential_updates_skipped_strategy_none,search_node_potential_updates_skipped_update_depth_zero,search_node_potential_updates_skipped_zero_iteration_limit,search_node_potential_updates_skipped_zero_violation,sibling_warm_accepted,sibling_warm_probes,sibling_warm_rejected
CPHKMST-P32-LKH-598122e510eb,CPHKMST-P32-LKH,CPHKMST-P32-LKH,att48.tsp,/home/wj/code/TSP/data/classic/tsplib/att48.tsp,ok,1,1,1,0,0,10628.0,True,0.061020296066999435,10602.983665769503,10628.0,10628.0,0.0,10.0,4.0,0.007639407,0.007006902,1.0,0.0,0.021084696,7.0,1.0,1.0,1080.0,1037.0,48.0,14.0,75.0,0.000234352,0.001092773,0.000145385,5.891299999999998e-05,64.0,9.0,9.0,0.0,156.0,0.0,0.0,,,,,0.0,10628.0,,,,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CPHKMST-P32-LKH-598122e510eb,CPHKMST-P32-LKH,CPHKMST-P32-LKH,bayg29.tsp,/home/wj/code/TSP/data/classic/tsplib/bayg29.tsp,ok,1,1,1,0,0,1610.0,True,0.042039779946208,1607.9799999981672,1610.0,1610.0,0.0,3.0,1.0,0.001357667,0.002289198,1.0,0.0,0.006778082,2.0,1.0,1.0,377.0,370.0,29.0,24.0,10.0,0.000134206,3.1731e-05,0.0,8.480999999999999e-06,64.0,1.0,1.0,0.0,3.0,0.0,0.0,,,,,0.0,1610.0,,,,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CPHKMST-P32-LKH-598122e510eb,CPHKMST-P32-LKH,CPHKMST-P32-LKH,bays29.tsp,/home/wj/code/TSP/data/classic/tsplib/bays29.tsp,ok,1,1,1,0,0,2020.0,True,0.05876476131379604,2013.3002809125421,2020.0,2020.0,0.0,6.0,2.0,0.000899635,0.001669782,1.0,0.0,0.012475334,4.0,3.0,1.0,377.0,358.0,29.0,17.0,26.0,9.0489e-05,0.00015907100000000002,2.2192e-05,1.1827000000000002e-05,64.0,4.0,4.0,0.0,49.0,0.0,0.0,,,,,0.0,2020.0,,,,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CPHKMST-P32-LKH-598122e510eb,CPHKMST-P32-LKH,CPHKMST-P32-LKH,berlin52.tsp,/home/wj/code/TSP/data/classic/tsplib/berlin52.tsp,ok,1,1,1,0,0,7542.0,True,0.061789875850081444,7541.999999973971,7542.0,7542.0,0.0,1.0,0.0,0.00839605,0.00021293,1.0,0.0,0.015221611,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,7542.0,,,,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CPHKMST-P32-LKH-598122e510eb,CPHKMST-P32-LKH,CPHKMST-P32-LKH,bier127.tsp,/home/wj/code/TSP/data/classic/tsplib/bier127.tsp,ok,1,1,1,0,0,118282.0,True,518.0767556484789,117430.62999807068,118282.0,118282.0,0.0,716226.0,232121.0,0.328953551,0.028281141,1.0,0.0,0.083837805,486283.0,1204.0,1.0,7874.0,6991.0,127.0,6.0,1004.0,0.000812513,482.061435297016,28.09870922100014,3.6196714359999898,64.0,657259.0,657259.0,0.0,10896627.0,0.0,0.0,,,,,12.0,118282.0,,,,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CPHKMST-P32-LKH-598122e510eb,CPHKMST-P32-LKH,CPHKMST-P32-LKH,brazil58.tsp,/home/wj/code/TSP/data/classic/tsplib/brazil58.tsp,ok,1,1,1,0,0,25395.0,True,0.1131199561059475,25354.239999786165,25395.0,25395.0,0.0,9.0,3.0,0.004941997,0.00486904,1.0,0.0,0.027350172,6.0,2.0,1.0,1595.0,1539.0,58.0,23.0,87.0,0.000168795,0.000379489,5.775e-05,3.829899999999999e-05,64.0,6.0,6.0,0.0,76.0,0.0,0.0,,,,,0.0,25395.0,,,,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CPHKMST-P32-LKH-598122e510eb,CPHKMST-P32-LKH,CPHKMST-P32-LKH,brg180.tsp,/home/wj/code/TSP/data/classic/tsplib/brg180.tsp,ok,1,1,1,0,0,1950.0,True,0.31589935533702374,1949.6660590678675,1950.0,1950.0,0.0,1.0,0.0,0.052977334,0.055833732,1.0,0.0,0.158772219,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,1950.0,,,,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CPHKMST-P32-LKH-598122e510eb,CPHKMST-P32-LKH,CPHKMST-P32-LKH,burma14.tsp,/home/wj/code/TSP/data/classic/tsplib/burma14.tsp,ok,1,1,1,0,0,3323.0,True,0.011975260451436043,3322.999999998899,3323.0,3323.0,0.0,1.0,0.0,0.000157503,1.8406e-05,1.0,0.0,0.003961759,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,3323.0,,,,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CPHKMST-P32-LKH-598122e510eb,CPHKMST-P32-LKH,CPHKMST-P32-LKH,ch130.tsp,/home/wj/code/TSP/data/classic/tsplib/ch130.tsp,ok,1,1,1,0,0,6110.0,True,12.63277150504291,6074.619999904337,6110.0,6110.0,0.0,18038.0,5557.0,0.1090504,0.030375431,1.0,0.0,0.086178636,12539.0,7.0,1.0,8255.0,7816.0,130.0,14.0,555.0,0.001114007,11.663573571000097,0.5453627490000013,0.10274804700000013,64.0,16836.0,16836.0,0.0,270441.0,0.0,0.0,,,,,0.0,6110.0,,,,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CPHKMST-P32-LKH-598122e510eb,CPHKMST-P32-LKH,CPHKMST-P32-LKH,ch150.tsp,/home/wj/code/TSP/data/classic/tsplib/ch150.tsp,ok,1,1,1,0,0,6528.0,True,13.1669649053365,6486.5499998695095,6528.0,6528.0,0.0,13209.0,4073.0,0.171773521,0.040894849,1.0,0.0,0.178780055,9174.0,11.0,1.0,11025.0,10518.0,150.0,4.0,653.0,0.001221539,12.121600101000004,0.49251363799999914,0.07995331099999999,64.0,12630.0,12630.0,0.0,201737.0,0.0,0.0,,,,,0.0,6528.0,,,,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
