instance,Concorde:status,Concorde:wall_seconds,Concorde:result,Concorde:branches,PS-PS64:status,PS-PS64:successful_repeats,PS-PS64:result,PSD-PSD64:status,PSD-PSD64:successful_repeats,PSD-PSD64:result,result_match,PS-PS64:matches_reference,PSD-PSD64:matches_reference,PS-PS64:wall_vs_Concorde_relative_change,PSD-PSD64:wall_vs_Concorde_relative_change,PS-PS64:wall_seconds,PSD-PSD64:wall_seconds,relative_change:wall_seconds,PS-PS64:branches,PSD-PSD64:branches,relative_change:branches,PS-PS64:nodes_expanded,PSD-PSD64:nodes_expanded,PS-PS64:pruned_by_bound,PSD-PSD64:pruned_by_bound,PS-PS64:pruned_infeasible,PSD-PSD64:pruned_infeasible,PS-PS64:root_potential_iterations,PSD-PSD64:root_potential_iterations,PS-PS64:search_node_potential_update_candidates,PSD-PSD64:search_node_potential_update_candidates,PS-PS64:search_node_potential_updates_triggered,PSD-PSD64:search_node_potential_updates_triggered,PS-PS64:search_node_potential_updates_skipped_total,PSD-PSD64:search_node_potential_updates_skipped_total,relative_change:search_node_potential_updates_skipped_total,PS-PS64:search_node_potential_iterations,PSD-PSD64:search_node_potential_iterations,PS-PS64:search_node_potential_updates_skipped_budget_exhausted,PSD-PSD64:search_node_potential_updates_skipped_budget_exhausted,PS-PS64:search_node_potential_updates_skipped_depth_interval,PSD-PSD64:search_node_potential_updates_skipped_depth_interval,PS-PS64:search_node_potential_updates_skipped_gap_above_maximum,PSD-PSD64:search_node_potential_updates_skipped_gap_above_maximum,PS-PS64:search_node_potential_updates_skipped_gap_below_minimum,PSD-PSD64:search_node_potential_updates_skipped_gap_below_minimum,PS-PS64:search_node_potential_updates_skipped_invalid_state,PSD-PSD64:search_node_potential_updates_skipped_invalid_state,PS-PS64:search_node_potential_updates_skipped_numerically_unsafe,PSD-PSD64:search_node_potential_updates_skipped_numerically_unsafe,PS-PS64:search_node_potential_updates_skipped_strategy_none,PSD-PSD64:search_node_potential_updates_skipped_strategy_none,PS-PS64:search_node_potential_updates_skipped_update_depth_zero,PSD-PSD64:search_node_potential_updates_skipped_update_depth_zero,PS-PS64:search_node_potential_updates_skipped_zero_iteration_limit,PSD-PSD64:search_node_potential_updates_skipped_zero_iteration_limit,PS-PS64:search_node_potential_updates_skipped_zero_violation,PSD-PSD64:search_node_potential_updates_skipped_zero_violation
att48.tsp,ok,0.08958465978503227,10628.0,1.0,ok,1,10628.0,ok,1,10628.0,True,True,True,-0.41773946854541055,-0.41929117625765355,0.05216161161661148,0.052022602409124374,-0.0026649714834124927,48.0,35.0,-0.27083333333333337,18.0,12.0,31.0,23.0,2.0,2.0,100.0,100.0,42.0,28.0,42.0,28.0,0.0,0.0,0.0,376.0,257.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bayg29.tsp,ok,0.023851288482546806,1610.0,1.0,ok,1,1610.0,ok,1,1610.0,True,True,True,-0.2776226091195334,-0.3223779531580594,0.017229631543159485,0.01616215892136097,-0.06195562680052347,2.0,3.0,0.5,1.0,1.0,1.0,2.0,3.0,1.0,100.0,100.0,1.0,2.0,1.0,2.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bays29.tsp,ok,0.04078455828130245,2020.0,1.0,ok,1,2020.0,ok,1,2020.0,True,True,True,-0.29111826278382813,-0.5858862261094391,0.028911428526043892,0.01688944734632969,-0.4158210712031958,10.0,12.0,0.19999999999999996,3.0,3.0,6.0,8.0,2.0,1.0,100.0,100.0,7.0,10.0,7.0,10.0,0.0,0.0,0.0,47.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
berlin52.tsp,ok,0.05695320665836334,7542.0,1.0,ok,1,7542.0,ok,1,7542.0,True,True,True,-0.1372372003092569,-0.127651021110316,0.04913710802793503,0.04968307167291641,0.011111025188356605,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,21.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
brazil58.tsp,ok,0.09078448079526424,25395.0,1.0,ok,1,25395.0,ok,1,25395.0,True,True,True,-0.3740360574135003,-0.31793155566259157,0.056827811524271965,0.06192122958600521,0.08962896731572667,86.0,71.0,-0.17441860465116277,28.0,21.0,59.0,50.0,0.0,2.0,100.0,100.0,82.0,60.0,82.0,60.0,0.0,0.0,0.0,734.0,557.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
burma14.tsp,ok,0.023742059245705605,3323.0,1.0,ok,1,3323.0,ok,1,3323.0,True,True,True,-0.1840448389394953,0.0828165804346177,0.019372455775737762,0.02570829540491104,0.32705402466879496,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,19.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ch150.tsp,ok,0.3328863438218832,6528.0,1.0,ok,1,6528.0,ok,1,6528.0,True,True,True,1679.6457379109356,319.03731713371747,559.4640149530023,106.53605238720775,-0.8095747902639328,421296.0,78972.0,-0.8125498461889028,133187.0,25409.0,290578.0,54042.0,0.0,0.0,400.0,400.0,402315.0,75665.0,402195.0,75645.0,120.0,20.0,-0.8333333333333334,3690548.0,703004.0,0.0,0.0,0.0,0.0,119.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
dantzig42.tsp,ok,0.043297743424773216,699.0,1.0,ok,1,699.0,ok,1,699.0,True,True,True,-0.10906304109058784,0.037369878528987766,0.038575559854507446,0.04491577483713627,0.16435834000962624,5.0,4.0,-0.19999999999999996,1.0,1.0,4.0,3.0,0.0,0.0,100.0,100.0,4.0,2.0,4.0,2.0,0.0,0.0,0.0,20.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dj38.tsp,ok,0.03762975335121155,6656.0,1.0,ok,1,6656.0,ok,1,6656.0,True,True,True,-0.24042936652820068,-0.3245821767004977,0.028582455590367317,0.025415806099772453,-0.11078997326115214,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,22.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eil101.tsp,ok,0.07881497777998447,629.0,1.0,ok,1,629.0,ok,1,629.0,True,True,True,89.6118300061855,2380.8376800304413,7.141569368541241,187.724483827129,25.286166826868502,11690.0,344662.0,28.483490162532078,3795.0,100105.0,7993.0,247287.0,0.0,6.0,400.0,500.0,10699.0,324471.0,10635.0,318088.0,64.0,6383.0,98.734375,103185.0,2855700.0,0.0,0.0,0.0,0.0,64.0,6382.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
