instance,Concorde:status,Concorde:wall_seconds,Concorde:result,Concorde:branches,gap0.005-0.02:status,gap0.005-0.02:successful_repeats,gap0.005-0.02:result,gap0.005-0.04:status,gap0.005-0.04:successful_repeats,gap0.005-0.04:result,result_match,gap0.005-0.02:matches_reference,gap0.005-0.04:matches_reference,gap0.005-0.02:wall_vs_Concorde_relative_change,gap0.005-0.04:wall_vs_Concorde_relative_change,gap0.005-0.02:wall_seconds,gap0.005-0.04:wall_seconds,relative_change:wall_seconds,gap0.005-0.02:branches,gap0.005-0.04:branches,relative_change:branches,gap0.005-0.02:nodes_expanded,gap0.005-0.04:nodes_expanded,gap0.005-0.02:pruned_by_bound,gap0.005-0.04:pruned_by_bound,gap0.005-0.02:pruned_infeasible,gap0.005-0.04:pruned_infeasible,gap0.005-0.02:root_potential_iterations,gap0.005-0.04:root_potential_iterations,gap0.005-0.02:search_node_potential_update_candidates,gap0.005-0.04:search_node_potential_update_candidates,gap0.005-0.02:search_node_potential_updates_triggered,gap0.005-0.04:search_node_potential_updates_triggered,gap0.005-0.02:search_node_potential_updates_skipped_total,gap0.005-0.04:search_node_potential_updates_skipped_total,relative_change:search_node_potential_updates_skipped_total,gap0.005-0.02:search_node_potential_iterations,gap0.005-0.04:search_node_potential_iterations,gap0.005-0.02:search_node_potential_updates_skipped_budget_exhausted,gap0.005-0.04:search_node_potential_updates_skipped_budget_exhausted,gap0.005-0.02:search_node_potential_updates_skipped_depth_interval,gap0.005-0.04:search_node_potential_updates_skipped_depth_interval,gap0.005-0.02:search_node_potential_updates_skipped_gap_above_maximum,gap0.005-0.04:search_node_potential_updates_skipped_gap_above_maximum,gap0.005-0.02:search_node_potential_updates_skipped_gap_below_minimum,gap0.005-0.04:search_node_potential_updates_skipped_gap_below_minimum,gap0.005-0.02:search_node_potential_updates_skipped_invalid_state,gap0.005-0.04:search_node_potential_updates_skipped_invalid_state,gap0.005-0.02:search_node_potential_updates_skipped_numerically_unsafe,gap0.005-0.04:search_node_potential_updates_skipped_numerically_unsafe,gap0.005-0.02:search_node_potential_updates_skipped_strategy_none,gap0.005-0.04:search_node_potential_updates_skipped_strategy_none,gap0.005-0.02:search_node_potential_updates_skipped_update_depth_zero,gap0.005-0.04:search_node_potential_updates_skipped_update_depth_zero,gap0.005-0.02:search_node_potential_updates_skipped_zero_iteration_limit,gap0.005-0.04:search_node_potential_updates_skipped_zero_iteration_limit,gap0.005-0.02:search_node_potential_updates_skipped_zero_violation,gap0.005-0.04:search_node_potential_updates_skipped_zero_violation
att48.tsp,ok,0.08958465978503227,10628.0,1.0,ok,1,10628.0,ok,1,10628.0,True,True,True,-0.41763055999661336,-0.3818412730465397,0.05217136815190315,0.0553775392472744,0.061454610238246055,265.0,265.0,0.0,207.0,207.0,114.0,114.0,74.0,74.0,100.0,100.0,206.0,206.0,1.0,1.0,205.0,205.0,0.0,32.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,204.0,204.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
bayg29.tsp,ok,0.023851288482546806,1610.0,1.0,ok,1,1610.0,ok,1,1610.0,True,True,True,1.0012887870992904,-0.35332672709224466,0.04773331619799137,0.015423990786075592,-0.6768715854121898,3.0,3.0,0.0,3.0,3.0,0.0,0.0,6.0,6.0,100.0,100.0,2.0,2.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bays29.tsp,ok,0.04078455828130245,2020.0,1.0,ok,1,2020.0,ok,1,2020.0,True,True,True,0.19199432518469206,-0.08999301837322848,0.04861496202647686,0.037114232778549194,-0.23656768962740515,15.0,15.0,0.0,11.0,11.0,2.0,2.0,11.0,11.0,100.0,100.0,10.0,10.0,0.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
berlin52.tsp,ok,0.05695320665836334,7542.0,1.0,ok,1,7542.0,ok,1,7542.0,True,True,True,-0.7956942451266528,-0.33694109074544787,0.01163586787879467,0.0377633310854435,2.2454245337611467,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,20.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
brazil58.tsp,ok,0.09078448079526424,25395.0,1.0,ok,1,25395.0,ok,1,25395.0,True,True,True,0.4402743012773591,0.1892877256327392,0.13075455464422703,0.10796886868774891,-0.1742630382434952,25075.0,25075.0,0.0,17028.0,17028.0,14788.0,14788.0,742.0,742.0,120.0,120.0,17027.0,17027.0,2.0,2.0,17025.0,17025.0,0.0,64.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,17025.0,17025.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
burma14.tsp,ok,0.023742059245705605,3323.0,1.0,ok,1,3323.0,ok,1,3323.0,True,True,True,-0.6133732755257338,0.7535648634232308,0.009179314598441124,0.041633240878582,3.535550060094068,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,36.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dantzig42.tsp,ok,0.043297743424773216,699.0,1.0,ok,1,699.0,ok,1,699.0,True,True,True,0.7137215141865889,0.1264239276939394,0.07420027442276478,0.04877161420881748,-0.34270304809203966,12.0,12.0,0.0,6.0,6.0,6.0,6.0,1.0,1.0,100.0,100.0,5.0,5.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dj38.tsp,ok,0.03762975335121155,6656.0,1.0,ok,1,6656.0,ok,1,6656.0,True,True,True,-0.58348056064848,0.33257502108668713,0.015673523768782616,0.05014446936547756,2.199310512761123,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,32.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eil101.tsp,ok,0.07881497777998447,629.0,1.0,ok,1,629.0,ok,1,629.0,True,True,True,2.7767727339963546,16.051528155254772,0.2976662591099739,1.3439158126711845,3.5148409386052375,6655.0,163992.0,23.641923365890307,4581.0,120115.0,3804.0,94615.0,1.0,1480.0,400.0,500.0,4634.0,120178.0,86.0,247.0,4548.0,119931.0,25.37005277044855,1398.0,6545.0,0.0,0.0,0.0,0.0,26.0,0.0,4520.0,119930.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0
eil51.tsp,ok,0.05758170783519745,426.0,1.0,ok,1,426.0,ok,1,426.0,True,True,True,0.6716218092392223,0.6690435228840423,0.09625483863055706,0.0961063764989376,-0.0015423861670921246,2141.0,2141.0,0.0,1646.0,1646.0,950.0,950.0,552.0,552.0,400.0,400.0,1726.0,1726.0,161.0,161.0,1565.0,1565.0,0.0,3293.0,3293.0,0.0,0.0,0.0,0.0,0.0,0.0,1565.0,1565.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eil76.tsp,ok,0.038888582959771156,538.0,1.0,ok,1,538.0,ok,1,538.0,True,True,True,5.234008915253933,2.730512316968329,0.2424317728728056,0.14507433772087097,-0.4015869454661549,27170.0,4438.0,-0.836658078763342,22899.0,3635.0,15135.0,2427.0,37.0,3.0,364.0,364.0,22908.0,3635.0,52.0,30.0,22856.0,3605.0,-0.8422733636681834,1498.0,939.0,0.0,0.0,0.0,0.0,9.0,0.0,22847.0,3604.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
fri26.tsp,ok,0.029480643570423126,937.0,1.0,ok,1,937.0,ok,1,937.0,True,True,True,0.47327661698457724,-0.7794471577590618,0.04343314282596111,0.006502039730548859,-0.8502977379140424,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,45.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gr120.tsp,ok,0.15989429503679276,6942.0,1.0,ok,1,6942.0,ok,1,6942.0,True,True,True,2801.921591711882,1011.5381880342948,448.17117195017636,161.89907977357507,-0.638756149644597,101233011.0,33476106.0,-0.6693163063183016,73398462.0,23948471.0,59518928.0,19283549.0,181.0,0.0,800.0,400.0,73398956.0,23948470.0,1157.0,32.0,73397799.0,23948438.0,-0.6737172186866258,24326.0,1018.0,0.0,0.0,0.0,0.0,110.0,0.0,73397683.0,23948433.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,5.0
gr137.tsp,ok,0.33605039678514004,69853.0,1.0,ok,1,69853.0,ok,1,69853.0,True,True,True,98.88095213984252,99.5587468468581,33.56503359787166,33.79280677810311,0.006786025688527708,2942355.0,2942576.0,7.510990346171198e-05,2176072.0,2176072.0,1658551.0,1659900.0,45113.0,45113.0,800.0,800.0,2176154.0,2176153.0,1088.0,1096.0,2175066.0,2175057.0,-4.13780547348086e-06,33406.0,33632.0,0.0,0.0,0.0,0.0,3.0,0.0,2175057.0,2175052.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,5.0
gr17.tsp,ok,0.018152451142668724,2085.0,1.0,ok,1,2085.0,ok,1,2085.0,True,True,True,1.3584792729954054,0.877316178926467,0.042812179774045944,0.03407789021730423,-0.20401412875587122,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,34.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gr21.tsp,ok,0.008518075570464134,2707.0,1.0,ok,1,2707.0,ok,1,2707.0,True,True,True,5.403938941293086,0.31545074278821805,0.054549235850572586,0.01120510883629322,-0.7945872446868455,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,22.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gr24.tsp,ok,0.013564003631472588,1272.0,1.0,ok,1,1272.0,ok,1,1272.0,True,True,True,1.9932343868590996,0.7939216593411891,0.04060024209320545,0.024332759901881218,-0.4006745120873709,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gr48.tsp,ok,0.07694356888532639,5046.0,1.0,ok,1,5046.0,ok,1,5046.0,True,True,True,1.0982450842634748,2.8442052151451445,0.16144646517932415,0.29578686878085136,0.8321049547434234,15914.0,41108.0,1.583134347115747,11859.0,29878.0,9243.0,23812.0,15.0,28.0,334.0,334.0,11944.0,30062.0,258.0,553.0,11686.0,29509.0,1.5251583090877974,6438.0,13498.0,0.0,0.0,0.0,0.0,7.0,0.0,11676.0,29508.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0
