instance,Concorde:status,Concorde:wall_seconds,Concorde:result,Concorde:branches,gap0.005-0.01:status,gap0.005-0.01:successful_repeats,gap0.005-0.01:result,gap0.005-0.02:status,gap0.005-0.02:successful_repeats,gap0.005-0.02:result,result_match,gap0.005-0.01:matches_reference,gap0.005-0.02:matches_reference,gap0.005-0.01:wall_vs_Concorde_relative_change,gap0.005-0.02:wall_vs_Concorde_relative_change,gap0.005-0.01:wall_seconds,gap0.005-0.02:wall_seconds,relative_change:wall_seconds,gap0.005-0.01:branches,gap0.005-0.02:branches,relative_change:branches,gap0.005-0.01:nodes_expanded,gap0.005-0.02:nodes_expanded,gap0.005-0.01:pruned_by_bound,gap0.005-0.02:pruned_by_bound,gap0.005-0.01:pruned_infeasible,gap0.005-0.02:pruned_infeasible,gap0.005-0.01:root_potential_iterations,gap0.005-0.02:root_potential_iterations,gap0.005-0.01:search_node_potential_update_candidates,gap0.005-0.02:search_node_potential_update_candidates,gap0.005-0.01:search_node_potential_updates_triggered,gap0.005-0.02:search_node_potential_updates_triggered,gap0.005-0.01:search_node_potential_updates_skipped_total,gap0.005-0.02:search_node_potential_updates_skipped_total,relative_change:search_node_potential_updates_skipped_total,gap0.005-0.01:search_node_potential_iterations,gap0.005-0.02:search_node_potential_iterations,gap0.005-0.01:search_node_potential_updates_skipped_budget_exhausted,gap0.005-0.02:search_node_potential_updates_skipped_budget_exhausted,gap0.005-0.01:search_node_potential_updates_skipped_depth_interval,gap0.005-0.02:search_node_potential_updates_skipped_depth_interval,gap0.005-0.01:search_node_potential_updates_skipped_gap_above_maximum,gap0.005-0.02:search_node_potential_updates_skipped_gap_above_maximum,gap0.005-0.01:search_node_potential_updates_skipped_gap_below_minimum,gap0.005-0.02:search_node_potential_updates_skipped_gap_below_minimum,gap0.005-0.01:search_node_potential_updates_skipped_invalid_state,gap0.005-0.02:search_node_potential_updates_skipped_invalid_state,gap0.005-0.01:search_node_potential_updates_skipped_numerically_unsafe,gap0.005-0.02:search_node_potential_updates_skipped_numerically_unsafe,gap0.005-0.01:search_node_potential_updates_skipped_strategy_none,gap0.005-0.02:search_node_potential_updates_skipped_strategy_none,gap0.005-0.01:search_node_potential_updates_skipped_update_depth_zero,gap0.005-0.02:search_node_potential_updates_skipped_update_depth_zero,gap0.005-0.01:search_node_potential_updates_skipped_zero_iteration_limit,gap0.005-0.02:search_node_potential_updates_skipped_zero_iteration_limit,gap0.005-0.01:search_node_potential_updates_skipped_zero_violation,gap0.005-0.02:search_node_potential_updates_skipped_zero_violation
att48.tsp,ok,0.08958465978503227,10628.0,1.0,ok,1,10628.0,ok,1,10628.0,True,True,True,-0.14280981727191444,-0.41763055999661336,0.07679109089076519,0.05217136815190315,-0.3206064981403042,265.0,265.0,0.0,207.0,207.0,114.0,114.0,74.0,74.0,100.0,100.0,206.0,206.0,1.0,1.0,205.0,205.0,0.0,32.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,204.0,204.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
bayg29.tsp,ok,0.023851288482546806,1610.0,1.0,ok,1,1610.0,ok,1,1610.0,True,True,True,-0.36454182224640364,1.0012887870992904,0.015156496316194534,0.04773331619799137,2.149363494186245,3.0,3.0,0.0,3.0,3.0,0.0,0.0,6.0,6.0,100.0,100.0,2.0,2.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bays29.tsp,ok,0.04078455828130245,2020.0,1.0,ok,1,2020.0,ok,1,2020.0,True,True,True,-0.06921383009706361,0.19199432518469206,0.037961702793836594,0.04861496202647686,0.28063175380978733,15.0,15.0,0.0,11.0,11.0,2.0,2.0,11.0,11.0,100.0,100.0,10.0,10.0,0.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
berlin52.tsp,ok,0.05695320665836334,7542.0,1.0,ok,1,7542.0,ok,1,7542.0,True,True,True,0.04566536675854538,-0.7956942451266528,0.05955399572849274,0.01163586787879467,-0.8046165041243797,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,20.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
brazil58.tsp,ok,0.09078448079526424,25395.0,1.0,ok,1,25395.0,ok,1,25395.0,True,True,True,0.6064502199825534,0.4402743012773591,0.14584074914455414,0.13075455464422703,-0.10344293065427146,25075.0,25075.0,0.0,17028.0,17028.0,14788.0,14788.0,742.0,742.0,120.0,120.0,17027.0,17027.0,2.0,2.0,17025.0,17025.0,0.0,64.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,17025.0,17025.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
burma14.tsp,ok,0.023742059245705605,3323.0,1.0,ok,1,3323.0,ok,1,3323.0,True,True,True,0.07497335918843406,-0.6133732755257338,0.025522081181406975,0.009179314598441124,-0.640338319857382,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,36.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dantzig42.tsp,ok,0.043297743424773216,699.0,1.0,ok,1,699.0,ok,1,699.0,True,True,True,0.04314588510993134,0.7137215141865889,0.04516586288809776,0.07420027442276478,0.642839739530765,12.0,12.0,0.0,6.0,6.0,6.0,6.0,1.0,1.0,100.0,100.0,5.0,5.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dj38.tsp,ok,0.03762975335121155,6656.0,1.0,ok,1,6656.0,ok,1,6656.0,True,True,True,0.11502995695543872,-0.58348056064848,0.04195830225944519,0.015673523768782616,-0.6264500009588838,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,32.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eil101.tsp,ok,0.07881497777998447,629.0,1.0,ok,1,629.0,ok,1,629.0,True,True,True,58.09543677451735,2.7767727339963546,4.6576055362820625,0.2976662591099739,-0.9360902814136582,199088.0,6655.0,-0.9665725709234108,120115.0,4581.0,124003.0,3804.0,1470.0,1.0,500.0,400.0,139305.0,4634.0,19203.0,86.0,120102.0,4548.0,-0.9621321876405056,64392.0,1398.0,0.0,0.0,0.0,0.0,8472.0,26.0,111629.0,4520.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0
eil51.tsp,ok,0.05758170783519745,426.0,1.0,ok,1,426.0,ok,1,426.0,True,True,True,0.6145755779333752,0.6716218092392223,0.09297001920640469,0.09625483863055706,0.03533202910133504,1675.0,2141.0,0.27820895522388067,1286.0,1646.0,779.0,950.0,494.0,552.0,400.0,400.0,1444.0,1726.0,227.0,161.0,1217.0,1565.0,0.28594905505341006,3398.0,3293.0,0.0,0.0,0.0,0.0,86.0,0.0,1131.0,1565.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
