instance,Concorde:status,Concorde:wall_seconds,Concorde:result,Concorde:branches,P33>1%64:status,P33>1%64:successful_repeats,P33>1%64:result,gap0.005-0.04:status,gap0.005-0.04:successful_repeats,gap0.005-0.04:result,result_match,P33>1%64:matches_reference,gap0.005-0.04:matches_reference,P33>1%64:wall_vs_Concorde_relative_change,gap0.005-0.04:wall_vs_Concorde_relative_change,P33>1%64:wall_seconds,gap0.005-0.04:wall_seconds,relative_change:wall_seconds,P33>1%64:branches,gap0.005-0.04:branches,relative_change:branches,P33>1%64:nodes_expanded,gap0.005-0.04:nodes_expanded,P33>1%64:pruned_by_bound,gap0.005-0.04:pruned_by_bound,P33>1%64:pruned_infeasible,gap0.005-0.04:pruned_infeasible,P33>1%64:root_potential_iterations,gap0.005-0.04:root_potential_iterations,P33>1%64:search_node_potential_update_candidates,gap0.005-0.04:search_node_potential_update_candidates,P33>1%64:search_node_potential_updates_triggered,gap0.005-0.04:search_node_potential_updates_triggered,P33>1%64:search_node_potential_updates_skipped_total,gap0.005-0.04:search_node_potential_updates_skipped_total,relative_change:search_node_potential_updates_skipped_total,P33>1%64:search_node_potential_iterations,gap0.005-0.04:search_node_potential_iterations,P33>1%64:search_node_potential_updates_skipped_budget_exhausted,gap0.005-0.04:search_node_potential_updates_skipped_budget_exhausted,P33>1%64:search_node_potential_updates_skipped_depth_interval,gap0.005-0.04:search_node_potential_updates_skipped_depth_interval,P33>1%64:search_node_potential_updates_skipped_gap_above_maximum,gap0.005-0.04:search_node_potential_updates_skipped_gap_above_maximum,P33>1%64:search_node_potential_updates_skipped_gap_below_minimum,gap0.005-0.04:search_node_potential_updates_skipped_gap_below_minimum,P33>1%64:search_node_potential_updates_skipped_invalid_state,gap0.005-0.04:search_node_potential_updates_skipped_invalid_state,P33>1%64:search_node_potential_updates_skipped_numerically_unsafe,gap0.005-0.04:search_node_potential_updates_skipped_numerically_unsafe,P33>1%64:search_node_potential_updates_skipped_strategy_none,gap0.005-0.04:search_node_potential_updates_skipped_strategy_none,P33>1%64:search_node_potential_updates_skipped_update_depth_zero,gap0.005-0.04:search_node_potential_updates_skipped_update_depth_zero,P33>1%64:search_node_potential_updates_skipped_zero_iteration_limit,gap0.005-0.04:search_node_potential_updates_skipped_zero_iteration_limit,P33>1%64:search_node_potential_updates_skipped_zero_violation,gap0.005-0.04:search_node_potential_updates_skipped_zero_violation
att48.tsp,ok,0.08958465978503227,10628.0,1.0,ok,1,10628.0,ok,1,10628.0,True,True,True,-0.4263460508217439,-0.3818412730465397,0.051390593871474266,0.0553775392472744,0.0775812279144179,373.0,265.0,-0.28954423592493295,281.0,207.0,155.0,114.0,111.0,74.0,100.0,100.0,280.0,206.0,0.0,1.0,280.0,205.0,-0.2678571428571429,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,280.0,204.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
bayg29.tsp,ok,0.023851288482546806,1610.0,1.0,ok,1,1610.0,ok,1,1610.0,True,True,True,-0.276553344563787,-0.35332672709224466,0.017255134880542755,0.015423990786075592,-0.10612169114551506,3.0,3.0,0.0,3.0,3.0,0.0,0.0,6.0,6.0,100.0,100.0,2.0,2.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bays29.tsp,ok,0.04078455828130245,2020.0,1.0,ok,1,2020.0,ok,1,2020.0,True,True,True,-0.16397743647105556,-0.08999301837322848,0.03409681096673012,0.037114232778549194,0.08849571928481281,15.0,15.0,0.0,11.0,11.0,2.0,2.0,11.0,11.0,100.0,100.0,10.0,10.0,0.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
berlin52.tsp,ok,0.05695320665836334,7542.0,1.0,ok,1,7542.0,ok,1,7542.0,True,True,True,-0.09185456683756033,-0.33694109074544787,0.05172179453074932,0.0377633310854435,-0.2698758535341871,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,20.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
brazil58.tsp,ok,0.09078448079526424,25395.0,1.0,ok,1,25395.0,ok,1,25395.0,True,True,True,4.53823467009244,0.1892877256327392,0.5027857590466738,0.10796886868774891,-0.7852586976757905,168561.0,25075.0,-0.8512407971001597,112098.0,17028.0,101529.0,14788.0,5737.0,742.0,120.0,120.0,112097.0,17027.0,0.0,2.0,112097.0,17025.0,-0.8481226080983434,0.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,112097.0,17025.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
burma14.tsp,ok,0.023742059245705605,3323.0,1.0,ok,1,3323.0,ok,1,3323.0,True,True,True,-0.5133431572674401,0.7535648634232308,0.011554235592484474,0.041633240878582,2.6032882093613017,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,36.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dantzig42.tsp,ok,0.043297743424773216,699.0,1.0,ok,1,699.0,ok,1,699.0,True,True,True,0.0489459825834031,0.1264239276939394,0.04541699402034283,0.04877161420881748,0.07386266442407163,12.0,12.0,0.0,6.0,6.0,6.0,6.0,1.0,1.0,100.0,100.0,5.0,5.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dj38.tsp,ok,0.03762975335121155,6656.0,1.0,ok,1,6656.0,ok,1,6656.0,True,True,True,-0.09936482542599068,0.33257502108668713,0.033890679478645325,0.05014446936547756,0.4795946890670584,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,32.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eil101.tsp,ok,0.07881497777998447,629.0,1.0,ok,1,629.0,ok,1,629.0,True,True,True,162.83147103821716,16.051528155254772,12.912373749539256,1.3439158126711845,-0.8959203134343026,3752656.0,163992.0,-0.9562997514293876,2747059.0,120115.0,1938093.0,94615.0,434173.0,1480.0,500.0,500.0,2747057.0,120178.0,23.0,247.0,2747034.0,119931.0,-0.9563416397467231,1472.0,6545.0,0.0,0.0,0.0,0.0,0.0,0.0,2747033.0,119930.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
eil51.tsp,ok,0.05758170783519745,426.0,1.0,ok,1,426.0,ok,1,426.0,True,True,True,1.5652582860342892,0.6690435228840423,0.1477119531482458,0.0961063764989376,-0.3493662872192619,12374.0,2141.0,-0.8269759172458381,10498.0,1646.0,4845.0,950.0,4175.0,552.0,400.0,400.0,10502.0,1726.0,46.0,161.0,10456.0,1565.0,-0.8503251721499617,2686.0,3293.0,0.0,0.0,0.0,0.0,0.0,0.0,10456.0,1565.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eil76.tsp,ok,0.038888582959771156,538.0,1.0,ok,1,538.0,ok,1,538.0,True,True,True,23.78462290886036,2.730512316968329,0.9638388641178608,0.14507433772087097,-0.8494827889580401,227840.0,4438.0,-0.9805214185393258,178866.0,3635.0,133280.0,2427.0,8.0,3.0,364.0,364.0,178865.0,3635.0,10.0,30.0,178855.0,3605.0,-0.9798440077157474,640.0,939.0,0.0,0.0,0.0,0.0,0.0,0.0,178855.0,3604.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
fri26.tsp,ok,0.029480643570423126,937.0,1.0,ok,1,937.0,ok,1,937.0,True,True,True,0.25939029398570823,-0.7794471577590618,0.03712763637304306,0.006502039730548859,-0.8248733190225452,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,45.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gr120.tsp,ok,0.15989429503679276,6942.0,1.0,ok,1,6942.0,ok,1,6942.0,True,True,True,987.1021503823114,1011.5381880342948,157.99189675971866,161.89907977357507,0.024730274741866287,33008334.0,33476106.0,0.014171330185885678,23632700.0,23948471.0,19002912.0,19283549.0,0.0,0.0,400.0,400.0,23632699.0,23948470.0,12.0,32.0,23632687.0,23948438.0,0.013360774422307653,742.0,1018.0,0.0,0.0,0.0,0.0,0.0,0.0,23632687.0,23948433.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
gr137.tsp,ok,0.33605039678514004,69853.0,1.0,ok,1,69853.0,ok,1,69853.0,True,True,True,130.5063751137422,99.5587468468581,44.19276953674853,33.79280677810311,-0.23533177186366017,4266580.0,2942576.0,-0.31031974086973646,3168334.0,2176072.0,2415153.0,1659900.0,89132.0,45113.0,800.0,800.0,3168332.0,2176153.0,35.0,1096.0,3168297.0,2175057.0,-0.31349333727235795,2240.0,33632.0,0.0,0.0,0.0,0.0,0.0,0.0,3168293.0,2175052.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0
gr17.tsp,ok,0.018152451142668724,2085.0,1.0,ok,1,2085.0,ok,1,2085.0,True,True,True,1.3677364467766377,0.877316178926467,0.042980220168828964,0.03407789021730423,-0.2071262063469157,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,34.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gr21.tsp,ok,0.008518075570464134,2707.0,1.0,ok,1,2707.0,ok,1,2707.0,True,True,True,3.8908888420935703,0.31545074278821805,0.041660960763692856,0.01120510883629322,-0.7310405561731939,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,22.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gr24.tsp,ok,0.013564003631472588,1272.0,1.0,ok,1,1272.0,ok,1,1272.0,True,True,True,1.8926120268015394,0.7939216593411891,0.039235400035977364,0.024332759901881218,-0.37982638434757876,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gr48.tsp,ok,0.07694356888532639,5046.0,1.0,ok,1,5046.0,ok,1,5046.0,True,True,True,2.125100692918336,2.8442052151451445,0.24045640043914318,0.29578686878085136,0.23010603269723195,76397.0,41108.0,-0.4619160438237103,56922.0,29878.0,43131.0,23812.0,716.0,28.0,334.0,334.0,56924.0,30062.0,46.0,553.0,56878.0,29509.0,-0.48118780547839235,2848.0,13498.0,0.0,0.0,0.0,0.0,0.0,0.0,56876.0,29508.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0
gr96.tsp,ok,0.20145457983016968,55209.0,1.0,ok,1,55209.0,ok,1,55209.0,True,True,True,27.60842598792194,9.368169624246304,5.763298436999321,2.0887152552604675,-0.6375833599295677,1531203.0,390339.0,-0.7450769101157717,1039547.0,270560.0,902908.0,226718.0,2080.0,95.0,684.0,319.0,1039545.0,270584.0,38.0,248.0,1039507.0,270336.0,-0.7399382591940218,2432.0,7480.0,0.0,0.0,0.0,0.0,0.0,0.0,1039506.0,270334.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0
hk48.tsp,ok,0.03125464729964733,11461.0,1.0,ok,1,11461.0,ok,1,11461.0,True,True,True,0.34046212118909547,0.44504389855105364,0.0418956708163023,0.04516433738172054,0.07801919629715903,44.0,44.0,0.0,36.0,36.0,19.0,19.0,14.0,14.0,100.0,100.0,35.0,35.0,0.0,0.0,35.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
kroA100.tsp,ok,0.09304322861135006,21282.0,1.0,ok,1,21282.0,ok,1,21282.0,True,True,True,1459.6587335897877,338.1107657654258,135.9044044725597,31.551960503682494,-0.7678371011878933,35118404.0,5901165.0,-0.8319637475552705,25742905.0,4292060.0,20583560.0,3447469.0,1070.0,8.0,649.0,649.0,25742928.0,4293027.0,327.0,4945.0,25742601.0,4288082.0,-0.8334246799692074,20026.0,140224.0,0.0,0.0,0.0,0.0,0.0,0.0,25742596.0,4288079.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,3.0
kroB100.tsp,ok,0.1833615768700838,22141.0,1.0,ok,1,22141.0,ok,1,22141.0,True,True,True,4351.319731566049,255.25322557823353,798.0482090227306,46.986995520070195,-0.9411226101520743,216802450.0,11758320.0,-0.9457648195396315,153781774.0,8535273.0,125923739.0,6770015.0,257746.0,7991.0,745.0,745.0,153781772.0,8535431.0,119.0,1740.0,153781653.0,8533691.0,-0.944507743066073,7616.0,52927.0,0.0,0.0,0.0,0.0,0.0,0.0,153781653.0,8533690.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
kroC100.tsp,ok,0.11923562549054623,20749.0,1.0,ok,1,20749.0,ok,1,20749.0,True,True,True,244.3102711105745,78.41654308589544,29.24972361512482,9.469281189143658,-0.6762608319400611,7879434.0,1714367.0,-0.782425108199396,5805899.0,1251106.0,4553987.0,992055.0,1495.0,68.0,618.0,618.0,5805900.0,1251536.0,160.0,2139.0,5805740.0,1249397.0,-0.784799698229683,10126.0,60087.0,0.0,0.0,0.0,0.0,0.0,0.0,5805739.0,1249397.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
kroD100.tsp,ok,0.14088797196745872,21294.0,1.0,ok,1,21294.0,ok,1,21294.0,True,True,True,913.6068648180863,11.087494127010775,128.85710633173585,1.702982533723116,-0.9867839455486539,33956286.0,238280.0,-0.9929827425767352,23596894.0,163538.0,20206889.0,140051.0,765.0,0.0,778.0,378.0,23596912.0,163555.0,468.0,196.0,23596444.0,163359.0,-0.9930769653257923,29393.0,5912.0,0.0,0.0,0.0,0.0,0.0,0.0,23596435.0,163355.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,4.0
lin105.tsp,ok,0.08077146671712399,14379.0,1.0,ok,1,14379.0,ok,1,14379.0,True,True,True,1.0515132523631263,1.3154486902005083,0.16570373438298702,0.18702218681573868,0.1286540252827304,400.0,314.0,-0.21499999999999997,260.0,199.0,237.0,189.0,2.0,2.0,333.0,333.0,259.0,198.0,1.0,7.0,258.0,191.0,-0.2596899224806202,64.0,199.0,0.0,0.0,0.0,0.0,0.0,0.0,255.0,191.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
pr124.tsp,ok,0.4382678158581257,59030.0,1.0,ok,1,59030.0,ok,1,59030.0,True,True,True,1.759800088096028,2.2349380268218666,1.209531556814909,1.4177692234516144,0.17216389722403203,142542.0,57069.0,-0.5996337921454729,106259.0,42078.0,82460.0,32875.0,4.0,1.0,341.0,341.0,106258.0,42119.0,35.0,417.0,106223.0,41702.0,-0.6074108243977293,2240.0,12639.0,0.0,0.0,0.0,0.0,0.0,0.0,106222.0,41701.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
pr144.tsp,ok,0.24983618780970573,58537.0,1.0,ok,1,58537.0,ok,1,58537.0,True,True,True,1138.76406090036,185.73212005965982,284.7543079778552,46.65244101732969,-0.8361659869217579,18417049.0,2185390.0,-0.8813387530217246,13631139.0,1644032.0,10568006.0,1249205.0,507402.0,44785.0,400.0,400.0,13631138.0,1644061.0,159.0,2359.0,13630979.0,1641702.0,-0.8795609618355366,10176.0,75118.0,0.0,0.0,0.0,0.0,0.0,0.0,13630979.0,1641702.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
