instance,Concorde:status,Concorde:wall_seconds,Concorde:result,Concorde:branches,P33>1%64:status,P33>1%64:successful_repeats,P33>1%64:result,P33>5%:status,P33>5%:successful_repeats,P33>5%:result,result_match,P33>1%64:matches_reference,P33>5%:matches_reference,P33>1%64:wall_vs_Concorde_relative_change,P33>5%:wall_vs_Concorde_relative_change,P33>1%64:wall_seconds,P33>5%:wall_seconds,relative_change:wall_seconds,P33>1%64:branches,P33>5%:branches,relative_change:branches,P33>1%64:nodes_expanded,P33>5%:nodes_expanded,P33>1%64:pruned_by_bound,P33>5%:pruned_by_bound,P33>1%64:pruned_infeasible,P33>5%:pruned_infeasible,P33>1%64:root_potential_iterations,P33>5%:root_potential_iterations,P33>1%64:search_node_potential_update_candidates,P33>5%:search_node_potential_update_candidates,P33>1%64:search_node_potential_updates_triggered,P33>5%:search_node_potential_updates_triggered,P33>1%64:search_node_potential_updates_skipped_total,P33>5%:search_node_potential_updates_skipped_total,relative_change:search_node_potential_updates_skipped_total,P33>1%64:search_node_potential_iterations,P33>5%:search_node_potential_iterations,P33>1%64:search_node_potential_updates_skipped_budget_exhausted,P33>5%:search_node_potential_updates_skipped_budget_exhausted,P33>1%64:search_node_potential_updates_skipped_depth_interval,P33>5%:search_node_potential_updates_skipped_depth_interval,P33>1%64:search_node_potential_updates_skipped_gap_above_maximum,P33>5%:search_node_potential_updates_skipped_gap_above_maximum,P33>1%64:search_node_potential_updates_skipped_gap_below_minimum,P33>5%:search_node_potential_updates_skipped_gap_below_minimum,P33>1%64:search_node_potential_updates_skipped_invalid_state,P33>5%:search_node_potential_updates_skipped_invalid_state,P33>1%64:search_node_potential_updates_skipped_numerically_unsafe,P33>5%:search_node_potential_updates_skipped_numerically_unsafe,P33>1%64:search_node_potential_updates_skipped_strategy_none,P33>5%:search_node_potential_updates_skipped_strategy_none,P33>1%64:search_node_potential_updates_skipped_update_depth_zero,P33>5%:search_node_potential_updates_skipped_update_depth_zero,P33>1%64:search_node_potential_updates_skipped_zero_iteration_limit,P33>5%:search_node_potential_updates_skipped_zero_iteration_limit,P33>1%64:search_node_potential_updates_skipped_zero_violation,P33>5%:search_node_potential_updates_skipped_zero_violation
att48.tsp,ok,0.08958465978503227,10628.0,1.0,ok,1,10628.0,ok,1,10628.0,True,True,True,-0.4263460508217439,-0.36847700064775424,0.051390593871474266,0.05657477304339409,0.10087797749302596,373.0,373.0,0.0,281.0,281.0,155.0,155.0,111.0,111.0,100.0,100.0,280.0,280.0,0.0,0.0,280.0,280.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,280.0,280.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bayg29.tsp,ok,0.023851288482546806,1610.0,1.0,ok,1,1610.0,ok,1,1610.0,True,True,True,-0.276553344563787,0.992587463255745,0.017255134880542755,0.04752577841281891,1.7542977056881748,3.0,3.0,0.0,3.0,3.0,0.0,0.0,6.0,6.0,100.0,100.0,2.0,2.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bays29.tsp,ok,0.04078455828130245,2020.0,1.0,ok,1,2020.0,ok,1,2020.0,True,True,True,-0.16397743647105556,-0.601568694398344,0.03409681096673012,0.016249844804406166,-0.5234203920049323,15.0,15.0,0.0,11.0,11.0,2.0,2.0,11.0,11.0,100.0,100.0,10.0,10.0,0.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
berlin52.tsp,ok,0.05695320665836334,7542.0,1.0,ok,1,7542.0,ok,1,7542.0,True,True,True,-0.09185456683756033,-0.0569482073172487,0.05172179453074932,0.05370982363820076,0.0384369708260901,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,20.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
brazil58.tsp,ok,0.09078448079526424,25395.0,1.0,ok,1,25395.0,ok,1,25395.0,True,True,True,4.53823467009244,4.720717818735574,0.5027857590466738,0.5193523969501257,0.03294969597958319,168561.0,168561.0,0.0,112098.0,112098.0,101529.0,101529.0,5737.0,5737.0,120.0,120.0,112097.0,112097.0,0.0,0.0,112097.0,112097.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112097.0,112097.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
burma14.tsp,ok,0.023742059245705605,3323.0,1.0,ok,1,3323.0,ok,1,3323.0,True,True,True,-0.5133431572674401,-0.009980291722672563,0.011554235592484474,0.023505106568336487,1.0343281370881456,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,36.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dantzig42.tsp,ok,0.043297743424773216,699.0,1.0,ok,1,699.0,ok,1,699.0,True,True,True,0.0489459825834031,-0.17374966869645347,0.04541699402034283,0.035774774849414825,-0.21230421296946989,12.0,12.0,0.0,6.0,6.0,6.0,6.0,1.0,1.0,100.0,100.0,5.0,5.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dj38.tsp,ok,0.03762975335121155,6656.0,1.0,ok,1,6656.0,ok,1,6656.0,True,True,True,-0.09936482542599068,-0.2996441992800827,0.033890679478645325,0.026354216039180756,-0.22237569607340946,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,32.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eil101.tsp,ok,0.07881497777998447,629.0,1.0,ok,1,629.0,ok,1,629.0,True,True,True,162.83147103821716,161.35565287733795,12.912373749539256,12.796057173982263,-0.009008148138613503,3752656.0,3763318.0,0.0028411876814715686,2747059.0,2747059.0,1938093.0,1946823.0,434173.0,434189.0,500.0,500.0,2747057.0,2747057.0,23.0,0.0,2747034.0,2747057.0,8.372666665312778e-06,1472.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2747033.0,2747056.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
eil51.tsp,ok,0.05758170783519745,426.0,1.0,ok,1,426.0,ok,1,426.0,True,True,True,1.5652582860342892,0.7392685320255481,0.1477119531482458,0.10015005245804787,-0.3219908726172225,12374.0,18700.0,0.5112332309681591,10498.0,15848.0,4845.0,7304.0,4175.0,6720.0,400.0,400.0,10502.0,15847.0,46.0,0.0,10456.0,15847.0,0.5155891354246365,2686.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10456.0,15846.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
eil76.tsp,ok,0.038888582959771156,538.0,1.0,ok,1,538.0,ok,1,538.0,True,True,True,23.78462290886036,14.300805880827845,0.9638388641178608,0.595026658847928,-0.3826492362989353,227840.0,132106.0,-0.4201808286516854,178866.0,105325.0,133280.0,74055.0,8.0,751.0,364.0,464.0,178865.0,105323.0,10.0,0.0,178855.0,105323.0,-0.4111263313857594,640.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,178855.0,105322.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
fri26.tsp,ok,0.029480643570423126,937.0,1.0,ok,1,937.0,ok,1,937.0,True,True,True,0.25939029398570823,-0.08119432878633748,0.03712763637304306,0.027086982503533363,-0.2704361184920413,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,45.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gr137.tsp,ok,0.33605039678514004,69853.0,1.0,ok,1,69853.0,ok,1,69853.0,True,True,True,130.5063751137422,939.4085751791323,44.19276953674853,316.0246748290956,6.151049326435744,4266580.0,23991715.0,4.623172423814859,3168334.0,16170127.0,2415153.0,14222938.0,89132.0,70.0,800.0,800.0,3168332.0,16170125.0,35.0,0.0,3168297.0,16170125.0,4.103727649270255,2240.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3168293.0,16170125.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0
gr17.tsp,ok,0.018152451142668724,2085.0,1.0,ok,1,2085.0,ok,1,2085.0,True,True,True,1.3677364467766377,0.7443026916051607,0.042980220168828964,0.03166336938738823,-0.26330369497846784,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,34.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gr21.tsp,ok,0.008518075570464134,2707.0,1.0,ok,1,2707.0,ok,1,2707.0,True,True,True,3.8908888420935703,2.041221427795151,0.041660960763692856,0.02590535394847393,-0.3781863530365289,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,22.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gr24.tsp,ok,0.013564003631472588,1272.0,1.0,ok,1,1272.0,ok,1,1272.0,True,True,True,1.8926120268015394,0.6910873057691038,0.039235400035977364,0.022937914356589317,-0.41537707438802396,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gr48.tsp,ok,0.07694356888532639,5046.0,1.0,ok,1,5046.0,ok,1,5046.0,True,True,True,2.125100692918336,2.7894667097761627,0.24045640043914318,0.2915750928223133,0.21259027536722908,76397.0,125818.0,0.6468971294684347,56922.0,90001.0,43131.0,74191.0,716.0,367.0,334.0,334.0,56924.0,90000.0,46.0,0.0,56878.0,90000.0,0.5823341186398958,2848.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56876.0,89999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0
gr96.tsp,ok,0.20145457983016968,55209.0,1.0,ok,1,55209.0,ok,1,55209.0,True,True,True,27.60842598792194,39.862270327991176,5.763298436999321,8.231891499832273,0.4283299034082697,1531203.0,2490722.0,0.626643887191966,1039547.0,1672187.0,902908.0,1488093.0,2080.0,6435.0,684.0,684.0,1039545.0,1672185.0,38.0,0.0,1039507.0,1672185.0,0.6086327460998338,2432.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1039506.0,1672184.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
hk48.tsp,ok,0.03125464729964733,11461.0,1.0,ok,1,11461.0,ok,1,11461.0,True,True,True,0.34046212118909547,0.13351934368833884,0.0418956708163023,0.035427747294306755,-0.15438166750820392,44.0,44.0,0.0,36.0,36.0,19.0,19.0,14.0,14.0,100.0,100.0,35.0,35.0,0.0,0.0,35.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
kroA100.tsp,ok,0.09304322861135006,21282.0,1.0,ok,1,21282.0,ok,1,21282.0,True,True,True,1459.6587335897877,9059.744451871322,135.9044044725597,843.0409174244851,5.203190549241563,35118404.0,192614325.0,4.484711805240352,25742905.0,146674028.0,20583560.0,115357483.0,1070.0,7007.0,649.0,649.0,25742928.0,146674026.0,327.0,0.0,25742601.0,146674026.0,4.697715860180562,20026.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25742596.0,146674025.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0
kroC100.tsp,ok,0.11923562549054623,20749.0,1.0,ok,1,20749.0,ok,1,20749.0,True,True,True,244.3102711105745,346.6011809047373,29.24972361512482,41.446444226428866,0.41698584136354744,7879434.0,11756617.0,0.49206364315000295,5805899.0,8463763.0,4553987.0,6839324.0,1495.0,3514.0,618.0,618.0,5805900.0,8463761.0,160.0,0.0,5805740.0,8463761.0,0.45782639250121426,10126.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5805739.0,8463761.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
kroD100.tsp,ok,0.14088797196745872,21294.0,1.0,ok,1,21294.0,ok,1,21294.0,True,True,True,913.6068648180863,3312.2369142237776,128.85710633173585,466.79522949270904,2.6225804131513653,33956286.0,129214031.0,2.805305179724308,23596894.0,90688415.0,20206889.0,77948748.0,765.0,1132.0,778.0,778.0,23596912.0,90688413.0,468.0,0.0,23596444.0,90688413.0,2.8433084663095847,29393.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23596435.0,90688403.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,10.0
lin105.tsp,ok,0.08077146671712399,14379.0,1.0,ok,1,14379.0,ok,1,14379.0,True,True,True,1.0515132523631263,1.4728877746582056,0.16570373438298702,0.19973877258598804,0.20539692922270936,400.0,348.0,-0.13,260.0,225.0,237.0,212.0,2.0,3.0,333.0,333.0,259.0,224.0,1.0,0.0,258.0,224.0,-0.13178294573643412,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,255.0,224.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
pr124.tsp,ok,0.4382678158581257,59030.0,1.0,ok,1,59030.0,ok,1,59030.0,True,True,True,1.759800088096028,7.589380267878667,1.209531556814909,3.764448929578066,2.112319731029662,142542.0,660814.0,3.6359248502195847,106259.0,487141.0,82460.0,383782.0,4.0,84.0,341.0,341.0,106258.0,487140.0,35.0,0.0,106223.0,487140.0,3.586012445515566,2240.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106222.0,487140.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
rat99.tsp,ok,1.160699475556612,1211.0,1.0,ok,1,1211.0,ok,1,1211.0,True,True,True,-0.7200874178743142,-0.580807912259556,0.32489438727498055,0.48655603639781475,0.49758215424635455,41977.0,91741.0,1.1855063487147723,32633.0,67911.0,23491.0,52854.0,62.0,346.0,400.0,400.0,32632.0,67910.0,7.0,0.0,32625.0,67910.0,1.0815325670498086,448.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32623.0,67907.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0
