instance,Concorde:status,Concorde:wall_seconds,Concorde:result,Concorde:branches,P33>1%:status,P33>1%:successful_repeats,P33>1%:result,gap0.005-0.01:status,gap0.005-0.01:successful_repeats,gap0.005-0.01:result,result_match,P33>1%:matches_reference,gap0.005-0.01:matches_reference,P33>1%:wall_vs_Concorde_relative_change,gap0.005-0.01:wall_vs_Concorde_relative_change,P33>1%:wall_seconds,gap0.005-0.01:wall_seconds,relative_change:wall_seconds,P33>1%:branches,gap0.005-0.01:branches,relative_change:branches,P33>1%:nodes_expanded,gap0.005-0.01:nodes_expanded,P33>1%:pruned_by_bound,gap0.005-0.01:pruned_by_bound,P33>1%:pruned_infeasible,gap0.005-0.01:pruned_infeasible,P33>1%:root_potential_iterations,gap0.005-0.01:root_potential_iterations,P33>1%:search_node_potential_update_candidates,gap0.005-0.01:search_node_potential_update_candidates,P33>1%:search_node_potential_updates_triggered,gap0.005-0.01:search_node_potential_updates_triggered,P33>1%:search_node_potential_updates_skipped_total,gap0.005-0.01:search_node_potential_updates_skipped_total,relative_change:search_node_potential_updates_skipped_total,P33>1%:search_node_potential_iterations,gap0.005-0.01:search_node_potential_iterations,P33>1%:search_node_potential_updates_skipped_budget_exhausted,gap0.005-0.01:search_node_potential_updates_skipped_budget_exhausted,P33>1%:search_node_potential_updates_skipped_depth_interval,gap0.005-0.01:search_node_potential_updates_skipped_depth_interval,P33>1%:search_node_potential_updates_skipped_gap_above_maximum,gap0.005-0.01:search_node_potential_updates_skipped_gap_above_maximum,P33>1%:search_node_potential_updates_skipped_gap_below_minimum,gap0.005-0.01:search_node_potential_updates_skipped_gap_below_minimum,P33>1%:search_node_potential_updates_skipped_invalid_state,gap0.005-0.01:search_node_potential_updates_skipped_invalid_state,P33>1%:search_node_potential_updates_skipped_numerically_unsafe,gap0.005-0.01:search_node_potential_updates_skipped_numerically_unsafe,P33>1%:search_node_potential_updates_skipped_strategy_none,gap0.005-0.01:search_node_potential_updates_skipped_strategy_none,P33>1%:search_node_potential_updates_skipped_update_depth_zero,gap0.005-0.01:search_node_potential_updates_skipped_update_depth_zero,P33>1%:search_node_potential_updates_skipped_zero_iteration_limit,gap0.005-0.01:search_node_potential_updates_skipped_zero_iteration_limit,P33>1%:search_node_potential_updates_skipped_zero_violation,gap0.005-0.01:search_node_potential_updates_skipped_zero_violation
att48.tsp,ok,0.08958465978503227,10628.0,1.0,ok,1,10628.0,ok,1,10628.0,True,True,True,-0.2794827064327443,-0.14280981727191444,0.06454729661345482,0.07679109089076519,0.18968717389719725,373.0,265.0,-0.28954423592493295,281.0,207.0,155.0,114.0,111.0,74.0,100.0,100.0,280.0,206.0,0.0,1.0,280.0,205.0,-0.2678571428571429,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,280.0,204.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
bayg29.tsp,ok,0.023851288482546806,1610.0,1.0,ok,1,1610.0,ok,1,1610.0,True,True,True,-0.27678801736469394,-0.36454182224640364,0.017249537631869316,0.015156496316194534,-0.12133898080884165,3.0,3.0,0.0,3.0,3.0,0.0,0.0,6.0,6.0,100.0,100.0,2.0,2.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bays29.tsp,ok,0.04078455828130245,2020.0,1.0,ok,1,2020.0,ok,1,2020.0,True,True,True,0.3955139291606251,-0.06921383009706361,0.056915419176220894,0.037961702793836594,-0.33301549310741285,15.0,15.0,0.0,11.0,11.0,2.0,2.0,11.0,11.0,100.0,100.0,10.0,10.0,0.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
berlin52.tsp,ok,0.05695320665836334,7542.0,1.0,ok,1,7542.0,ok,1,7542.0,True,True,True,-0.3033149946429482,0.04566536675854538,0.03967844508588314,0.05955399572849274,0.5009155625828934,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,20.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
brazil58.tsp,ok,0.09078448079526424,25395.0,1.0,ok,1,25395.0,ok,1,25395.0,True,True,True,4.538389534067684,0.6064502199825534,0.5027998182922602,0.14584074914455414,-0.7099427170839152,168561.0,25075.0,-0.8512407971001597,112098.0,17028.0,101529.0,14788.0,5737.0,742.0,120.0,120.0,112097.0,17027.0,0.0,2.0,112097.0,17025.0,-0.8481226080983434,0.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,112097.0,17025.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
burma14.tsp,ok,0.023742059245705605,3323.0,1.0,ok,1,3323.0,ok,1,3323.0,True,True,True,0.02405420313670792,0.07497335918843406,0.024313155561685562,0.025522081181406975,0.04972310635097177,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,36.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dantzig42.tsp,ok,0.043297743424773216,699.0,1.0,ok,1,699.0,ok,1,699.0,True,True,True,0.19167780977994742,0.04314588510993134,0.05159696005284786,0.04516586288809776,-0.12464100904710451,12.0,12.0,0.0,6.0,6.0,6.0,6.0,1.0,1.0,100.0,100.0,5.0,5.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dj38.tsp,ok,0.03762975335121155,6656.0,1.0,ok,1,6656.0,ok,1,6656.0,True,True,True,-0.23711940014810184,0.11502995695543872,0.028707008808851242,0.04195830225944519,0.4616048136129103,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,32.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eil101.tsp,ok,0.07881497777998447,629.0,1.0,ok,1,629.0,ok,1,629.0,True,True,True,160.67112783875035,58.09543677451735,12.742106348276138,4.6576055362820625,-0.6344713025478568,3755010.0,199088.0,-0.9469807004508644,2747059.0,120115.0,1941756.0,124003.0,434179.0,1470.0,500.0,500.0,2747057.0,139305.0,29.0,19203.0,2747028.0,120102.0,-0.9562792952965896,928.0,64392.0,0.0,0.0,0.0,0.0,0.0,8472.0,2747027.0,111629.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
eil51.tsp,ok,0.05758170783519745,426.0,1.0,ok,1,426.0,ok,1,426.0,True,True,True,0.40041254522554603,0.6145755779333752,0.08063814602792263,0.09297001920640469,0.1529285305519288,14086.0,1675.0,-0.8810876047139004,11975.0,1286.0,5418.0,779.0,5029.0,494.0,400.0,400.0,11977.0,1444.0,31.0,227.0,11946.0,1217.0,-0.8981248953624644,924.0,3398.0,0.0,0.0,0.0,0.0,0.0,86.0,11945.0,1131.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
eil76.tsp,ok,0.038888582959771156,538.0,1.0,ok,1,538.0,ok,1,538.0,True,True,True,23.255769608694717,105.10074801171311,0.9432725086808205,4.12610774114728,3.3742478479709943,229756.0,300457.0,0.30772210518985355,180516.0,195879.0,134299.0,178190.0,8.0,15448.0,364.0,464.0,180515.0,243653.0,14.0,47848.0,180501.0,195805.0,0.08478623387128059,448.0,131073.0,0.0,0.0,0.0,0.0,0.0,28412.0,180500.0,167393.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
fri26.tsp,ok,0.029480643570423126,937.0,1.0,ok,1,937.0,ok,1,937.0,True,True,True,0.13602282132770593,-0.8125000473864779,0.033490683883428574,0.005527619272470474,-0.834950540523134,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,45.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gr120.tsp,ok,0.15989429503679276,6942.0,1.0,ok,1,6942.0,ok,1,6942.0,True,True,True,999.8590077471562,5629.611871197371,160.03164547495544,900.3027157709002,4.625779283209304,33477059.0,182856534.0,4.462144509169697,23949082.0,127712711.0,19284144.0,108962409.0,0.0,6037.0,400.0,800.0,23949081.0,128241046.0,30.0,528540.0,23949051.0,127712506.0,4.33267501914794,960.0,1580977.0,0.0,0.0,0.0,0.0,0.0,181548.0,23949045.0,127530955.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,3.0
gr137.tsp,ok,0.33605039678514004,69853.0,1.0,ok,1,69853.0,ok,1,69853.0,True,True,True,596.892906006403,455.282046655556,200.92214829847217,153.33376282453537,-0.2368498738289604,22111856.0,10404938.0,-0.5294407669803928,15925591.0,7603733.0,12764681.0,5936583.0,317730.0,1834.0,800.0,800.0,15925589.0,7604420.0,69.0,3948.0,15925520.0,7600472.0,-0.5227488961113986,2208.0,112335.0,0.0,0.0,0.0,0.0,0.0,383.0,15925515.0,7600080.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,9.0
gr17.tsp,ok,0.018152451142668724,2085.0,1.0,ok,1,2085.0,ok,1,2085.0,True,True,True,1.547993063071115,1.071392474267415,0.04625231958925724,0.03760085068643093,-0.18704940594667463,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,34.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gr21.tsp,ok,0.008518075570464134,2707.0,1.0,ok,1,2707.0,ok,1,2707.0,True,True,True,2.835152774689068,2.289856108768065,0.03266812115907669,0.028023242950439453,-0.14218381846997274,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,22.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gr24.tsp,ok,0.013564003631472588,1272.0,1.0,ok,1,1272.0,ok,1,1272.0,True,True,True,1.5887543172529863,1.5165657139082733,0.035113872960209846,0.03413470648229122,-0.027885459374652033,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gr48.tsp,ok,0.07694356888532639,5046.0,1.0,ok,1,5046.0,ok,1,5046.0,True,True,True,7.010184085875821,3.9770696358767843,0.6163321509957314,0.38295350037515163,-0.3786572714785993,252439.0,28786.0,-0.8859684913979219,176186.0,17170.0,147965.0,17916.0,1085.0,7.0,334.0,334.0,176206.0,22047.0,132.0,4944.0,176074.0,17103.0,-0.9028647046128333,3809.0,21844.0,0.0,0.0,0.0,0.0,0.0,5025.0,176073.0,12078.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
gr96.tsp,ok,0.20145457983016968,55209.0,1.0,ok,1,55209.0,ok,1,55209.0,True,True,True,28.37233817462743,17.2032716828602,5.917192045599222,3.6671324484050274,-0.3802579973498791,1626050.0,790528.0,-0.5138353679161157,1140674.0,533772.0,955102.0,462357.0,3416.0,940.0,684.0,684.0,1140672.0,534614.0,44.0,1295.0,1140628.0,533319.0,-0.5324338872971731,1408.0,22169.0,0.0,0.0,0.0,0.0,0.0,643.0,1140626.0,532676.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
hk48.tsp,ok,0.03125464729964733,11461.0,1.0,ok,1,11461.0,ok,1,11461.0,True,True,True,0.700684952202097,0.634945381359667,0.05315430834889412,0.051099641248583794,-0.03865476128151091,44.0,44.0,0.0,36.0,36.0,19.0,19.0,14.0,14.0,100.0,100.0,35.0,35.0,0.0,0.0,35.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
kroA100.tsp,ok,0.09304322861135006,21282.0,1.0,ok,1,21282.0,ok,1,21282.0,True,True,True,2201.99971510766,2466.9017128433757,204.97420612350106,229.62154325842857,0.12024604266586114,53358391.0,8611910.0,-0.8386025170811466,38306166.0,5747104.0,31453325.0,5458680.0,1277.0,1514.0,649.0,649.0,38306181.0,6866103.0,579.0,1120236.0,38305602.0,5745867.0,-0.849999302974014,18284.0,3561454.0,0.0,0.0,0.0,0.0,0.0,735516.0,38305601.0,5010351.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
kroB100.tsp,ok,0.1833615768700838,22141.0,1.0,ok,1,22141.0,ok,1,22141.0,True,True,True,6228.44168529863,612.2015087702293,1142.2402504365891,112.43759558722377,-0.9015639699754516,315734708.0,13943098.0,-0.9558391977609253,225004712.0,9961988.0,184715670.0,8105028.0,540133.0,26005.0,745.0,745.0,225004710.0,10205414.0,97.0,251184.0,225004613.0,9954230.0,-0.9557598847984508,3104.0,1563920.0,0.0,0.0,0.0,0.0,0.0,156746.0,225004613.0,9797484.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
kroC100.tsp,ok,0.11923562549054623,20749.0,1.0,ok,1,20749.0,ok,1,20749.0,True,True,True,385.0512235273523,80.04299734469599,46.031059108674526,9.663212480023503,-0.7900719065096967,12830193.0,617035.0,-0.9519075823722994,9387107.0,423107.0,7415304.0,367629.0,2734.0,38.0,618.0,618.0,9387106.0,455712.0,170.0,33146.0,9386936.0,422566.0,-0.9549836070044582,5434.0,155368.0,0.0,0.0,0.0,0.0,0.0,21667.0,9386934.0,400897.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0
