instance,Concorde:status,Concorde:wall_seconds,Concorde:result,Concorde:branches,P33>2%64:status,P33>2%64:successful_repeats,P33>2%64:result,P33>5%:status,P33>5%:successful_repeats,P33>5%:result,result_match,P33>2%64:matches_reference,P33>5%:matches_reference,P33>2%64:wall_vs_Concorde_relative_change,P33>5%:wall_vs_Concorde_relative_change,P33>2%64:wall_seconds,P33>5%:wall_seconds,relative_change:wall_seconds,P33>2%64:branches,P33>5%:branches,relative_change:branches,P33>2%64:nodes_expanded,P33>5%:nodes_expanded,P33>2%64:pruned_by_bound,P33>5%:pruned_by_bound,P33>2%64:pruned_infeasible,P33>5%:pruned_infeasible,P33>2%64:root_potential_iterations,P33>5%:root_potential_iterations,P33>2%64:search_node_potential_update_candidates,P33>5%:search_node_potential_update_candidates,P33>2%64:search_node_potential_updates_triggered,P33>5%:search_node_potential_updates_triggered,P33>2%64:search_node_potential_updates_skipped_total,P33>5%:search_node_potential_updates_skipped_total,relative_change:search_node_potential_updates_skipped_total,P33>2%64:search_node_potential_iterations,P33>5%:search_node_potential_iterations,P33>2%64:search_node_potential_updates_skipped_budget_exhausted,P33>5%:search_node_potential_updates_skipped_budget_exhausted,P33>2%64:search_node_potential_updates_skipped_depth_interval,P33>5%:search_node_potential_updates_skipped_depth_interval,P33>2%64:search_node_potential_updates_skipped_gap_above_maximum,P33>5%:search_node_potential_updates_skipped_gap_above_maximum,P33>2%64:search_node_potential_updates_skipped_gap_below_minimum,P33>5%:search_node_potential_updates_skipped_gap_below_minimum,P33>2%64:search_node_potential_updates_skipped_invalid_state,P33>5%:search_node_potential_updates_skipped_invalid_state,P33>2%64:search_node_potential_updates_skipped_numerically_unsafe,P33>5%:search_node_potential_updates_skipped_numerically_unsafe,P33>2%64:search_node_potential_updates_skipped_strategy_none,P33>5%:search_node_potential_updates_skipped_strategy_none,P33>2%64:search_node_potential_updates_skipped_update_depth_zero,P33>5%:search_node_potential_updates_skipped_update_depth_zero,P33>2%64:search_node_potential_updates_skipped_zero_iteration_limit,P33>5%:search_node_potential_updates_skipped_zero_iteration_limit,P33>2%64:search_node_potential_updates_skipped_zero_violation,P33>5%:search_node_potential_updates_skipped_zero_violation
att48.tsp,ok,0.08958465978503227,10628.0,1.0,ok,1,10628.0,ok,1,10628.0,True,True,True,-0.3375597390835605,-0.36847700064775424,0.05934448540210724,0.05657477304339409,-0.046671773121733096,373.0,373.0,0.0,281.0,281.0,155.0,155.0,111.0,111.0,100.0,100.0,280.0,280.0,0.0,0.0,280.0,280.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,280.0,280.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bayg29.tsp,ok,0.023851288482546806,1610.0,1.0,ok,1,1610.0,ok,1,1610.0,True,True,True,-0.3541596788707717,0.992587463255745,0.015404123812913895,0.04752577841281891,2.085263335326878,3.0,3.0,0.0,3.0,3.0,0.0,0.0,6.0,6.0,100.0,100.0,2.0,2.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bays29.tsp,ok,0.04078455828130245,2020.0,1.0,ok,1,2020.0,ok,1,2020.0,True,True,True,0.3123790449260626,-0.601568694398344,0.05352479964494705,0.016249844804406166,-0.6964053128232455,15.0,15.0,0.0,11.0,11.0,2.0,2.0,11.0,11.0,100.0,100.0,10.0,10.0,0.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
berlin52.tsp,ok,0.05695320665836334,7542.0,1.0,ok,1,7542.0,ok,1,7542.0,True,True,True,-0.17578841542464607,-0.0569482073172487,0.04694149270653725,0.05370982363820076,0.14418652968658008,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,20.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
brazil58.tsp,ok,0.09078448079526424,25395.0,1.0,ok,1,25395.0,ok,1,25395.0,True,True,True,4.328197818498396,4.720717818735574,0.4837176725268364,0.5193523969501257,0.07366843604688089,168561.0,168561.0,0.0,112098.0,112098.0,101529.0,101529.0,5737.0,5737.0,120.0,120.0,112097.0,112097.0,0.0,0.0,112097.0,112097.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112097.0,112097.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
burma14.tsp,ok,0.023742059245705605,3323.0,1.0,ok,1,3323.0,ok,1,3323.0,True,True,True,-0.5458054460934563,-0.009980291722672563,0.010783514007925987,0.023505106568336487,1.179726066202539,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,36.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dantzig42.tsp,ok,0.043297743424773216,699.0,1.0,ok,1,699.0,ok,1,699.0,True,True,True,0.0788738832742053,-0.17374966869645347,0.04671280458569527,0.035774774849414825,-0.23415484968825795,12.0,12.0,0.0,6.0,6.0,6.0,6.0,1.0,1.0,100.0,100.0,5.0,5.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dj38.tsp,ok,0.03762975335121155,6656.0,1.0,ok,1,6656.0,ok,1,6656.0,True,True,True,-0.15547580673902794,-0.2996441992800827,0.03177923709154129,0.026354216039180756,-0.17070960629840037,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,32.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eil101.tsp,ok,0.07881497777998447,629.0,1.0,ok,1,629.0,ok,1,629.0,True,True,True,160.27812016547261,161.35565287733795,12.71113145723939,12.796057173982263,0.006681208280204354,3753746.0,3763318.0,0.0025499860672513197,2747059.0,2747059.0,1940110.0,1946823.0,434193.0,434189.0,500.0,500.0,2747057.0,2747057.0,12.0,0.0,2747045.0,2747057.0,4.36833033323758e-06,768.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2747044.0,2747056.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
eil51.tsp,ok,0.05758170783519745,426.0,1.0,ok,1,426.0,ok,1,426.0,True,True,True,0.884955151629957,0.7392685320255481,0.10853893682360649,0.10015005245804787,-0.07728917023751514,18700.0,18700.0,0.0,15848.0,15848.0,7304.0,7304.0,6720.0,6720.0,400.0,400.0,15847.0,15847.0,0.0,0.0,15847.0,15847.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15846.0,15846.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
eil76.tsp,ok,0.038888582959771156,538.0,1.0,ok,1,538.0,ok,1,538.0,True,True,True,15.50037266234665,14.300805880827845,0.6416761111468077,0.595026658847928,-0.0726993751029743,134260.0,132106.0,-0.01604349769104718,105325.0,105325.0,76422.0,74055.0,503.0,751.0,464.0,464.0,105323.0,105323.0,4.0,0.0,105319.0,105323.0,3.797985168874085e-05,256.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105318.0,105322.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
fri26.tsp,ok,0.029480643570423126,937.0,1.0,ok,1,937.0,ok,1,937.0,True,True,True,-0.384751094627637,-0.08119432878633748,0.018137933686375618,0.027086982503533363,0.49338855086232125,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,45.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gr137.tsp,ok,0.33605039678514004,69853.0,1.0,ok,1,69853.0,ok,1,69853.0,True,True,True,939.8541370763206,939.4085751791323,316.17440608143806,316.0246748290956,-0.00047357170429507267,23985386.0,23991715.0,0.0002638690075698058,16170127.0,16170127.0,14217164.0,14222938.0,70.0,70.0,800.0,800.0,16170125.0,16170125.0,5.0,0.0,16170120.0,16170125.0,3.0921230020908297e-07,320.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16170120.0,16170125.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gr17.tsp,ok,0.018152451142668724,2085.0,1.0,ok,1,2085.0,ok,1,2085.0,True,True,True,1.2848347902929378,0.7443026916051607,0.04147535189986229,0.03166336938738823,-0.23657382187290465,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,34.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
