instance,Concorde:status,Concorde:wall_seconds,Concorde:result,Concorde:branches,P16:status,P16:successful_repeats,P16:result,P128:status,P128:successful_repeats,P128:result,result_match,P16:matches_reference,P128:matches_reference,P16:wall_vs_Concorde_symmetric_change,P128:wall_vs_Concorde_symmetric_change,P16:wall_seconds,P128:wall_seconds,symmetric_change:wall_seconds,P16:branches,P128:branches,symmetric_change:branches,P16:nodes_expanded,P128:nodes_expanded,P16:pruned_by_bound,P128:pruned_by_bound,P16:pruned_infeasible,P128:pruned_infeasible,P16:root_potential_iterations,P128:root_potential_iterations,P16:search_node_potential_update_candidates,P128:search_node_potential_update_candidates,P16:search_node_potential_updates_triggered,P128:search_node_potential_updates_triggered,P16:search_node_potential_updates_skipped_total,P128:search_node_potential_updates_skipped_total,symmetric_change:search_node_potential_updates_skipped_total,P16:search_node_potential_iterations,P128:search_node_potential_iterations,P16:search_node_potential_updates_skipped_budget_exhausted,P128:search_node_potential_updates_skipped_budget_exhausted,P16:search_node_potential_updates_skipped_depth_interval,P128:search_node_potential_updates_skipped_depth_interval,P16:search_node_potential_updates_skipped_gap_above_maximum,P128:search_node_potential_updates_skipped_gap_above_maximum,P16:search_node_potential_updates_skipped_gap_below_minimum,P128:search_node_potential_updates_skipped_gap_below_minimum,P16:search_node_potential_updates_skipped_invalid_state,P128:search_node_potential_updates_skipped_invalid_state,P16:search_node_potential_updates_skipped_numerically_unsafe,P128:search_node_potential_updates_skipped_numerically_unsafe,P16:search_node_potential_updates_skipped_strategy_none,P128:search_node_potential_updates_skipped_strategy_none,P16:search_node_potential_updates_skipped_update_depth_zero,P128:search_node_potential_updates_skipped_update_depth_zero,P16:search_node_potential_updates_skipped_zero_iteration_limit,P128:search_node_potential_updates_skipped_zero_iteration_limit,P16:search_node_potential_updates_skipped_zero_violation,P128:search_node_potential_updates_skipped_zero_violation
att48.tsp,ok,0.09395036473870277,10628.0,1.0,ok,1,10628.0,ok,1,10628.0,True,True,True,-2.3017915704556557,-1.6041042434340347,0.028454359620809555,0.03607780486345291,0.2679183557189633,36.0,25.0,-0.43999999999999995,14.0,9.0,23.0,16.0,0.0,0.0,100.0,100.0,30.0,22.0,30.0,22.0,0.0,0.0,0.0,293.0,601.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bayg29.tsp,ok,0.035702209919691086,1610.0,1.0,ok,1,1610.0,ok,1,1610.0,True,True,True,-0.9144879384374685,-1.0793566055922201,0.018648438155651093,0.017169835045933723,-0.08611632585646434,3.0,3.0,0.0,1.0,1.0,2.0,2.0,1.0,1.0,100.0,100.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bays29.tsp,ok,0.04144907183945179,2020.0,1.0,ok,1,2020.0,ok,1,2020.0,True,True,True,-1.064920634905906,-0.300781434497736,0.02007296122610569,0.031864747405052185,0.587446268944654,9.0,8.0,-0.125,3.0,2.0,5.0,5.0,1.0,1.0,100.0,100.0,7.0,5.0,7.0,5.0,0.0,0.0,0.0,51.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
berlin52.tsp,ok,0.06300981901586056,7542.0,1.0,ok,1,7542.0,ok,1,7542.0,True,True,True,-4.359116012471601,-1.0364324748843736,0.01175750233232975,0.030941275879740715,1.6316197951890774,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,20.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
brazil58.tsp,ok,0.0997194591909647,25395.0,1.0,ok,1,25395.0,ok,1,25395.0,True,True,True,-0.6617671831406877,-0.34230427181218737,0.060008080676198006,0.07428975775837898,0.23799589857313586,125.0,40.0,-2.125,38.0,12.0,88.0,28.0,0.0,0.0,120.0,120.0,107.0,36.0,107.0,36.0,0.0,0.0,0.0,909.0,955.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
burma14.tsp,ok,0.012333400547504425,3323.0,1.0,ok,1,3323.0,ok,1,3323.0,True,True,True,-0.5303423590745342,0.7211227641583919,0.008059242740273476,0.021227296441793442,1.633907071159037,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,36.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ch130.tsp,ok,0.19108222052454948,6110.0,1.0,ok,1,6110.0,ok,1,6110.0,True,True,True,4523.000857754305,1263.3492545597087,864.4561295546591,241.59466307982802,-2.5781259343010587,904164.0,110631.0,-7.172790628304906,291794.0,33020.0,619746.0,77779.0,1.0,0.0,400.0,400.0,850624.0,105521.0,848919.0,103815.0,1705.0,1706.0,0.0005865102639295294,7824399.0,2769882.0,0.0,0.0,0.0,0.0,1704.0,1704.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0
ch150.tsp,ok,0.34965579211711884,6528.0,1.0,ok,1,6528.0,ok,1,6528.0,True,True,True,407.9148489241617,415.45241720723413,142.97944540902972,145.6149998176843,0.01843309995443665,100246.0,45333.0,-1.211325083272671,31384.0,13353.0,69434.0,32031.0,0.0,0.0,400.0,400.0,96177.0,43589.0,95772.0,43184.0,405.0,405.0,0.0,879974.0,1158398.0,0.0,0.0,0.0,0.0,404.0,404.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
dantzig42.tsp,ok,0.031246650964021683,699.0,1.0,ok,1,699.0,ok,1,699.0,True,True,True,-0.3587540499378876,-0.4214687528704055,0.02299654670059681,0.021981947124004364,-0.04615603753702513,3.0,3.0,0.0,1.0,1.0,2.0,2.0,0.0,0.0,100.0,100.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,18.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dj38.tsp,ok,0.02440105937421322,6656.0,1.0,ok,1,6656.0,ok,1,6656.0,True,True,True,-0.4800768045337045,-0.5993754726319689,0.01648634672164917,0.015256617218255997,-0.08060302528411634,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,32.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
