instance,Concorde:status,Concorde:wall_seconds,Concorde:result,Concorde:branches,PS-PS32:status,PS-PS32:successful_repeats,PS-PS32:result,PSD32:status,PSD32:successful_repeats,PSD32:result,result_match,PS-PS32:matches_reference,PSD32:matches_reference,PS-PS32:wall_vs_Concorde_relative_change,PSD32:wall_vs_Concorde_relative_change,PS-PS32:wall_seconds,PSD32:wall_seconds,relative_change:wall_seconds,PS-PS32:branches,PSD32:branches,relative_change:branches,PS-PS32:nodes_expanded,PSD32:nodes_expanded,PS-PS32:pruned_by_bound,PSD32:pruned_by_bound,PS-PS32:pruned_infeasible,PSD32:pruned_infeasible,PS-PS32:root_potential_iterations,PSD32:root_potential_iterations,PS-PS32:search_node_potential_update_candidates,PSD32:search_node_potential_update_candidates,PS-PS32:search_node_potential_updates_triggered,PSD32:search_node_potential_updates_triggered,PS-PS32:search_node_potential_updates_skipped_total,PSD32:search_node_potential_updates_skipped_total,relative_change:search_node_potential_updates_skipped_total,PS-PS32:search_node_potential_iterations,PSD32:search_node_potential_iterations,PS-PS32:search_node_potential_updates_skipped_budget_exhausted,PSD32:search_node_potential_updates_skipped_budget_exhausted,PS-PS32:search_node_potential_updates_skipped_depth_interval,PSD32:search_node_potential_updates_skipped_depth_interval,PS-PS32:search_node_potential_updates_skipped_gap_above_maximum,PSD32:search_node_potential_updates_skipped_gap_above_maximum,PS-PS32:search_node_potential_updates_skipped_gap_below_minimum,PSD32:search_node_potential_updates_skipped_gap_below_minimum,PS-PS32:search_node_potential_updates_skipped_invalid_state,PSD32:search_node_potential_updates_skipped_invalid_state,PS-PS32:search_node_potential_updates_skipped_numerically_unsafe,PSD32:search_node_potential_updates_skipped_numerically_unsafe,PS-PS32:search_node_potential_updates_skipped_strategy_none,PSD32:search_node_potential_updates_skipped_strategy_none,PS-PS32:search_node_potential_updates_skipped_update_depth_zero,PSD32:search_node_potential_updates_skipped_update_depth_zero,PS-PS32:search_node_potential_updates_skipped_zero_iteration_limit,PSD32:search_node_potential_updates_skipped_zero_iteration_limit,PS-PS32:search_node_potential_updates_skipped_zero_violation,PSD32:search_node_potential_updates_skipped_zero_violation
att48.tsp,ok,0.08958465978503227,10628.0,1.0,ok,1,10628.0,ok,1,10628.0,True,True,True,-0.5210508706051253,-0.5975507053710212,0.042906494811177254,0.036053283140063286,-0.15972434246315292,36.0,27.0,-0.25,14.0,9.0,22.0,18.0,12.0,1.0,100.0,100.0,29.0,22.0,29.0,22.0,0.0,0.0,0.0,481.0,314.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bayg29.tsp,ok,0.023851288482546806,1610.0,1.0,ok,1,1610.0,ok,1,1610.0,True,True,True,-0.37395255298626806,-0.34578041513735625,0.014932038262486458,0.015603980049490929,0.045000004365953306,2.0,3.0,0.5,1.0,1.0,1.0,2.0,3.0,1.0,100.0,100.0,1.0,2.0,1.0,2.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bays29.tsp,ok,0.04078455828130245,2020.0,1.0,ok,1,2020.0,ok,1,2020.0,True,True,True,-0.07292797150608443,-0.4259831787871443,0.037810223177075386,0.023411022499203682,-0.3808282381840593,10.0,15.0,0.5,3.0,5.0,6.0,7.0,2.0,6.0,100.0,100.0,7.0,10.0,7.0,10.0,0.0,0.0,0.0,81.0,145.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
berlin52.tsp,ok,0.05695320665836334,7542.0,1.0,ok,1,7542.0,ok,1,7542.0,True,True,True,-0.453618103041157,-0.5636107379126205,0.031118201091885567,0.024853767827153206,-0.20131090631604298,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,21.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
brazil58.tsp,ok,0.09078448079526424,25395.0,1.0,ok,1,25395.0,ok,1,25395.0,True,True,True,-0.5046554495059217,-0.411648081177283,0.044969597831368446,0.05341322347521782,0.18776297879096315,39.0,16.0,-0.5897435897435898,11.0,4.0,28.0,12.0,0.0,0.0,100.0,100.0,36.0,15.0,36.0,15.0,0.0,0.0,0.0,484.0,241.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
burma14.tsp,ok,0.023742059245705605,3323.0,1.0,ok,1,3323.0,ok,1,3323.0,True,True,True,-0.12415618470471046,-0.7153255804119447,0.0207943357527256,0.006758756935596466,-0.6749712510191355,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,19.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ch130.tsp,ok,0.18499169498682022,6110.0,1.0,ok,1,6110.0,ok,1,6110.0,True,True,True,877.3153951411576,6555.453503299446,162.4810536801815,1212.88944667764,6.464805398572949,113490.0,753303.0,5.6376156489558555,36203.0,241404.0,77705.0,514568.0,0.0,1.0,400.0,400.0,108208.0,715541.0,107863.0,715522.0,345.0,19.0,-0.9449275362318841,1751614.0,11648367.0,0.0,0.0,0.0,0.0,343.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
ch150.tsp,ok,0.3328863438218832,6528.0,1.0,ok,1,6528.0,ok,1,6528.0,True,True,True,1220.1626618386238,365.65462809510643,406.5083737112582,122.05431859195232,-0.6997495587172156,205249.0,63161.0,-0.692271338715414,62794.0,19479.0,143090.0,43885.0,0.0,0.0,400.0,400.0,196919.0,60283.0,196798.0,60264.0,121.0,19.0,-0.8429752066115702,3116069.0,966772.0,0.0,0.0,0.0,0.0,119.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
dantzig42.tsp,ok,0.043297743424773216,699.0,1.0,ok,1,699.0,ok,1,699.0,True,True,True,-0.16440210125926968,-0.2905497150197982,0.03617950342595577,0.030717596411705017,-0.15096688724401597,5.0,4.0,-0.19999999999999996,1.0,1.0,4.0,3.0,0.0,0.0,100.0,100.0,4.0,2.0,4.0,2.0,0.0,0.0,0.0,20.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dj38.tsp,ok,0.03762975335121155,6656.0,1.0,ok,1,6656.0,ok,1,6656.0,True,True,True,-0.1348287721410214,-0.29049044862174245,0.03255617991089821,0.02669866941869259,-0.17992007994294235,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,22.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
