instance,Concorde:status,Concorde:wall_seconds,Concorde:result,Concorde:branches,P16:status,P16:successful_repeats,P16:result,H3:status,H3:successful_repeats,H3:result,result_match,P16:matches_reference,H3:matches_reference,P16:wall_vs_Concorde_symmetric_change,H3:wall_vs_Concorde_symmetric_change,P16:wall_seconds,H3:wall_seconds,symmetric_change:wall_seconds,P16:branches,H3:branches,symmetric_change:branches,P16:nodes_expanded,H3:nodes_expanded,P16:pruned_by_bound,H3:pruned_by_bound,P16:pruned_infeasible,H3:pruned_infeasible,P16:root_potential_iterations,H3:root_potential_iterations,P16:search_node_potential_update_candidates,H3:search_node_potential_update_candidates,P16:search_node_potential_updates_triggered,H3:search_node_potential_updates_triggered,P16:search_node_potential_updates_skipped_total,H3:search_node_potential_updates_skipped_total,symmetric_change:search_node_potential_updates_skipped_total,P16:search_node_potential_iterations,H3:search_node_potential_iterations,P16:search_node_potential_updates_skipped_budget_exhausted,H3:search_node_potential_updates_skipped_budget_exhausted,P16:search_node_potential_updates_skipped_depth_interval,H3:search_node_potential_updates_skipped_depth_interval,P16:search_node_potential_updates_skipped_gap_above_maximum,H3:search_node_potential_updates_skipped_gap_above_maximum,P16:search_node_potential_updates_skipped_gap_below_minimum,H3:search_node_potential_updates_skipped_gap_below_minimum,P16:search_node_potential_updates_skipped_invalid_state,H3:search_node_potential_updates_skipped_invalid_state,P16:search_node_potential_updates_skipped_numerically_unsafe,H3:search_node_potential_updates_skipped_numerically_unsafe,P16:search_node_potential_updates_skipped_strategy_none,H3:search_node_potential_updates_skipped_strategy_none,P16:search_node_potential_updates_skipped_update_depth_zero,H3:search_node_potential_updates_skipped_update_depth_zero,P16:search_node_potential_updates_skipped_zero_iteration_limit,H3:search_node_potential_updates_skipped_zero_iteration_limit,P16:search_node_potential_updates_skipped_zero_violation,H3:search_node_potential_updates_skipped_zero_violation
att48.tsp,ok,0.09395036473870277,10628.0,1.0,ok,1,10628.0,ok,1,10628.0,True,True,True,-2.3017915704556557,-1.2622975539717034,0.028454359620809555,0.04152873903512955,0.45948598346800584,36.0,57.0,0.5833333333333333,14.0,28.0,23.0,32.0,0.0,6.0,100.0,100.0,30.0,45.0,30.0,22.0,0.0,23.0,,293.0,141.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bayg29.tsp,ok,0.035702209919691086,1610.0,1.0,ok,1,1610.0,ok,1,1610.0,True,True,True,-0.9144879384374685,-1.1732290303141277,0.018648438155651093,0.016428185626864433,-0.13514897988223118,3.0,3.0,0.0,1.0,3.0,2.0,0.0,1.0,6.0,100.0,100.0,2.0,2.0,2.0,0.0,0.0,2.0,,7.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bays29.tsp,ok,0.04144907183945179,2020.0,1.0,ok,1,2020.0,ok,1,2020.0,True,True,True,-1.064920634905906,-0.06627893498802817,0.02007296122610569,0.03887263499200344,0.9365670343371173,9.0,13.0,0.4444444444444444,3.0,8.0,5.0,3.0,1.0,9.0,100.0,100.0,7.0,9.0,7.0,2.0,0.0,7.0,,51.0,7.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
berlin52.tsp,ok,0.06300981901586056,7542.0,1.0,ok,1,7542.0,ok,1,7542.0,True,True,True,-4.359116012471601,-0.5986256733748212,0.01175750233232975,0.039414992555975914,2.3523270029550427,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,20.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
brazil58.tsp,ok,0.0997194591909647,25395.0,1.0,ok,1,25395.0,ok,1,25395.0,True,True,True,-0.6617671831406877,-0.23856629640258875,0.060008080676198006,0.08051200769841671,0.341686099458127,125.0,965.0,6.72,38.0,374.0,88.0,659.0,0.0,14.0,120.0,120.0,107.0,830.0,107.0,486.0,0.0,344.0,,909.0,2178.0,0.0,0.0,0.0,344.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
burma14.tsp,ok,0.012333400547504425,3323.0,1.0,ok,1,3323.0,ok,1,3323.0,True,True,True,-0.5303423590745342,0.7862902714271993,0.008059242740273476,0.022031033411622047,1.7336356679677905,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,36.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ch150.tsp,ok,0.34965579211711884,6528.0,1.0,ok,1,6528.0,ok,1,6528.0,True,True,True,407.9148489241617,1259.0624657122353,142.97944540902972,440.58813956566155,2.081478867855761,100246.0,1206559.0,11.035981485545557,31384.0,495979.0,69434.0,773403.0,0.0,136.0,400.0,800.0,96177.0,1113604.0,95772.0,666603.0,405.0,447001.0,1102.7061728395063,879974.0,3301443.0,0.0,0.0,0.0,446638.0,404.0,361.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0
dantzig42.tsp,ok,0.031246650964021683,699.0,1.0,ok,1,699.0,ok,1,699.0,True,True,True,-0.3587540499378876,-0.31219927723283436,0.02299654670059681,0.0238124281167984,0.03547843190649225,3.0,10.0,2.3333333333333335,1.0,5.0,2.0,5.0,0.0,1.0,100.0,100.0,2.0,5.0,2.0,1.0,0.0,4.0,,18.0,3.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dj38.tsp,ok,0.02440105937421322,6656.0,1.0,ok,1,6656.0,ok,1,6656.0,True,True,True,-0.4800768045337045,-0.5252163529799261,0.01648634672164917,0.01599842496216297,-0.030498112197929306,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,32.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eil101.tsp,ok,0.08340847492218018,629.0,1.0,ok,1,629.0,ok,1,629.0,True,True,True,3.7772527989540947,5.693073611402911,0.39846337027847767,0.5582590624690056,0.4010298163137307,669.0,1909.0,1.8535127055306426,145.0,702.0,528.0,1323.0,0.0,0.0,400.0,400.0,333.0,1370.0,306.0,781.0,27.0,589.0,20.814814814814813,3068.0,5157.0,0.0,0.0,0.0,565.0,26.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
