instance,Concorde:status,Concorde:wall_seconds,Concorde:result,Concorde:branches,P16:status,P16:successful_repeats,P16:result,P8:status,P8:successful_repeats,P8:result,result_match,P16:matches_reference,P8:matches_reference,P16:wall_vs_Concorde_symmetric_change,P8:wall_vs_Concorde_symmetric_change,P16:wall_seconds,P8:wall_seconds,symmetric_change:wall_seconds,P16:branches,P8:branches,symmetric_change:branches,P16:nodes_expanded,P8:nodes_expanded,P16:pruned_by_bound,P8:pruned_by_bound,P16:pruned_infeasible,P8:pruned_infeasible,P16:root_potential_iterations,P8:root_potential_iterations,P16:search_node_potential_update_candidates,P8:search_node_potential_update_candidates,P16:search_node_potential_updates_triggered,P8:search_node_potential_updates_triggered,P16:search_node_potential_updates_skipped_total,P8:search_node_potential_updates_skipped_total,symmetric_change:search_node_potential_updates_skipped_total,P16:search_node_potential_iterations,P8:search_node_potential_iterations,P16:search_node_potential_updates_skipped_budget_exhausted,P8:search_node_potential_updates_skipped_budget_exhausted,P16:search_node_potential_updates_skipped_depth_interval,P8:search_node_potential_updates_skipped_depth_interval,P16:search_node_potential_updates_skipped_gap_above_maximum,P8:search_node_potential_updates_skipped_gap_above_maximum,P16:search_node_potential_updates_skipped_gap_below_minimum,P8:search_node_potential_updates_skipped_gap_below_minimum,P16:search_node_potential_updates_skipped_invalid_state,P8:search_node_potential_updates_skipped_invalid_state,P16:search_node_potential_updates_skipped_numerically_unsafe,P8:search_node_potential_updates_skipped_numerically_unsafe,P16:search_node_potential_updates_skipped_strategy_none,P8:search_node_potential_updates_skipped_strategy_none,P16:search_node_potential_updates_skipped_update_depth_zero,P8:search_node_potential_updates_skipped_update_depth_zero,P16:search_node_potential_updates_skipped_zero_iteration_limit,P8:search_node_potential_updates_skipped_zero_iteration_limit,P16:search_node_potential_updates_skipped_zero_violation,P8:search_node_potential_updates_skipped_zero_violation
att48.tsp,ok,0.09395036473870277,10628.0,1.0,ok,1,10628.0,ok,1,10628.0,True,True,True,-2.3017915704556557,-1.569333107638745,0.028454359620809555,0.036566050723195076,0.285077267964702,36.0,56.0,0.5555555555555556,14.0,21.0,23.0,38.0,0.0,0.0,100.0,100.0,30.0,46.0,30.0,46.0,0.0,0.0,0.0,293.0,267.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bayg29.tsp,ok,0.035702209919691086,1610.0,1.0,ok,1,1610.0,ok,1,1610.0,True,True,True,-0.9144879384374685,-0.8939185063247612,0.018648438155651093,0.01885097473859787,0.010860779935364384,3.0,3.0,0.0,1.0,1.0,2.0,2.0,1.0,1.0,100.0,100.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bays29.tsp,ok,0.04144907183945179,2020.0,1.0,ok,1,2020.0,ok,1,2020.0,True,True,True,-1.064920634905906,-0.27139356047372165,0.02007296122610569,0.03260129131376743,0.624139604841569,9.0,9.0,0.0,3.0,3.0,5.0,5.0,1.0,1.0,100.0,100.0,7.0,6.0,7.0,6.0,0.0,0.0,0.0,51.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
berlin52.tsp,ok,0.06300981901586056,7542.0,1.0,ok,1,7542.0,ok,1,7542.0,True,True,True,-4.359116012471601,-0.860629326627439,0.01175750233232975,0.033864788711071014,1.8802706351971188,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,20.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
brazil58.tsp,ok,0.0997194591909647,25395.0,1.0,ok,1,25395.0,ok,1,25395.0,True,True,True,-0.6617671831406877,-0.3270488042042403,0.060008080676198006,0.07514377683401108,0.25222763313302554,125.0,253.0,1.024,38.0,71.0,88.0,184.0,0.0,0.0,120.0,120.0,107.0,214.0,107.0,214.0,0.0,0.0,0.0,909.0,1116.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
burma14.tsp,ok,0.012333400547504425,3323.0,1.0,ok,1,3323.0,ok,1,3323.0,True,True,True,-0.5303423590745342,-0.3971888023913306,0.008059242740273476,0.008827297016978264,0.09530104768611625,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,36.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ch150.tsp,ok,0.34965579211711884,6528.0,1.0,ok,1,6528.0,ok,1,6528.0,True,True,True,407.9148489241617,1363.1253638024252,142.97944540902972,476.9743346273899,2.3359643637089325,100246.0,516845.0,4.15576681363845,31384.0,162803.0,69434.0,359483.0,0.0,2.0,400.0,400.0,96177.0,492486.0,95772.0,492081.0,405.0,405.0,0.0,879974.0,2572875.0,0.0,0.0,0.0,0.0,404.0,404.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
dantzig42.tsp,ok,0.031246650964021683,699.0,1.0,ok,1,699.0,ok,1,699.0,True,True,True,-0.3587540499378876,-0.10197483421521958,0.02299654670059681,0.02835514023900032,0.23301731378061397,3.0,5.0,0.6666666666666667,1.0,2.0,2.0,3.0,0.0,0.0,100.0,100.0,2.0,4.0,2.0,4.0,0.0,0.0,0.0,18.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dj38.tsp,ok,0.02440105937421322,6656.0,1.0,ok,1,6656.0,ok,1,6656.0,True,True,True,-0.4800768045337045,-0.2892406302805084,0.01648634672164917,0.01892669126391411,0.14802215332887436,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,32.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eil101.tsp,ok,0.08340847492218018,629.0,1.0,ok,1,629.0,ok,1,629.0,True,True,True,3.7772527989540947,7.4491380268293685,0.39846337027847767,0.7047297172248363,0.7686185727243022,669.0,1360.0,1.0328849028400597,145.0,424.0,528.0,962.0,0.0,0.0,400.0,400.0,333.0,897.0,306.0,868.0,27.0,29.0,0.07407407407407418,3068.0,5456.0,0.0,0.0,0.0,0.0,26.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0
eil51.tsp,ok,0.04456336051225662,426.0,1.0,ok,1,426.0,ok,1,426.0,True,True,True,1.62149913069182,2.0235029617001157,0.11682281084358692,0.13473745249211788,0.15334883246831588,434.0,829.0,0.9101382488479262,150.0,305.0,291.0,546.0,56.0,106.0,400.0,400.0,407.0,765.0,407.0,765.0,0.0,0.0,0.0,3861.0,4367.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
