instance,Concorde:status,Concorde:wall_seconds,Concorde:result,Concorde:branches,P32:status,P32:successful_repeats,P32:result,PH332:status,PH332:successful_repeats,PH332:result,result_match,P32:matches_reference,PH332:matches_reference,P32:wall_vs_Concorde_symmetric_change,PH332:wall_vs_Concorde_symmetric_change,P32:wall_seconds,PH332:wall_seconds,symmetric_change:wall_seconds,P32:branches,PH332:branches,symmetric_change:branches,P32:nodes_expanded,PH332:nodes_expanded,P32:pruned_by_bound,PH332:pruned_by_bound,P32:pruned_infeasible,PH332:pruned_infeasible,P32:root_potential_iterations,PH332:root_potential_iterations,P32:search_node_potential_update_candidates,PH332:search_node_potential_update_candidates,P32:search_node_potential_updates_triggered,PH332:search_node_potential_updates_triggered,P32:search_node_potential_updates_skipped_total,PH332:search_node_potential_updates_skipped_total,symmetric_change:search_node_potential_updates_skipped_total,P32:search_node_potential_iterations,PH332:search_node_potential_iterations,P32:search_node_potential_updates_skipped_budget_exhausted,PH332:search_node_potential_updates_skipped_budget_exhausted,P32:search_node_potential_updates_skipped_depth_interval,PH332:search_node_potential_updates_skipped_depth_interval,P32:search_node_potential_updates_skipped_gap_above_maximum,PH332:search_node_potential_updates_skipped_gap_above_maximum,P32:search_node_potential_updates_skipped_gap_below_minimum,PH332:search_node_potential_updates_skipped_gap_below_minimum,P32:search_node_potential_updates_skipped_invalid_state,PH332:search_node_potential_updates_skipped_invalid_state,P32:search_node_potential_updates_skipped_numerically_unsafe,PH332:search_node_potential_updates_skipped_numerically_unsafe,P32:search_node_potential_updates_skipped_strategy_none,PH332:search_node_potential_updates_skipped_strategy_none,P32:search_node_potential_updates_skipped_update_depth_zero,PH332:search_node_potential_updates_skipped_update_depth_zero,P32:search_node_potential_updates_skipped_zero_iteration_limit,PH332:search_node_potential_updates_skipped_zero_iteration_limit,P32:search_node_potential_updates_skipped_zero_violation,PH332:search_node_potential_updates_skipped_zero_violation
att48.tsp,ok,0.09395036473870277,10628.0,1.0,ok,1,10628.0,ok,1,10628.0,True,True,True,-1.280356965488631,-0.508510009540786,0.04119984991848469,0.062280239537358284,0.5116618060643878,29.0,57.0,0.9655172413793103,9.0,28.0,20.0,32.0,1.0,3.0,100.0,100.0,26.0,44.0,26.0,21.0,0.0,23.0,,332.0,179.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bayg29.tsp,ok,0.035702209919691086,1610.0,1.0,ok,1,1610.0,ok,1,1610.0,True,True,True,-1.1171472166509857,-1.2409754962625033,0.01686335727572441,0.015931548550724983,-0.05848827074358853,3.0,3.0,0.0,1.0,3.0,2.0,0.0,1.0,6.0,100.0,100.0,2.0,2.0,2.0,0.0,0.0,2.0,,7.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bays29.tsp,ok,0.04144907183945179,2020.0,1.0,ok,1,2020.0,ok,1,2020.0,True,True,True,-0.5087890647512452,-0.07583451406417341,0.027471747249364853,0.038527367636561394,0.4024360113262233,10.0,13.0,0.30000000000000004,3.0,8.0,5.0,3.0,3.0,9.0,100.0,100.0,7.0,9.0,7.0,2.0,0.0,7.0,,82.0,7.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
berlin52.tsp,ok,0.06300981901586056,7542.0,1.0,ok,1,7542.0,ok,1,7542.0,True,True,True,-1.267908952022271,-0.28476520754049406,0.027783222496509552,0.049043839797377586,0.7652322297580505,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,20.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
brazil58.tsp,ok,0.0997194591909647,25395.0,1.0,ok,1,25395.0,ok,1,25395.0,True,True,True,-0.5160023101159319,-0.1954659917786543,0.06577790714800358,0.0834147185087204,0.26812667239523313,88.0,547.0,5.215909090909091,26.0,220.0,62.0,378.0,0.0,1.0,120.0,120.0,82.0,478.0,82.0,284.0,0.0,194.0,,1173.0,1806.0,0.0,0.0,0.0,194.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
burma14.tsp,ok,0.012333400547504425,3323.0,1.0,ok,1,3323.0,ok,1,3323.0,True,True,True,-2.1673487896860704,1.686840967015654,0.003893919289112091,0.033137885853648186,7.510162484955982,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,36.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ch130.tsp,ok,0.19108222052454948,6110.0,1.0,ok,1,6110.0,ok,1,6110.0,True,True,True,1650.6027347305765,2238.972622904736,315.591917976737,428.0189426988363,0.35624177400634993,205952.0,1062625.0,4.159576017712865,62812.0,433544.0,143850.0,682183.0,0.0,66.0,400.0,400.0,195829.0,959766.0,194122.0,568452.0,1707.0,391314.0,228.2407732864675,3035962.0,4123914.0,0.0,0.0,0.0,389609.0,1704.0,1702.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0
ch150.tsp,ok,0.34965579211711884,6528.0,1.0,ok,1,6528.0,ok,1,6528.0,True,True,True,331.7422744363169,713.4403026551925,116.34526353888214,249.80818994529545,1.1471281455459552,60352.0,388836.0,5.442802226935313,18041.0,154167.0,42505.0,249445.0,0.0,77.0,400.0,400.0,58114.0,360715.0,57710.0,221126.0,404.0,139589.0,344.51732673267327,895438.0,1610189.0,0.0,0.0,0.0,139186.0,404.0,402.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
dantzig42.tsp,ok,0.031246650964021683,699.0,1.0,ok,1,699.0,ok,1,699.0,True,True,True,0.13790332974117248,0.997663962829421,0.03555566817522049,0.0624203085899353,0.7555656184641006,3.0,10.0,2.3333333333333335,1.0,5.0,2.0,5.0,0.0,1.0,100.0,100.0,2.0,5.0,2.0,1.0,0.0,4.0,,18.0,3.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dj38.tsp,ok,0.02440105937421322,6656.0,1.0,ok,1,6656.0,ok,1,6656.0,True,True,True,-0.19124088852354082,0.5652625349240346,0.020483732223510742,0.03819406405091286,0.8646047328755164,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,32.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eil101.tsp,ok,0.08340847492218018,629.0,1.0,ok,1,629.0,ok,1,629.0,True,True,True,5.829813090715626,4.081164108179299,0.5696642939001322,0.42381214909255505,-0.3441433784280803,695.0,928.0,0.33525179856115117,154.0,303.0,548.0,682.0,0.0,0.0,400.0,400.0,379.0,560.0,352.0,305.0,27.0,255.0,8.444444444444445,5416.0,2966.0,0.0,0.0,0.0,229.0,26.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0
eil51.tsp,ok,0.04456336051225662,426.0,1.0,ok,1,426.0,ok,1,426.0,True,True,True,1.4018720011208465,1.1086975457906139,0.10703548789024353,0.0939706489443779,-0.1390310601515461,429.0,916.0,1.1351981351981353,135.0,430.0,298.0,553.0,51.0,107.0,400.0,400.0,411.0,840.0,411.0,491.0,0.0,349.0,,6174.0,4574.0,0.0,0.0,0.0,349.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eil76.tsp,ok,0.05953832529485226,538.0,1.0,ok,1,538.0,ok,1,538.0,True,True,True,3.3830817695751785,4.680400270363322,0.26096134819090366,0.33820151910185814,0.29598318466093376,454.0,1636.0,2.60352422907489,135.0,666.0,328.0,1057.0,0.0,0.0,364.0,364.0,304.0,1423.0,295.0,849.0,9.0,574.0,62.77777777777778,5287.0,6495.0,0.0,0.0,0.0,566.0,9.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
