run_id,strategy,repeat,instance,status,wall_seconds,result,root_lower_bound,initial_upper_bound,final_upper_bound,final_lower_bound,final_relative_gap,branches,nodes_expanded,pruned_by_bound,pruned_infeasible,root_fixing_calls,root_fixing_tested,root_fixing_fixed_zero,root_fixing_tree_tested,root_fixing_fixed_one,root_fixing_active_after,root_fixing_seconds,root_candidate_compaction_calls,root_candidate_edges_before,root_candidate_edges_after,root_candidate_compaction_seconds,initial_tour_seconds,initial_clk_starts,adaptive_clk_triggers,adaptive_clk_improvements,root_guided_lk_calls,root_guided_lk_improvements,root_guided_lk_reascents,root_guided_lk_seconds,root_guided_lk_total_gain,root_potential_iterations,root_ascent_seconds,root_external_potential_replacements,root_external_potential_warm_starts,lkh_provider_calls,lkh_provider_failures,lkh_provider_seconds,search_node_potential_update_candidates,search_node_potential_updates_triggered,search_node_potential_updates_skipped_strategy_none,search_node_potential_updates_skipped_update_depth_zero,search_node_potential_updates_skipped_budget_exhausted,search_node_potential_updates_skipped_numerically_unsafe,search_node_potential_updates_skipped_invalid_state,search_node_potential_updates_skipped_zero_violation,search_node_potential_updates_skipped_zero_iteration_limit,search_node_potential_updates_skipped_max_depth,search_node_potential_updates_skipped_near_leaf,search_node_potential_updates_skipped_depth_interval,search_node_potential_updates_skipped_gap_change_below_minimum,potential_update_gap_change_shallow_bypasses,branch_lift_first_reorders,branch_zero_gain_splits,branch_ascent_strong_probes,branch_ascent_strong_seconds,search_node_potential_iterations,potential_update_seconds,potential_update_rebuild_seconds,sibling_warm_probes,sibling_warm_accepted,sibling_warm_rejected,replacement_seconds
CPHKMST-P32-LKH-598122e510eb,CPHKMST-P32-LKH,1,/home/wj/code/TSP/data/classic/tsplib/att48.tsp,ok,0.061020296066999435,10628.0,10602.983665769503,10628.0,10628.0,10628.0,0.0,10,4,7,1,1,1080,1037,48,14,75,0.000234352,,,,,0.007639407,0,0,0,0,0,0,0.0,0.0,64,0.007006902,0,1,1,0,0.021084696,9,9,0,0,0,0,0,0,0,,,0,,,,,,,156,0.001092773,0.000145385,0,0,0,5.891299999999998e-05
CPHKMST-P32-LKH-598122e510eb,CPHKMST-P32-LKH,1,/home/wj/code/TSP/data/classic/tsplib/bayg29.tsp,ok,0.042039779946208,1610.0,1607.9799999981672,1610.0,1610.0,1610.0,0.0,3,1,2,1,1,377,370,29,24,10,0.000134206,,,,,0.001357667,0,0,0,0,0,0,0.0,0.0,64,0.002289198,0,1,1,0,0.006778082,1,1,0,0,0,0,0,0,0,,,0,,,,,,,3,3.1731e-05,0.0,0,0,0,8.480999999999999e-06
CPHKMST-P32-LKH-598122e510eb,CPHKMST-P32-LKH,1,/home/wj/code/TSP/data/classic/tsplib/bays29.tsp,ok,0.05876476131379604,2020.0,2013.3002809125421,2020.0,2020.0,2020.0,0.0,6,2,4,3,1,377,358,29,17,26,9.0489e-05,,,,,0.000899635,0,0,0,0,0,0,0.0,0.0,64,0.001669782,0,1,1,0,0.012475334,4,4,0,0,0,0,0,0,0,,,0,,,,,,,49,0.00015907100000000002,2.2192e-05,0,0,0,1.1827000000000002e-05
CPHKMST-P32-LKH-598122e510eb,CPHKMST-P32-LKH,1,/home/wj/code/TSP/data/classic/tsplib/berlin52.tsp,ok,0.061789875850081444,7542.0,7541.999999973971,7542.0,7542.0,7542.0,0.0,1,0,1,0,0,0,0,0,0,0,0.0,,,,,0.00839605,0,0,0,0,0,0,0.0,0.0,1,0.00021293,0,1,1,0,0.015221611,0,0,0,0,0,0,0,0,0,,,0,,,,,,,0,0.0,0.0,0,0,0,0.0
CPHKMST-P32-LKH-598122e510eb,CPHKMST-P32-LKH,1,/home/wj/code/TSP/data/classic/tsplib/bier127.tsp,ok,518.0767556484789,118282.0,117430.62999807068,118282.0,118282.0,118282.0,0.0,716226,232121,486283,1204,1,7874,6991,127,6,1004,0.000812513,,,,,0.328953551,12,0,0,0,0,0,0.0,0.0,64,0.028281141,0,1,1,0,0.083837805,657259,657259,0,0,0,0,0,0,0,,,0,,,,,,,10896627,482.061435297016,28.09870922100014,0,0,0,3.6196714359999898
CPHKMST-P32-LKH-598122e510eb,CPHKMST-P32-LKH,1,/home/wj/code/TSP/data/classic/tsplib/brazil58.tsp,ok,0.1131199561059475,25395.0,25354.239999786165,25395.0,25395.0,25395.0,0.0,9,3,6,2,1,1595,1539,58,23,87,0.000168795,,,,,0.004941997,0,0,0,0,0,0,0.0,0.0,64,0.00486904,0,1,1,0,0.027350172,6,6,0,0,0,0,0,0,0,,,0,,,,,,,76,0.000379489,5.775e-05,0,0,0,3.829899999999999e-05
CPHKMST-P32-LKH-598122e510eb,CPHKMST-P32-LKH,1,/home/wj/code/TSP/data/classic/tsplib/brg180.tsp,ok,0.31589935533702374,1950.0,1949.6660590678675,1950.0,1950.0,1950.0,0.0,1,0,1,0,0,0,0,0,0,0,0.0,,,,,0.052977334,0,0,0,0,0,0,0.0,0.0,64,0.055833732,0,1,1,0,0.158772219,0,0,0,0,0,0,0,0,0,,,0,,,,,,,0,0.0,0.0,0,0,0,0.0
CPHKMST-P32-LKH-598122e510eb,CPHKMST-P32-LKH,1,/home/wj/code/TSP/data/classic/tsplib/burma14.tsp,ok,0.011975260451436043,3323.0,3322.999999998899,3323.0,3323.0,3323.0,0.0,1,0,1,0,0,0,0,0,0,0,0.0,,,,,0.000157503,0,0,0,0,0,0,0.0,0.0,1,1.8406e-05,0,1,1,0,0.003961759,0,0,0,0,0,0,0,0,0,,,0,,,,,,,0,0.0,0.0,0,0,0,0.0
CPHKMST-P32-LKH-598122e510eb,CPHKMST-P32-LKH,1,/home/wj/code/TSP/data/classic/tsplib/ch130.tsp,ok,12.63277150504291,6110.0,6074.619999904337,6110.0,6110.0,6110.0,0.0,18038,5557,12539,7,1,8255,7816,130,14,555,0.001114007,,,,,0.1090504,0,0,0,0,0,0,0.0,0.0,64,0.030375431,0,1,1,0,0.086178636,16836,16836,0,0,0,0,0,0,0,,,0,,,,,,,270441,11.663573571000097,0.5453627490000013,0,0,0,0.10274804700000013
CPHKMST-P32-LKH-598122e510eb,CPHKMST-P32-LKH,1,/home/wj/code/TSP/data/classic/tsplib/ch150.tsp,ok,13.1669649053365,6528.0,6486.5499998695095,6528.0,6528.0,6528.0,0.0,13209,4073,9174,11,1,11025,10518,150,4,653,0.001221539,,,,,0.171773521,0,0,0,0,0,0,0.0,0.0,64,0.040894849,0,1,1,0,0.178780055,12630,12630,0,0,0,0,0,0,0,,,0,,,,,,,201737,12.121600101000004,0.49251363799999914,0,0,0,0.07995331099999999
