rank,kind,function,file,calls,self_ir,self_pct_total,self_est_sec,inclusive_ir,inclusive_pct_total,inclusive_est_sec
1,solver,"tsp::BranchBoundSolver::updateOneTreeAfterCandidateRemoval(tsp::BranchBoundSolver::PartialSol const&, std::vector<tsp::BranchBoundSolver::Edge, std::allocator<tsp::BranchBoundSolver::Edge> > const&, tsp::BranchBoundSolver::OneTree&, std::vector<unsigned long, std::allocator<unsigned long> > const&) const",solver/tsp_bb_26_07_14_deg/tsp_bb,0,28221674,23.690000,0.008552985,32218088,27.050000,0.009766072
2,solver,"tsp::BranchBoundSolver::buildBranchCandidates(tsp::BranchBoundSolver::PartialSol const&, std::vector<tsp::BranchBoundSolver::Edge, std::allocator<tsp::BranchBoundSolver::Edge> >&, std::vector<unsigned long, std::allocator<unsigned long> >*) const",solver/tsp_bb_26_07_14_deg/tsp_bb,0,23255828,19.520000,0.007047458,34583068,29.030000,0.010480927
3,runtime,./malloc/./malloc/malloc.c:_int_free,lib/x86_64-linux-gnu/libc.so.6,0,9057836,7.600000,0.002743887,9376366,7.870000,0.002841367
4,solver,"tsp::BranchBoundSolver::updateOneTreeAfterForbid(tsp::BranchBoundSolver::PartialSol const&, std::vector<tsp::BranchBoundSolver::Edge, std::allocator<tsp::BranchBoundSolver::Edge> > const&, tsp::BranchBoundSolver::OneTree&, tsp::BranchBoundSolver::Edge const&) const",solver/tsp_bb_26_07_14_deg/tsp_bb,0,8214127,6.900000,0.002491161,16797161,14.100000,0.005090633
5,runtime,./malloc/./malloc/malloc.c:malloc,lib/x86_64-linux-gnu/libc.so.6,0,7395781,6.210000,0.002242045,8380020,7.040000,0.002541706
6,solver,"tsp::BranchBoundSolver::search(tsp::BranchBoundSolver::PartialSol&, std::vector<tsp::BranchBoundSolver::Edge, std::allocator<tsp::BranchBoundSolver::Edge> >&, int, tsp::BranchBoundSolver::OneTree const*)",solver/tsp_bb_26_07_14_deg/tsp_bb,0,7262603,6.100000,0.002202331,680546709,571.300000,0.206260892
7,solver,"tsp::BranchBoundSolver::bpPartition(tsp::BranchBoundSolver::PartialSol&, std::vector<tsp::BranchBoundSolver::Edge, std::allocator<tsp::BranchBoundSolver::Edge> > const&, tsp::BranchBoundSolver::OneTree const&)",solver/tsp_bb_26_07_14_deg/tsp_bb,0,5549352,4.660000,0.001682436,25613213,21.500000,0.007762313
8,solver,"tsp::(anonymous namespace)::DisjointSet::unite(int, int)",solver/tsp_bb_26_07_14_deg/tsp_bb,0,4820288,4.050000,0.001462203,4820288,4.050000,0.001462203
9,runtime,./malloc/./malloc/malloc.c:free,lib/x86_64-linux-gnu/libc.so.6,0,4629324,3.890000,0.001404437,14501689,12.170000,0.004393830
10,solver,"std::_Function_handler<void (int, double, int), tsp::BranchBoundSolver::lkSearch(int, int, std::vector<int, std::allocator<int> >&, std::vector<int, std::allocator<int> >&, std::vector<bool, std::allocator<bool> >&) const::{lambda(int, double, int)#1}>::_M_invoke(std::_Any_data const&, int&&, double&&, int&&)",solver/tsp_bb_26_07_14_deg/tsp_bb,0,2775453,2.330000,0.000841218,7336212,6.160000,0.002223993
11,runtime,operator new(unsigned long),lib/x86_64-linux-gnu/libstdc++.so.6.0.33,0,2645312,2.220000,0.000801504,11353826,9.530000,0.003440690
12,runtime,"void std::vector<unsigned long, std::allocator<unsigned long> >::_M_realloc_insert<unsigned long const&>(__gnu_cxx::__normal_iterator<unsigned long*, std::vector<unsigned long, std::allocator<unsigned long> > >, unsigned long const&)",solver/tsp_bb_26_07_14_deg/tsp_bb,0,2628768,2.210000,0.000797894,8250947,6.930000,0.002501992
