config,mode,gap_ratio,repeat,instance_name,instance,status,cost,root_lower_bound,initial_upper_bound,final_upper_bound,final_lower_bound,final_relative_gap,initial_tour_seconds,initial_clk_starts,adaptive_clk_triggers,adaptive_clk_improvements,root_potential_iterations,root_ascent_seconds,instance_wall_seconds
single,single,,1,hk48.tsp,data/classic/tsplib/hk48.tsp,ok,11470,11443.03742578926,11470,11470,11443.03742578926,0.0023507039416512691,0.002313,1,0,0,162,0.0039677920000000004,0.0064726669999999997
single,single,,1,kroA100.tsp,data/classic/tsplib/kroA100.tsp,ok,21689,20936.495650387562,21689,21689,20936.495650387562,0.034695207230044635,0.016976583,1,0,0,391,0.055851166000000001,0.073174332999999994
single,single,,1,kroA150.tsp,data/classic/tsplib/kroA150.tsp,ok,26816,26296.059282328926,26816,26816,26296.059282328926,0.019389197407185033,0.064932957999999999,1,0,0,602,0.244510334,0.31021779199999999
single,single,,1,kroB100.tsp,data/classic/tsplib/kroB100.tsp,ok,22344,21833.996439724335,22344,22344,21833.996439724335,0.022825078780686771,0.016653792000000001,1,0,0,400,0.052763958,0.069779207999999995
single,single,,1,kroB150.tsp,data/classic/tsplib/kroB150.tsp,ok,26482,25732.496018037127,26482,26482,25732.496018037127,0.028302393397888103,0.078109541000000005,1,0,0,429,0.17316045799999999,0.25201487500000003
single,single,,1,kroC100.tsp,data/classic/tsplib/kroC100.tsp,ok,20965,20472.496949803051,20965,20965,20472.496949803051,0.023491678998185005,0.015621167,1,0,0,354,0.046243832999999998,0.062197291000000002
single,single,,1,kroD100.tsp,data/classic/tsplib/kroD100.tsp,ok,21811,21141.497531594749,21811,21811,21141.497531594749,0.03069563378136039,0.015741542000000001,1,0,0,388,0.053258958000000002,0.0693415
single,single,,1,kroE100.tsp,data/classic/tsplib/kroE100.tsp,ok,22597,21798.395755460664,22597,22597,21798.395755460664,0.035341162302046106,0.015437790999999999,1,0,0,591,0.083079458999999994,0.098856665999999996
single,single,,1,lin105.tsp,data/classic/tsplib/lin105.tsp,ok,14523,14370.499389782033,14523,14523,14370.499389782033,0.010500627295873224,0.02752025,1,0,0,345,0.054752750000000003,0.082622374999999998
single,single,,1,pr107.tsp,data/classic/tsplib/pr107.tsp,ok,44303,39439.603513482449,44303,44303,39439.603513482449,0.10977578237405032,0.014277708,1,0,0,524,0.093428458000000006,0.108065958
single,single,,1,pr124.tsp,data/classic/tsplib/pr124.tsp,ok,59159,58067.492748859826,59159,59159,58067.492748859826,0.018450400634564039,0.020553792000000001,1,0,0,370,0.078173415999999996,0.099202542000000005
single,single,,1,pr136.tsp,data/classic/tsplib/pr136.tsp,ok,100656,95327.533190416478,100656,100656,95327.533190416478,0.05293739875996982,0.039193125000000002,1,0,0,592,0.18712087499999999,0.226927042
single,single,,1,pr144.tsp,data/classic/tsplib/pr144.tsp,ok,58537,58050.966881097163,58537,58537,58050.966881097163,0.0083030069682907669,0.025432375,1,0,0,288,0.096437667000000005,0.122503917
single,single,,1,pr152.tsp,data/classic/tsplib/pr152.tsp,ok,74442,68056.891923902702,74442,74442,68056.891923902702,0.085772924909289089,0.044881542000000003,1,0,0,621,0.244966458,0.29053870799999998
single,single,,1,pr76.tsp,data/classic/tsplib/pr76.tsp,ok,109067,105119.98570260686,109067,109067,105119.98570260686,0.036188895792431591,0.0077735829999999997,1,0,0,342,0.0221225,0.030116875000000001
single,single,,1,qa194.tsp,data/classic/national/qa194.tsp,ok,9695,9265.2477858561051,9695,9695,9265.2477858561051,0.044327201046301688,0.18556862499999999,1,0,0,617,0.41261308299999999,0.59939312499999997
single,single,,1,rat195.tsp,data/classic/tsplib/rat195.tsp,ok,2356,2293.7609553055195,2356,2356,2293.7609553055195,0.026417251568115672,0.094092167000000004,1,0,0,645,0.438183875,0.53347254200000005
single,single,,1,rat99.tsp,data/classic/tsplib/rat99.tsp,ok,1224,1205.9998415063767,1224,1224,1205.9998415063767,0.014706011841195509,0.010395,1,0,0,495,0.055217875,0.065928708000000003
single,single,,1,rd100.tsp,data/classic/tsplib/rd100.tsp,ok,8069,7899.1874798286681,8069,8069,7899.1874798286681,0.021045051452637492,0.019014375,1,0,0,523,0.076146249999999999,0.095549375000000006
single,single,,1,si175.tsp,data/classic/tsplib/si175.tsp,ok,21455,21367.295814485078,21455,21455,21367.295814485078,0.0040878203456034415,0.070980541999999994,1,0,0,329,0.17453770900000001,0.247885625
single,single,,1,st70.tsp,data/classic/tsplib/st70.tsp,ok,685,670.99992999909693,685,685,670.99992999909693,0.020438058395478926,0.0055741250000000001,1,0,0,385,0.019453916000000002,0.025215000000000001
single,single,,1,swiss42.tsp,data/classic/tsplib/swiss42.tsp,ok,1274,1271.9897885923313,1274,1274,1271.9897885923313,0.0015778739463647947,0.0014161250000000001,1,0,0,153,0.002568791,0.0042045839999999999
single,single,,1,u159.tsp,data/classic/tsplib/u159.tsp,ok,43135,41924.991047971162,43135,43135,41924.991047971162,0.028051673861802212,0.055350042000000002,1,0,0,484,0.19439500000000001,0.25058362499999998
single,single,,1,ulysses16.tsp,data/classic/tsplib/ulysses16.tsp,ok,6859,6858.9999999967931,6859,6859,6858.9999999967931,4.6754312851018297e-13,0.001160833,1,0,0,134,0.00022420900000000001,0.0014183749999999999
single,single,,1,wi29.tsp,data/classic/national/wi29.tsp,ok,27603,27602.999999943651,27603,27603,27602.999999943651,2.04139599837132e-12,0.0012304169999999999,1,0,0,71,0.00067033299999999995,0.0019525829999999999
single,single,,1,xqf131.tsp,data/classic/vlsi/vlsi/xqf131.tsp,ok,582,555.94834074195433,582,582,555.94834074195433,0.044762301130662673,0.026669124999999998,1,0,0,577,0.14872250000000001,0.175934958
single,single,,2,att48.tsp,data/classic/tsplib/att48.tsp,ok,10648,10599.68823369806,10648,10648,10599.68823369806,0.0045371681350432217,0.0040781669999999997,1,0,0,214,0.0055369169999999997,0.0097484579999999998
single,single,,2,bayg29.tsp,data/classic/tsplib/bayg29.tsp,ok,1610,1607.9853691203934,1610,1610,1607.9853691203934,0.001251323527705936,0.001415375,1,0,0,137,0.00093400000000000004,0.0024402500000000001
single,single,,2,bays29.tsp,data/classic/tsplib/bays29.tsp,ok,2020,2013.3953357260446,2020,2020,2013.3953357260446,0.0032696357791858663,0.0016108749999999999,1,0,0,125,0.00087054199999999997,0.002609667
single,single,,2,berlin52.tsp,data/classic/tsplib/berlin52.tsp,ok,7542,7541.9999999735055,7542,7542,7541.9999999735055,3.5129263003642498e-12,0.0025698750000000001,1,0,0,57,0.002289667,0.0049741250000000002
single,single,,2,bier127.tsp,data/classic/tsplib/bier127.tsp,ok,120414,117430.97806154632,120414,120414,117430.97806154632,0.024773049134267408,0.032364041000000003,1,0,0,422,0.11105574999999999,0.14395770799999999
single,single,,2,brazil58.tsp,data/classic/tsplib/brazil58.tsp,ok,25395,25316.887550529744,25395,25395,25316.887550529744,0.003075898778116017,0.0063731250000000003,1,0,0,220,0.0093557499999999995,0.015984042
single,single,,2,brg180.tsp,data/classic/tsplib/brg180.tsp,ok,1960,1949.2773311365436,1960,1960,1949.2773311365436,0.0054707494201308264,0.021899667000000001,1,0,0,334,0.153391417,0.17823470799999999
single,single,,2,burma14.tsp,data/classic/tsplib/burma14.tsp,ok,3323,3322.999999998799,3323,3323,3322.999999998799,3.6141671793293762e-13,0.00046058399999999999,1,0,0,28,4.8959000000000003e-05,0.00054512500000000004
single,single,,2,ch130.tsp,data/classic/tsplib/ch130.tsp,ok,6235,6074.8596417164263,6235,6235,6074.8596417164263,0.025684099163363869,0.036747165999999998,1,0,0,578,0.15991975,0.19730091699999999
single,single,,2,ch150.tsp,data/classic/tsplib/ch150.tsp,ok,6636,6488.6976966289349,6636,6636,6488.6976966289349,0.022197453793108068,0.048251707999999997,1,0,0,600,0.24578766699999999,0.29485266700000001
single,single,,2,d198.tsp,data/classic/tsplib/d198.tsp,ok,15989,14536.148992869335,15989,15989,14536.148992869335,0.09086565808560039,0.13958516600000001,1,0,0,694,0.51035195899999997,0.65132145900000005
single,single,,2,dantzig42.tsp,data/classic/tsplib/dantzig42.tsp,ok,699,696.95338306543158,699,699,696.95338306543158,0.0029279212225585397,0.0022045839999999999,1,0,0,225,0.0037491249999999999,0.0061028330000000002
single,single,,2,dj38.tsp,data/classic/national/dj38.tsp,ok,6656,6655.9999999809961,6656,6656,6655.9999999809961,2.8551520122514027e-12,0.001433166,1,0,0,43,0.00078425000000000001,0.0022905
single,single,,2,eil101.tsp,data/classic/tsplib/eil101.tsp,ok,646,627.34444740256754,646,646,627.34444740256754,0.028878564392310312,0.015993332999999998,1,0,0,540,0.070234958,0.086571167000000004
single,single,,2,eil51.tsp,data/classic/tsplib/eil51.tsp,ok,427,422.49983691886655,427,427,422.49983691886655,0.010539023609211828,0.001923709,1,0,0,521,0.012301125,0.014367334000000001
single,single,,2,eil76.tsp,data/classic/tsplib/eil76.tsp,ok,548,536.99995437170719,548,548,536.99995437170719,0.020073075964037974,0.0051215000000000002,1,0,0,423,0.02579325,0.031127166000000001
