run_id,strategy,label,instance,source,status,observed_repeats,expected_repeats,successful_repeats,timeouts,errors,result,result_consistent,wall_seconds,root_lower_bound,final_upper_bound,final_lower_bound,final_relative_gap,branches,nodes_expanded,initial_tour_seconds,root_ascent_seconds,lkh_provider_calls,lkh_provider_failures,lkh_provider_seconds,pruned_by_bound,pruned_infeasible,root_fixing_calls,root_fixing_tested,root_fixing_fixed_zero,root_fixing_tree_tested,root_fixing_fixed_one,root_fixing_active_after,root_fixing_seconds,potential_update_seconds,potential_update_rebuild_seconds,replacement_seconds,root_potential_iterations,search_node_potential_update_candidates,search_node_potential_updates_triggered,search_node_potential_updates_skipped_total,search_node_potential_iterations,adaptive_clk_improvements,adaptive_clk_triggers,initial_clk_starts,initial_upper_bound,potential_update_gap_change_shallow_bypasses,root_candidate_compaction_calls,root_candidate_compaction_seconds,root_candidate_edges_after,root_candidate_edges_before,root_external_potential_replacements,root_external_potential_warm_starts,root_guided_lk_calls,root_guided_lk_improvements,root_guided_lk_reascents,root_guided_lk_seconds,root_guided_lk_total_gain,search_node_potential_updates_skipped_budget_exhausted,search_node_potential_updates_skipped_depth_interval,search_node_potential_updates_skipped_gap_change_below_minimum,search_node_potential_updates_skipped_invalid_state,search_node_potential_updates_skipped_max_depth,search_node_potential_updates_skipped_near_leaf,search_node_potential_updates_skipped_numerically_unsafe,search_node_potential_updates_skipped_strategy_none,search_node_potential_updates_skipped_update_depth_zero,search_node_potential_updates_skipped_zero_iteration_limit,search_node_potential_updates_skipped_zero_violation,sibling_warm_accepted,sibling_warm_probes,sibling_warm_rejected
CPHKMST-P32-LKH-db6a5c729bce,CPHKMST-P32-LKH,CPHKMST-P32-LKH,gr21.tsp,/home/wj/code/TSP/data/classic/tsplib/gr21.tsp,ok,1,1,1,0,0,2707.0,True,0.049966150894761086,2706.9999999973675,2707.0,2707.0,0.0,1.0,0.0,0.000415436,3.7239e-05,1.0,0.0,0.005752945,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2707.0,,,,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CPHKMST-P32-LKH-db6a5c729bce,CPHKMST-P32-LKH,CPHKMST-P32-LKH,gr24.tsp,/home/wj/code/TSP/data/classic/tsplib/gr24.tsp,ok,1,1,1,0,0,1272.0,True,0.055124759674072266,1271.999889186537,1272.0,1272.0,0.0,1.0,0.0,0.000707765,0.001000419,1.0,0.0,0.010307599,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1272.0,,,,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CPHKMST-P32-LKH-db6a5c729bce,CPHKMST-P32-LKH,CPHKMST-P32-LKH,gr48.tsp,/home/wj/code/TSP/data/classic/tsplib/gr48.tsp,ok,1,1,1,0,0,5046.0,True,0.25108626671135426,4958.9599999858965,5046.0,5046.0,0.0,1449.0,431.0,0.007360937,0.007248916,1.0,0.0,0.031730274,1023.0,0.0,1.0,1080.0,927.0,48.0,4.0,197.0,0.00023319,0.15396961299999995,0.009917591999999998,0.0006020220000000007,64.0,1343.0,1343.0,0.0,19440.0,0.0,0.0,0.0,5046.0,,,,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CPHKMST-P32-LKH-db6a5c729bce,CPHKMST-P32-LKH,CPHKMST-P32-LKH,gr96.tsp,/home/wj/code/TSP/data/classic/tsplib/gr96.tsp,ok,1,1,1,0,0,55209.0,True,0.6425181087106466,54569.47999942845,55209.0,55209.0,0.0,1267.0,453.0,0.047302985,0.014541348,1.0,0.0,0.063500153,817.0,5.0,1.0,4464.0,4031.0,96.0,1.0,528.0,0.00046503,0.4256091249999996,0.03189224099999998,0.0033363749999999956,64.0,1198.0,1198.0,0.0,20034.0,0.0,0.0,0.0,55209.0,,,,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CPHKMST-P32-LKH-db6a5c729bce,CPHKMST-P32-LKH,CPHKMST-P32-LKH,hk48.tsp,/home/wj/code/TSP/data/classic/tsplib/hk48.tsp,ok,1,1,1,0,0,11461.0,True,0.07200926914811134,11444.019999961509,11461.0,11461.0,0.0,8.0,2.0,0.005216097,0.00769888,1.0,0.0,0.02108941,6.0,2.0,1.0,1080.0,1056.0,48.0,32.0,32.0,0.000200101,0.00029209799999999997,0.0,4.0629999999999996e-05,64.0,7.0,7.0,0.0,62.0,0.0,0.0,0.0,11461.0,,,,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CPHKMST-P32-LKH-db6a5c729bce,CPHKMST-P32-LKH,CPHKMST-P32-LKH,kroA100.tsp,/home/wj/code/TSP/data/classic/tsplib/kroA100.tsp,ok,1,1,1,0,0,21282.0,True,7.11057416908443,20936.47999972256,21282.0,21282.0,0.0,12975.0,3695.0,0.058263992,0.016692424,1.0,0.0,0.052035734,9309.0,0.0,1.0,4850.0,4262.0,100.0,0.0,688.0,0.000472495,6.572769041999993,0.3210969119999995,0.03220028600000005,64.0,12293.0,12293.0,0.0,179547.0,0.0,0.0,0.0,21282.0,,,,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CPHKMST-P32-LKH-db6a5c729bce,CPHKMST-P32-LKH,CPHKMST-P32-LKH,kroA150.tsp,/home/wj/code/TSP/data/classic/tsplib/kroA150.tsp,ok,1,1,1,0,0,26524.0,True,23.315853172913194,26293.169999357702,26524.0,26524.0,0.0,21155.0,6789.0,0.19064163,0.041330272,1.0,0.0,0.173206983,14445.0,1.0,1.0,11025.0,10288.0,150.0,4.0,883.0,0.001353034,21.651310711999958,0.9700824770000025,0.14546593700000138,64.0,20242.0,20242.0,0.0,336924.0,0.0,0.0,0.0,26524.0,,,,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CPHKMST-P32-LKH-db6a5c729bce,CPHKMST-P32-LKH,CPHKMST-P32-LKH,kroB100.tsp,/home/wj/code/TSP/data/classic/tsplib/kroB100.tsp,ok,1,1,1,0,0,22141.0,True,3.365678606554866,21831.699999692984,22141.0,22141.0,0.0,5505.0,1794.0,0.04672049,0.017082489,1.0,0.0,0.099328849,3731.0,0.0,1.0,4850.0,4248.0,100.0,2.0,700.0,0.000510045,2.974005989000003,0.15675014999999942,0.015658645000000002,64.0,5075.0,5075.0,0.0,79831.0,0.0,0.0,0.0,22141.0,,,,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CPHKMST-P32-LKH-db6a5c729bce,CPHKMST-P32-LKH,CPHKMST-P32-LKH,kroB150.tsp,/home/wj/code/TSP/data/classic/tsplib/kroB150.tsp,timeout,1,1,0,1,0,,True,1800.0,25732.42,26130.0,25732.42,0.01521546115575973,1454599.0,430000.0,0.239553849,0.041058248,,,,,,1.0,11025.0,9567.0,150.0,0.0,1608.0,0.001138781,1695.790159,79.77088294,11.30357743,,,,,,,,0.0,26130.0,,,,,,,,,,,,,,,,,,,,,,,,,,
CPHKMST-P32-LKH-db6a5c729bce,CPHKMST-P32-LKH,CPHKMST-P32-LKH,kroC100.tsp,/home/wj/code/TSP/data/classic/tsplib/kroC100.tsp,ok,1,1,1,0,0,20749.0,True,2.1726149171590805,20472.489999725905,20749.0,20749.0,0.0,4011.0,1241.0,0.050577116,0.016895415,1.0,0.0,0.055037064,2782.0,0.0,1.0,4850.0,4325.0,100.0,2.0,623.0,0.000540723,1.9095406529999988,0.10310676999999988,0.010793046999999969,64.0,3774.0,3774.0,0.0,57697.0,0.0,0.0,0.0,20749.0,,,,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
