instance,Concorde:status,Concorde:wall_seconds,Concorde:result,Concorde:branches,CPHKMST-P32-LKH:status,CPHKMST-P32-LKH:successful_repeats,CPHKMST-P32-LKH:result,GAPMST-P32-LKH:status,GAPMST-P32-LKH:successful_repeats,GAPMST-P32-LKH:result,result_match,CPHKMST-P32-LKH:matches_reference,GAPMST-P32-LKH:matches_reference,CPHKMST-P32-LKH:wall_vs_Concorde_relative_change,GAPMST-P32-LKH:wall_vs_Concorde_relative_change,CPHKMST-P32-LKH:wall_seconds,GAPMST-P32-LKH:wall_seconds,relative_change:wall_seconds,CPHKMST-P32-LKH:root_lower_bound,GAPMST-P32-LKH:root_lower_bound,CPHKMST-P32-LKH:final_upper_bound,GAPMST-P32-LKH:final_upper_bound,CPHKMST-P32-LKH:final_lower_bound,GAPMST-P32-LKH:final_lower_bound,CPHKMST-P32-LKH:final_relative_gap,GAPMST-P32-LKH:final_relative_gap,CPHKMST-P32-LKH:branches,GAPMST-P32-LKH:branches,relative_change:branches,CPHKMST-P32-LKH:nodes_expanded,GAPMST-P32-LKH:nodes_expanded,CPHKMST-P32-LKH:initial_tour_seconds,GAPMST-P32-LKH:initial_tour_seconds,CPHKMST-P32-LKH:root_ascent_seconds,GAPMST-P32-LKH:root_ascent_seconds,CPHKMST-P32-LKH:lkh_provider_calls,GAPMST-P32-LKH:lkh_provider_calls,CPHKMST-P32-LKH:lkh_provider_failures,GAPMST-P32-LKH:lkh_provider_failures,CPHKMST-P32-LKH:lkh_provider_seconds,GAPMST-P32-LKH:lkh_provider_seconds,CPHKMST-P32-LKH:pruned_by_bound,GAPMST-P32-LKH:pruned_by_bound,CPHKMST-P32-LKH:pruned_infeasible,GAPMST-P32-LKH:pruned_infeasible,CPHKMST-P32-LKH:root_fixing_calls,GAPMST-P32-LKH:root_fixing_calls,CPHKMST-P32-LKH:root_fixing_tested,GAPMST-P32-LKH:root_fixing_tested,CPHKMST-P32-LKH:root_fixing_fixed_zero,GAPMST-P32-LKH:root_fixing_fixed_zero,CPHKMST-P32-LKH:root_fixing_tree_tested,GAPMST-P32-LKH:root_fixing_tree_tested,CPHKMST-P32-LKH:root_fixing_fixed_one,GAPMST-P32-LKH:root_fixing_fixed_one,CPHKMST-P32-LKH:root_fixing_active_after,GAPMST-P32-LKH:root_fixing_active_after,CPHKMST-P32-LKH:root_fixing_seconds,GAPMST-P32-LKH:root_fixing_seconds,CPHKMST-P32-LKH:potential_update_seconds,GAPMST-P32-LKH:potential_update_seconds,CPHKMST-P32-LKH:potential_update_rebuild_seconds,GAPMST-P32-LKH:potential_update_rebuild_seconds,CPHKMST-P32-LKH:replacement_seconds,GAPMST-P32-LKH:replacement_seconds,CPHKMST-P32-LKH:root_potential_iterations,GAPMST-P32-LKH:root_potential_iterations,CPHKMST-P32-LKH:search_node_potential_update_candidates,GAPMST-P32-LKH:search_node_potential_update_candidates,CPHKMST-P32-LKH:search_node_potential_updates_triggered,GAPMST-P32-LKH:search_node_potential_updates_triggered,CPHKMST-P32-LKH:search_node_potential_updates_skipped_total,GAPMST-P32-LKH:search_node_potential_updates_skipped_total,relative_change:search_node_potential_updates_skipped_total,CPHKMST-P32-LKH:search_node_potential_iterations,GAPMST-P32-LKH:search_node_potential_iterations,CPHKMST-P32-LKH:adaptive_clk_improvements,GAPMST-P32-LKH:adaptive_clk_improvements,CPHKMST-P32-LKH:adaptive_clk_triggers,GAPMST-P32-LKH:adaptive_clk_triggers,CPHKMST-P32-LKH:initial_clk_starts,GAPMST-P32-LKH:initial_clk_starts,CPHKMST-P32-LKH:initial_upper_bound,GAPMST-P32-LKH:initial_upper_bound,CPHKMST-P32-LKH:potential_update_gap_change_shallow_bypasses,GAPMST-P32-LKH:potential_update_gap_change_shallow_bypasses,CPHKMST-P32-LKH:root_candidate_compaction_calls,GAPMST-P32-LKH:root_candidate_compaction_calls,CPHKMST-P32-LKH:root_candidate_compaction_seconds,GAPMST-P32-LKH:root_candidate_compaction_seconds,CPHKMST-P32-LKH:root_candidate_edges_after,GAPMST-P32-LKH:root_candidate_edges_after,CPHKMST-P32-LKH:root_candidate_edges_before,GAPMST-P32-LKH:root_candidate_edges_before,CPHKMST-P32-LKH:root_external_potential_replacements,GAPMST-P32-LKH:root_external_potential_replacements,CPHKMST-P32-LKH:root_external_potential_warm_starts,GAPMST-P32-LKH:root_external_potential_warm_starts,CPHKMST-P32-LKH:root_guided_lk_calls,GAPMST-P32-LKH:root_guided_lk_calls,CPHKMST-P32-LKH:root_guided_lk_improvements,GAPMST-P32-LKH:root_guided_lk_improvements,CPHKMST-P32-LKH:root_guided_lk_reascents,GAPMST-P32-LKH:root_guided_lk_reascents,CPHKMST-P32-LKH:root_guided_lk_seconds,GAPMST-P32-LKH:root_guided_lk_seconds,CPHKMST-P32-LKH:root_guided_lk_total_gain,GAPMST-P32-LKH:root_guided_lk_total_gain,CPHKMST-P32-LKH:search_node_potential_updates_skipped_budget_exhausted,GAPMST-P32-LKH:search_node_potential_updates_skipped_budget_exhausted,CPHKMST-P32-LKH:search_node_potential_updates_skipped_depth_interval,GAPMST-P32-LKH:search_node_potential_updates_skipped_depth_interval,CPHKMST-P32-LKH:search_node_potential_updates_skipped_gap_change_below_minimum,GAPMST-P32-LKH:search_node_potential_updates_skipped_gap_change_below_minimum,CPHKMST-P32-LKH:search_node_potential_updates_skipped_invalid_state,GAPMST-P32-LKH:search_node_potential_updates_skipped_invalid_state,CPHKMST-P32-LKH:search_node_potential_updates_skipped_max_depth,GAPMST-P32-LKH:search_node_potential_updates_skipped_max_depth,CPHKMST-P32-LKH:search_node_potential_updates_skipped_near_leaf,GAPMST-P32-LKH:search_node_potential_updates_skipped_near_leaf,CPHKMST-P32-LKH:search_node_potential_updates_skipped_numerically_unsafe,GAPMST-P32-LKH:search_node_potential_updates_skipped_numerically_unsafe,CPHKMST-P32-LKH:search_node_potential_updates_skipped_strategy_none,GAPMST-P32-LKH:search_node_potential_updates_skipped_strategy_none,CPHKMST-P32-LKH:search_node_potential_updates_skipped_update_depth_zero,GAPMST-P32-LKH:search_node_potential_updates_skipped_update_depth_zero,CPHKMST-P32-LKH:search_node_potential_updates_skipped_zero_iteration_limit,GAPMST-P32-LKH:search_node_potential_updates_skipped_zero_iteration_limit,CPHKMST-P32-LKH:search_node_potential_updates_skipped_zero_violation,GAPMST-P32-LKH:search_node_potential_updates_skipped_zero_violation,CPHKMST-P32-LKH:sibling_warm_accepted,GAPMST-P32-LKH:sibling_warm_accepted,CPHKMST-P32-LKH:sibling_warm_probes,GAPMST-P32-LKH:sibling_warm_probes,CPHKMST-P32-LKH:sibling_warm_rejected,GAPMST-P32-LKH:sibling_warm_rejected
kroC100.tsp,ok,0.15826366655528545,20749.0,1.0,ok,1,20749.0,ok,1,20749.0,True,True,True,12.727818674036165,11.104803692447808,2.1726149171590805,1.915750615298748,-0.11822817740578218,20472.489999725905,20472.489999725905,20749.0,20749.0,20749.0,20749.0,0.0,0.0,4011.0,14317.0,2.569434056345051,1241.0,5878.0,0.050577116,0.050909771,0.016895415,0.016778895,1.0,1.0,0.0,0.0,0.055037064,0.053044852,2782.0,9286.0,0.0,0.0,1.0,1.0,4850.0,4850.0,4325.0,4325.0,100.0,100.0,2.0,2.0,623.0,623.0,0.000540723,0.000506011,1.9095406529999988,1.6446391799999942,0.10310676999999988,0.05683655099999997,0.010793046999999969,0.04082244700000004,64.0,64.0,3774.0,12767.0,3774.0,7609.0,0.0,5158.0,,57697.0,57188.0,0.0,0.0,0.0,0.0,0.0,0.0,20749.0,20749.0,,16.0,,1.0,,4.2604e-05,,625.0,,4950.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,5158.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
kroD100.tsp,ok,0.15811583399772644,21294.0,1.0,ok,1,21294.0,ok,1,21294.0,True,True,True,1.1618401736730295,0.6327467911993754,0.3418211620301008,0.25816312059760094,-0.24474213631376318,21141.459999730672,21141.459999730672,21294.0,21294.0,21294.0,21294.0,0.0,0.0,502.0,1012.0,1.0159362549800797,130.0,356.0,0.04985007,0.050501047,0.016867622,0.016864548,1.0,1.0,0.0,0.0,0.064353332,0.065488426,374.0,700.0,0.0,0.0,1.0,1.0,4850.0,4850.0,4553.0,4553.0,100.0,100.0,17.0,17.0,379.0,379.0,0.000517034,0.000552592,0.17413489700000007,0.1107637069999999,0.009015904,0.004448769000000001,0.0005765899999999997,0.0010276210000000007,64.0,64.0,456.0,875.0,456.0,587.0,0.0,288.0,,6301.0,4829.0,0.0,0.0,0.0,0.0,0.0,0.0,21294.0,21294.0,,38.0,,1.0,,4.2837e-05,,396.0,,4950.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,288.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
kroE100.tsp,ok,0.28133106976747513,22068.0,1.0,ok,1,22068.0,ok,1,22068.0,True,True,True,51.009954245563456,33.889986735034945,14.632016066461802,9.815637292340398,-0.3291671326934281,21799.409999721556,21799.409999721556,22068.0,22068.0,22068.0,22068.0,0.0,0.0,32765.0,82359.0,1.5136273462536245,9627.0,31515.0,0.05111356,0.069109227,0.016804069,0.019156665,1.0,1.0,0.0,0.0,0.131408194,0.143984376,23229.0,54679.0,71.0,215.0,1.0,1.0,4850.0,4850.0,4394.0,4394.0,100.0,100.0,5.0,5.0,551.0,551.0,0.000526557,0.000527949,13.502961782000124,8.855413159000058,0.6962716770000024,0.3070326570000006,0.0978472289999998,0.24753245500000065,64.0,64.0,30997.0,73940.0,30997.0,46814.0,0.0,27126.0,,464534.0,352748.0,0.0,0.0,0.0,0.0,0.0,0.0,22068.0,22068.0,,35.0,,1.0,,3.9922e-05,,556.0,,4950.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,27126.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lin105.tsp,ok,0.09400177001953125,14379.0,1.0,ok,1,14379.0,ok,1,14379.0,True,True,True,0.5529810519451039,1.3997925884605045,0.14598296768963337,0.22558475099503994,0.5452813062044586,14370.479999775862,14370.479999775862,14379.0,14379.0,14379.0,14379.0,0.0,0.0,4.0,4.0,0.0,1.0,1.0,0.067714458,0.109365244,0.017533007,0.032132469,1.0,1.0,0.0,0.0,0.045787046,0.044721384,3.0,3.0,3.0,3.0,1.0,1.0,5355.0,5355.0,5319.0,5319.0,105.0,105.0,87.0,87.0,39.0,39.0,0.000476483,0.000547817,0.000128679,6.586299999999999e-05,0.0,0.0,5.957700000000002e-05,6.0287e-05,64.0,64.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,13.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,14379.0,14379.0,,2.0,,1.0,,4.9168e-05,,126.0,,5460.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pr124.tsp,ok,0.4531365651637316,59030.0,1.0,ok,1,59030.0,ok,1,59030.0,True,True,True,2.7343411095226675,1.5855126568034348,1.6921665035188198,1.1715903244912624,-0.30763886292810527,58060.599998730104,58060.599998730104,59030.0,59030.0,59030.0,59030.0,0.0,0.0,2156.0,4449.0,1.0635435992578848,750.0,2100.0,0.065259209,0.069677479,0.024899002,0.024928093,1.0,1.0,0.0,0.0,0.088887773,0.089480711,1411.0,2773.0,0.0,0.0,1.0,1.0,7502.0,7502.0,6430.0,6430.0,124.0,124.0,0.0,0.0,1196.0,1196.0,0.00072477,0.000717924,1.3682785330000016,0.8746718139999983,0.10540654299999992,0.056735221999999995,0.005110849000000004,0.011102896000000029,64.0,64.0,2005.0,3906.0,2005.0,2229.0,0.0,1677.0,,33037.0,23178.0,0.0,0.0,0.0,0.0,0.0,0.0,59030.0,59030.0,,21.0,,1.0,,7.0739e-05,,1196.0,,7626.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1677.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pr136.tsp,ok,0.5319807287305593,96772.0,1.0,ok,1,96772.0,ok,1,96772.0,True,True,True,1271.6645696572398,1563.3466810569853,677.0330251958221,832.202287375927,0.22919009325316786,95859.17999828939,95859.17999828939,96772.0,96772.0,96772.0,96772.0,0.0,0.0,877054.0,7447689.0,7.491710886672884,306306.0,3743476.0,0.361622285,0.38475982,0.032093558,0.032178579,1.0,1.0,0.0,0.0,0.226173623,0.230052784,575638.0,4518157.0,39.0,2304.0,1.0,1.0,9044.0,9044.0,8316.0,8316.0,136.0,136.0,0.0,0.0,864.0,864.0,0.000914622,0.000921412,626.532523545995,746.9687756019825,39.09359025799939,20.261671095999574,5.652716741000215,48.23878925900762,64.0,64.0,770825.0,5988929.0,770825.0,2419688.0,0.0,3569241.0,,14677268.0,19960077.0,0.0,0.0,0.0,0.0,12.0,12.0,96772.0,96772.0,,29.0,,1.0,,9.989e-05,,864.0,,9180.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,3569241.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pr144.tsp,ok,0.2683415561914444,58537.0,1.0,ok,1,58537.0,ok,1,58537.0,True,True,True,15.743383413860997,22.006619091956246,4.492945561185479,6.1736319698393345,0.3740722841543622,57892.66276212371,57892.66276212371,58537.0,58537.0,58537.0,58537.0,0.0,0.0,4521.0,28056.0,5.205706702057067,1572.0,13414.0,0.066284795,0.069381587,0.033982063,0.033945548,1.0,1.0,0.0,0.0,0.187522763,0.184687871,2972.0,17370.0,0.0,0.0,1.0,1.0,10152.0,10152.0,8721.0,8721.0,144.0,144.0,3.0,3.0,1572.0,1572.0,0.001042194,0.00109642,3.82658225900001,5.340155715999972,0.29275781399999995,0.2826966010000001,0.02472675600000002,0.16186581100000097,64.0,64.0,4218.0,24047.0,4218.0,12208.0,0.0,11839.0,,74189.0,110675.0,0.0,0.0,0.0,0.0,0.0,0.0,58537.0,58537.0,,33.0,,1.0,,0.000120257,,1575.0,,10296.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,11839.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pr76.tsp,ok,0.26409173011779785,108159.0,1.0,ok,1,108159.0,ok,1,108159.0,True,True,True,771.9560067736672,602.78350114874,204.13128913380206,159.45422943495214,-0.21886433916343617,105050.5999992225,105050.5999992225,108159.0,108159.0,108159.0,108159.0,0.0,0.0,731879.0,1410344.0,0.927017990678787,217361.0,568371.0,0.1299538,0.133481977,0.009621302,0.009817894,1.0,1.0,0.0,0.0,0.075496087,0.072955839,516560.0,934134.0,0.0,0.0,1.0,1.0,2774.0,2774.0,1991.0,1991.0,76.0,76.0,1.0,1.0,858.0,858.0,0.000312744,0.000309471,181.28748082099563,138.31556522700143,16.748641041000155,10.805157871000077,2.8582351739999394,6.3519460580000775,64.0,64.0,668488.0,1224076.0,668488.0,796882.0,0.0,427194.0,,10089326.0,8077124.0,0.0,0.0,0.0,0.0,12.0,12.0,108159.0,108159.0,,41.0,,1.0,,2.701e-05,,859.0,,2850.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,427194.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rat195.tsp,ok,2.8689166828989983,2323.0,3.0,ok,1,2323.0,ok,1,2323.0,True,True,True,81.10169070594416,184.56278909056542,235.54291016049683,532.3641813471913,1.2601579516209727,2291.959999919687,2291.959999919687,2323.0,2323.0,2323.0,2323.0,0.0,0.0,160402.0,1179927.0,6.356061645116644,49259.0,469127.0,0.296513792,0.516302737,0.067768525,0.067334182,1.0,1.0,0.0,0.0,0.72469205,0.728567835,111828.0,752942.0,0.0,3.0,1.0,1.0,18720.0,18720.0,16371.0,16371.0,195.0,195.0,0.0,0.0,2544.0,2544.0,0.001999868,0.001981364,217.2631536199995,502.6433663970118,14.587733670000059,14.866426939999876,1.0433945100000006,9.614192439999274,64.0,64.0,154286.0,1121838.0,154286.0,707024.0,0.0,414814.0,,2527203.0,5648023.0,0.0,0.0,0.0,0.0,0.0,12.0,2323.0,2323.0,,37.0,,1.0,,0.000182695,,2544.0,,18915.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,414814.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rat99.tsp,ok,1.1448065228760242,1211.0,1.0,ok,1,1211.0,ok,1,1211.0,True,True,True,-0.8787935790952478,-0.867392249593965,0.13875790126621723,0.15181021764874458,0.0940653920491743,1205.9499999855982,1205.9499999855982,1211.0,1211.0,1211.0,1211.0,0.0,0.0,39.0,108.0,1.7692307692307692,15.0,42.0,0.043540966,0.042240532,0.015296469,0.015188722,1.0,1.0,0.0,0.0,0.047043702,0.046342092,24.0,70.0,4.0,26.0,1.0,1.0,4752.0,4752.0,4629.0,4629.0,99.0,99.0,29.0,29.0,178.0,178.0,0.000491831,0.00050404,0.007922535999999999,0.006835224000000001,0.0008776830000000001,0.0004997059999999999,0.00014257,0.00020343600000000023,64.0,64.0,36.0,96.0,36.0,65.0,0.0,31.0,,655.0,655.0,0.0,0.0,0.0,0.0,0.0,0.0,1211.0,1211.0,,4.0,,1.0,,4.0896e-05,,207.0,,4851.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,31.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rd100.tsp,ok,0.12700938805937767,7910.0,1.0,ok,1,7910.0,ok,1,7910.0,True,True,True,0.23205571578171202,0.22381711197362653,0.1564826425164938,0.15543626248836517,-0.006686876009384446,7897.20107452616,7897.20107452616,7910.0,7910.0,7910.0,7910.0,0.0,0.0,21.0,33.0,0.5714285714285714,6.0,13.0,0.056542494,0.055647921,0.016987486,0.016871284,1.0,1.0,0.0,0.0,0.064184541,0.065382492,15.0,21.0,1.0,3.0,1.0,1.0,4850.0,4850.0,4759.0,4759.0,100.0,100.0,43.0,43.0,144.0,144.0,0.000490159,0.000489837,0.0033930089999999998,0.0023315189999999998,0.00036689499999999995,0.00023962200000000002,0.00011539700000000003,0.00012814299999999994,64.0,64.0,17.0,27.0,17.0,19.0,0.0,8.0,,214.0,186.0,0.0,0.0,0.0,0.0,0.0,0.0,7910.0,7910.0,,9.0,,1.0,,4.0615e-05,,187.0,,4950.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,8.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
st70.tsp,ok,0.1237410120666027,675.0,1.0,ok,1,675.0,ok,1,675.0,True,True,True,-0.16211133180146298,-0.195400806376956,0.10368119180202484,0.0995619185268879,-0.0397301883161465,670.9399999952018,670.9399999952018,675.0,675.0,675.0,675.0,0.0,0.0,23.0,23.0,0.0,6.0,6.0,0.019493563,0.020731969,0.010526439,0.010405205,1.0,1.0,0.0,0.0,0.04005044,0.040728511,18.0,18.0,0.0,0.0,1.0,1.0,2345.0,2345.0,2230.0,2230.0,70.0,70.0,19.0,19.0,158.0,158.0,0.000333193,0.000334282,0.004033247999999999,0.0033196519999999998,0.00019309200000000001,0.00018387199999999996,0.000124709,0.000118995,64.0,64.0,22.0,22.0,22.0,22.0,0.0,0.0,0.0,348.0,348.0,0.0,0.0,0.0,0.0,0.0,0.0,675.0,675.0,,22.0,,1.0,,2.6517e-05,,177.0,,2415.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
swiss42.tsp,ok,0.07869699224829674,1273.0,1.0,ok,1,1273.0,ok,1,1273.0,True,True,True,-0.244022704216314,-0.1472405313063445,0.05949313938617706,0.06710960529744625,0.12802259201401012,1271.9619537743815,1271.9619537743815,1273.0,1273.0,1273.0,1273.0,0.0,0.0,3.0,3.0,0.0,1.0,1.0,0.003907663,0.004120892,0.00536124,0.005345488,1.0,1.0,0.0,0.0,0.017101992,0.0174006,2.0,2.0,0.0,0.0,1.0,1.0,819.0,819.0,812.0,812.0,42.0,42.0,35.0,35.0,14.0,14.0,0.000254413,0.000252,8.401900000000001e-05,5.0920999999999996e-05,0.0,0.0,2.4371e-05,2.3163999999999994e-05,64.0,64.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,11.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,1273.0,1273.0,,2.0,,1.0,,2.4173e-05,,49.0,,861.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
u159.tsp,ok,0.1445742677897215,42080.0,1.0,ok,1,42080.0,ok,1,42080.0,True,True,True,6.9570111561768515,6.510074046365625,1.1503790616989136,1.085763456299901,-0.05616896860378029,41924.95999885369,41924.95999885369,42080.0,42080.0,42080.0,42080.0,0.0,0.0,1259.0,5465.0,3.3407466243050044,398.0,2459.0,0.193630644,0.18684357,0.043487364,0.042797829,1.0,1.0,0.0,0.0,0.078612911,0.077828353,864.0,3442.0,12.0,140.0,1.0,1.0,12402.0,12402.0,12066.0,12066.0,159.0,159.0,19.0,19.0,471.0,471.0,0.001359151,0.001330882,0.7649477769999992,0.7031984259999993,0.045113134000000034,0.024033663000000018,0.006123769999999998,0.02562484899999996,64.0,64.0,1183.0,4848.0,1183.0,2612.0,0.0,2236.0,,18640.0,18639.0,0.0,0.0,0.0,0.0,0.0,0.0,42080.0,42080.0,,9.0,,1.0,,0.000113617,,490.0,,12561.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2236.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ulysses16.tsp,ok,0.14179138094186783,6859.0,1.0,ok,1,6859.0,ok,1,6859.0,True,True,True,-0.7042810916573279,-0.6323869338508491,0.041930392384529114,0.05212436430156231,0.24311653999198968,6858.999999996325,6858.999999996325,6859.0,6859.0,6859.0,6859.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.000230462,0.000230959,2.2056e-05,2.093e-05,1.0,1.0,0.0,0.0,0.004633775,0.00471076,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6859.0,6859.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
wi29.tsp,ok,0.06871224753558636,27603.0,1.0,ok,1,27603.0,ok,1,27603.0,True,True,True,-0.4394356654436573,-0.031032127829391132,0.03851763531565666,0.06657996028661728,0.728557834378629,27602.999999952015,27602.999999952015,27603.0,27603.0,27603.0,27603.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.001227575,0.001280845,7.1929e-05,6.667e-05,1.0,1.0,0.0,0.0,0.007626131,0.007476019,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27603.0,27603.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
d198.tsp,ok,1.112527295947075,15780.0,3.0,timeout,0,,timeout,0,,,,,,,1800.0,1800.0,0.0,14572.88,14572.88,15780.0,15780.0,14572.88,14572.88,0.0764968314321927,0.0764968314321927,981975.0,4783313.0,3.871114845082614,280000.0,1790000.0,0.443778433,0.448185991,0.069169766,0.068842403,,1.0,,0.0,,0.887823,,,,,1.0,1.0,19305.0,19305.0,1075.0,1075.0,198.0,198.0,0.0,0.0,18428.0,18428.0,0.001904497,0.001703643,1530.622312,1549.228226,179.6574928,135.9688191,12.0848074,69.04717301,,,,,,,,,,,,,,,,0.0,0.0,15780.0,15780.0,,,,1.0,,0.000369885,,18428.0,,19503.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
