rank,kind,function,file,calls,self_ir,self_pct_total,self_est_sec,inclusive_ir,inclusive_pct_total,inclusive_est_sec
1,solver,"tsp::BranchBoundSolver::buildBranchCandidates(tsp::BranchBoundSolver::PartialSol const&, std::vector<tsp::BranchBoundSolver::Edge, std::allocator<tsp::BranchBoundSolver::Edge> >&) const",solver/tsp_bb_26_07_09/tsp_bb,0,20862687376,30.810000,2.756901743,21358969494,31.540000,2.822222686
2,solver,"tsp::BranchBoundSolver::search(tsp::BranchBoundSolver::PartialSol&, std::vector<tsp::BranchBoundSolver::Edge, std::allocator<tsp::BranchBoundSolver::Edge> >&, int)::{lambda(int)#2}::operator()(int) const",solver/tsp_bb_26_07_09/tsp_bb,0,15040283248,22.210000,1.987367339,1796603751494,2652.800000,237.374519424
3,solver,"tsp::BranchBoundSolver::computeOneTree(tsp::BranchBoundSolver::PartialSol const&, std::vector<tsp::BranchBoundSolver::Edge, std::allocator<tsp::BranchBoundSolver::Edge> >&) const",solver/tsp_bb_26_07_09/tsp_bb,0,12439411779,18.370000,1.643761279,16133288437,23.820000,2.131431338
4,runtime,./string/../sysdeps/x86_64/multiarch/memmove-vec-unaligned-erms.S:__memcpy_avx_unaligned_erms,lib/x86_64-linux-gnu/libc.so.6,0,4005861741,5.910000,0.528831201,4005861741,5.910000,0.528831201
5,runtime,./malloc/./malloc/malloc.c:_int_malloc,lib/x86_64-linux-gnu/libc.so.6,0,3679083820,5.430000,0.485880443,4054746991,5.990000,0.535989660
6,solver,"tsp::BranchBoundSolver::bpPartition(tsp::BranchBoundSolver::PartialSol const&, std::vector<tsp::BranchBoundSolver::Edge, std::allocator<tsp::BranchBoundSolver::Edge> > const&, tsp::BranchBoundSolver::OneTree const&, std::vector<tsp::BranchBoundSolver::OneTree, std::allocator<tsp::BranchBoundSolver::OneTree> >&)",solver/tsp_bb_26_07_09/tsp_bb,0,2739249633,4.040000,0.361502208,16180053778,23.890000,2.137694990
7,runtime,./malloc/./malloc/malloc.c:_int_free,lib/x86_64-linux-gnu/libc.so.6,0,1745863479,2.580000,0.230860321,3263992737,4.820000,0.431297189
8,runtime,./malloc/./malloc/malloc.c:malloc,lib/x86_64-linux-gnu/libc.so.6,0,1517167216,2.240000,0.200436868,5597871381,8.270000,0.740005758
9,runtime,./malloc/./malloc/malloc.c:free,lib/x86_64-linux-gnu/libc.so.6,0,961177056,1.420000,0.127062657,4328153049,6.390000,0.571781958
10,runtime,./malloc/./malloc/malloc.c:_int_free_merge_chunk,lib/x86_64-linux-gnu/libc.so.6,0,960593533,1.420000,0.127062657,1518129258,2.240000,0.200436868
