config,mode,gap_ratio,repeat,instance_name,instance,status,cost,root_lower_bound,initial_upper_bound,final_upper_bound,final_lower_bound,final_relative_gap,initial_tour_seconds,initial_clk_starts,adaptive_clk_triggers,adaptive_clk_improvements,root_potential_iterations,root_ascent_seconds,instance_wall_seconds
single,single,,1,pr136.tsp,data/classic/tsplib/pr136.tsp,ok,100656,95327.533190416478,100656,100656,95327.533190416478,0.05293739875996982,0.039584874999999999,1,0,0,592,0.188342125,0.22853304199999999
single,single,,1,pr144.tsp,data/classic/tsplib/pr144.tsp,ok,58537,58050.966881097163,58537,58537,58050.966881097163,0.0083030069682907669,0.025431291000000002,1,0,0,288,0.095144624999999997,0.121189625
single,single,,1,pr152.tsp,data/classic/tsplib/pr152.tsp,ok,74442,68056.891923902702,74442,74442,68056.891923902702,0.085772924909289089,0.044972125000000002,1,0,0,621,0.24160379200000001,0.28729220900000002
single,single,,1,pr76.tsp,data/classic/tsplib/pr76.tsp,ok,109067,105119.98570260686,109067,109067,105119.98570260686,0.036188895792431591,0.0075573339999999998,1,0,0,342,0.021507042000000001,0.029266832999999999
single,single,,1,qa194.tsp,data/classic/national/qa194.tsp,ok,9695,9265.2477858561051,9695,9695,9265.2477858561051,0.044327201046301688,0.19596058299999999,1,0,0,617,0.430129541,0.62734849999999998
single,single,,1,rat195.tsp,data/classic/tsplib/rat195.tsp,ok,2356,2293.7609553055195,2356,2356,2293.7609553055195,0.026417251568115672,0.093165165999999994,1,0,0,645,0.41971187500000001,0.51412808399999999
single,single,,1,rat99.tsp,data/classic/tsplib/rat99.tsp,ok,1224,1205.9998415063767,1224,1224,1205.9998415063767,0.014706011841195509,0.010426458,1,0,0,495,0.053220541000000003,0.063967582999999995
single,single,,1,rd100.tsp,data/classic/tsplib/rd100.tsp,ok,8069,7899.1874798286681,8069,8069,7899.1874798286681,0.021045051452637492,0.018635417000000001,1,0,0,523,0.074733250000000001,0.093721499999999999
single,single,,1,si175.tsp,data/classic/tsplib/si175.tsp,ok,21455,21367.295814485078,21455,21455,21367.295814485078,0.0040878203456034415,0.070655208999999997,1,0,0,329,0.171437125,0.24437200000000001
single,single,,1,st70.tsp,data/classic/tsplib/st70.tsp,ok,685,670.99992999909693,685,685,670.99992999909693,0.020438058395478926,0.0053384169999999998,1,0,0,385,0.019234208999999999,0.024739041
single,single,,1,swiss42.tsp,data/classic/tsplib/swiss42.tsp,ok,1274,1271.9897885923313,1274,1274,1271.9897885923313,0.0015778739463647947,0.0014404999999999999,1,0,0,153,0.0024359999999999998,0.0040762919999999996
single,single,,1,u159.tsp,data/classic/tsplib/u159.tsp,ok,43135,41924.991047971162,43135,43135,41924.991047971162,0.028051673861802212,0.055281834000000002,1,0,0,484,0.187142375,0.24325029100000001
single,single,,1,ulysses16.tsp,data/classic/tsplib/ulysses16.tsp,ok,6859,6858.9999999967931,6859,6859,6858.9999999967931,4.6754312851018297e-13,0.001121875,1,0,0,134,0.00023233300000000001,0.001388666
single,single,,1,wi29.tsp,data/classic/national/wi29.tsp,ok,27603,27602.999999943651,27603,27603,27602.999999943651,2.04139599837132e-12,0.0011882500000000001,1,0,0,71,0.00061770800000000002,0.0018597920000000001
single,single,,1,xqf131.tsp,data/classic/vlsi/vlsi/xqf131.tsp,ok,582,555.94834074195433,582,582,555.94834074195433,0.044762301130662673,0.026761832999999999,1,0,0,577,0.14612575,0.17347533300000001
single,single,,2,att48.tsp,data/classic/tsplib/att48.tsp,ok,10648,10599.68823369806,10648,10648,10599.68823369806,0.0045371681350432217,0.003995167,1,0,0,214,0.0054852080000000001,0.0096055410000000004
single,single,,2,bayg29.tsp,data/classic/tsplib/bayg29.tsp,ok,1610,1607.9853691203934,1610,1610,1607.9853691203934,0.001251323527705936,0.0014606669999999999,1,0,0,137,0.00088208299999999998,0.0024280830000000002
single,single,,2,bays29.tsp,data/classic/tsplib/bays29.tsp,ok,2020,2013.3953357260446,2020,2020,2013.3953357260446,0.0032696357791858663,0.0016134999999999999,1,0,0,125,0.00098229200000000006,0.0027110419999999999
single,single,,2,berlin52.tsp,data/classic/tsplib/berlin52.tsp,ok,7542,7541.9999999735055,7542,7542,7541.9999999735055,3.5129263003642498e-12,0.0025848749999999999,1,0,0,57,0.0023113750000000001,0.0049975829999999999
single,single,,2,bier127.tsp,data/classic/tsplib/bier127.tsp,ok,120414,117430.97806154632,120414,120414,117430.97806154632,0.024773049134267408,0.032657958000000001,1,0,0,422,0.112610208,0.14580816699999999
single,single,,2,brazil58.tsp,data/classic/tsplib/brazil58.tsp,ok,25395,25316.887550529744,25395,25395,25316.887550529744,0.003075898778116017,0.006368416,1,0,0,220,0.0092707080000000008,0.015906208000000002
single,single,,2,brg180.tsp,data/classic/tsplib/brg180.tsp,ok,1960,1949.2773311365436,1960,1960,1949.2773311365436,0.0054707494201308264,0.021613041999999999,1,0,0,334,0.14937408299999999,0.17392137499999999
single,single,,2,burma14.tsp,data/classic/tsplib/burma14.tsp,ok,3323,3322.999999998799,3323,3323,3322.999999998799,3.6141671793293762e-13,0.00040904199999999998,1,0,0,28,4.3708000000000002e-05,0.00048283400000000002
single,single,,2,ch130.tsp,data/classic/tsplib/ch130.tsp,ok,6235,6074.8596417164263,6235,6235,6074.8596417164263,0.025684099163363869,0.036778999999999999,1,0,0,578,0.154039334,0.19143241599999999
single,single,,2,ch150.tsp,data/classic/tsplib/ch150.tsp,ok,6636,6488.6976966289349,6636,6636,6488.6976966289349,0.022197453793108068,0.047559667,1,0,0,600,0.23753220799999999,0.28588366700000001
single,single,,2,d198.tsp,data/classic/tsplib/d198.tsp,ok,15989,14536.148992869335,15989,15989,14536.148992869335,0.09086565808560039,0.13965970799999999,1,0,0,694,0.50033799999999995,0.641304875
single,single,,2,dantzig42.tsp,data/classic/tsplib/dantzig42.tsp,ok,699,696.95338306543158,699,699,696.95338306543158,0.0029279212225585397,0.0022637500000000001,1,0,0,225,0.0039125000000000002,0.006329042
single,single,,2,dj38.tsp,data/classic/national/dj38.tsp,ok,6656,6655.9999999809961,6656,6656,6655.9999999809961,2.8551520122514027e-12,0.0014173339999999999,1,0,0,43,0.00078262500000000001,0.0022752499999999999
single,single,,2,eil101.tsp,data/classic/tsplib/eil101.tsp,ok,646,627.34444740256754,646,646,627.34444740256754,0.028878564392310312,0.015418459000000001,1,0,0,540,0.070415707999999994,0.086167875000000005
single,single,,2,eil51.tsp,data/classic/tsplib/eil51.tsp,ok,427,422.49983691886655,427,427,422.49983691886655,0.010539023609211828,0.001845125,1,0,0,521,0.011751709000000001,0.013694792000000001
single,single,,2,eil76.tsp,data/classic/tsplib/eil76.tsp,ok,548,536.99995437170719,548,548,536.99995437170719,0.020073075964037974,0.0051770829999999999,1,0,0,423,0.025540875000000001,0.030912624999999999
single,single,,2,fri26.tsp,data/classic/tsplib/fri26.tsp,ok,937,936.99999999893805,937,937,936.99999999893805,1.1333497877882768e-12,0.001192083,1,0,0,52,0.00031154099999999998,0.001573917
single,single,,2,gr120.tsp,data/classic/tsplib/gr120.tsp,ok,7108,6911.2437009000378,7108,7108,6911.2437009000378,0.027680964983112302,0.036352542000000002,1,0,0,516,0.112389875,0.14980020799999999
single,single,,2,gr137.tsp,data/classic/tsplib/gr137.tsp,ok,70620,69118.352244264752,70620,70620,69118.352244264752,0.021263774507720875,0.047970082999999997,1,0,0,592,0.16709758299999999,0.21589908299999999
single,single,,2,gr17.tsp,data/classic/tsplib/gr17.tsp,ok,2085,2084.9999999989241,2085,2085,2084.9999999989241,5.1603464373974782e-13,0.00097329199999999995,1,0,0,121,0.00021987499999999999,0.001235875
single,single,,2,gr21.tsp,data/classic/tsplib/gr21.tsp,ok,2707,2706.9999999976822,2707,2707,2706.9999999976822,8.5624205669313169e-13,0.00058279200000000005,1,0,0,29,0.00012445800000000001,0.000762917
single,single,,2,gr24.tsp,data/classic/tsplib/gr24.tsp,ok,1272,1271.9995357693901,1272,1272,1271.9995357693901,3.6496117126599589e-07,0.00090249999999999998,1,0,0,122,0.00050425000000000003,0.001469583
single,single,,2,gr48.tsp,data/classic/tsplib/gr48.tsp,ok,5093,4958.9994433825923,5093,5093,4958.9994433825923,0.026310731713608426,0.0035323329999999999,1,0,0,318,0.0062552500000000004,0.0099829169999999991
single,single,,2,gr96.tsp,data/classic/tsplib/gr96.tsp,ok,55595,54569.493520663818,55595,55595,54569.493520663818,0.018446019953884011,0.012447042,1,0,0,370,0.038895417000000002,0.051736917
single,single,,2,hk48.tsp,data/classic/tsplib/hk48.tsp,ok,11470,11443.03742578926,11470,11470,11443.03742578926,0.0023507039416512691,0.0023579159999999998,1,0,0,162,0.0040802080000000001,0.0066222920000000001
single,single,,2,kroA100.tsp,data/classic/tsplib/kroA100.tsp,ok,21689,20936.495650387562,21689,21689,20936.495650387562,0.034695207230044635,0.016523290999999999,1,0,0,391,0.054664042000000003,0.071552291000000004
single,single,,2,kroA150.tsp,data/classic/tsplib/kroA150.tsp,ok,26816,26296.059282328926,26816,26816,26296.059282328926,0.019389197407185033,0.066105167000000006,1,0,0,602,0.243280417,0.31016120800000002
single,single,,2,kroB100.tsp,data/classic/tsplib/kroB100.tsp,ok,22344,21833.996439724335,22344,22344,21833.996439724335,0.022825078780686771,0.016668249999999999,1,0,0,400,0.056223957999999997,0.073253082999999997
single,single,,2,kroB150.tsp,data/classic/tsplib/kroB150.tsp,ok,26482,25732.496018037127,26482,26482,25732.496018037127,0.028302393397888103,0.078604332999999998,1,0,0,429,0.169067459,0.24844058299999999
single,single,,2,kroC100.tsp,data/classic/tsplib/kroC100.tsp,ok,20965,20472.496949803051,20965,20965,20472.496949803051,0.023491678998185005,0.015535541999999999,1,0,0,354,0.047101292000000003,0.062971708000000001
single,single,,2,kroD100.tsp,data/classic/tsplib/kroD100.tsp,ok,21811,21141.497531594749,21811,21811,21141.497531594749,0.03069563378136039,0.016003791,1,0,0,388,0.052070582999999997,0.068407916999999999
single,single,,2,kroE100.tsp,data/classic/tsplib/kroE100.tsp,ok,22597,21798.395755460664,22597,22597,21798.395755460664,0.035341162302046106,0.015468667,1,0,0,591,0.083028083000000003,0.098842917000000002
single,single,,2,lin105.tsp,data/classic/tsplib/lin105.tsp,ok,14523,14370.499389782033,14523,14523,14370.499389782033,0.010500627295873224,0.019555042000000002,1,0,0,345,0.049867416999999997,0.069761417000000006
single,single,,2,pr107.tsp,data/classic/tsplib/pr107.tsp,ok,44303,39439.603513482449,44303,44303,39439.603513482449,0.10977578237405032,0.014230916999999999,1,0,0,524,0.092466666000000003,0.107064959
single,single,,2,pr124.tsp,data/classic/tsplib/pr124.tsp,ok,59159,58067.492748859826,59159,59159,58067.492748859826,0.018450400634564039,0.020493082999999999,1,0,0,370,0.080806125000000006,0.101781791
single,single,,2,pr136.tsp,data/classic/tsplib/pr136.tsp,ok,100656,95327.533190416478,100656,100656,95327.533190416478,0.05293739875996982,0.039221791999999998,1,0,0,592,0.18661529099999999,0.226441542
single,single,,2,pr144.tsp,data/classic/tsplib/pr144.tsp,ok,58537,58050.966881097163,58537,58537,58050.966881097163,0.0083030069682907669,0.025207040999999999,1,0,0,288,0.094829750000000004,0.120679167
single,single,,2,pr152.tsp,data/classic/tsplib/pr152.tsp,ok,74442,68056.891923902702,74442,74442,68056.891923902702,0.085772924909289089,0.044760292,1,0,0,621,0.24478612499999999,0.29025720799999999
single,single,,2,pr76.tsp,data/classic/tsplib/pr76.tsp,ok,109067,105119.98570260686,109067,109067,105119.98570260686,0.036188895792431591,0.0076302920000000003,1,0,0,342,0.021888999999999999,0.029722458
single,single,,2,qa194.tsp,data/classic/national/qa194.tsp,ok,9695,9265.2477858561051,9695,9695,9265.2477858561051,0.044327201046301688,0.18542700000000001,1,0,0,617,0.40986058399999997,0.59654458300000002
single,single,,2,rat195.tsp,data/classic/tsplib/rat195.tsp,ok,2356,2293.7609553055195,2356,2356,2293.7609553055195,0.026417251568115672,0.093322249999999995,1,0,0,645,0.42193025000000001,0.51640662500000001
single,single,,2,rat99.tsp,data/classic/tsplib/rat99.tsp,ok,1224,1205.9998415063767,1224,1224,1205.9998415063767,0.014706011841195509,0.010234458,1,0,0,495,0.053546416999999999,0.064113749999999997
single,single,,2,rd100.tsp,data/classic/tsplib/rd100.tsp,ok,8069,7899.1874798286681,8069,8069,7899.1874798286681,0.021045051452637492,0.018850166000000002,1,0,0,523,0.074418709,0.093635874999999993
single,single,,2,si175.tsp,data/classic/tsplib/si175.tsp,ok,21455,21367.295814485078,21455,21455,21367.295814485078,0.0040878203456034415,0.070572042000000001,1,0,0,329,0.1709465,0.24379337500000001
single,single,,2,st70.tsp,data/classic/tsplib/st70.tsp,ok,685,670.99992999909693,685,685,670.99992999909693,0.020438058395478926,0.0054355000000000002,1,0,0,385,0.019640207999999999,0.025248166999999998
single,single,,2,swiss42.tsp,data/classic/tsplib/swiss42.tsp,ok,1274,1271.9897885923313,1274,1274,1271.9897885923313,0.0015778739463647947,0.001561083,1,0,0,153,0.0022539169999999998,0.0040256249999999997
single,single,,2,u159.tsp,data/classic/tsplib/u159.tsp,ok,43135,41924.991047971162,43135,43135,41924.991047971162,0.028051673861802212,0.055205041000000003,1,0,0,484,0.19344487499999999,0.249460458
single,single,,2,ulysses16.tsp,data/classic/tsplib/ulysses16.tsp,ok,6859,6858.9999999967931,6859,6859,6858.9999999967931,4.6754312851018297e-13,0.00113225,1,0,0,134,0.00021270800000000001,0.0013777500000000001
single,single,,2,wi29.tsp,data/classic/national/wi29.tsp,ok,27603,27602.999999943651,27603,27603,27602.999999943651,2.04139599837132e-12,0.0011850000000000001,1,0,0,71,0.00060133300000000001,0.0018363330000000001
single,single,,2,xqf131.tsp,data/classic/vlsi/vlsi/xqf131.tsp,ok,582,555.94834074195433,582,582,555.94834074195433,0.044762301130662673,0.026836334,1,0,0,577,0.1455235,0.17288379100000001
single,single,,3,att48.tsp,data/classic/tsplib/att48.tsp,ok,10648,10599.68823369806,10648,10648,10599.68823369806,0.0045371681350432217,0.0039213329999999999,1,0,0,214,0.0056968330000000001,0.0097503750000000004
single,single,,3,bayg29.tsp,data/classic/tsplib/bayg29.tsp,ok,1610,1607.9853691203934,1610,1610,1607.9853691203934,0.001251323527705936,0.0013664160000000001,1,0,0,137,0.00088012500000000005,0.002326041
single,single,,3,bays29.tsp,data/classic/tsplib/bays29.tsp,ok,2020,2013.3953357260446,2020,2020,2013.3953357260446,0.0032696357791858663,0.0015654589999999999,1,0,0,125,0.00093254199999999996,0.0026077090000000002
single,single,,3,berlin52.tsp,data/classic/tsplib/berlin52.tsp,ok,7542,7541.9999999735055,7542,7542,7541.9999999735055,3.5129263003642498e-12,0.002487291,1,0,0,57,0.002443209,0.0050285829999999997
single,single,,3,bier127.tsp,data/classic/tsplib/bier127.tsp,ok,120414,117430.97806154632,120414,120414,117430.97806154632,0.024773049134267408,0.032849583000000002,1,0,0,422,0.111225542,0.14463925
single,single,,3,brazil58.tsp,data/classic/tsplib/brazil58.tsp,ok,25395,25316.887550529744,25395,25395,25316.887550529744,0.003075898778116017,0.0063895419999999998,1,0,0,220,0.0091987079999999999,0.015877249999999999
single,single,,3,brg180.tsp,data/classic/tsplib/brg180.tsp,ok,1960,1949.2773311365436,1960,1960,1949.2773311365436,0.0054707494201308264,0.021879708000000001,1,0,0,334,0.15043675000000001,0.17519312500000001
single,single,,3,burma14.tsp,data/classic/tsplib/burma14.tsp,ok,3323,3322.999999998799,3323,3323,3322.999999998799,3.6141671793293762e-13,0.000439875,1,0,0,28,4.7375e-05,0.00051804200000000003
single,single,,3,ch130.tsp,data/classic/tsplib/ch130.tsp,ok,6235,6074.8596417164263,6235,6235,6074.8596417164263,0.025684099163363869,0.036865916999999998,1,0,0,578,0.15616554199999999,0.19365162499999999
single,single,,3,ch150.tsp,data/classic/tsplib/ch150.tsp,ok,6636,6488.6976966289349,6636,6636,6488.6976966289349,0.022197453793108068,0.060447958000000003,1,0,0,600,0.24005616699999999,0.30128633300000002
single,single,,3,d198.tsp,data/classic/tsplib/d198.tsp,ok,15989,14536.148992869335,15989,15989,14536.148992869335,0.09086565808560039,0.14076908299999999,1,0,0,694,0.50487258400000001,0.64702962500000005
single,single,,3,dantzig42.tsp,data/classic/tsplib/dantzig42.tsp,ok,699,696.95338306543158,699,699,696.95338306543158,0.0029279212225585397,0.0022169580000000002,1,0,0,225,0.0037903749999999999,0.0061679999999999999
single,single,,3,dj38.tsp,data/classic/national/dj38.tsp,ok,6656,6655.9999999809961,6656,6656,6655.9999999809961,2.8551520122514027e-12,0.0014264169999999999,1,0,0,43,0.00077974999999999995,0.0022763330000000002
single,single,,3,eil101.tsp,data/classic/tsplib/eil101.tsp,ok,646,627.34444740256754,646,646,627.34444740256754,0.028878564392310312,0.015575624999999999,1,0,0,540,0.068312417,0.084220332999999994
single,single,,3,eil51.tsp,data/classic/tsplib/eil51.tsp,ok,427,422.49983691886655,427,427,422.49983691886655,0.010539023609211828,0.0019245,1,0,0,521,0.011987416000000001,0.014013083000000001
single,single,,3,eil76.tsp,data/classic/tsplib/eil76.tsp,ok,548,536.99995437170719,548,548,536.99995437170719,0.020073075964037974,0.0051392920000000002,1,0,0,423,0.025410749999999999,0.030748958
single,single,,3,fri26.tsp,data/classic/tsplib/fri26.tsp,ok,937,936.99999999893805,937,937,936.99999999893805,1.1333497877882768e-12,0.001104875,1,0,0,52,0.00032887500000000001,0.001512708
single,single,,3,gr120.tsp,data/classic/tsplib/gr120.tsp,ok,7108,6911.2437009000378,7108,7108,6911.2437009000378,0.027680964983112302,0.036348833999999997,1,0,0,516,0.114189916,0.151711875
single,single,,3,gr137.tsp,data/classic/tsplib/gr137.tsp,ok,70620,69118.352244264752,70620,70620,69118.352244264752,0.021263774507720875,0.047526375000000003,1,0,0,592,0.17038858300000001,0.21876283299999999
single,single,,3,gr17.tsp,data/classic/tsplib/gr17.tsp,ok,2085,2084.9999999989241,2085,2085,2084.9999999989241,5.1603464373974782e-13,0.00095220799999999996,1,0,0,121,0.00019991599999999999,0.0012005
single,single,,3,gr21.tsp,data/classic/tsplib/gr21.tsp,ok,2707,2706.9999999976822,2707,2707,2706.9999999976822,8.5624205669313169e-13,0.00058587500000000002,1,0,0,29,0.00013533299999999999,0.00077416699999999998
single,single,,3,gr24.tsp,data/classic/tsplib/gr24.tsp,ok,1272,1271.9995357693901,1272,1272,1271.9995357693901,3.6496117126599589e-07,0.00088562500000000002,1,0,0,122,0.000472542,0.001415667
single,single,,3,gr48.tsp,data/classic/tsplib/gr48.tsp,ok,5093,4958.9994433825923,5093,5093,4958.9994433825923,0.026310731713608426,0.003603958,1,0,0,318,0.0060994999999999999,0.0098971660000000006
single,single,,3,gr96.tsp,data/classic/tsplib/gr96.tsp,ok,55595,54569.493520663818,55595,55595,54569.493520663818,0.018446019953884011,0.012785790999999999,1,0,0,370,0.039392916,0.052605833999999997
single,single,,3,hk48.tsp,data/classic/tsplib/hk48.tsp,ok,11470,11443.03742578926,11470,11470,11443.03742578926,0.0023507039416512691,0.0024255000000000001,1,0,0,162,0.004102708,0.0067284160000000001
single,single,,3,kroA100.tsp,data/classic/tsplib/kroA100.tsp,ok,21689,20936.495650387562,21689,21689,20936.495650387562,0.034695207230044635,0.017126790999999999,1,0,0,391,0.054163665999999999,0.071628999999999998
single,single,,3,kroA150.tsp,data/classic/tsplib/kroA150.tsp,ok,26816,26296.059282328926,26816,26816,26296.059282328926,0.019389197407185033,0.064764165999999998,1,0,0,602,0.248143375,0.31366666700000001
single,single,,3,kroB100.tsp,data/classic/tsplib/kroB100.tsp,ok,22344,21833.996439724335,22344,22344,21833.996439724335,0.022825078780686771,0.016930041999999999,1,0,0,400,0.054213833000000003,0.071512999999999993
single,single,,3,kroB150.tsp,data/classic/tsplib/kroB150.tsp,ok,26482,25732.496018037127,26482,26482,25732.496018037127,0.028302393397888103,0.078776416000000002,1,0,0,429,0.17476045900000001,0.25434545800000002
single,single,,3,kroC100.tsp,data/classic/tsplib/kroC100.tsp,ok,20965,20472.496949803051,20965,20965,20472.496949803051,0.023491678998185005,0.016162959000000001,1,0,0,354,0.048243833999999999,0.064738917000000007
