run_id,strategy,repeat,instance,status,wall_seconds,result,branches,nodes_expanded,pruned_by_bound,pruned_infeasible,root_fixing_calls,root_fixing_tested,root_fixing_fixed_zero,root_fixing_tree_tested,root_fixing_fixed_one,root_fixing_active_after,root_fixing_seconds,root_potential_iterations,search_node_potential_update_candidates,search_node_potential_updates_triggered,search_node_potential_updates_skipped_strategy_none,search_node_potential_updates_skipped_update_depth_zero,search_node_potential_updates_skipped_budget_exhausted,search_node_potential_updates_skipped_numerically_unsafe,search_node_potential_updates_skipped_invalid_state,search_node_potential_updates_skipped_zero_violation,search_node_potential_updates_skipped_zero_iteration_limit,search_node_potential_updates_skipped_depth_interval,search_node_potential_updates_skipped_gap_below_minimum,search_node_potential_updates_skipped_gap_above_maximum,search_node_potential_iterations
hybrid-reverse-e14baba06c98,hybrid-reverse,1,/home/wj/code/TSP/data/classic/tsplib/att48.tsp,ok,0.06856013834476471,10628.0,37,14,24,2,1,1080,1016,48,7,105,0.00014206,210,32,32,0,0,0,0,0,0,0,0,0,0,519
hybrid-reverse-e14baba06c98,hybrid-reverse,1,/home/wj/code/TSP/data/classic/tsplib/bayg29.tsp,ok,0.028101040050387383,1610.0,3,1,2,1,1,377,367,29,24,11,5.6669e-05,127,2,2,0,0,0,0,0,0,0,0,0,0,4
hybrid-reverse-e14baba06c98,hybrid-reverse,1,/home/wj/code/TSP/data/classic/tsplib/bays29.tsp,ok,0.04093247093260288,2020.0,11,3,6,3,1,377,353,29,13,38,6.6477e-05,125,8,8,0,0,0,0,0,0,0,0,0,0,89
hybrid-reverse-e14baba06c98,hybrid-reverse,1,/home/wj/code/TSP/data/classic/tsplib/berlin52.tsp,ok,0.06955534033477306,7542.0,1,0,1,0,0,0,0,0,0,0,0.0,57,0,0,0,0,0,0,0,0,0,0,0,0,0
hybrid-reverse-e14baba06c98,hybrid-reverse,1,/home/wj/code/TSP/data/classic/tsplib/bier127.tsp,ok,931.7062414772809,118282.0,947161,296942,652722,1,2,15748,10865,254,4,2153,0.00173629,902,867727,867725,0,0,0,0,0,2,0,0,0,0,13923617
hybrid-reverse-e14baba06c98,hybrid-reverse,1,/home/wj/code/TSP/data/classic/tsplib/brazil58.tsp,ok,0.08228979259729385,25395.0,39,12,27,2,1,1595,1508,58,17,125,0.000195276,190,34,34,0,0,0,0,0,0,0,0,0,0,463
hybrid-reverse-e14baba06c98,hybrid-reverse,1,/home/wj/code/TSP/data/classic/tsplib/brg180.tsp,ok,480.1278364956379,1950.0,1818151,445845,1381258,29644,1,15930,12234,180,90,3786,0.001659046,358,1392022,1392022,0,0,0,0,0,0,0,0,0,0,21015813
hybrid-reverse-e14baba06c98,hybrid-reverse,1,/home/wj/code/TSP/data/classic/tsplib/burma14.tsp,ok,0.030254799872636795,3323.0,1,0,1,0,0,0,0,0,0,0,0.0,29,0,0,0,0,0,0,0,0,0,0,0,0,0
hybrid-reverse-e14baba06c98,hybrid-reverse,1,/home/wj/code/TSP/data/classic/tsplib/ch130.tsp,ok,469.14287722855806,6110.0,465096,147247,319419,1,1,8255,6697,130,1,1687,0.00106793,586,443759,443758,0,0,0,0,0,1,0,0,0,0,7006608
hybrid-reverse-e14baba06c98,hybrid-reverse,1,/home/wj/code/TSP/data/classic/tsplib/ch150.tsp,ok,95.66097790375352,6528.0,69893,20762,49328,0,1,11025,8960,150,0,2215,0.001261555,616,66862,66862,0,0,0,0,0,0,0,0,0,0,1031273
hybrid-reverse-e14baba06c98,hybrid-reverse,1,/home/wj/code/TSP/data/classic/tsplib/d198.tsp,timeout,1800.0,,,,,,,,,,,,,,,,,,,,,,,,,,
