rank,kind,function,file,calls,self_ir,self_pct_total,self_est_sec,inclusive_ir,inclusive_pct_total,inclusive_est_sec
1,solver,"tsp::BranchBoundSolver::buildBranchCandidates(tsp::BranchBoundSolver::PartialSol const&, std::vector<tsp::BranchBoundSolver::Edge, std::allocator<tsp::BranchBoundSolver::Edge> >&, std::vector<tsp::BranchBoundSolver::Edge, std::allocator<tsp::BranchBoundSolver::Edge> >&) const",solver/tsp_bb_26_07_02/tsp_bb,0,4869061528,33.040000,0.639912125,5725273989,38.850000,0.752439045
2,solver,"tsp::BranchBoundSolver::search(tsp::BranchBoundSolver::PartialSol&, std::vector<tsp::BranchBoundSolver::Edge, std::allocator<tsp::BranchBoundSolver::Edge> >&, int, tsp::BranchStrategy, tsp::BranchBoundSolver::OneTree const*)::{lambda(bool)#1}::operator()(bool) const",solver/tsp_bb_26_07_02/tsp_bb,0,3183791968,21.600000,0.418344488,297084811584,2015.800000,39.041612031
3,solver,"tsp::BranchBoundSolver::computeOneTree(tsp::BranchBoundSolver::PartialSol const&, std::vector<tsp::BranchBoundSolver::Edge, std::allocator<tsp::BranchBoundSolver::Edge> >&) const",solver/tsp_bb_26_07_02/tsp_bb,0,2955451774,20.050000,0.388324398,4000334029,27.140000,0.525642103
4,runtime,./malloc/./malloc/malloc.c:_int_free,lib/x86_64-linux-gnu/libc.so.6,0,645148332,4.380000,0.084830966,771332935,5.230000,0.101293596
5,runtime,./malloc/./malloc/malloc.c:malloc,lib/x86_64-linux-gnu/libc.so.6,0,541097158,3.670000,0.071079827,892328450,6.050000,0.117175192
6,solver,"void std::vector<tsp::BranchBoundSolver::Edge, std::allocator<tsp::BranchBoundSolver::Edge> >::_M_realloc_insert<tsp::BranchBoundSolver::Edge const&>(__gnu_cxx::__normal_iterator<tsp::BranchBoundSolver::Edge*, std::vector<tsp::BranchBoundSolver::Edge, std::allocator<tsp::BranchBoundSolver::Edge> > >, tsp::BranchBoundSolver::Edge const&)",solver/tsp_bb_26_07_02/tsp_bb,0,421350909,2.860000,0.055391909,1031608321,7.000000,0.135574603
7,runtime,./malloc/./malloc/malloc.c:free,lib/x86_64-linux-gnu/libc.so.6,0,338531592,2.300000,0.044545941,1146135769,7.780000,0.150681487
8,runtime,./string/../sysdeps/x86_64/multiarch/memmove-vec-unaligned-erms.S:__memcpy_avx_unaligned_erms,lib/x86_64-linux-gnu/libc.so.6,0,305494477,2.070000,0.040091347,305494477,2.070000,0.040091347
9,runtime,./malloc/./malloc/malloc.c:_int_malloc,lib/x86_64-linux-gnu/libc.so.6,0,300722380,2.040000,0.039510313,348811404,2.370000,0.045901687
10,solver,"tsp::BranchBoundSolver::chooseBranchEdge(tsp::BranchBoundSolver::PartialSol const&, tsp::BranchBoundSolver::OneTree const&, std::vector<tsp::BranchBoundSolver::Edge, std::allocator<tsp::BranchBoundSolver::Edge> > const&, tsp::BranchBoundSolver::Edge&) const",solver/tsp_bb_26_07_02/tsp_bb,0,287195578,1.950000,0.037767211,287195578,1.950000,0.037767211
11,runtime,operator new(unsigned long),lib/x86_64-linux-gnu/libstdc++.so.6.0.33,0,193446608,1.310000,0.025371819,1109953714,7.530000,0.145839537
12,solver,"tsp::BranchBoundSolver::search(tsp::BranchBoundSolver::PartialSol&, std::vector<tsp::BranchBoundSolver::Edge, std::allocator<tsp::BranchBoundSolver::Edge> >&, int, tsp::BranchStrategy, tsp::BranchBoundSolver::OneTree const*)",solver/tsp_bb_26_07_02/tsp_bb,0,121064620,0.820000,0.015881596,301708346651,2047.100000,39.647824183
13,runtime,./malloc/./malloc/malloc.c:_int_free_merge_chunk,lib/x86_64-linux-gnu/libc.so.6,0,78524903,0.530000,0.010264934,0,0.000000,0.000000000
14,runtime,"std::vector<int, std::allocator<int> >::_M_fill_assign(unsigned long, int const&)",solver/tsp_bb_26_07_02/tsp_bb,0,74803000,0.510000,0.009877578,138794401,0.940000,0.018205732
15,runtime,./malloc/./malloc/malloc.c:unlink_chunk.isra.0,lib/x86_64-linux-gnu/libc.so.6,0,46876754,0.320000,0.006197696,0,0.000000,0.000000000
16,runtime,./string/../sysdeps/x86_64/multiarch/memset-vec-unaligned-erms.S:__memset_avx2_unaligned_erms,lib/x86_64-linux-gnu/libc.so.6,0,37415354,0.250000,0.004841950,0,0.000000,0.000000000
17,runtime,./malloc/./malloc/arena.c:free,???,0,36271242,0.250000,0.004841950,0,0.000000,0.000000000
