config,repeat,instance,final_upper_bound,final_lower_bound,final_relative_gap,initial_tour_seconds,initial_clk_starts,root_guided_lk_calls,root_guided_lk_improvements,root_guided_lk_reascents,root_guided_lk_seconds,root_guided_lk_total_gain,root_potential_iterations,root_ascent_seconds,instance_wall_seconds
root-alpha8,1,data/classic/national/wi29.tsp,27603,27602.999999943651,2.04139599837132e-12,0.00267475,2,1,0,0,0.0015160830000000001,0,71,0.00064429199999999998,0.0033701669999999999
root-alpha8,1,data/classic/vlsi/vlsi/xqf131.tsp,580,555.94834074195433,0.04146837803111323,0.035677999000000002,2,1,1,0,0.0092204580000000008,2,577,0.14222616599999999,0.17843737500000001
root-hybrid8,1,data/classic/tsplib/att48.tsp,10648,10599.68823369806,0.0045371681350432217,0.0086034990000000006,2,1,0,0,0.0047114160000000004,0,214,0.0054757909999999998,0.014204792000000001
root-hybrid8,1,data/classic/tsplib/bayg29.tsp,1610,1607.9853691203934,0.001251323527705936,0.0029980420000000002,2,1,0,0,0.001543375,0,137,0.00085745799999999996,0.0039415830000000002
root-hybrid8,1,data/classic/tsplib/bays29.tsp,2020,2013.3953357260446,0.0032696357791858663,0.0033537490000000001,2,1,0,0,0.001684458,0,125,0.00086058300000000005,0.0043313329999999997
root-hybrid8,1,data/classic/tsplib/berlin52.tsp,7542,7541.9999999735055,3.5129263003642498e-12,0.0067581670000000007,2,1,0,0,0.0042021250000000001,0,57,0.0022950420000000002,0.0091591669999999993
root-hybrid8,1,data/classic/tsplib/bier127.tsp,120136,117430.97806154632,0.022516330978671471,0.043326209000000004,2,1,1,0,0.010909959,278,422,0.107546584,0.151426542
root-hybrid8,1,data/classic/tsplib/brazil58.tsp,25395,25316.887550529744,0.003075898778116017,0.010264250000000001,2,1,0,0,0.0039279170000000004,0,220,0.0090300829999999995,0.019573083000000002
root-hybrid8,1,data/classic/tsplib/brg180.tsp,1960,1949.2773311365436,0.0054707494201308264,0.029335957999999999,2,1,0,0,0.0075407499999999997,0,334,0.14893162500000001,0.18115308299999999
root-hybrid8,1,data/classic/tsplib/burma14.tsp,3323,3322.999999998799,3.6141671793293762e-13,0.0013532920000000001,2,1,0,0,0.00091841700000000004,0,28,4.8167000000000001e-05,0.0014333340000000001
root-hybrid8,1,data/classic/tsplib/ch130.tsp,6235,6074.8596417164263,0.025684099163363869,0.047874750000000001,2,1,0,0,0.011725582999999999,0,578,0.15190000000000001,0.200405958
root-hybrid8,1,data/classic/tsplib/ch150.tsp,6636,6488.6976966289349,0.022197453793108068,0.058148000000000005,2,1,0,0,0.010305999999999999,0,600,0.23405204199999999,0.29303783300000003
root-hybrid8,1,data/classic/tsplib/d198.tsp,15954,14536.148992869335,0.088871192624461859,0.16548370900000001,2,1,1,0,0.026518291999999999,35,694,0.49934220899999998,0.66620900000000005
root-hybrid8,1,data/classic/tsplib/dantzig42.tsp,699,696.95338306543158,0.0029279212225585397,0.0055563330000000001,2,1,0,0,0.0032898329999999998,0,225,0.0038012079999999999,0.0095156249999999998
root-hybrid8,1,data/classic/national/dj38.tsp,6656,6655.9999999809961,2.8551520122514027e-12,0.0033600840000000002,2,1,0,0,0.0019447920000000001,0,43,0.000789875,0.0042229169999999996
root-hybrid8,1,data/classic/tsplib/eil101.tsp,646,627.34444740256754,0.028878564392310312,0.020636541000000001,2,1,0,0,0.0048537500000000004,0,540,0.067781541000000001,0.088781291999999998
root-hybrid8,1,data/classic/tsplib/eil51.tsp,427,422.49983691886655,0.010539023609211828,0.0033947079999999998,2,1,0,0,0.0013808749999999999,0,521,0.012097208,0.015595916
root-hybrid8,1,data/classic/tsplib/eil76.tsp,548,536.99995437170719,0.020073075964037974,0.0077503329999999999,2,1,0,0,0.0025495409999999998,0,423,0.024891541,0.032840500000000002
root-hybrid8,1,data/classic/tsplib/fri26.tsp,937,936.99999999893805,1.1333497877882768e-12,0.0030286239999999997,2,1,0,0,0.0019437079999999999,0,52,0.00032895800000000002,0.0034314580000000001
root-hybrid8,1,data/classic/tsplib/gr120.tsp,7038,6911.2437009000378,0.018010272676891481,0.048218792000000003,2,1,1,0,0.0117395,70,516,0.111628042,0.16089645799999999
root-hybrid8,1,data/classic/tsplib/gr137.tsp,70620,69118.352244264752,0.021263774507720875,0.059681291999999997,2,1,0,0,0.012236291999999999,0,592,0.161667584,0.22216029200000001
root-hybrid8,1,data/classic/tsplib/gr17.tsp,2085,2084.9999999989241,5.1603464373974782e-13,0.0023385000000000003,2,1,0,0,0.0013370000000000001,0,121,0.00022241700000000001,0.0026062920000000001
root-hybrid8,1,data/classic/tsplib/gr21.tsp,2707,2706.9999999976822,8.5624205669313169e-13,0.0016363739999999999,2,1,0,0,0.001075791,0,29,0.00013945900000000001,0.001832167
root-hybrid8,1,data/classic/tsplib/gr24.tsp,1272,1271.9995357693901,3.6496117126599589e-07,0.0027453339999999999,2,1,0,0,0.0018544169999999999,0,122,0.00047529199999999999,0.0032785829999999998
root-hybrid8,1,data/classic/tsplib/gr48.tsp,5055,4958.9994433825923,0.018991208035095491,0.0069853340000000002,2,1,1,0,0.0033370000000000001,38,318,0.0063554579999999996,0.013541416000000001
root-hybrid8,1,data/classic/tsplib/gr96.tsp,55595,54569.493520663818,0.018446019953884011,0.019731749999999999,2,1,0,0,0.0070643750000000003,0,370,0.038081667,0.058220582999999999
root-hybrid8,1,data/classic/tsplib/hk48.tsp,11470,11443.03742578926,0.0023507039416512691,0.00439625,2,1,0,0,0.0019854999999999999,0,162,0.0043029169999999999,0.0089007080000000002
root-hybrid8,1,data/classic/tsplib/kroA100.tsp,21689,20936.495650387562,0.034695207230044635,0.024171167,2,1,0,0,0.0073386670000000001,0,391,0.055450708000000001,0.079968165999999993
root-hybrid8,1,data/classic/tsplib/kroA150.tsp,26816,26296.059282328926,0.019389197407185033,0.07979,2,1,0,0,0.015804333,0,602,0.24918850000000001,0.329741917
root-hybrid8,1,data/classic/tsplib/kroB100.tsp,22328,21833.996439724335,0.022124845945703388,0.024766499999999997,2,1,1,0,0.0079288750000000002,16,400,0.056746084000000002,0.081862040999999997
root-hybrid8,1,data/classic/tsplib/kroB150.tsp,26482,25732.496018037127,0.028302393397888103,0.092264375999999995,2,1,0,0,0.014548541999999999,0,429,0.17194379200000001,0.26498245799999998
root-hybrid8,1,data/classic/tsplib/kroC100.tsp,20965,20472.496949803051,0.023491678998185005,0.024014168000000002,2,1,0,0,0.0081873339999999992,0,354,0.044282333,0.068658250000000004
root-hybrid8,1,data/classic/tsplib/kroD100.tsp,21811,21141.497531594749,0.03069563378136039,0.025760040999999997,2,1,0,0,0.0099479159999999994,0,388,0.054209709000000002,0.080308583000000003
root-hybrid8,1,data/classic/tsplib/kroE100.tsp,22597,21798.395755460664,0.035341162302046106,0.022669208,2,1,0,0,0.0071348749999999997,0,591,0.079125291,0.10215516700000001
root-hybrid8,1,data/classic/tsplib/lin105.tsp,14523,14370.499389782033,0.010500627295873224,0.026041251000000001,2,1,0,0,0.006486459,0,345,0.049629,0.076044083999999998
root-hybrid8,1,data/classic/tsplib/pr107.tsp,44303,39439.603513482449,0.10977578237405032,0.022305790999999998,2,1,0,0,0.0080011249999999996,0,524,0.092164166000000006,0.11483420799999999
root-hybrid8,1,data/classic/tsplib/pr124.tsp,59159,58067.492748859826,0.018450400634564039,0.029266,2,1,0,0,0.0083022919999999993,0,370,0.075833874999999995,0.105608958
root-hybrid8,1,data/classic/tsplib/pr136.tsp,100656,95327.533190416478,0.05293739875996982,0.050940874999999997,2,1,0,0,0.011614792000000001,0,592,0.18208687500000001,0.23362970799999999
root-hybrid8,1,data/classic/tsplib/pr144.tsp,58537,58050.966881097163,0.0083030069682907669,0.037172416999999999,2,1,0,0,0.01187825,0,288,0.095288042000000003,0.13309720899999999
root-hybrid8,1,data/classic/tsplib/pr152.tsp,74442,68056.891923902702,0.085772924909289089,0.054361208000000001,2,1,0,0,0.0096364580000000005,0,621,0.24247645800000001,0.29757291600000002
root-hybrid8,1,data/classic/tsplib/pr76.tsp,109067,105119.98570260686,0.036188895792431591,0.014456999,2,1,0,0,0.0067540830000000001,0,342,0.022030708,0.036714707999999999
root-hybrid8,1,data/classic/national/qa194.tsp,9679,9265.2477858561051,0.042747413384016414,0.20757358400000001,2,1,1,0,0.022924834000000002,16,617,0.40362662500000002,0.61247354200000004
root-hybrid8,1,data/classic/tsplib/rat195.tsp,2354,2293.7609553055195,0.025590078459847291,0.10435787499999999,2,1,1,0,0.011386291999999999,2,645,0.41971420799999998,0.52527966699999995
root-hybrid8,1,data/classic/tsplib/rat99.tsp,1217,1205.9998415063767,0.009038749789337143,0.014028834,2,1,1,0,0.0037379589999999999,7,495,0.052879416999999998,0.067283416999999998
root-hybrid8,1,data/classic/tsplib/rd100.tsp,8069,7899.1874798286681,0.021045051452637492,0.026314832999999999,2,1,0,0,0.0076588749999999999,0,523,0.072468916999999994,0.099158791999999996
root-hybrid8,1,data/classic/tsplib/si175.tsp,21451,21367.295814485078,0.0039021111143966178,0.086439083999999999,2,1,1,0,0.015020959,4,329,0.17074575,0.25954020799999999
root-hybrid8,1,data/classic/tsplib/st70.tsp,685,670.99992999909693,0.020438058395478926,0.010886458,2,1,0,0,0.005477666,0,385,0.019205333000000002,0.030286792
root-hybrid8,1,data/classic/tsplib/swiss42.tsp,1273,1271.9897885923313,0.00079356748442164062,0.0038099580000000004,2,1,1,0,0.0023569580000000001,1,153,0.0023207919999999999,0.0063274999999999998
root-hybrid8,1,data/classic/tsplib/u159.tsp,42738,41924.991047971162,0.019023093079433721,0.062100459000000004,2,1,1,0,0.0069781670000000004,397,484,0.189865542,0.25279358299999999
root-hybrid8,1,data/classic/tsplib/ulysses16.tsp,6859,6858.9999999967931,4.6754312851018297e-13,0.0029137070000000002,2,1,0,0,0.0017701660000000001,0,134,0.00021558300000000001,0.0031652080000000001
root-hybrid8,1,data/classic/national/wi29.tsp,27603,27602.999999943651,2.04139599837132e-12,0.0031910829999999999,2,1,0,0,0.001989125,0,71,0.00064954200000000002,0.003890625
root-hybrid8,1,data/classic/vlsi/vlsi/xqf131.tsp,582,555.94834074195433,0.044762301130662673,0.035676667000000002,2,1,0,0,0.0089690840000000004,0,577,0.143610875,0.17984029200000001
root-hybrid12,1,data/classic/tsplib/att48.tsp,10648,10599.68823369806,0.0045371681350432217,0.013928291000000001,2,1,0,0,0.0099940410000000004,0,214,0.0054934169999999996,0.019537292000000001
root-hybrid12,1,data/classic/tsplib/bayg29.tsp,1610,1607.9853691203934,0.001251323527705936,0.00282775,2,1,0,0,0.001425167,0,137,0.00086687500000000002,0.003777833
root-hybrid12,1,data/classic/tsplib/bays29.tsp,2020,2013.3953357260446,0.0032696357791858663,0.0039415420000000001,2,1,0,0,0.002369917,0,125,0.000899375,0.0049546670000000003
root-hybrid12,1,data/classic/tsplib/berlin52.tsp,7542,7541.9999999735055,3.5129263003642498e-12,0.0090914170000000009,2,1,0,0,0.0065605000000000004,0,57,0.0022894999999999999,0.011480499999999999
root-hybrid12,1,data/classic/tsplib/bier127.tsp,120414,117430.97806154632,0.024773049134267408,0.057841499999999997,2,1,0,0,0.025203416999999999,0,422,0.111202208,0.169578167
root-hybrid12,1,data/classic/tsplib/brazil58.tsp,25395,25316.887550529744,0.003075898778116017,0.017963833999999998,2,1,0,0,0.011533791999999999,0,220,0.0091104159999999997,0.027370874999999999
root-hybrid12,1,data/classic/tsplib/brg180.tsp,1960,1949.2773311365436,0.0054707494201308264,0.036174208999999999,2,1,0,0,0.014247459000000001,0,334,0.150007583,0.18918650000000001
root-hybrid12,1,data/classic/tsplib/burma14.tsp,3323,3322.999999998799,3.6141671793293762e-13,0.002159125,2,1,0,0,0.0017203749999999999,0,28,4.9166000000000003e-05,0.002245875
root-hybrid12,1,data/classic/tsplib/ch130.tsp,6235,6074.8596417164263,0.025684099163363869,0.061610500999999998,2,1,0,0,0.025109291999999998,0,578,0.14964325000000001,0.21189233299999999
root-hybrid12,1,data/classic/tsplib/ch150.tsp,6636,6488.6976966289349,0.022197453793108068,0.0681065,2,1,0,0,0.019918292000000001,0,600,0.23561912500000001,0.30452725000000003
root-hybrid12,1,data/classic/tsplib/d198.tsp,15929,14536.148992869335,0.087441208307531201,0.194987417,2,1,1,0,0.056405625000000001,60,694,0.50103566700000002,0.69738270800000002
root-hybrid12,1,data/classic/tsplib/dantzig42.tsp,699,696.95338306543158,0.0029279212225585397,0.0079652079999999997,2,1,0,0,0.0056482909999999997,0,225,0.0039280419999999996,0.012056834000000001
root-hybrid12,1,data/classic/national/dj38.tsp,6656,6655.9999999809961,2.8551520122514027e-12,0.0060469169999999997,2,1,0,0,0.004609625,0,43,0.00075566700000000001,0.0068764580000000002
root-hybrid12,1,data/classic/tsplib/eil101.tsp,640,627.34444740256754,0.019774300933488219,0.022269999999999998,2,1,1,0,0.0065339580000000003,6,540,0.067756665999999993,0.090392708000000002
root-hybrid12,1,data/classic/tsplib/eil51.tsp,427,422.49983691886655,0.010539023609211828,0.005607875,2,1,0,0,0.00367075,0,521,0.011708417,0.017419582999999999
root-hybrid12,1,data/classic/tsplib/eil76.tsp,548,536.99995437170719,0.020073075964037974,0.012631583,2,1,0,0,0.0073685410000000002,0,423,0.025038999999999999,0.037880958999999999
root-hybrid12,1,data/classic/tsplib/fri26.tsp,937,936.99999999893805,1.1333497877882768e-12,0.0038234590000000004,2,1,0,0,0.0026883340000000001,0,52,0.000336208,0.0042381249999999997
root-hybrid12,1,data/classic/tsplib/gr120.tsp,7038,6911.2437009000378,0.018010272676891481,0.052389376000000001,2,1,1,0,0.015853167000000001,70,516,0.110469583,0.16395354100000001
root-hybrid12,1,data/classic/tsplib/gr137.tsp,70620,69118.352244264752,0.021263774507720875,0.073278999999999997,2,1,0,0,0.025427333,0,592,0.16539200000000001,0.23949304199999999
root-hybrid12,1,data/classic/tsplib/gr17.tsp,2085,2084.9999999989241,5.1603464373974782e-13,0.0033293749999999999,2,1,0,0,0.0023357920000000002,0,121,0.00022525,0.0035990420000000002
root-hybrid12,1,data/classic/tsplib/gr21.tsp,2707,2706.9999999976822,8.5624205669313169e-13,0.001800959,2,1,0,0,0.001273667,0,29,0.00013358399999999999,0.0019924169999999998
root-hybrid12,1,data/classic/tsplib/gr24.tsp,1272,1271.9995357693901,3.6496117126599589e-07,0.0039941660000000004,2,1,0,0,0.003111833,0,122,0.00045887499999999997,0.0045108329999999997
root-hybrid12,1,data/classic/tsplib/gr48.tsp,5093,4958.9994433825923,0.026310731713608426,0.01120025,2,1,0,0,0.0075422919999999999,0,318,0.0059949160000000003,0.017393208
root-hybrid12,1,data/classic/tsplib/gr96.tsp,55595,54569.493520663818,0.018446019953884011,0.030240957999999998,2,1,0,0,0.017419082999999998,0,370,0.038512791999999997,0.069176249999999995
root-hybrid12,1,data/classic/tsplib/hk48.tsp,11470,11443.03742578926,0.0023507039416512691,0.0065213329999999998,2,1,0,0,0.0041287909999999997,0,162,0.0041052500000000004,0.010828000000000001
root-hybrid12,1,data/classic/tsplib/kroA100.tsp,21689,20936.495650387562,0.034695207230044635,0.026164999000000001,2,1,0,0,0.0091872080000000005,0,391,0.054479459000000001,0.080992167000000004
root-hybrid12,1,data/classic/tsplib/kroA150.tsp,26816,26296.059282328926,0.019389197407185033,0.095097333999999992,2,1,0,0,0.030609292,0,602,0.24105279199999999,0.336941041
root-hybrid12,1,data/classic/tsplib/kroB100.tsp,22327,21833.996439724335,0.022081048070751341,0.028436916999999999,2,1,1,0,0.011819458999999999,17,400,0.055112957999999997,0.083897125000000003
root-hybrid12,1,data/classic/tsplib/kroB150.tsp,26472,25732.496018037127,0.027935327212257208,0.1076675,2,1,1,0,0.029334042000000001,10,429,0.16815345800000001,0.27656629100000002
root-hybrid12,1,data/classic/tsplib/kroC100.tsp,20965,20472.496949803051,0.023491678998185005,0.030262500000000001,2,1,0,0,0.014286125,0,354,0.043988625000000003,0.074586166999999995
root-hybrid12,1,data/classic/tsplib/kroD100.tsp,21811,21141.497531594749,0.03069563378136039,0.030554874000000003,2,1,0,0,0.014697541,0,388,0.055911083,0.086831375000000002
root-hybrid12,1,data/classic/tsplib/kroE100.tsp,22597,21798.395755460664,0.035341162302046106,0.031171625000000001,2,1,0,0,0.01567375,0,591,0.082168832999999997,0.113674416
root-hybrid12,1,data/classic/tsplib/lin105.tsp,14523,14370.499389782033,0.010500627295873224,0.032164959,2,1,0,0,0.012625417,0,345,0.053240542000000002,0.085754625000000001
root-hybrid12,1,data/classic/tsplib/pr107.tsp,44303,39439.603513482449,0.10977578237405032,0.034358499000000001,2,1,0,0,0.020043333,0,524,0.093732167000000005,0.128463416
root-hybrid12,1,data/classic/tsplib/pr124.tsp,59159,58067.492748859826,0.018450400634564039,0.036870958000000002,2,1,0,0,0.016048875000000001,0,370,0.073776250000000002,0.111122583
root-hybrid12,1,data/classic/tsplib/pr136.tsp,100656,95327.533190416478,0.05293739875996982,0.058181125,2,1,0,0,0.018198084,0,592,0.18198520800000001,0.24080316600000001
root-hybrid12,1,data/classic/tsplib/pr144.tsp,58537,58050.966881097163,0.0083030069682907669,0.071174749999999995,2,1,0,0,0.045847041999999998,0,288,0.095220416000000002,0.16703454200000001
root-hybrid12,1,data/classic/tsplib/pr152.tsp,74442,68056.891923902702,0.085772924909289089,0.092576041999999997,2,1,0,0,0.0473955,0,621,0.24255412500000001,0.33587758299999998
root-hybrid12,1,data/classic/tsplib/pr76.tsp,109067,105119.98570260686,0.036188895792431591,0.014945166999999999,2,1,0,0,0.0072752499999999996,0,342,0.021756166,0.036928957999999998
root-hybrid12,1,data/classic/national/qa194.tsp,9679,9265.2477858561051,0.042747413384016414,0.23537775,2,1,1,0,0.036416125000000001,16,617,0.40381337499999997,0.64055808299999994
root-hybrid12,1,data/classic/tsplib/rat195.tsp,2354,2293.7609553055195,0.025590078459847291,0.11394979199999999,2,1,1,0,0.020290124999999999,2,645,0.42193425000000001,0.53709533300000001
root-hybrid12,1,data/classic/tsplib/rat99.tsp,1217,1205.9998415063767,0.009038749789337143,0.014897708999999999,2,1,1,0,0.0044520000000000002,7,495,0.053948834000000001,0.069208791000000006
root-hybrid12,1,data/classic/tsplib/rd100.tsp,8069,7899.1874798286681,0.021045051452637492,0.037607873999999999,2,1,0,0,0.018036457999999998,0,523,0.075448749999999995,0.113440333
root-hybrid12,1,data/classic/tsplib/si175.tsp,21451,21367.295814485078,0.0039021111143966178,0.101104291,2,1,1,0,0.030391708,4,329,0.16968470799999999,0.27311116699999999
root-hybrid12,1,data/classic/tsplib/st70.tsp,685,670.99992999909693,0.020438058395478926,0.018005001,2,1,0,0,0.012620084,0,385,0.01957275,0.037752582999999999
root-hybrid12,1,data/classic/tsplib/swiss42.tsp,1273,1271.9897885923313,0.00079356748442164062,0.0051872080000000004,2,1,1,0,0.003675125,1,153,0.0025158329999999999,0.0079131670000000005
root-hybrid12,1,data/classic/tsplib/u159.tsp,42738,41924.991047971162,0.019023093079433721,0.065421667000000003,2,1,1,0,0.0096276250000000008,397,484,0.18747891699999999,0.253742209
root-hybrid12,1,data/classic/tsplib/ulysses16.tsp,6859,6858.9999999967931,4.6754312851018297e-13,0.0043097489999999999,2,1,0,0,0.0031250829999999999,0,134,0.00022616699999999999,0.0045712909999999999
root-hybrid12,1,data/classic/national/wi29.tsp,27603,27602.999999943651,2.04139599837132e-12,0.0033635829999999999,2,1,0,0,0.0021622080000000001,0,71,0.00065237499999999996,0.004068917
root-hybrid12,1,data/classic/vlsi/vlsi/xqf131.tsp,582,555.94834074195433,0.044762301130662673,0.049392584000000003,2,1,0,0,0.022404500000000001,0,577,0.14535141600000001,0.19531858299999999
single-knn8,2,data/classic/tsplib/att48.tsp,10648,10599.68823369806,0.0045371681350432217,0.0040118749999999998,1,0,0,0,0,0,214,0.0054674169999999996,0.0095969169999999999
single-knn8,2,data/classic/tsplib/bayg29.tsp,1610,1607.9853691203934,0.001251323527705936,0.001410417,1,0,0,0,0,0,137,0.00086200000000000003,0.0023600829999999998
single-knn8,2,data/classic/tsplib/bays29.tsp,2020,2013.3953357260446,0.0032696357791858663,0.001573416,1,0,0,0,0,0,125,0.00094408299999999997,0.0026264579999999999
single-knn8,2,data/classic/tsplib/berlin52.tsp,7542,7541.9999999735055,3.5129263003642498e-12,0.0024282499999999999,1,0,0,0,0,0,57,0.0021949999999999999,0.0047407919999999997
single-knn8,2,data/classic/tsplib/bier127.tsp,120414,117430.97806154632,0.024773049134267408,0.032623375000000003,1,0,0,0,0,0,422,0.10943620799999999,0.14259370800000001
single-knn8,2,data/classic/tsplib/brazil58.tsp,25395,25316.887550529744,0.003075898778116017,0.0061996250000000003,1,0,0,0,0,0,220,0.0092040830000000001,0.015661208999999999
single-knn8,2,data/classic/tsplib/brg180.tsp,1960,1949.2773311365436,0.0054707494201308264,0.021988625000000001,1,0,0,0,0,0,334,0.15019212500000001,0.17500220799999999
single-knn8,2,data/classic/tsplib/burma14.tsp,3323,3322.999999998799,3.6141671793293762e-13,0.000430958,1,0,0,0,0,0,28,4.4708e-05,0.00050533299999999995
single-knn8,2,data/classic/tsplib/ch130.tsp,6235,6074.8596417164263,0.025684099163363869,0.036614500000000001,1,0,0,0,0,0,578,0.153221792,0.19045579200000001
single-knn8,2,data/classic/tsplib/ch150.tsp,6636,6488.6976966289349,0.022197453793108068,0.047629958999999999,1,0,0,0,0,0,600,0.23349,0.28194812499999999
single-knn8,2,data/classic/tsplib/d198.tsp,15989,14536.148992869335,0.09086565808560039,0.13958725,1,0,0,0,0,0,694,0.50275304099999996,0.643623583
single-knn8,2,data/classic/tsplib/dantzig42.tsp,699,696.95338306543158,0.0029279212225585397,0.002266292,1,0,0,0,0,0,225,0.0037910830000000002,0.0062080420000000004
single-knn8,2,data/classic/national/dj38.tsp,6656,6655.9999999809961,2.8551520122514027e-12,0.0013649580000000001,1,0,0,0,0,0,43,0.00075783299999999997,0.0021962079999999998
single-knn8,2,data/classic/tsplib/eil101.tsp,646,627.34444740256754,0.028878564392310312,0.015632666,1,0,0,0,0,0,540,0.069597791000000006,0.085584499999999994
single-knn8,2,data/classic/tsplib/eil51.tsp,427,422.49983691886655,0.010539023609211828,0.0019669589999999999,1,0,0,0,0,0,521,0.011937292,0.01400625
single-knn8,2,data/classic/tsplib/eil76.tsp,548,536.99995437170719,0.020073075964037974,0.0052675839999999996,1,0,0,0,0,0,423,0.025853916000000001,0.031319332999999998
single-knn8,2,data/classic/tsplib/fri26.tsp,937,936.99999999893805,1.1333497877882768e-12,0.001097792,1,0,0,0,0,0,52,0.00033191600000000003,0.001502459
single-knn8,2,data/classic/tsplib/gr120.tsp,7108,6911.2437009000378,0.027680964983112302,0.036755042000000002,1,0,0,0,0,0,516,0.114699417,0.15257283299999999
single-knn8,2,data/classic/tsplib/gr137.tsp,70620,69118.352244264752,0.021263774507720875,0.047940041000000003,1,0,0,0,0,0,592,0.16433145800000001,0.21311912499999999
single-knn8,2,data/classic/tsplib/gr17.tsp,2085,2084.9999999989241,5.1603464373974782e-13,0.000943417,1,0,0,0,0,0,121,0.00022254100000000001,0.0012091249999999999
single-knn8,2,data/classic/tsplib/gr21.tsp,2707,2706.9999999976822,8.5624205669313169e-13,0.000563625,1,0,0,0,0,0,29,0.00013654199999999999,0.00075650000000000001
single-knn8,2,data/classic/tsplib/gr24.tsp,1272,1271.9995357693901,3.6496117126599589e-07,0.00089991699999999997,1,0,0,0,0,0,122,0.00047425000000000001,0.001430541
single-knn8,2,data/classic/tsplib/gr48.tsp,5093,4958.9994433825923,0.026310731713608426,0.0036672499999999999,1,0,0,0,0,0,318,0.0063917080000000003,0.010251959
single-knn8,2,data/classic/tsplib/gr96.tsp,55595,54569.493520663818,0.018446019953884011,0.012712332999999999,1,0,0,0,0,0,370,0.038277875000000003,0.051432083000000003
single-knn8,2,data/classic/tsplib/hk48.tsp,11470,11443.03742578926,0.0023507039416512691,0.0024768749999999999,1,0,0,0,0,0,162,0.0040132079999999999,0.0066957090000000002
single-knn8,2,data/classic/tsplib/kroA100.tsp,21689,20936.495650387562,0.034695207230044635,0.017110792,1,0,0,0,0,0,391,0.055153208000000002,0.072592749999999998
single-knn8,2,data/classic/tsplib/kroA150.tsp,26816,26296.059282328926,0.019389197407185033,0.064780541999999997,1,0,0,0,0,0,602,0.24475154199999999,0.31031604200000001
single-knn8,2,data/classic/tsplib/kroB100.tsp,22344,21833.996439724335,0.022825078780686771,0.016816000000000001,1,0,0,0,0,0,400,0.058807958,0.075964375000000001
single-knn8,2,data/classic/tsplib/kroB150.tsp,26482,25732.496018037127,0.028302393397888103,0.077076500000000006,1,0,0,0,0,0,429,0.169770167,0.24760279199999999
single-knn8,2,data/classic/tsplib/kroC100.tsp,20965,20472.496949803051,0.023491678998185005,0.015544875,1,0,0,0,0,0,354,0.045142583999999999,0.061030708000000003
single-knn8,2,data/classic/tsplib/kroD100.tsp,21811,21141.497531594749,0.03069563378136039,0.015615459,1,0,0,0,0,0,388,0.055166958000000002,0.071124040999999999
single-knn8,2,data/classic/tsplib/kroE100.tsp,22597,21798.395755460664,0.035341162302046106,0.015326459000000001,1,0,0,0,0,0,591,0.082210667000000001,0.097861584000000001
single-knn8,2,data/classic/tsplib/lin105.tsp,14523,14370.499389782033,0.010500627295873224,0.019728833000000001,1,0,0,0,0,0,345,0.050678583999999999,0.070754250000000005
single-knn8,2,data/classic/tsplib/pr107.tsp,44303,39439.603513482449,0.10977578237405032,0.014245582999999999,1,0,0,0,0,0,524,0.093326124999999996,0.10792775
single-knn8,2,data/classic/tsplib/pr124.tsp,59159,58067.492748859826,0.018450400634564039,0.020776083000000001,1,0,0,0,0,0,370,0.078773625,0.100037291
single-knn8,2,data/classic/tsplib/pr136.tsp,100656,95327.533190416478,0.05293739875996982,0.040827165999999998,1,0,0,0,0,0,592,0.18450466700000001,0.226009458
single-knn8,2,data/classic/tsplib/pr144.tsp,58537,58050.966881097163,0.0083030069682907669,0.025796209,1,0,0,0,0,0,288,0.095617332999999999,0.122037375
single-knn8,2,data/classic/tsplib/pr152.tsp,74442,68056.891923902702,0.085772924909289089,0.045280708000000003,1,0,0,0,0,0,621,0.243672583,0.28968949999999999
single-knn8,2,data/classic/tsplib/pr76.tsp,109067,105119.98570260686,0.036188895792431591,0.0076993749999999996,1,0,0,0,0,0,342,0.022298458,0.030205042000000001
single-knn8,2,data/classic/national/qa194.tsp,9695,9265.2477858561051,0.044327201046301688,0.18481904099999999,1,0,0,0,0,0,617,0.412055542,0.59812445800000003
single-knn8,2,data/classic/tsplib/rat195.tsp,2356,2293.7609553055195,0.026417251568115672,0.092967833,1,0,0,0,0,0,645,0.423050125,0.51721649999999997
single-knn8,2,data/classic/tsplib/rat99.tsp,1224,1205.9998415063767,0.014706011841195509,0.010453209,1,0,0,0,0,0,495,0.054238792000000001,0.065029917000000007
single-knn8,2,data/classic/tsplib/rd100.tsp,8069,7899.1874798286681,0.021045051452637492,0.018304542,1,0,0,0,0,0,523,0.072131749999999994,0.090783292000000002
single-knn8,2,data/classic/tsplib/si175.tsp,21455,21367.295814485078,0.0040878203456034415,0.070932291999999994,1,0,0,0,0,0,329,0.17127587499999999,0.24451324999999999
single-knn8,2,data/classic/tsplib/st70.tsp,685,670.99992999909693,0.020438058395478926,0.0054323749999999997,1,0,0,0,0,0,385,0.019280374999999999,0.024899833
single-knn8,2,data/classic/tsplib/swiss42.tsp,1274,1271.9897885923313,0.0015778739463647947,0.0015810830000000001,1,0,0,0,0,0,153,0.0022676660000000002,0.004058
single-knn8,2,data/classic/tsplib/u159.tsp,43135,41924.991047971162,0.028051673861802212,0.055222832999999999,1,0,0,0,0,0,484,0.193540667,0.2495945
