instance,configuration,baseline_ub,candidate_ub,ub_gain,baseline_wall_seconds,candidate_wall_seconds,wall_delta,root_guided_lk_improved,root_guided_lk_seconds,root_ascent_seconds,root_potential_iterations
data/classic/tsplib/dantzig42.tsp,root-alpha8,699.0,699.0,0.0,0.006252209,0.009578375,0.003326166,0.0,0.003253166,0.003915,225.0
data/classic/tsplib/eil101.tsp,root-alpha8,646.0,646.0,0.0,0.0855845,0.090419583,0.004835083000000004,0.0,0.006298083,0.068441042,540.0
data/classic/tsplib/eil51.tsp,root-alpha8,427.0,427.0,0.0,0.014351167,0.015848167,0.001497,0.0,0.001635458,0.012178625,521.0
data/classic/tsplib/eil76.tsp,root-alpha8,548.0,548.0,0.0,0.031040583,0.034704708,0.0036641250000000007,0.0,0.002873042,0.026271875,423.0
data/classic/tsplib/fri26.tsp,root-alpha8,937.0,937.0,0.0,0.001502459,0.003361458,0.0018589989999999999,0.0,0.00187325,0.000337625,52.0
data/classic/tsplib/gr120.tsp,root-alpha8,7108.0,7035.0,73.0,0.151646291,0.16402775,0.012381459000000011,1.0,0.010802875,0.114968791,516.0
data/classic/tsplib/gr137.tsp,root-alpha8,70620.0,70620.0,0.0,0.21438275,0.233608375,0.019225624999999996,0.0,0.014500875,0.169996416,592.0
data/classic/tsplib/gr17.tsp,root-alpha8,2085.0,2085.0,0.0,0.001209125,0.002323875,0.00111475,0.0,0.001099542,0.000219833,121.0
data/classic/tsplib/gr21.tsp,root-alpha8,2707.0,2707.0,0.0,0.0007565,0.001700667,0.0009441670000000001,0.0,0.000941625,0.000135875,29.0
data/classic/tsplib/gr24.tsp,root-alpha8,1272.0,1272.0,0.0,0.001437625,0.002761542,0.001323917,0.0,0.001331458,0.0004725,122.0
data/classic/tsplib/gr48.tsp,root-alpha8,5093.0,5093.0,0.0,0.010021292,0.012420667,0.0023993750000000005,0.0,0.0024405,0.006259209,318.0
data/classic/tsplib/gr96.tsp,root-alpha8,55595.0,55312.0,283.0,0.051432083,0.063534042,0.012101958999999995,1.0,0.011436875,0.039125833,370.0
data/classic/tsplib/hk48.tsp,root-alpha8,11470.0,11470.0,0.0,0.006695709,0.008757125,0.002061415999999999,0.0,0.002136,0.004034583,162.0
data/classic/tsplib/kroA100.tsp,root-alpha8,21689.0,21689.0,0.0,0.07259275,0.083217916,0.010625166000000005,0.0,0.009740791,0.056106167,391.0
data/classic/tsplib/kroA150.tsp,root-alpha8,26816.0,26786.0,30.0,0.310316042,0.330506167,0.020190125000000003,1.0,0.015680334,0.247592792,602.0
data/classic/tsplib/kroB100.tsp,root-alpha8,22344.0,22328.0,16.0,0.075695542,0.082680709,0.0069851670000000005,1.0,0.008728875,0.056820084,400.0
data/classic/tsplib/kroB150.tsp,root-alpha8,26482.0,26359.0,123.0,0.247602792,0.268142375,0.020539583,1.0,0.015459,0.171919833,429.0
data/classic/tsplib/kroC100.tsp,root-alpha8,20965.0,20965.0,0.0,0.061222,0.071305666,0.010083666000000005,0.0,0.008828375,0.046268041,354.0
data/classic/tsplib/kroD100.tsp,root-alpha8,21811.0,21811.0,0.0,0.068202333,0.076902875,0.008700541999999992,0.0,0.008372292,0.05214725,388.0
data/classic/tsplib/kroE100.tsp,root-alpha8,22597.0,22597.0,0.0,0.097861584,0.107265459,0.009403874999999992,0.0,0.008102541,0.083403167,591.0
data/classic/tsplib/lin105.tsp,root-alpha8,14523.0,14523.0,0.0,0.07075425,0.077661,0.006906749999999989,0.0,0.007645625,0.050072166,345.0
data/classic/tsplib/pr107.tsp,root-alpha8,44303.0,44303.0,0.0,0.10792775,0.114223417,0.006295666999999991,0.0,0.004925292,0.094464042,524.0
data/classic/tsplib/pr124.tsp,root-alpha8,59159.0,59159.0,0.0,0.099838125,0.104720334,0.0048822089999999985,0.0,0.007257708,0.076368291,370.0
data/classic/tsplib/pr136.tsp,root-alpha8,100656.0,100530.0,126.0,0.226009458,0.240494833,0.014485374999999995,1.0,0.0141,0.185776666,592.0
data/classic/tsplib/pr144.tsp,root-alpha8,58537.0,58537.0,0.0,0.122037375,0.133348167,0.011310791999999986,0.0,0.010195166,0.096842125,288.0
data/classic/tsplib/pr152.tsp,root-alpha8,74442.0,74442.0,0.0,0.2896895,0.311056708,0.021367208000000026,0.0,0.015574291,0.249802,621.0
data/classic/tsplib/pr76.tsp,root-alpha8,109067.0,109067.0,0.0,0.030205042,0.037441625,0.007236582999999998,0.0,0.007227708,0.022191791,342.0
data/classic/tsplib/rat195.tsp,root-alpha8,2356.0,2354.0,2.0,0.5172165,0.532047792,0.014831291999999996,1.0,0.010852542,0.426690167,645.0
data/classic/tsplib/rat99.tsp,root-alpha8,1224.0,1224.0,0.0,0.065029917,0.069423459,0.004393542,0.0,0.004209208,0.05439275,495.0
data/classic/tsplib/rd100.tsp,root-alpha8,8069.0,8069.0,0.0,0.09112775,0.104736041,0.013608291000000008,0.0,0.010410875,0.074620708,523.0
data/classic/tsplib/si175.tsp,root-alpha8,21455.0,21451.0,4.0,0.24451325,0.261017042,0.01650379199999999,1.0,0.012760834,0.172172917,329.0
data/classic/tsplib/st70.tsp,root-alpha8,685.0,685.0,0.0,0.024899833,0.031502584,0.0066027510000000005,0.0,0.005775041,0.020191792,385.0
data/classic/tsplib/swiss42.tsp,root-alpha8,1274.0,1273.0,1.0,0.004181542,0.005776292,0.0015947499999999998,1.0,0.001677,0.002439417,153.0
data/classic/tsplib/u159.tsp,root-alpha8,43135.0,42738.0,397.0,0.2495945,0.255706833,0.006112333000000025,1.0,0.007198417,0.191904875,484.0
data/classic/tsplib/ulysses16.tsp,root-alpha8,6859.0,6859.0,0.0,0.001414792,0.002529916,0.001115124,0.0,0.001098125,0.0002195,134.0
data/classic/vlsi/vlsi/xqf131.tsp,root-alpha8,582.0,580.0,2.0,0.171179833,0.185100959,0.013921126000000006,1.0,0.009747417,0.147639084,577.0
data/classic/national/dj38.tsp,root-hybrid8,6656.0,6656.0,0.0,0.002272292,0.004246542,0.00197425,0.0,0.001944292,0.000796375,43.0
data/classic/national/qa194.tsp,root-hybrid8,9695.0,9679.0,16.0,0.598124458,0.618304875,0.02018041699999995,1.0,0.022924834,0.409060584,617.0
data/classic/national/wi29.tsp,root-hybrid8,27603.0,27603.0,0.0,0.0019035,0.003968666,0.0020651660000000002,0.0,0.002038833,0.000649542,71.0
data/classic/tsplib/att48.tsp,root-hybrid8,10648.0,10648.0,0.0,0.009596917,0.014739292,0.005142374999999999,0.0,0.004924125,0.005475791,214.0
data/classic/tsplib/bayg29.tsp,root-hybrid8,1610.0,1610.0,0.0,0.002360083,0.003841541,0.0014814580000000002,0.0,0.001467917,0.000851792,137.0
data/classic/tsplib/bays29.tsp,root-hybrid8,2020.0,2020.0,0.0,0.002626458,0.004273916,0.001647458,0.0,0.001665917,0.000893417,125.0
data/classic/tsplib/berlin52.tsp,root-hybrid8,7542.0,7542.0,0.0,0.004966833,0.008944458,0.003977625,0.0,0.003973583,0.002254583,57.0
data/classic/tsplib/bier127.tsp,root-hybrid8,120414.0,120136.0,278.0,0.142593708,0.155256625,0.012662916999999996,1.0,0.010909959,0.111318583,422.0
data/classic/tsplib/brazil58.tsp,root-hybrid8,25395.0,25395.0,0.0,0.015824125,0.019634625,0.003810499999999998,0.0,0.003846625,0.0091635,220.0
data/classic/tsplib/brg180.tsp,root-hybrid8,1960.0,1960.0,0.0,0.175002208,0.1850205,0.010018292000000012,0.0,0.007613042,0.152286875,334.0
