instance,Concorde:status,Concorde:wall_seconds,Concorde:result,Concorde:branches,P32:status,P32:successful_repeats,P32:result,PPS32:status,PPS32:successful_repeats,PPS32:result,result_match,P32:matches_reference,PPS32:matches_reference,P32:wall_vs_Concorde_relative_change,PPS32:wall_vs_Concorde_relative_change,P32:wall_seconds,PPS32:wall_seconds,relative_change:wall_seconds,P32:branches,PPS32:branches,relative_change:branches,P32:nodes_expanded,PPS32:nodes_expanded,P32:pruned_by_bound,PPS32:pruned_by_bound,P32:pruned_infeasible,PPS32:pruned_infeasible,P32:root_potential_iterations,PPS32:root_potential_iterations,P32:search_node_potential_update_candidates,PPS32:search_node_potential_update_candidates,P32:search_node_potential_updates_triggered,PPS32:search_node_potential_updates_triggered,P32:search_node_potential_updates_skipped_total,PPS32:search_node_potential_updates_skipped_total,relative_change:search_node_potential_updates_skipped_total,P32:search_node_potential_iterations,PPS32:search_node_potential_iterations,P32:search_node_potential_updates_skipped_budget_exhausted,PPS32:search_node_potential_updates_skipped_budget_exhausted,P32:search_node_potential_updates_skipped_depth_interval,PPS32:search_node_potential_updates_skipped_depth_interval,P32:search_node_potential_updates_skipped_gap_above_maximum,PPS32:search_node_potential_updates_skipped_gap_above_maximum,P32:search_node_potential_updates_skipped_gap_below_minimum,PPS32:search_node_potential_updates_skipped_gap_below_minimum,P32:search_node_potential_updates_skipped_invalid_state,PPS32:search_node_potential_updates_skipped_invalid_state,P32:search_node_potential_updates_skipped_numerically_unsafe,PPS32:search_node_potential_updates_skipped_numerically_unsafe,P32:search_node_potential_updates_skipped_strategy_none,PPS32:search_node_potential_updates_skipped_strategy_none,P32:search_node_potential_updates_skipped_update_depth_zero,PPS32:search_node_potential_updates_skipped_update_depth_zero,P32:search_node_potential_updates_skipped_zero_iteration_limit,PPS32:search_node_potential_updates_skipped_zero_iteration_limit,P32:search_node_potential_updates_skipped_zero_violation,PPS32:search_node_potential_updates_skipped_zero_violation
eil101.tsp,ok,0.07881497777998447,629.0,1.0,ok,1,629.0,ok,1,629.0,True,True,True,5.986287841349052,4.429298292702024,0.5506241209805012,0.42791002430021763,-0.22286364146518955,695.0,588.0,-0.15395683453237408,154.0,125.0,548.0,468.0,0.0,0.0,400.0,400.0,379.0,289.0,352.0,263.0,27.0,26.0,-0.03703703703703709,5416.0,4143.0,0.0,0.0,0.0,0.0,26.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
eil51.tsp,ok,0.05758170783519745,426.0,1.0,ok,1,426.0,ok,1,426.0,True,True,True,1.0216468982411304,0.926017851361832,0.11640988104045391,0.11090339720249176,-0.0473025467318241,429.0,411.0,-0.04195804195804198,135.0,130.0,298.0,284.0,51.0,47.0,400.0,400.0,411.0,376.0,411.0,376.0,0.0,0.0,0.0,6174.0,5604.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eil76.tsp,ok,0.038888582959771156,538.0,1.0,ok,1,538.0,ok,1,538.0,True,True,True,5.701447384056891,3.144601468262344,0.2606097925454378,0.16117767803370953,-0.3815363710647677,454.0,281.0,-0.3810572687224669,135.0,76.0,328.0,207.0,0.0,0.0,364.0,364.0,304.0,156.0,295.0,146.0,9.0,10.0,0.11111111111111116,5287.0,2603.0,0.0,0.0,0.0,0.0,9.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
fri26.tsp,ok,0.029480643570423126,937.0,1.0,ok,1,937.0,ok,1,937.0,True,True,True,-0.40002944279820307,-0.21964719187732584,0.017687518149614334,0.023005302995443344,0.3006518382538006,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,45.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gr120.tsp,ok,0.15989429503679276,6942.0,1.0,ok,1,6942.0,ok,1,6942.0,True,True,True,112.01531218836858,83.97295417300754,18.070503670722246,13.586690604686737,-0.24812883734392888,12407.0,11187.0,-0.09833158700733458,3833.0,3401.0,8620.0,7829.0,0.0,0.0,400.0,400.0,11445.0,10312.0,11321.0,10188.0,124.0,124.0,0.0,179449.0,158636.0,0.0,0.0,0.0,0.0,123.0,123.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
gr137.tsp,ok,0.33605039678514004,69853.0,1.0,ok,1,69853.0,ok,1,69853.0,True,True,True,207.6456273205473,243.05685701946433,70.11544584855437,82.01540363952518,0.16971949114713003,51113.0,66321.0,0.2975368301606245,17260.0,22562.0,34040.0,44039.0,0.0,1.0,400.0,400.0,47121.0,61154.0,47117.0,61147.0,4.0,7.0,0.75,768553.0,993404.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0
gr17.tsp,ok,0.018152451142668724,2085.0,1.0,ok,1,2085.0,ok,1,2085.0,True,True,True,-0.16739789131891636,0.1645070254310621,0.015113769099116325,0.02113865688443184,0.3986356907932236,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,34.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gr21.tsp,ok,0.008518075570464134,2707.0,1.0,ok,1,2707.0,ok,1,2707.0,True,True,True,-0.10659820555259258,0.1728089895994125,0.007610063999891281,0.00999007560312748,0.31274528088991094,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,22.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gr24.tsp,ok,0.013564003631472588,1272.0,1.0,ok,1,1272.0,ok,1,1272.0,True,True,True,0.05294187035394504,-0.16011356035241942,0.01428210735321045,0.011392222717404366,-0.20234301313779657,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gr48.tsp,ok,0.07694356888532639,5046.0,1.0,ok,1,5046.0,ok,1,5046.0,True,True,True,2.421143077531925,2.3415296085837864,0.2632349580526352,0.25710921362042427,-0.023271014144656488,1203.0,1459.0,0.21280133000831247,405.0,464.0,800.0,1000.0,0.0,0.0,334.0,334.0,1124.0,1309.0,1117.0,1302.0,7.0,7.0,0.0,17868.0,20272.0,0.0,0.0,0.0,0.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gr96.tsp,ok,0.20145457983016968,55209.0,1.0,ok,1,55209.0,ok,1,55209.0,True,True,True,15.163015358017685,16.20577302574643,3.2561134677380323,3.4661817755550146,0.06451504528277785,5119.0,5725.0,0.11838249658136357,1765.0,2044.0,3384.0,3716.0,0.0,1.0,319.0,319.0,4732.0,5199.0,4731.0,5199.0,1.0,0.0,-1.0,78352.0,90151.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
hk48.tsp,ok,0.03125464729964733,11461.0,1.0,ok,1,11461.0,ok,1,11461.0,True,True,True,0.17955172171916423,-0.005511060351397035,0.03686647303402424,0.031082401052117348,-0.15689246911601074,18.0,17.0,-0.05555555555555558,7.0,5.0,11.0,12.0,1.0,0.0,100.0,100.0,13.0,12.0,13.0,12.0,0.0,0.0,0.0,195.0,132.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
kroA100.tsp,ok,0.09304322861135006,21282.0,1.0,ok,1,21282.0,ok,1,21282.0,True,True,True,1134.1473085981813,1005.4477222956513,105.61777054145932,93.64314551092684,-0.113376991098595,406666.0,406316.0,-0.0008606571486182713,74929.0,74906.0,331874.0,331519.0,0.0,0.0,320.0,320.0,384981.0,384541.0,323504.0,323065.0,61477.0,61476.0,-1.626624591311021e-05,1648233.0,1691616.0,0.0,0.0,0.0,0.0,61476.0,61476.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
kroA150.tsp,ok,0.4707332830876112,26524.0,1.0,ok,1,26524.0,ok,1,26524.0,True,True,True,388.6648979924491,421.36568579607,183.42823673598468,198.82158593833447,0.08392028117517158,89949.0,99892.0,0.11054041734760811,28403.0,31982.0,61819.0,68244.0,0.0,0.0,400.0,400.0,86002.0,95579.0,85993.0,95571.0,9.0,8.0,-0.11111111111111116,1426112.0,1588549.0,0.0,0.0,0.0,0.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
kroB100.tsp,ok,0.1833615768700838,22141.0,1.0,ok,1,22141.0,ok,1,22141.0,True,True,True,142.9339148509698,142.63743482080528,26.3919495921582,26.337586546316743,-0.002059834407140859,29185.0,31476.0,0.07849922905602202,9814.0,10881.0,19473.0,20709.0,0.0,0.0,372.0,372.0,27449.0,29785.0,27443.0,29779.0,6.0,6.0,0.0,459387.0,505592.0,0.0,0.0,0.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
kroC100.tsp,ok,0.11923562549054623,20749.0,1.0,ok,1,20749.0,ok,1,20749.0,True,True,True,143.19338205892296,122.79556508601951,17.192988101392984,14.760841635987163,-0.1414615336823718,22282.0,20167.0,-0.0949196660981958,6636.0,5927.0,15700.0,14267.0,0.0,0.0,301.0,301.0,20676.0,18665.0,20664.0,18652.0,12.0,13.0,0.08333333333333326,306097.0,273167.0,0.0,0.0,0.0,0.0,12.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
kroD100.tsp,ok,0.14088797196745872,21294.0,1.0,ok,1,21294.0,ok,1,21294.0,True,True,True,107.28839825732489,115.32565362678189,15.256532818078995,16.38888542726636,0.07422083527690693,16514.0,18395.0,0.11390335472932067,5333.0,6015.0,11243.0,12441.0,0.0,0.0,378.0,378.0,15624.0,17371.0,15331.0,17077.0,293.0,294.0,0.0034129692832765013,248604.0,278508.0,0.0,0.0,0.0,0.0,292.0,292.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0
kroE100.tsp,ok,0.23537259548902512,22068.0,1.0,ok,1,22068.0,ok,1,22068.0,True,True,True,413.29850191548746,391.1368493653687,97.51451370306313,92.29826802201569,-0.053491992965592594,603657.0,615321.0,0.019322231002042445,109411.0,112258.0,494438.0,503226.0,1328.0,1332.0,729.0,729.0,556471.0,566844.0,465965.0,475903.0,90506.0,90941.0,0.004806311183788825,2157607.0,2330217.0,0.0,0.0,0.0,0.0,90506.0,90941.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lin105.tsp,ok,0.08077146671712399,14379.0,1.0,ok,1,14379.0,ok,1,14379.0,True,True,True,2.04037565759554,1.4520114000022737,0.24557560123503208,0.19805255718529224,-0.19351696101216975,81.0,73.0,-0.09876543209876543,26.0,26.0,55.0,47.0,0.0,0.0,333.0,333.0,51.0,41.0,51.0,41.0,0.0,0.0,0.0,779.0,750.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pr124.tsp,ok,0.4382678158581257,59030.0,1.0,ok,1,59030.0,ok,1,59030.0,True,True,True,9.747438428342111,7.995223313723562,4.710256366059184,3.9423168748617172,-0.16303560390704597,3749.0,3662.0,-0.02320618831688448,1387.0,1322.0,2374.0,2350.0,0.0,0.0,341.0,341.0,3497.0,3387.0,3497.0,3387.0,0.0,0.0,0.0,59072.0,55799.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pr144.tsp,ok,0.24983618780970573,58537.0,1.0,ok,1,58537.0,ok,1,58537.0,True,True,True,1190.2384268469175,1446.9303452383156,297.6144673358649,361.74539766833186,0.21548324215063674,175447.0,212872.0,0.21331228234167576,75900.0,94058.0,107786.0,129680.0,30.0,119.0,400.0,400.0,152770.0,183938.0,152750.0,183918.0,20.0,20.0,0.0,3157180.0,3865194.0,0.0,0.0,0.0,0.0,20.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pr76.tsp,ok,0.21514095552265644,108159.0,1.0,ok,1,108159.0,ok,1,108159.0,True,True,True,3778.690218042191,3470.6548863643025,813.1661650892347,746.8951494973153,-0.08149750744320139,2709624.0,2722053.0,0.0045869832862419635,681902.0,684959.0,2032234.0,2040844.0,103.0,90.0,361.0,361.0,2519825.0,2529417.0,2286985.0,2296577.0,232840.0,232840.0,0.0,24908798.0,25060203.0,0.0,0.0,0.0,0.0,232840.0,232840.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rat195.tsp,ok,2.86149631254375,2323.0,3.0,ok,1,2323.0,ok,1,2323.0,True,True,True,439.47998241384715,513.8967226128898,1260.4318454265594,1473.3750730976462,0.1689446584864902,315708.0,403330.0,0.277541272314924,111928.0,142677.0,205946.0,263092.0,6.0,7.0,400.0,400.0,300400.0,382670.0,300390.0,382660.0,10.0,10.0,0.0,5480655.0,6972415.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rat99.tsp,ok,1.160699475556612,1211.0,1.0,ok,1,1211.0,ok,1,1211.0,True,True,True,-0.6720143141592231,-0.7363971630869699,0.38069281354546547,0.30596367456018925,-0.1962977401367506,412.0,285.0,-0.308252427184466,139.0,83.0,277.0,205.0,0.0,0.0,400.0,400.0,345.0,207.0,345.0,207.0,0.0,0.0,0.0,5741.0,3397.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rd100.tsp,ok,0.0784916877746582,7910.0,1.0,ok,1,7910.0,ok,1,7910.0,True,True,True,6.478038915323585,4.644120119495289,0.5869638957083225,0.44301651418209076,-0.24524060607258014,507.0,372.0,-0.26627218934911245,161.0,113.0,347.0,259.0,0.0,0.0,400.0,400.0,376.0,279.0,364.0,268.0,12.0,11.0,-0.08333333333333337,6292.0,4563.0,0.0,0.0,0.0,0.0,11.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
st70.tsp,ok,0.07140777260065079,675.0,1.0,ok,1,675.0,ok,1,675.0,True,True,True,5.13420428687289,5.0715425165342625,0.4380298648029566,0.43355532735586166,-0.010215142406118205,977.0,995.0,0.0184237461617196,329.0,295.0,657.0,706.0,0.0,0.0,361.0,361.0,857.0,883.0,855.0,881.0,2.0,2.0,0.0,15183.0,14706.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
swiss42.tsp,ok,0.03386518731713295,1273.0,1.0,ok,1,1273.0,ok,1,1273.0,True,True,True,-0.321571462091077,-0.03371377322353364,0.02297510951757431,0.03272346407175064,0.4243006783806422,5.0,6.0,0.19999999999999996,3.0,3.0,3.0,3.0,3.0,5.0,100.0,100.0,3.0,2.0,3.0,2.0,0.0,0.0,0.0,67.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
u159.tsp,ok,0.12093745544552803,42080.0,1.0,ok,1,42080.0,ok,1,42080.0,True,True,True,2743.8951052894104,2120.85030326454,331.96062949858606,256.61117651313543,-0.226983100674508,190887.0,159827.0,-0.16271406643721154,60228.0,50829.0,131295.0,109516.0,0.0,0.0,400.0,400.0,177281.0,149167.0,177251.0,149137.0,30.0,30.0,0.0,2803552.0,2365498.0,0.0,0.0,0.0,0.0,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ulysses16.tsp,ok,0.03193540312349796,6859.0,1.0,ok,1,6859.0,ok,1,6859.0,True,True,True,-0.3782357254854408,-0.12640099797091764,0.019856292754411697,0.02789873629808426,0.4050324823039124,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,38.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
wi29.tsp,ok,0.04551754333078861,27603.0,1.0,ok,1,27603.0,ok,1,27603.0,True,True,True,-0.7553570818402962,-0.3719896984271216,0.011135544627904892,0.028585486114025116,1.5670487676365554,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,58.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bier127.tsp,ok,0.1989000365138054,118282.0,1.0,timeout,0,,ok,1,118282.0,,,True,,5375.20453608045,,1069.3272785320878,,,902147.0,,,274747.0,,629778.0,,0.0,,729.0,,808947.0,,808908.0,,39.0,,,12751318.0,,0.0,,0.0,,38.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,1.0
brg180.tsp,ok,0.18208833783864975,1950.0,1.0,timeout,0,,timeout,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d198.tsp,ok,0.9902167804539204,15780.0,3.0,timeout,0,,timeout,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kroB150.tsp,ok,0.46501733362674713,26130.0,1.0,timeout,0,,timeout,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pr107.tsp,ok,0.15831930935382843,44303.0,1.0,timeout,0,,timeout,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pr136.tsp,ok,0.5037562884390354,96772.0,1.0,timeout,0,,timeout,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pr152.tsp,ok,0.8909101411700249,73682.0,1.0,timeout,0,,timeout,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qa194.tsp,ok,0.48868450708687305,9352.0,1.0,timeout,0,,timeout,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
si175.tsp,ok,1.865148700773716,21407.0,3.0,timeout,0,,timeout,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
xqf131.tsp,ok,0.36307481303811073,564.0,1.0,timeout,0,,timeout,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
