instance,Concorde:status,Concorde:wall_seconds,Concorde:result,Concorde:branches,PPS32:status,PPS32:successful_repeats,PPS32:result,PS-PS32:status,PS-PS32:successful_repeats,PS-PS32:result,result_match,PPS32:matches_reference,PS-PS32:matches_reference,PPS32:wall_vs_Concorde_relative_change,PS-PS32:wall_vs_Concorde_relative_change,PPS32:wall_seconds,PS-PS32:wall_seconds,relative_change:wall_seconds,PPS32:branches,PS-PS32:branches,relative_change:branches,PPS32:nodes_expanded,PS-PS32:nodes_expanded,PPS32:pruned_by_bound,PS-PS32:pruned_by_bound,PPS32:pruned_infeasible,PS-PS32:pruned_infeasible,PPS32:root_potential_iterations,PS-PS32:root_potential_iterations,PPS32:search_node_potential_update_candidates,PS-PS32:search_node_potential_update_candidates,PPS32:search_node_potential_updates_triggered,PS-PS32:search_node_potential_updates_triggered,PPS32:search_node_potential_updates_skipped_total,PS-PS32:search_node_potential_updates_skipped_total,relative_change:search_node_potential_updates_skipped_total,PPS32:search_node_potential_iterations,PS-PS32:search_node_potential_iterations,PPS32:search_node_potential_updates_skipped_budget_exhausted,PS-PS32:search_node_potential_updates_skipped_budget_exhausted,PPS32:search_node_potential_updates_skipped_depth_interval,PS-PS32:search_node_potential_updates_skipped_depth_interval,PPS32:search_node_potential_updates_skipped_gap_above_maximum,PS-PS32:search_node_potential_updates_skipped_gap_above_maximum,PPS32:search_node_potential_updates_skipped_gap_below_minimum,PS-PS32:search_node_potential_updates_skipped_gap_below_minimum,PPS32:search_node_potential_updates_skipped_invalid_state,PS-PS32:search_node_potential_updates_skipped_invalid_state,PPS32:search_node_potential_updates_skipped_numerically_unsafe,PS-PS32:search_node_potential_updates_skipped_numerically_unsafe,PPS32:search_node_potential_updates_skipped_strategy_none,PS-PS32:search_node_potential_updates_skipped_strategy_none,PPS32:search_node_potential_updates_skipped_update_depth_zero,PS-PS32:search_node_potential_updates_skipped_update_depth_zero,PPS32:search_node_potential_updates_skipped_zero_iteration_limit,PS-PS32:search_node_potential_updates_skipped_zero_iteration_limit,PPS32:search_node_potential_updates_skipped_zero_violation,PS-PS32:search_node_potential_updates_skipped_zero_violation
dj38.tsp,ok,0.03762975335121155,6656.0,1.0,ok,1,6656.0,ok,1,6656.0,True,True,True,-0.5815692455123966,-0.1348287721410214,0.01574544608592987,0.03255617991089821,1.0676568788984904,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,32.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eil101.tsp,ok,0.07881497777998447,629.0,1.0,ok,1,629.0,ok,1,629.0,True,True,True,4.429298292702024,60.63379310734367,0.42791002430021763,4.8576660342514515,10.352073469639867,588.0,5915.0,9.05952380952381,125.0,1737.0,468.0,4218.0,0.0,0.0,400.0,400.0,289.0,5210.0,263.0,5145.0,26.0,65.0,1.5,4143.0,79837.0,0.0,0.0,0.0,0.0,26.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
eil51.tsp,ok,0.05758170783519745,426.0,1.0,ok,1,426.0,ok,1,426.0,True,True,True,0.926017851361832,1.541978014840164,0.11090339720249176,0.14637143537402153,0.31981020479265254,411.0,576.0,0.4014598540145986,130.0,190.0,284.0,391.0,47.0,31.0,400.0,400.0,376.0,532.0,376.0,532.0,0.0,0.0,0.0,5604.0,8052.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eil76.tsp,ok,0.038888582959771156,538.0,1.0,ok,1,538.0,ok,1,538.0,True,True,True,3.144601468262344,21.197272804212673,0.16117767803370953,0.8632204849272966,4.35570741220604,281.0,1815.0,5.459074733096085,76.0,578.0,207.0,1248.0,0.0,0.0,364.0,400.0,156.0,1651.0,146.0,1642.0,10.0,9.0,-0.09999999999999998,2603.0,25896.0,0.0,0.0,0.0,0.0,9.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
fri26.tsp,ok,0.029480643570423126,937.0,1.0,ok,1,937.0,ok,1,937.0,True,True,True,-0.21964719187732584,-0.22615417664415283,0.023005302995443344,0.022813472896814346,-0.00833851650060835,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,45.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gr120.tsp,ok,0.15989429503679276,6942.0,1.0,ok,1,6942.0,ok,1,6942.0,True,True,True,83.97295417300754,2246.6780630562475,13.586690604686737,359.39089936204255,25.45168789212514,11187.0,328046.0,28.323858049521768,3401.0,100726.0,7829.0,228647.0,0.0,0.0,400.0,800.0,10312.0,308352.0,10188.0,308286.0,124.0,66.0,-0.467741935483871,158636.0,4915569.0,0.0,0.0,0.0,0.0,123.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
gr137.tsp,ok,0.33605039678514004,69853.0,1.0,ok,1,69853.0,ok,1,69853.0,True,True,True,243.05685701946433,184.1186538811041,82.01540363952518,62.20919708907604,-0.24149373985283973,66321.0,50032.0,-0.24560847996863744,22562.0,17063.0,44039.0,33171.0,1.0,4.0,400.0,400.0,61154.0,46105.0,61147.0,46098.0,7.0,7.0,0.0,993404.0,753302.0,0.0,0.0,0.0,0.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0
gr17.tsp,ok,0.018152451142668724,2085.0,1.0,ok,1,2085.0,ok,1,2085.0,True,True,True,0.1645070254310621,0.29531231930805557,0.02113865688443184,0.02351309359073639,0.11232675374248924,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,34.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gr21.tsp,ok,0.008518075570464134,2707.0,1.0,ok,1,2707.0,ok,1,2707.0,True,True,True,0.1728089895994125,0.8054755771076425,0.00999007560312748,0.015379177406430244,0.5394455475007276,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,22.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gr24.tsp,ok,0.013564003631472588,1272.0,1.0,ok,1,1272.0,ok,1,1272.0,True,True,True,-0.16011356035241942,0.11582027154458752,0.011392222717404366,0.015134990215301514,0.32853707224132545,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gr48.tsp,ok,0.07694356888532639,5046.0,1.0,ok,1,5046.0,ok,1,5046.0,True,True,True,2.3415296085837864,3.793523669698759,0.25710921362042427,0.368830818682909,0.43452976067758375,1459.0,3285.0,1.251542152159013,464.0,931.0,1000.0,2360.0,0.0,0.0,334.0,389.0,1309.0,2968.0,1302.0,2637.0,7.0,331.0,46.285714285714285,20272.0,31210.0,0.0,0.0,0.0,0.0,7.0,331.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gr96.tsp,ok,0.20145457983016968,55209.0,1.0,ok,1,55209.0,ok,1,55209.0,True,True,True,16.20577302574643,21.376939418411542,3.4661817755550146,4.507936928421259,0.3005483325234539,5725.0,7508.0,0.31144104803493455,2044.0,2633.0,3716.0,4929.0,1.0,2.0,319.0,395.0,5199.0,6920.0,5199.0,6919.0,0.0,1.0,,90151.0,116739.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
hk48.tsp,ok,0.03125464729964733,11461.0,1.0,ok,1,11461.0,ok,1,11461.0,True,True,True,-0.005511060351397035,0.4542934619076575,0.031082401052117348,0.045453429222106934,0.4623525752046309,17.0,8.0,-0.5294117647058824,5.0,3.0,12.0,5.0,0.0,0.0,100.0,100.0,12.0,6.0,12.0,6.0,0.0,0.0,0.0,132.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
kroA100.tsp,ok,0.09304322861135006,21282.0,1.0,ok,1,21282.0,ok,1,21282.0,True,True,True,1005.4477222956513,1695.3367978385259,93.64314551092684,157.83265248313546,0.6854693594708285,406316.0,802021.0,0.9738848580907471,74906.0,140484.0,331519.0,661668.0,0.0,0.0,320.0,800.0,384541.0,762490.0,323065.0,637206.0,61476.0,125284.0,1.0379335025050427,1691616.0,2961931.0,0.0,0.0,0.0,0.0,61476.0,125283.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
kroA150.tsp,ok,0.4707332830876112,26524.0,1.0,ok,1,26524.0,ok,1,26524.0,True,True,True,421.36568579607,430.55262800034666,198.82158593833447,203.14618540368974,0.021751156671170335,99892.0,108659.0,0.0877647859688464,31982.0,33659.0,68244.0,75347.0,0.0,0.0,400.0,400.0,95579.0,103058.0,95571.0,103058.0,8.0,0.0,-1.0,1588549.0,1676975.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
kroB100.tsp,ok,0.1833615768700838,22141.0,1.0,ok,1,22141.0,ok,1,22141.0,True,True,True,142.63743482080528,297.26191076716356,26.337586546316743,54.68977427855134,1.0764914880251086,31476.0,68354.0,1.1716228237387214,10881.0,23090.0,20709.0,45442.0,0.0,0.0,372.0,400.0,29785.0,63556.0,29779.0,63554.0,6.0,2.0,-0.6666666666666667,505592.0,1055735.0,0.0,0.0,0.0,0.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
kroC100.tsp,ok,0.11923562549054623,20749.0,1.0,ok,1,20749.0,ok,1,20749.0,True,True,True,122.79556508601951,127.05070653219283,14.760841635987163,15.268206087872386,0.03437232539967505,20167.0,22086.0,0.0951554519760005,5927.0,6695.0,14267.0,15428.0,0.0,0.0,301.0,372.0,18665.0,20736.0,18652.0,20191.0,13.0,545.0,40.92307692307692,273167.0,285061.0,0.0,0.0,0.0,0.0,12.0,545.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
kroD100.tsp,ok,0.14088797196745872,21294.0,1.0,ok,1,21294.0,ok,1,21294.0,True,True,True,115.32565362678189,20.56331799611347,16.38888542726636,3.0380121413618326,-0.8146297284922464,18395.0,3202.0,-0.8259309594998641,6015.0,1041.0,12441.0,2169.0,0.0,0.0,378.0,400.0,17371.0,2884.0,17077.0,2848.0,294.0,36.0,-0.8775510204081632,278508.0,45924.0,0.0,0.0,0.0,0.0,292.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0
kroE100.tsp,ok,0.23537259548902512,22068.0,1.0,ok,1,22068.0,ok,1,22068.0,True,True,True,391.1368493653687,415.19561716207136,92.29826802201569,97.96104264259338,0.061352988977290135,615321.0,643602.0,0.04596137625727059,112258.0,116727.0,503226.0,527070.0,1332.0,1372.0,729.0,721.0,566844.0,589948.0,475903.0,496768.0,90941.0,93180.0,0.024620358254252794,2330217.0,2391216.0,0.0,0.0,0.0,0.0,90941.0,93180.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lin105.tsp,ok,0.08077146671712399,14379.0,1.0,ok,1,14379.0,ok,1,14379.0,True,True,True,1.4520114000022737,1.681838566413301,0.19805255718529224,0.21661603450775146,0.09373005623498099,73.0,60.0,-0.17808219178082196,26.0,19.0,47.0,41.0,0.0,0.0,333.0,348.0,41.0,38.0,41.0,38.0,0.0,0.0,0.0,750.0,586.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pr124.tsp,ok,0.4382678158581257,59030.0,1.0,ok,1,59030.0,ok,1,59030.0,True,True,True,7.995223313723562,9.779597805023231,3.9423168748617172,4.724350785836577,0.19836911537008084,3662.0,4366.0,0.1922446750409612,1322.0,1574.0,2350.0,2795.0,0.0,0.0,341.0,387.0,3387.0,4030.0,3387.0,4030.0,0.0,0.0,0.0,55799.0,66427.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pr144.tsp,ok,0.24983618780970573,58537.0,1.0,ok,1,58537.0,ok,1,58537.0,True,True,True,1446.9303452383156,31.128960412386263,361.74539766833186,8.026976987719536,-0.9778104240179467,212872.0,4967.0,-0.9766667293021158,94058.0,2193.0,129680.0,2994.0,119.0,1.0,400.0,400.0,183938.0,4305.0,183918.0,4305.0,20.0,0.0,-1.0,3865194.0,89506.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pr76.tsp,ok,0.21514095552265644,108159.0,1.0,ok,1,108159.0,ok,1,108159.0,True,True,True,3470.6548863643025,1706.194943909687,746.8951494973153,367.2875514961779,-0.508247507373191,2722053.0,1023600.0,-0.6239602976136027,684959.0,291119.0,2040844.0,734470.0,90.0,75.0,361.0,400.0,2529417.0,950077.0,2296577.0,893464.0,232840.0,56613.0,-0.7568587871499742,25060203.0,11776383.0,0.0,0.0,0.0,0.0,232840.0,56613.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rat195.tsp,ok,2.86149631254375,2323.0,3.0,ok,1,2323.0,ok,1,2323.0,True,True,True,513.8967226128898,380.4641785735535,1473.3750730976462,1091.558340355754,-0.2591442869595689,403330.0,308237.0,-0.23576971710510009,142677.0,109889.0,263092.0,200324.0,7.0,12.0,400.0,400.0,382670.0,293251.0,382660.0,293242.0,10.0,9.0,-0.09999999999999998,6972415.0,5348515.0,0.0,0.0,0.0,0.0,10.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rat99.tsp,ok,1.160699475556612,1211.0,1.0,ok,1,1211.0,ok,1,1211.0,True,True,True,-0.7363971630869699,-0.8262899012848335,0.30596367456018925,0.20162522047758102,-0.34101582232789773,285.0,69.0,-0.7578947368421053,83.0,22.0,205.0,50.0,0.0,0.0,400.0,400.0,207.0,43.0,207.0,43.0,0.0,0.0,0.0,3397.0,840.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rd100.tsp,ok,0.0784916877746582,7910.0,1.0,ok,1,7910.0,ok,1,7910.0,True,True,True,4.644120119495289,14.673619261211416,0.44301651418209076,1.2302488293498755,1.776981873059957,372.0,1546.0,3.155913978494624,113.0,462.0,259.0,1089.0,0.0,1.0,400.0,400.0,279.0,1360.0,268.0,1348.0,11.0,12.0,0.09090909090909083,4563.0,20409.0,0.0,0.0,0.0,0.0,11.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
st70.tsp,ok,0.07140777260065079,675.0,1.0,ok,1,675.0,ok,1,675.0,True,True,True,5.0715425165342625,6.552455664219477,0.43355532735586166,0.5393040366470814,0.24391052910398514,995.0,1294.0,0.300502512562814,295.0,388.0,706.0,915.0,0.0,0.0,361.0,400.0,883.0,1175.0,881.0,1173.0,2.0,2.0,0.0,14706.0,19024.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
swiss42.tsp,ok,0.03386518731713295,1273.0,1.0,ok,1,1273.0,ok,1,1273.0,True,True,True,-0.03371377322353364,-0.0214674097478752,0.03272346407175064,0.03313818946480751,0.012673639690086835,6.0,7.0,0.16666666666666674,3.0,3.0,3.0,5.0,5.0,1.0,100.0,100.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,64.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
u159.tsp,ok,0.12093745544552803,42080.0,1.0,ok,1,42080.0,ok,1,42080.0,True,True,True,2120.85030326454,600.5467635728683,256.61117651313543,72.74953491799533,-0.7164989619449742,159827.0,39831.0,-0.7507867882147572,50829.0,13821.0,109516.0,26138.0,0.0,0.0,400.0,400.0,149167.0,37361.0,149137.0,37273.0,30.0,88.0,1.9333333333333331,2365498.0,640980.0,0.0,0.0,0.0,0.0,30.0,86.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
ulysses16.tsp,ok,0.03193540312349796,6859.0,1.0,ok,1,6859.0,ok,1,6859.0,True,True,True,-0.12640099797091764,-0.21230999553285768,0.02789873629808426,0.025155197829008102,-0.09833916632505502,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,38.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
wi29.tsp,ok,0.04551754333078861,27603.0,1.0,ok,1,27603.0,ok,1,27603.0,True,True,True,-0.3719896984271216,-0.6251469848338864,0.028585486114025116,0.017062388360500336,-0.4031100855714017,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,58.0,85.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
brg180.tsp,ok,0.18208833783864975,1950.0,1.0,timeout,0,,timeout,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d198.tsp,ok,0.9902167804539204,15780.0,3.0,timeout,0,,timeout,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kroB150.tsp,ok,0.46501733362674713,26130.0,1.0,timeout,0,,timeout,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pr107.tsp,ok,0.15831930935382843,44303.0,1.0,timeout,0,,timeout,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pr136.tsp,ok,0.5037562884390354,96772.0,1.0,timeout,0,,timeout,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pr152.tsp,ok,0.8909101411700249,73682.0,1.0,timeout,0,,timeout,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qa194.tsp,ok,0.48868450708687305,9352.0,1.0,timeout,0,,timeout,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
