instance,Concorde:status,Concorde:wall_seconds,Concorde:result,Concorde:branches,PSD-PSD32:status,PSD-PSD32:successful_repeats,PSD-PSD32:result,hybrid-reverse:status,hybrid-reverse:successful_repeats,hybrid-reverse:result,result_match,PSD-PSD32:matches_reference,hybrid-reverse:matches_reference,PSD-PSD32:wall_vs_Concorde_relative_change,hybrid-reverse:wall_vs_Concorde_relative_change,PSD-PSD32:wall_seconds,hybrid-reverse:wall_seconds,relative_change:wall_seconds,PSD-PSD32:branches,hybrid-reverse:branches,relative_change:branches,PSD-PSD32:nodes_expanded,hybrid-reverse:nodes_expanded,PSD-PSD32:pruned_by_bound,hybrid-reverse:pruned_by_bound,PSD-PSD32:pruned_infeasible,hybrid-reverse:pruned_infeasible,PSD-PSD32:root_potential_iterations,hybrid-reverse:root_potential_iterations,PSD-PSD32:search_node_potential_update_candidates,hybrid-reverse:search_node_potential_update_candidates,PSD-PSD32:search_node_potential_updates_triggered,hybrid-reverse:search_node_potential_updates_triggered,PSD-PSD32:search_node_potential_updates_skipped_total,hybrid-reverse:search_node_potential_updates_skipped_total,relative_change:search_node_potential_updates_skipped_total,PSD-PSD32:search_node_potential_iterations,hybrid-reverse:search_node_potential_iterations,PSD-PSD32:search_node_potential_updates_skipped_budget_exhausted,hybrid-reverse:search_node_potential_updates_skipped_budget_exhausted,PSD-PSD32:search_node_potential_updates_skipped_depth_interval,hybrid-reverse:search_node_potential_updates_skipped_depth_interval,PSD-PSD32:search_node_potential_updates_skipped_gap_above_maximum,hybrid-reverse:search_node_potential_updates_skipped_gap_above_maximum,PSD-PSD32:search_node_potential_updates_skipped_gap_below_minimum,hybrid-reverse:search_node_potential_updates_skipped_gap_below_minimum,PSD-PSD32:search_node_potential_updates_skipped_invalid_state,hybrid-reverse:search_node_potential_updates_skipped_invalid_state,PSD-PSD32:search_node_potential_updates_skipped_numerically_unsafe,hybrid-reverse:search_node_potential_updates_skipped_numerically_unsafe,PSD-PSD32:search_node_potential_updates_skipped_strategy_none,hybrid-reverse:search_node_potential_updates_skipped_strategy_none,PSD-PSD32:search_node_potential_updates_skipped_update_depth_zero,hybrid-reverse:search_node_potential_updates_skipped_update_depth_zero,PSD-PSD32:search_node_potential_updates_skipped_zero_iteration_limit,hybrid-reverse:search_node_potential_updates_skipped_zero_iteration_limit,PSD-PSD32:search_node_potential_updates_skipped_zero_violation,hybrid-reverse:search_node_potential_updates_skipped_zero_violation
att48.tsp,ok,0.08958465978503227,10628.0,1.0,ok,1,10628.0,ok,1,10628.0,True,True,True,-0.4932716847462204,-0.5467292109735737,0.04539508372545242,0.04060610942542553,-0.10549543930771033,36.0,32.0,-0.11111111111111116,13.0,11.0,23.0,21.0,0.0,0.0,100.0,210.0,33.0,19.0,33.0,19.0,0.0,0.0,0.0,504.0,356.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bayg29.tsp,ok,0.023851288482546806,1610.0,1.0,ok,1,1610.0,ok,1,1610.0,True,True,True,0.07361611575046534,-0.27863283452803,0.02560712769627571,0.017205536365509033,-0.3280958110732818,3.0,3.0,0.0,1.0,1.0,2.0,2.0,1.0,1.0,100.0,127.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bays29.tsp,ok,0.04078455828130245,2020.0,1.0,ok,1,2020.0,ok,1,2020.0,True,True,True,-0.5385454805692518,-0.2982100464453783,0.01882021874189377,0.02862219326198101,0.520821498119364,12.0,11.0,-0.08333333333333337,3.0,3.0,8.0,6.0,3.0,3.0,100.0,125.0,10.0,8.0,10.0,8.0,0.0,0.0,0.0,93.0,87.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
berlin52.tsp,ok,0.05695320665836334,7542.0,1.0,ok,1,7542.0,ok,1,7542.0,True,True,True,-0.2657716443859537,-0.47719920383352976,0.04181665927171707,0.029775181785225868,-0.2879588588903734,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,21.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
brazil58.tsp,ok,0.09078448079526424,25395.0,1.0,ok,1,25395.0,ok,1,25395.0,True,True,True,-0.4701168437203571,-0.25515462833497404,0.04810516722500324,0.067620400339365,0.4056785214586778,17.0,36.0,1.1176470588235294,5.0,11.0,12.0,25.0,0.0,1.0,100.0,190.0,16.0,30.0,16.0,30.0,0.0,0.0,0.0,281.0,442.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
burma14.tsp,ok,0.023742059245705605,3323.0,1.0,ok,1,3323.0,ok,1,3323.0,True,True,True,-0.7731789182233978,-0.6537369980169335,0.005385199561715126,0.008220996707677841,0.5265909115278071,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,21.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ch130.tsp,ok,0.18499169498682022,6110.0,1.0,ok,1,6110.0,ok,1,6110.0,True,True,True,4900.016349865168,9378.945144450085,906.6473217196763,1735.2119511552155,0.9138775459723034,578298.0,1149734.0,0.9881341453714174,186453.0,368633.0,393788.0,785204.0,0.0,3.0,400.0,586.0,550509.0,1090625.0,550488.0,1090594.0,21.0,31.0,0.4761904761904763,9007739.0,17677823.0,0.0,0.0,0.0,0.0,19.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0
ch150.tsp,ok,0.3328863438218832,6528.0,1.0,ok,1,6528.0,ok,1,6528.0,True,True,True,254.8578137686346,1156.2084709906856,85.17157216370106,385.2188969478011,3.5228576526379545,43137.0,185347.0,3.296705844170897,13504.0,57361.0,29782.0,128620.0,0.0,0.0,400.0,616.0,41237.0,178853.0,41217.0,178817.0,20.0,36.0,0.8,665531.0,2871263.0,0.0,0.0,0.0,0.0,19.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
dantzig42.tsp,ok,0.043297743424773216,699.0,1.0,ok,1,699.0,ok,1,699.0,True,True,True,-0.2912168176455807,-0.08107596292910668,0.030688712373375893,0.03978733718395233,0.296481152414527,4.0,6.0,0.5,1.0,1.0,3.0,5.0,0.0,0.0,100.0,201.0,2.0,5.0,2.0,5.0,0.0,0.0,0.0,15.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dj38.tsp,ok,0.03762975335121155,6656.0,1.0,ok,1,6656.0,ok,1,6656.0,True,True,True,-0.48191737384617217,-0.3227350126124129,0.019495321437716484,0.025485314428806305,0.30725284577772194,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,25.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
