instance,Concorde:status,Concorde:wall_seconds,Concorde:result,Concorde:branches,PPSD32:status,PPSD32:successful_repeats,PPSD32:result,PS-PS16:status,PS-PS16:successful_repeats,PS-PS16:result,result_match,PPSD32:matches_reference,PS-PS16:matches_reference,PPSD32:wall_vs_Concorde_relative_change,PS-PS16:wall_vs_Concorde_relative_change,PPSD32:wall_seconds,PS-PS16:wall_seconds,relative_change:wall_seconds,PPSD32:branches,PS-PS16:branches,relative_change:branches,PPSD32:nodes_expanded,PS-PS16:nodes_expanded,PPSD32:pruned_by_bound,PS-PS16:pruned_by_bound,PPSD32:pruned_infeasible,PS-PS16:pruned_infeasible,PPSD32:root_potential_iterations,PS-PS16:root_potential_iterations,PPSD32:search_node_potential_update_candidates,PS-PS16:search_node_potential_update_candidates,PPSD32:search_node_potential_updates_triggered,PS-PS16:search_node_potential_updates_triggered,PPSD32:search_node_potential_updates_skipped_total,PS-PS16:search_node_potential_updates_skipped_total,relative_change:search_node_potential_updates_skipped_total,PPSD32:search_node_potential_iterations,PS-PS16:search_node_potential_iterations,PPSD32:search_node_potential_updates_skipped_budget_exhausted,PS-PS16:search_node_potential_updates_skipped_budget_exhausted,PPSD32:search_node_potential_updates_skipped_depth_interval,PS-PS16:search_node_potential_updates_skipped_depth_interval,PPSD32:search_node_potential_updates_skipped_gap_above_maximum,PS-PS16:search_node_potential_updates_skipped_gap_above_maximum,PPSD32:search_node_potential_updates_skipped_gap_below_minimum,PS-PS16:search_node_potential_updates_skipped_gap_below_minimum,PPSD32:search_node_potential_updates_skipped_invalid_state,PS-PS16:search_node_potential_updates_skipped_invalid_state,PPSD32:search_node_potential_updates_skipped_numerically_unsafe,PS-PS16:search_node_potential_updates_skipped_numerically_unsafe,PPSD32:search_node_potential_updates_skipped_strategy_none,PS-PS16:search_node_potential_updates_skipped_strategy_none,PPSD32:search_node_potential_updates_skipped_update_depth_zero,PS-PS16:search_node_potential_updates_skipped_update_depth_zero,PPSD32:search_node_potential_updates_skipped_zero_iteration_limit,PS-PS16:search_node_potential_updates_skipped_zero_iteration_limit,PPSD32:search_node_potential_updates_skipped_zero_violation,PS-PS16:search_node_potential_updates_skipped_zero_violation
eil101.tsp,ok,0.07881497777998447,629.0,1.0,ok,1,629.0,ok,1,629.0,True,True,True,5.761656648855711,88.34324252639271,0.5329198185354471,7.041585674509406,12.213217879306614,789.0,11690.0,13.816223067173638,195.0,3795.0,604.0,7993.0,0.0,0.0,400.0,400.0,417.0,10699.0,390.0,10635.0,27.0,64.0,1.3703703703703702,6613.0,103185.0,0.0,0.0,0.0,0.0,26.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
eil51.tsp,ok,0.05758170783519745,426.0,1.0,ok,1,426.0,ok,1,426.0,True,True,True,1.0286548361477266,1.2425559158676096,0.11681341007351875,0.12913019955158234,0.10543985891955199,369.0,791.0,1.143631436314363,113.0,263.0,258.0,533.0,49.0,32.0,400.0,400.0,343.0,730.0,342.0,730.0,1.0,0.0,-1.0,5109.0,6467.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
eil76.tsp,ok,0.038888582959771156,538.0,1.0,ok,1,538.0,ok,1,538.0,True,True,True,3.8779305100274932,21.230598507559268,0.189695805311203,0.8645164743065834,3.5573831898302233,309.0,2612.0,7.453074433656958,82.0,869.0,233.0,1772.0,0.0,0.0,364.0,400.0,179.0,2382.0,170.0,2371.0,9.0,11.0,0.22222222222222232,3030.0,22675.0,0.0,0.0,0.0,0.0,9.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
fri26.tsp,ok,0.029480643570423126,937.0,1.0,ok,1,937.0,ok,1,937.0,True,True,True,-0.060815616055802324,-0.16080133693049348,0.027687760069966316,0.02474011667072773,-0.10646016116110368,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,45.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gr120.tsp,ok,0.15989429503679276,6942.0,1.0,ok,1,6942.0,ok,1,6942.0,True,True,True,76.64249609832396,1475.6390307790784,12.414592178538442,236.10615685023367,18.01843841945924,9979.0,314985.0,30.564786050706484,2993.0,100794.0,7011.0,216976.0,0.0,0.0,400.0,800.0,9098.0,293371.0,8974.0,293324.0,124.0,47.0,-0.6209677419354839,139975.0,2685178.0,0.0,0.0,0.0,0.0,123.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
gr137.tsp,ok,0.33605039678514004,69853.0,1.0,ok,1,69853.0,ok,1,69853.0,True,True,True,224.1739842151084,316.89184039505034,75.66980674117804,106.82767909951508,0.41176096121019357,60544.0,126184.0,1.0841701902748415,20594.0,44575.0,40220.0,82645.0,0.0,2.0,400.0,400.0,55913.0,116138.0,55907.0,116131.0,6.0,7.0,0.16666666666666674,918774.0,1086697.0,0.0,0.0,0.0,0.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0
gr17.tsp,ok,0.018152451142668724,2085.0,1.0,ok,1,2085.0,ok,1,2085.0,True,True,True,0.19847595660078987,0.46271544379916807,0.021755276247859,0.0265518706291914,0.22047958971812376,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,34.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gr21.tsp,ok,0.008518075570464134,2707.0,1.0,ok,1,2707.0,ok,1,2707.0,True,True,True,0.641851152837666,0.9832131633919783,0.013985412195324898,0.016893159598112106,0.20791288538204267,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,22.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gr24.tsp,ok,0.013564003631472588,1272.0,1.0,ok,1,1272.0,ok,1,1272.0,True,True,True,0.008241145194139321,-0.6244253904667034,0.013675786554813385,0.005094295367598534,-0.6274952561463074,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gr48.tsp,ok,0.07694356888532639,5046.0,1.0,ok,1,5046.0,ok,1,5046.0,True,True,True,1.5771063496356366,4.7023603756336065,0.19829175993800163,0.43875995837152004,1.2126988963570837,940.0,4375.0,3.6542553191489358,315.0,1335.0,627.0,3067.0,0.0,4.0,334.0,389.0,861.0,3982.0,853.0,3651.0,8.0,331.0,40.375,13858.0,29496.0,0.0,0.0,0.0,0.0,7.0,331.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
gr96.tsp,ok,0.20145457983016968,55209.0,1.0,ok,1,55209.0,ok,1,55209.0,True,True,True,13.340336439415749,29.02858941358884,2.888926452025771,6.049396863207221,1.093994763682982,4498.0,14704.0,2.2690084481991994,1588.0,5218.0,2945.0,9656.0,0.0,1.0,319.0,395.0,4127.0,13467.0,4127.0,13465.0,0.0,2.0,,70553.0,128098.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
hk48.tsp,ok,0.03125464729964733,11461.0,1.0,ok,1,11461.0,ok,1,11461.0,True,True,True,0.3167424039663138,-0.08879551024448518,0.041154319420456886,0.028479374945163727,-0.30798576319045456,16.0,16.0,0.0,6.0,6.0,10.0,10.0,1.0,0.0,100.0,100.0,13.0,13.0,13.0,13.0,0.0,0.0,0.0,174.0,94.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
kroA100.tsp,ok,0.09304322861135006,21282.0,1.0,ok,1,21282.0,ok,1,21282.0,True,True,True,1068.7800510820314,1654.867892533188,99.53578985668719,154.06729487515986,0.5478582638163396,411334.0,801204.0,0.9478185610720242,76131.0,143666.0,335341.0,658008.0,0.0,0.0,320.0,800.0,389194.0,761556.0,327718.0,639202.0,61476.0,122354.0,0.9902726267161168,1759135.0,2724311.0,0.0,0.0,0.0,0.0,61476.0,122354.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
kroA150.tsp,ok,0.4707332830876112,26524.0,1.0,ok,1,26524.0,ok,1,26524.0,True,True,True,394.4947826613981,788.1184867391199,186.1725574862212,371.4643360078335,0.9952690182887234,93072.0,291874.0,2.1360022348289496,29374.0,93977.0,64008.0,199496.0,0.0,0.0,400.0,400.0,89016.0,274330.0,89008.0,274327.0,8.0,3.0,-0.625,1471657.0,2570687.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
kroB100.tsp,ok,0.1833615768700838,22141.0,1.0,ok,1,22141.0,ok,1,22141.0,True,True,True,146.82055855977077,801.7190976687402,27.104610711336136,147.18783953227103,4.430361686423768,32195.0,275891.0,7.569374126417145,10985.0,93599.0,21316.0,183791.0,0.0,0.0,372.0,400.0,30241.0,256049.0,30235.0,256045.0,6.0,4.0,-0.33333333333333337,511029.0,2402306.0,0.0,0.0,0.0,0.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
kroC100.tsp,ok,0.11923562549054623,20749.0,1.0,ok,1,20749.0,ok,1,20749.0,True,True,True,180.6588369797491,176.40903793144824,21.660205053165555,21.153477605432272,-0.02339439753638095,28723.0,42335.0,0.4739059290464087,8579.0,13263.0,20210.0,29227.0,0.0,0.0,301.0,372.0,26783.0,39616.0,26771.0,39071.0,12.0,545.0,44.416666666666664,396449.0,340879.0,0.0,0.0,0.0,0.0,12.0,545.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
kroD100.tsp,ok,0.14088797196745872,21294.0,1.0,ok,1,21294.0,ok,1,21294.0,True,True,True,116.91503128810304,14.314670287496126,16.61280962266028,2.1576528381556273,-0.8701211362097032,18227.0,3289.0,-0.8195534097767049,5945.0,1084.0,12341.0,2221.0,0.0,0.0,378.0,400.0,17193.0,2987.0,16900.0,2950.0,293.0,37.0,-0.8737201365187713,277246.0,27164.0,0.0,0.0,0.0,0.0,292.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0
kroE100.tsp,ok,0.23537259548902512,22068.0,1.0,ok,1,22068.0,ok,1,22068.0,True,True,True,807.132044138909,502.1981259481485,190.21213672682643,118.43904894962907,-0.37733179918100823,759297.0,681597.0,-0.10233149874159919,155933.0,138862.0,603985.0,543770.0,1340.0,1248.0,729.0,721.0,701783.0,626734.0,611434.0,540761.0,90349.0,85973.0,-0.04843440436529456,4394177.0,2559291.0,0.0,0.0,0.0,0.0,90348.0,85973.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
lin105.tsp,ok,0.08077146671712399,14379.0,1.0,ok,1,14379.0,ok,1,14379.0,True,True,True,1.9939113571808926,1.6064550862883467,0.24182261154055595,0.2105272002518177,-0.12941474368078154,103.0,55.0,-0.46601941747572817,33.0,19.0,70.0,36.0,0.0,0.0,333.0,348.0,63.0,38.0,63.0,38.0,0.0,0.0,0.0,1035.0,352.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pr124.tsp,ok,0.4382678158581257,59030.0,1.0,ok,1,59030.0,ok,1,59030.0,True,True,True,7.710822591326274,8.384934315283054,3.8176731914281845,4.1131146643310785,0.07738783758815404,3452.0,5484.0,0.5886442641946699,1242.0,1981.0,2223.0,3531.0,0.0,0.0,341.0,387.0,3220.0,5022.0,3220.0,5022.0,0.0,0.0,0.0,53414.0,47816.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pr144.tsp,ok,0.24983618780970573,58537.0,1.0,ok,1,58537.0,ok,1,58537.0,True,True,True,1532.2102567944232,1505.9501472312838,383.05140566825867,376.4906800035387,-0.017127533191724775,220224.0,369988.0,0.6800530369078757,96849.0,170203.0,134542.0,225057.0,70.0,121.0,400.0,400.0,190319.0,311567.0,190299.0,311567.0,20.0,0.0,-1.0,3992184.0,3592924.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pr76.tsp,ok,0.21514095552265644,108159.0,1.0,ok,1,108159.0,ok,1,108159.0,True,True,True,3538.2083703147214,1455.0039017627962,761.4286705832928,313.24607066996396,-0.5886074654504385,2715260.0,1219976.0,-0.5506964342272931,681818.0,362873.0,2037679.0,864005.0,89.0,95.0,361.0,400.0,2524427.0,1124682.0,2291586.0,1068068.0,232841.0,56614.0,-0.7568555366108203,25123350.0,8906012.0,0.0,0.0,0.0,0.0,232840.0,56613.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
rat195.tsp,ok,2.86149631254375,2323.0,3.0,ok,1,2323.0,ok,1,2323.0,True,True,True,552.9106860500004,459.4354875438627,1585.013385610655,1317.5344497710466,-0.1687550012308301,450182.0,548457.0,0.21830059842463712,159340.0,199894.0,293611.0,355955.0,5.0,19.0,400.0,400.0,426701.0,516995.0,426691.0,516985.0,10.0,10.0,0.0,7794603.0,5354138.0,0.0,0.0,0.0,0.0,10.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
rat99.tsp,ok,1.160699475556612,1211.0,1.0,ok,1,1211.0,ok,1,1211.0,True,True,True,-0.7167256299154368,-0.7624444274104423,0.3287964127957821,0.2757306285202503,-0.1613940487498302,290.0,265.0,-0.08620689655172409,92.0,84.0,201.0,183.0,0.0,0.0,400.0,400.0,238.0,203.0,238.0,203.0,0.0,0.0,0.0,3922.0,2019.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rd100.tsp,ok,0.0784916877746582,7910.0,1.0,ok,1,7910.0,ok,1,7910.0,True,True,True,5.63493661494815,18.899090491520816,0.5207873731851578,1.5619131978601217,1.9991379942785366,451.0,2672.0,4.924611973392461,147.0,945.0,306.0,1750.0,0.0,2.0,400.0,400.0,356.0,2365.0,345.0,2351.0,11.0,14.0,0.2727272727272727,6062.0,22535.0,0.0,0.0,0.0,0.0,11.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
st70.tsp,ok,0.07140777260065079,675.0,1.0,ok,1,675.0,ok,1,675.0,True,True,True,7.098983909854031,5.421203896333847,0.5783304013311863,0.4585238676518202,-0.20715932173649954,1353.0,1507.0,0.11382113821138207,435.0,499.0,923.0,1033.0,0.0,0.0,361.0,400.0,1213.0,1335.0,1210.0,1333.0,3.0,2.0,-0.33333333333333337,20392.0,13307.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
swiss42.tsp,ok,0.03386518731713295,1273.0,1.0,ok,1,1273.0,ok,1,1273.0,True,True,True,-0.1727893717225134,-0.14620696262970934,0.028013642877340317,0.028913861140608788,0.03213499462423153,5.0,11.0,1.2000000000000002,2.0,5.0,3.0,6.0,3.0,3.0,100.0,100.0,2.0,5.0,2.0,4.0,0.0,1.0,,35.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
u159.tsp,ok,0.12093745544552803,42080.0,1.0,ok,1,42080.0,ok,1,42080.0,True,True,True,1745.9330087902867,904.9376702756701,211.26963291689754,109.56179663538933,-0.481412472191471,130944.0,87109.0,-0.33476142473118276,41587.0,30343.0,89780.0,57336.0,0.0,0.0,400.0,400.0,121660.0,80976.0,121630.0,80888.0,30.0,88.0,1.9333333333333331,1926907.0,786342.0,0.0,0.0,0.0,0.0,30.0,86.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
ulysses16.tsp,ok,0.03193540312349796,6859.0,1.0,ok,1,6859.0,ok,1,6859.0,True,True,True,-0.28346797460208806,-0.17005388508694774,0.022882739081978798,0.02650466375052929,0.15828195460231953,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,38.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
wi29.tsp,ok,0.04551754333078861,27603.0,1.0,ok,1,27603.0,ok,1,27603.0,True,True,True,-0.6466685722434935,-0.56730455748639,0.016082778573036194,0.019695233553647995,0.22461634749285886,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,58.0,85.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bier127.tsp,ok,0.1989000365138054,118282.0,1.0,ok,1,118282.0,timeout,0,,,True,,5463.281272532711,,1086.8457446284592,,,879992.0,,,270348.0,,612004.0,,0.0,,729.0,,792292.0,,792253.0,,39.0,,,12512801.0,,0.0,,0.0,,38.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,1.0,
brg180.tsp,ok,0.18208833783864975,1950.0,1.0,timeout,0,,timeout,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d198.tsp,ok,0.9902167804539204,15780.0,3.0,timeout,0,,timeout,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kroB150.tsp,ok,0.46501733362674713,26130.0,1.0,timeout,0,,timeout,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pr107.tsp,ok,0.15831930935382843,44303.0,1.0,timeout,0,,timeout,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pr136.tsp,ok,0.5037562884390354,96772.0,1.0,timeout,0,,timeout,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pr152.tsp,ok,0.8909101411700249,73682.0,1.0,timeout,0,,timeout,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qa194.tsp,ok,0.48868450708687305,9352.0,1.0,timeout,0,,timeout,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
si175.tsp,ok,1.865148700773716,21407.0,3.0,timeout,0,,timeout,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
