instance,Concorde:status,Concorde:wall_seconds,Concorde:result,Concorde:branches,PS-PS32:status,PS-PS32:successful_repeats,PS-PS32:result,hybrid-reverse:status,hybrid-reverse:successful_repeats,hybrid-reverse:result,result_match,PS-PS32:matches_reference,hybrid-reverse:matches_reference,PS-PS32:wall_vs_Concorde_relative_change,hybrid-reverse:wall_vs_Concorde_relative_change,PS-PS32:wall_seconds,hybrid-reverse:wall_seconds,relative_change:wall_seconds,PS-PS32:branches,hybrid-reverse:branches,relative_change:branches,PS-PS32:nodes_expanded,hybrid-reverse:nodes_expanded,PS-PS32:pruned_by_bound,hybrid-reverse:pruned_by_bound,PS-PS32:pruned_infeasible,hybrid-reverse:pruned_infeasible,PS-PS32:root_potential_iterations,hybrid-reverse:root_potential_iterations,PS-PS32:search_node_potential_update_candidates,hybrid-reverse:search_node_potential_update_candidates,PS-PS32:search_node_potential_updates_triggered,hybrid-reverse:search_node_potential_updates_triggered,PS-PS32:search_node_potential_updates_skipped_total,hybrid-reverse:search_node_potential_updates_skipped_total,relative_change:search_node_potential_updates_skipped_total,PS-PS32:search_node_potential_iterations,hybrid-reverse:search_node_potential_iterations,PS-PS32:search_node_potential_updates_skipped_budget_exhausted,hybrid-reverse:search_node_potential_updates_skipped_budget_exhausted,PS-PS32:search_node_potential_updates_skipped_depth_interval,hybrid-reverse:search_node_potential_updates_skipped_depth_interval,PS-PS32:search_node_potential_updates_skipped_gap_above_maximum,hybrid-reverse:search_node_potential_updates_skipped_gap_above_maximum,PS-PS32:search_node_potential_updates_skipped_gap_below_minimum,hybrid-reverse:search_node_potential_updates_skipped_gap_below_minimum,PS-PS32:search_node_potential_updates_skipped_invalid_state,hybrid-reverse:search_node_potential_updates_skipped_invalid_state,PS-PS32:search_node_potential_updates_skipped_numerically_unsafe,hybrid-reverse:search_node_potential_updates_skipped_numerically_unsafe,PS-PS32:search_node_potential_updates_skipped_strategy_none,hybrid-reverse:search_node_potential_updates_skipped_strategy_none,PS-PS32:search_node_potential_updates_skipped_update_depth_zero,hybrid-reverse:search_node_potential_updates_skipped_update_depth_zero,PS-PS32:search_node_potential_updates_skipped_zero_iteration_limit,hybrid-reverse:search_node_potential_updates_skipped_zero_iteration_limit,PS-PS32:search_node_potential_updates_skipped_zero_violation,hybrid-reverse:search_node_potential_updates_skipped_zero_violation
att48.tsp,ok,0.08958465978503227,10628.0,1.0,ok,1,10628.0,ok,1,10628.0,True,True,True,-0.5210508706051253,-0.5467292109735737,0.042906494811177254,0.04060610942542553,-0.05361392012736654,36.0,32.0,-0.11111111111111116,14.0,11.0,22.0,21.0,12.0,0.0,100.0,210.0,29.0,19.0,29.0,19.0,0.0,0.0,0.0,481.0,356.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bayg29.tsp,ok,0.023851288482546806,1610.0,1.0,ok,1,1610.0,ok,1,1610.0,True,True,True,-0.37395255298626806,-0.27863283452803,0.014932038262486458,0.017205536365509033,0.1522563807470445,2.0,3.0,0.5,1.0,1.0,1.0,2.0,3.0,1.0,100.0,127.0,1.0,2.0,1.0,2.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bays29.tsp,ok,0.04078455828130245,2020.0,1.0,ok,1,2020.0,ok,1,2020.0,True,True,True,-0.07292797150608443,-0.2982100464453783,0.037810223177075386,0.02862219326198101,-0.24300385300727723,10.0,11.0,0.10000000000000009,3.0,3.0,6.0,6.0,2.0,3.0,100.0,125.0,7.0,8.0,7.0,8.0,0.0,0.0,0.0,81.0,87.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
berlin52.tsp,ok,0.05695320665836334,7542.0,1.0,ok,1,7542.0,ok,1,7542.0,True,True,True,-0.453618103041157,-0.47719920383352976,0.031118201091885567,0.029775181785225868,-0.04315864219445209,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,21.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
brazil58.tsp,ok,0.09078448079526424,25395.0,1.0,ok,1,25395.0,ok,1,25395.0,True,True,True,-0.5046554495059217,-0.25515462833497404,0.044969597831368446,0.067620400339365,0.5036914626840745,39.0,36.0,-0.07692307692307687,11.0,11.0,28.0,25.0,0.0,1.0,100.0,190.0,36.0,30.0,36.0,30.0,0.0,0.0,0.0,484.0,442.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
burma14.tsp,ok,0.023742059245705605,3323.0,1.0,ok,1,3323.0,ok,1,3323.0,True,True,True,-0.12415618470471046,-0.6537369980169335,0.0207943357527256,0.008220996707677841,-0.6046521126985132,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,19.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ch130.tsp,ok,0.18499169498682022,6110.0,1.0,ok,1,6110.0,ok,1,6110.0,True,True,True,877.3153951411576,9378.945144450085,162.4810536801815,1735.2119511552155,9.679472540661315,113490.0,1149734.0,9.130707551326108,36203.0,368633.0,77705.0,785204.0,0.0,3.0,400.0,586.0,108208.0,1090625.0,107863.0,1090594.0,345.0,31.0,-0.9101449275362319,1751614.0,17677823.0,0.0,0.0,0.0,0.0,343.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0
ch150.tsp,ok,0.3328863438218832,6528.0,1.0,ok,1,6528.0,ok,1,6528.0,True,True,True,1220.1626618386238,1156.2084709906856,406.5083737112582,385.2188969478011,-0.05237155773469726,205249.0,185347.0,-0.09696514964750136,62794.0,57361.0,143090.0,128620.0,0.0,0.0,400.0,616.0,196919.0,178853.0,196798.0,178817.0,121.0,36.0,-0.7024793388429752,3116069.0,2871263.0,0.0,0.0,0.0,0.0,119.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
dantzig42.tsp,ok,0.043297743424773216,699.0,1.0,ok,1,699.0,ok,1,699.0,True,True,True,-0.16440210125926968,-0.08107596292910668,0.03617950342595577,0.03978733718395233,0.09972037801403988,5.0,6.0,0.19999999999999996,1.0,1.0,4.0,5.0,0.0,0.0,100.0,201.0,4.0,5.0,4.0,5.0,0.0,0.0,0.0,20.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dj38.tsp,ok,0.03762975335121155,6656.0,1.0,ok,1,6656.0,ok,1,6656.0,True,True,True,-0.1348287721410214,-0.3227350126124129,0.03255617991089821,0.025485314428806305,-0.2171896549731538,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,22.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
