rank,kind,function,file,calls,self_ir,self_pct_total,self_est_sec,inclusive_ir,inclusive_pct_total,inclusive_est_sec
1,solver,"tsp::BranchBoundSolver::updateOneTreeAfterCandidateRemoval(tsp::BranchBoundSolver::PartialSol const&, std::vector<tsp::BranchBoundSolver::Edge, std::allocator<tsp::BranchBoundSolver::Edge> > const&, tsp::BranchBoundSolver::OneTree&, std::vector<unsigned long, std::allocator<unsigned long> > const&) const",solver/tsp_bb_26_07_14_02/tsp_bb,0,3917135589,33.790000,0.524528397,5581929344,48.160000,0.747596555
2,solver,"tsp::BranchBoundSolver::findMstReplacement(tsp::BranchBoundSolver::PartialSol const&, std::vector<tsp::BranchBoundSolver::Edge, std::allocator<tsp::BranchBoundSolver::Edge> > const&, tsp::BranchBoundSolver::OneTree const&, tsp::BranchBoundSolver::Edge const&) const",solver/tsp_bb_26_07_14_02/tsp_bb,0,3508780655,30.270000,0.469886788,3895879634,33.610000,0.521734224
3,solver,"tsp::BranchBoundSolver::deactivateCandidate(tsp::BranchBoundSolver::PartialSol&, unsigned long, std::vector<unsigned long, std::allocator<unsigned long> >&) const",solver/tsp_bb_26_07_14_02/tsp_bb,0,762846967,6.580000,0.102142553,762846967,6.580000,0.102142553
4,solver,"tsp::BranchBoundSolver::deactivateCandidatesAfterForce(tsp::BranchBoundSolver::PartialSol&, tsp::BranchBoundSolver::Edge const&, int, int, std::vector<unsigned long, std::allocator<unsigned long> >&) const",solver/tsp_bb_26_07_14_02/tsp_bb,0,561001119,4.840000,0.075132212,1309584143,11.300000,0.175411982
5,solver,"tsp::BranchBoundSolver::search(tsp::BranchBoundSolver::PartialSol&, std::vector<tsp::BranchBoundSolver::Edge, std::allocator<tsp::BranchBoundSolver::Edge> > const&, int, tsp::BranchBoundSolver::OneTree const*)",solver/tsp_bb_26_07_14_02/tsp_bb,0,530021960,4.570000,0.070940952,110252127423,951.200000,14.765652884
6,solver,"tsp::BranchBoundSolver::restoreCandidates(tsp::BranchBoundSolver::PartialSol&, std::vector<unsigned long, std::allocator<unsigned long> > const&) const",solver/tsp_bb_26_07_14_02/tsp_bb,0,512751387,4.420000,0.068612475,512751387,4.420000,0.068612475
7,solver,"tsp::BranchBoundSolver::bpPartition(tsp::BranchBoundSolver::PartialSol&, std::vector<tsp::BranchBoundSolver::Edge, std::allocator<tsp::BranchBoundSolver::Edge> > const&, tsp::BranchBoundSolver::OneTree const&)",solver/tsp_bb_26_07_14_02/tsp_bb,0,465032174,4.010000,0.062247969,3073281451,26.510000,0.411519615
8,runtime,./malloc/./malloc/malloc.c:_int_free,lib/x86_64-linux-gnu/libc.so.6,0,298838462,2.580000,0.040049815,330542657,2.850000,0.044241075
9,runtime,./malloc/./malloc/malloc.c:malloc,lib/x86_64-linux-gnu/libc.so.6,0,241697731,2.090000,0.032443455,294266794,2.540000,0.039428888
10,runtime,./malloc/./malloc/malloc.c:free,lib/x86_64-linux-gnu/libc.so.6,0,150711820,1.300000,0.020180140,497402172,4.290000,0.066594461
